Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Global;;;;;;;;;;;;;;;;;;;;;;
Year:;;2010;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
560;;;2.;Iodine deficiency;;3.268.950;1.358.295;1.910.655;0;29.062;165.818;433.126;436.458;146.267;86.971;60.592;0;45.014;238.847;606.511;587.665;199.221;126.805;106.592
570;;;3.;Vitamin A deficiency;;240.059;115.518;124.541;0;29.895;32.975;22.493;18.837;5.942;3.399;1.976;0;30.272;33.932;24.824;21.413;7.111;4.197;2.793
580;;;4.;Iron-deficiency anaemia;;33.823.595;12.363.605;21.459.990;30.329;3.480.623;5.003.586;1.496.502;1.270.817;488.782;308.247;284.718;26.557;3.039.195;4.928.873;5.376.149;5.060.742;1.323.026;835.760;869.688
590;;;5.;Other nutritional deficiencies;;2.881.881;1.151.108;1.730.774;0;278.427;82.854;149.472;189.346;141.662;143.535;165.811;0;409.620;137.393;250.988;302.080;186.194;184.687;259.812
600;II.;Noncommunicable diseases;;;;1.470.690.485;764.409.989;706.280.496;15.099.476;28.823.740;28.984.882;78.741.599;163.630.832;130.863.352;137.417.989;180.848.121;13.440.118;27.100.746;27.357.001;77.498.558;148.309.741;103.640.476;111.520.152;197.413.703
610;;A.;Malignant neoplasms;;;225.668.965;126.081.389;99.587.577;9.339;2.338.262;2.367.255;5.640.401;22.205.948;29.060.363;30.502.664;33.957.156;8.224;1.808.056;1.775.118;4.736.473;24.224.798;22.259.211;20.330.815;24.444.881
620;;;1.;Mouth and oropharynx cancers;;9.363.834;6.850.862;2.512.972;0;30.609;36.648;287.300;1.948.785;2.104.222;1.542.240;901.058;0;17.761;30.851;150.929;724.506;635.245;527.404;426.276
621;;;;a.;Lip and oral cavity;4.589.460;3.219.160;1.370.300;0;21.712;15.464;154.883;971.505;947.945;694.156;413.496;0;11.418;7.363;56.720;360.490;357.007;314.538;262.765
622;;;;b.;Nasopharynx;1.813.660;1.250.834;562.826;0;0;16.563;93.749;418.217;357.049;237.720;127.536;0;0;19.519;64.860;197.827;131.695;83.502;65.423
623;;;;c.;Other pharynx;2.960.714;2.380.868;579.846;0;8.897;4.620;38.668;559.063;799.228;610.364;360.026;0;6.344;3.969;29.349;166.189;146.543;129.364;98.089
630;;;2.;Oesophagus cancer;;10.438.390;7.456.618;2.981.772;0;4.317;2.146;62.294;978.302;2.208.250;2.229.576;1.971.732;0;1.467;663;64.435;462.536;641.443;789.066;1.022.162
640;;;3.;Stomach cancer;;19.065.601;12.526.611;6.538.989;0;28.356;16.150;184.767;2.070.366;3.130.763;3.334.986;3.761.223;0;17.842;12.021;168.428;1.325.517;1.352.860;1.427.801;2.234.520
650;;;4.;Colon and rectum cancers;;17.213.463;9.535.432;7.678.030;0;28.630;21.178;246.093;1.584.712;2.069.182;2.436.429;3.149.207;0;33.607;19.937;217.852;1.359.041;1.502.439;1.665.189;2.879.965
660;;;5.;Liver cancer;;21.289.498;15.428.441;5.861.057;0;0;115.315;545.887;4.445.313;4.244.987;3.153.369;2.923.571;0;0;61.498;194.652;1.233.600;1.354.252;1.292.524;1.724.531
661;;;;a.;Liver cancer secondary to hepatitis B;11.030.440;7.989.630;3.040.811;0;0;87.242;459.989;2.966.040;2.098.565;1.258.420;1.119.373;0;0;39.082;145.268;814.793;718.349;574.495;748.823
662;;;;b.;Liver cancer secondary to hepatitis C;2.440.761;1.423.143;1.017.618;0;0;3.962;15.433;198.729;363.423;409.105;432.491;0;0;3.192;11.926;132.854;210.546;261.397;397.702
663;;;;c.;Liver cancer secondary to alcohol use;5.689.773;4.746.057;943.716;0;0;0;11.744;888.679;1.461.804;1.256.259;1.127.570;0;0;10;1.845;112.637;239.009;278.021;312.194
664;;;;d.;Other liver cancer;2.128.524;1.269.612;858.913;0;0;24.111;58.720;391.864;321.195;229.584;244.137;0;0;19.213;35.612;173.317;186.348;178.611;265.811
670;;;6.;Pancreas cancer;;7.473.137;4.158.189;3.314.948;0;3.032;2.432;34.221;544.702;1.077.652;1.245.222;1.250.929;0;8.573;6.973;26.211;358.461;672.347;892.445;1.349.939
680;;;7.;Trachea, bronchus, lung cancers;;38.547.708;27.173.126;11.374.582;0;42.437;20.979;172.453;3.196.552;6.977.044;8.063.696;8.699.967;0;32.730;15.663;121.312;1.565.101;2.629.760;3.014.067;3.995.949
690;;;8.;Melanoma and other skin cancers;;2.584.231;1.552.955;1.031.276;0;6.530;5.248;66.786;313.814;325.440;389.470;445.666;0;7.210;6.665;54.250;240.664;209.812;202.658;310.017
691;;;;a.;Malignant skin melanoma;1.610.292;907.924;702.367;0;6.530;4.801;40.929;206.895;205.337;222.076;221.356;0;7.210;5.447;39.491;182.579;151.866;142.276;173.499
692;;;;b.;Non-melanoma skin cancer;973.939;645.031;328.909;0;0;448;25.858;106.919;120.103;167.393;224.310;0;0;1.218;14.759;58.085;57.946;60.382;136.518
700;;;9.;Breast cancer;;17.145.199;91.344;17.053.855;0;0;93;3.143;17.262;20.822;23.952;26.072;0;10.612;8.705;483.268;6.315.052;4.542.954;3.067.276;2.625.987
710;;;10.;Cervix uteri cancer;;9.106.828;0;9.106.828;0;0;0;0;0;0;0;0;0;6.595;5.215;300.654;3.609.147;2.522.015;1.610.682;1.052.520
720;;;11.;Corpus uteri cancer;;2.396.008;0;2.396.008;0;0;0;0;0;0;0;0;0;1.929;1.462;50.754;640.550;670.190;538.923;492.201
730;;;12.;Ovary cancer;;4.511.955;0;4.511.955;0;0;0;0;0;0;0;0;0;42.698;28.749;210.800;1.203.933;1.218.950;988.010;818.816
740;;;13.;Prostate cancer;;5.693.991;5.693.991;0;0;1.637;527;35.710;95.704;436.306;1.399.973;3.724.135;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;603.408;603.408;0;0;76.322;44.483;182.862;198.225;41.594;30.623;29.298;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;3.888.731;2.434.138;1.454.593;312;183.218;80.264;53.069;312.072;567.455;603.454;634.295;274;173.122;103.464;56.239;167.035;249.733;280.355;424.371
750;;;16.;Bladder cancer;;3.501.502;2.650.628;850.874;0;14.913;10.533;22.130;210.404;442.411;712.907;1.237.332;0;6.522;4.802;10.132;84.697;137.205;185.395;422.121
751;;;17.;Brain and nervous system cancers;;7.179.714;4.100.892;3.078.822;667;251.764;324.451;468.639;1.124.688;836.419;645.719;448.546;655;221.418;275.272;349.510;751.348;581.334;467.309;431.976
752;;;18.;Gallbladder and biliary tract cancer;;3.868.666;1.472.950;2.395.716;0;1.697;639;15.219;226.170;326.543;390.225;512.458;0;1.678;1.501;27.463;481.181;534.374;593.554;755.965
753;;;19.;Larynx cancer;;2.382.490;2.095.292;287.198;0;6.170;3.874;19.701;337.248;655.019;606.025;467.255;0;2.667;2.187;10.815;48.711;73.608;73.098;76.113
754;;;20.;Thyroid cancer;;1.074.305;345.284;729.021;0;0;1.587;11.202;56.698;76.120;102.784;96.894;0;0;1.700;28.320;113.023;144.129;210.938;230.912
755;;;21.;Mesothelioma;;554.177;388.085;166.092;0;1.810;1.726;8.729;42.721;70.115;119.436;143.547;0;0;132;5.807;32.247;37.342;43.124;47.440
760;;;22.;Lymphomas, multiple myeloma;;9.386.043;5.566.672;3.819.371;532;251.708;319.578;625.238;1.173.360;998.359;1.069.523;1.128.375;415;155.998;161.216;408.561;715.114;639.910;727.431;1.010.725
761;;;;a.;Hodgkin lymphoma;1.164.332;729.338;434.995;115;49.462;83.847;173.848;198.852;96.649;69.190;57.375;45;21.682;29.328;114.773;116.969;59.054;45.712;47.431
762;;;;b.;Non-Hodgkin lymphoma;6.245.341;3.752.327;2.493.014;416;197.801;232.760;435.510;837.463;659.219;678.512;710.645;370;128.892;127.740;282.164;506.330;390.710;431.615;625.194
763;;;;c.;Multiple myeloma;1.976.370;1.085.007;891.362;0;4.445;2.970;15.881;137.044;242.491;321.821;360.355;0;5.424;4.148;11.624;91.815;190.146;250.104;338.101
770;;;23.;Leukaemia;;11.012.312;6.328.278;4.684.034;930;791.161;903.509;1.277.473;1.165.622;668.044;691.029;830.510;870;571.339;620.114;849.613;961.235;532.729;489.782;658.351
780;;;24.;Other malignant neoplasms;;17.387.774;9.628.191;7.759.583;6.899;613.952;455.896;1.317.486;2.163.229;1.783.618;1.712.025;1.575.086;6.009;494.288;406.329;946.470;1.832.097;1.376.582;1.243.784;1.454.024
790;;B.;Other neoplasms;;;5.362.876;2.855.197;2.507.679;1.251;209.557;159.922;327.498;487.398;475.883;500.359;693.328;2.075;191.182;134.693;173.990;566.509;393.615;386.426;659.189
800;;C.;Diabetes mellitus;;;56.205.838;27.856.494;28.349.344;1.827;80.489;161.304;1.467.367;6.686.592;6.351.962;6.393.139;6.713.815;997;88.871;202.804;1.371.994;5.463.839;5.780.130;6.776.073;8.664.636
810;;D.;Endocrine, blood, immune disorders;;;24.565.658;10.792.026;13.773.632;75.699;2.689.352;2.060.222;1.583.113;1.556.604;907.155;853.677;1.066.205;69.061;2.616.487;2.276.822;2.955.507;2.463.379;975.728;931.716;1.484.931
811;;;1.;Thalassaemias;;4.093.469;1.453.669;2.639.800;16.150;509.057;408.802;170.431;178.974;66.117;49.555;54.584;13.633;442.001;428.832;566.983;802.380;174.104;94.160;117.707
812;;;2.;Sickle cell disorders and trait;;7.973.120;2.984.612;4.988.508;19.312;1.128.756;821.526;712.238;217.141;48.953;21.619;15.067;18.290;1.278.015;1.280.495;1.690.505;557.340;111.711;32.411;19.741
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;3.260.973;1.708.713;1.552.260;2.804;197.876;342.943;286.506;269.618;156.128;176.627;276.211;2.019;140.610;165.084;219.901;257.189;136.522;225.238;405.696
814;;;4.;Other endocrine, blood and immune disorders;;9.238.097;4.645.032;4.593.064;37.432;853.663;486.951;413.938;890.872;635.957;605.876;720.343;35.119;755.861;402.412;478.117;846.470;553.391;579.907;941.787
820;;E.;Mental and substance use disorders;;;160.378.837;84.372.824;76.006.013;7.508;717.370;7.156.033;25.961.095;31.513.279;10.215.923;5.503.734;3.297.881;3.170;315.247;5.506.421;22.403.505;27.228.152;9.827.688;5.987.019;4.734.810
830;;;1.;Depressive disorders;;40.866.013;16.036.685;24.829.328;0;715;639.675;4.315.420;5.807.556;2.483.688;1.606.596;1.183.035;0;738;901.917;6.177.912;8.664.905;3.969.263;2.729.558;2.385.034
831;;;;a.;Major depressive disorder;31.806.639;12.458.704;19.347.935;0;583;556.938;3.544.856;4.448.103;1.843.632;1.173.383;891.209;0;596;792.827;5.090.353;6.651.969;2.969.158;2.016.883;1.826.149
832;;;;b.;Dysthymia;9.059.374;3.577.981;5.481.392;0;133;82.737;770.564;1.359.453;640.056;433.213;291.826;0;142;109.090;1.087.559;2.012.936;1.000.106;712.675;558.885
840;;;2.;Bipolar disorder;;8.279.152;3.769.217;4.509.936;0;0;147.255;1.412.433;1.367.995;454.114;250.201;137.219;0;0;164.206;1.624.752;1.629.747;561.317;318.470;211.444
850;;;3.;Schizophrenia;;12.424.065;6.301.132;6.122.933;0;0;11.412;1.294.335;3.276.742;1.033.886;493.660;191.096;0;0;9.475;1.276.523;3.086.930;1.001.369;506.119;242.518
860;;;4.;Alcohol use disorders;;17.909.557;13.292.177;4.617.380;10;879;37.860;3.286.558;6.304.236;2.282.435;994.068;386.131;5;500;22.067;1.418.922;1.998.577;692.862;309.945;174.502
870;;;5.;Drug use disorders;;20.110.990;13.169.750;6.941.240;407;0;10.939;5.458.943;5.590.734;1.120.283;600.078;388.366;634;0;4.636;2.843.634;2.730.911;653.070;398.163;310.192
871;;;;a.;Opioid use disorders;15.128.490;9.906.196;5.222.295;407;0;0;3.937.298;4.369.447;825.399;475.567;298.078;634;0;0;2.078.166;2.110.563;486.245;318.630;228.057
872;;;;b.;Cocaine use disorders;1.158.178;808.252;349.926;0;0;0;294.487;340.340;104.169;44.999;24.258;0;0;0;124.897;144.671;44.932;21.610;13.817
873;;;;c.;Amphetamine use disorders;947.793;664.768;283.025;0;0;2.055;369.816;226.810;44.200;15.298;6.589;0;0;1.046;181.389;77.805;14.330;5.074;3.381
874;;;;d.;Cannabis use disorders;632.418;429.965;202.453;0;0;7.535;284.708;112.823;15.815;5.826;3.258;0;0;2.897;127.875;56.976;8.765;3.502;2.438
875;;;;e.;Other drug use disorders;2.244.110;1.360.569;883.542;0;0;1.350;572.635;541.313;130.700;58.388;56.184;0;0;693;331.307;340.897;98.799;49.347;62.498
880;;;6.;Anxiety disorders;;24.656.866;9.384.794;15.272.072;0;27.335;1.264.839;2.866.751;3.167.551;1.086.736;593.747;377.835;0;34.630;1.728.308;4.423.679;5.180.420;1.892.859;1.111.100;901.076
890;;;7.;Eating disorders;;2.076.752;492.833;1.583.918;0;0;38.619;253.156;201.059;0;0;0;0;0;119.392;883.128;581.399;0;0;0
900;;;8.;Autism and Asperger syndrome;;8.473.007;6.515.181;1.957.826;5.834;484.523;1.327.340;1.905.426;1.743.905;538.645;303.328;206.180;1.725;145.113;400.757;562.620;509.321;161.381;95.570;81.340
910;;;9.;Childhood behavioural disorders;;6.524.395;4.341.744;2.182.651;0;7.479;2.422.844;1.783.567;105.222;17.952;4.166;513;0;3.021;1.269.055;852.842;46.737;8.561;2.126;309
911;;;;a.;Attention deficit/hyperactivity syndrome;726.317;510.348;215.970;0;7.479;177.107;197.907;105.222;17.952;4.166;513;0;3.021;72.017;83.199;46.737;8.561;2.126;309
912;;;;b.;Conduct disorder;5.798.078;3.831.396;1.966.682;0;0;2.245.737;1.585.659;0;0;0;0;0;0;1.197.038;769.643;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;9.631.386;5.529.520;4.101.867;1.258;196.439;1.222.112;1.933.201;1.492.209;390.720;193.792;99.789;806;131.246;865.428;1.407.059;1.127.274;305.446;158.482;106.127
930;;;11.;Other mental and behavioural disorders;;9.426.652;5.539.791;3.886.862;0;0;33.137;1.451.304;2.456.070;807.464;464.099;327.716;0;0;21.181;932.434;1.671.930;581.561;357.485;322.270
940;;F.;Neurological conditions;;;86.106.150;36.349.264;49.756.886;445;1.203.519;2.906.545;7.441.684;8.225.629;3.314.485;3.301.024;9.955.933;460;1.245.597;3.202.945;8.962.251;11.526.384;4.544.672;4.107.981;16.166.594
950;;;1.;Alzheimer disease and other dementias;;25.977.591;9.835.174;16.142.416;0;0;4.493;5.898;92.280;534.675;1.479.131;7.718.697;0;0;3.499;3.676;100.075;641.274;1.784.559;13.609.334
960;;;2.;Parkinson disease;;2.977.860;1.648.136;1.329.724;0;0;97;3.515;65.552;107.048;285.474;1.186.450;0;0;151;2.853;50.464;84.047;206.063;986.146
970;;;3.;Epilepsy;;14.732.020;8.042.091;6.689.929;167;867.886;1.405.835;2.587.123;1.908.635;563.094;378.498;330.853;152;894.927;1.251.915;1.922.882;1.409.630;472.945;340.346;397.132
980;;;4.;Multiple sclerosis;;1.333.123;483.357;849.766;0;0;1.767;41.852;224.428;110.219;67.779;37.312;0;0;2.633;101.706;364.797;183.654;115.015;81.961
990;;;5.;Migraine;;27.016.197;9.569.909;17.446.288;0;0;717.283;2.982.600;3.947.358;1.147.377;530.139;245.152;0;0;1.176.661;5.101.372;7.331.975;2.227.291;1.056.440;552.548
