Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;South-East Asia Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2016;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
340;;;;a.;Ascariasis;464.701;231.062;233.639;0;27.417;51.374;57.144;56.954;18.729;11.381;8.064;0;36.871;48.610;54.457;55.500;18.245;11.575;8.382
350;;;;b.;Trichuriasis;100.172;50.621;49.551;0;2.728;9.696;14.958;14.602;4.561;2.552;1.524;0;2.563;8.996;14.450;14.627;4.553;2.653;1.709
360;;;;c.;Hookworm disease;631.515;287.051;344.464;0;18.862;59.085;80.281;77.653;25.054;15.899;10.217;0;16.684;58.296;106.825;108.888;27.139;15.596;11.036
362;;;;d.;Food-bourne trematodes;93.942;39.277;54.665;0;244;1.448;2.950;8.387;8.972;8.418;8.857;0;485;2.094;6.238;13.254;10.405;9.619;12.569
365;;;11.;Leprosy;;271.144;154.589;116.555;0;5;58;10.893;32.592;37.836;32.114;41.091;0;2;21;8.282;29.384;18.985;31.728;28.154
370;;;12.;Other infectious diseases;;6.307.584;3.404.518;2.903.066;51.965;1.203.339;937.925;435.020;250.415;153.983;158.834;213.038;14.337;1.020.175;817.869;465.561;218.819;82.667;115.249;168.389
380;;B.;Respiratory Infectious ;;;33.944.585;16.347.589;17.596.996;2.104.839;7.257.925;969.030;707.617;822.335;748.139;1.153.503;2.584.202;1.850.683;8.278.327;1.015.765;691.829;696.142;558.270;1.291.652;3.214.327
390;;;1.;Lower respiratory infections;;31.313.646;14.977.244;16.336.401;2.102.773;7.046.511;573.100;357.280;562.191;661.923;1.110.587;2.562.880;1.848.851;8.089.019;664.857;371.085;449.383;475.992;1.248.228;3.188.986
400;;;2.;Upper respiratory infections;;1.408.022;723.414;684.608;1.813;94.988;159.360;198.785;179.395;48.744;26.588;13.740;1.583;86.555;146.813;185.483;173.148;47.720;27.116;16.190
410;;;3.;Otitis media;;1.222.918;646.931;575.987;252;116.425;236.571;151.553;80.749;37.472;16.327;7.582;249;102.754;204.095;135.261;73.611;34.558;16.307;9.151
420;;C.;Maternal conditions;;;3.810.118;0;3.810.118;0;0;0;0;0;0;0;0;0;0;273;2.165.750;1.639.756;4.340;0;0
490;;D.;Neonatal conditions;;;69.137.973;36.334.535;32.803.438;31.713.275;2.164.926;752.789;878.440;655.680;124.034;37.791;7.599;28.487.984;2.215.232;567.006;701.954;609.306;150.248;58.456;13.253
500;;;1.;Preterm birth complications;;37.429.899;20.084.538;17.345.362;16.784.228;1.422.128;582.331;679.663;496.476;88.576;25.299;5.836;14.310.257;1.431.309;437.663;540.212;462.792;111.359;41.904;9.865
510;;;2.;Birth asphyxia and birth trauma;;15.931.668;8.741.703;7.189.965;8.201.775;393.347;39.883;50.481;41.710;10.088;3.861;556;6.637.044;445.843;26.713;34.714;32.074;8.972;3.943;661
520;;;3.;Neonatal sepsis and infections;;11.233.566;5.168.791;6.064.774;4.779.947;68.608;96.866;112.343;86.741;17.783;5.746;756;5.714.384;56.206;78.800;96.075;86.296;22.148;8.993;1.873
530;;;4.;Other neonatal conditions;;4.542.837;2.339.501;2.203.336;1.947.323;280.844;33.709;35.952;30.752;7.586;2.885;451;1.826.297;281.874;23.830;30.952;28.144;7.768;3.615;854
540;;E.;Nutritional deficiencies;;;26.224.222;9.411.657;16.812.564;30.511;3.145.598;2.736.644;945.276;1.060.450;522.865;507.583;462.729;26.280;3.104.861;2.990.197;3.689.560;3.805.751;1.216.186;1.006.199;973.532
550;;;1.;Protein-energy malnutrition;;4.460.077;1.961.886;2.498.190;21.621;1.625.146;39.108;17.864;27.497;32.704;64.833;133.114;19.904;1.804.295;94.805;62.611;82.265;83.935;150.618;199.757
560;;;2.;Iodine deficiency;;1.190.481;502.804;687.676;0;5.782;58.954;162.019;164.887;56.221;35.213;19.729;0;8.733;80.828;215.343;223.357;76.184;50.261;32.970
570;;;3.;Vitamin A deficiency;;93.263;43.803;49.460;0;10.100;11.612;7.825;8.365;3.110;1.856;934;0;10.554;12.409;9.079;10.007;3.816;2.292;1.304
580;;;4.;Iron-deficiency anaemia;;18.685.575;6.231.160;12.454.415;8.890;1.380.577;2.601.788;718.532;773.777;313.347;258.176;176.072;6.375;1.145.441;2.742.990;3.259.089;3.263.825;891.242;614.648;530.805
590;;;5.;Other nutritional deficiencies;;1.794.826;672.005;1.122.822;0;123.993;25.182;39.035;85.924;117.484;147.506;132.880;0;135.837;59.165;143.438;226.297;161.009;188.380;208.696
600;II.;Noncommunicable diseases;;;;411.039.733;219.019.276;192.020.457;4.476.332;5.041.928;7.924.366;22.419.928;53.853.793;42.190.456;43.559.650;39.552.823;4.623.919;5.439.826;7.243.127;21.829.406;44.955.642;31.815.276;35.442.940;40.670.321
610;;A.;Malignant neoplasms;;;45.125.046;22.973.119;22.151.927;662;395.520;533.532;1.364.755;5.689.959;5.771.656;5.537.906;3.679.129;672;295.370;340.020;1.229.235;7.510.617;5.811.256;4.288.617;2.676.141
620;;;1.;Mouth and oropharynx cancers;;4.855.982;3.607.376;1.248.606;0;5.795;11.565;169.281;1.183.560;1.044.975;796.084;396.116;0;2.527;11.404;62.838;395.452;344.600;282.198;149.587
621;;;;a.;Lip and oral cavity;2.601.984;1.829.613;772.370;0;5.124;4.833;118.289;667.943;504.422;370.186;158.816;0;2.051;1.307;28.320;227.930;224.340;193.024;95.399
622;;;;b.;Nasopharynx;511.067;357.379;153.688;0;0;6.332;22.420;114.803;100.716;77.329;35.779;0;0;9.772;19.621;52.123;38.297;21.531;12.344
623;;;;c.;Other pharynx;1.742.932;1.420.384;322.548;0;671;401;28.571;400.814;439.837;348.569;201.520;0;476;325;14.897;115.399;81.963;67.643;41.844
630;;;2.;Oesophagus cancer;;2.122.838;1.414.147;708.691;0;611;322;29.728;347.160;453.674;369.789;212.865;0;140;83;23.224;217.561;180.407;165.360;121.916
640;;;3.;Stomach cancer;;2.790.119;1.843.149;946.970;0;1.955;812;56.277;510.688;511.390;495.516;266.509;0;4.274;4.274;45.229;308.466;249.261;199.817;135.648
650;;;4.;Colon and rectum cancers;;3.009.677;1.751.407;1.258.270;0;7.904;4.855;93.002;493.171;442.059;405.453;304.963;0;2.436;1.446;79.755;394.693;256.799;275.124;248.016
660;;;5.;Liver cancer;;2.682.265;1.850.537;831.728;0;0;23.172;57.578;487.194;508.825;464.149;309.618;0;0;13.019;42.720;227.163;209.056;192.596;147.174
661;;;;a.;Liver cancer secondary to hepatitis B;1.416.248;968.453;447.795;0;0;16.567;47.924;324.711;262.155;196.431;120.664;0;0;8.376;32.751;152.227;111.631;84.470;58.339
662;;;;b.;Liver cancer secondary to hepatitis C;376.690;219.931;156.759;0;0;340;1.400;33.403;56.217;68.494;60.078;0;0;264;1.723;25.845;38.667;46.487;43.773
663;;;;c.;Liver cancer secondary to alcohol use;557.793;459.120;98.674;0;0;0;513;78.077;139.129;150.125;91.275;0;0;0;161;16.011;29.515;33.133;19.854
664;;;;d.;Other liver cancer;331.534;203.034;128.500;0;0;6.265;7.742;51.003;51.324;49.099;37.601;0;0;4.379;8.085;33.080;29.243;28.506;25.207
670;;;6.;Pancreas cancer;;845.747;438.742;407.005;0;130;81;8.620;90.734;135.012;120.958;83.208;0;4.521;4.927;7.552;97.001;105.867;89.948;97.190
680;;;7.;Trachea, bronchus, lung cancers;;5.314.314;3.685.412;1.628.903;0;6.351;3.136;43.801;683.423;1.061.085;1.163.634;723.982;0;3.615;1.934;51.184;401.312;443.446;429.119;298.294
690;;;8.;Melanoma and other skin cancers;;272.311;180.483;91.828;0;305;161;6.828;32.237;32.725;60.652;47.575;0;1.197;643;9.142;32.654;18.178;14.712;15.301
691;;;;a.;Malignant skin melanoma;92.769;44.059;48.709;0;305;161;1.594;8.442;4.925;20.772;7.860;0;1.197;643;6.257;23.283;8.939;5.410;2.979
692;;;;b.;Non-melanoma skin cancer;179.542;136.423;43.118;0;0;0;5.234;23.795;27.799;39.879;39.715;0;0;0;2.885;9.371;9.239;9.302;12.321
700;;;9.;Breast cancer;;4.615.505;6.783;4.608.722;0;0;0;433;1.897;1.578;1.443;1.431;0;5.895;5.567;166.807;2.113.243;1.263.416;702.188;351.606
710;;;10.;Cervix uteri cancer;;3.590.578;0;3.590.578;0;0;0;0;0;0;0;0;0;0;0;90.514;1.458.379;1.111.341;643.849;286.495
720;;;11.;Corpus uteri cancer;;275.538;0;275.538;0;0;0;0;0;0;0;0;0;0;0;2.231;54.952;103.178;72.944;42.234
730;;;12.;Ovary cancer;;1.360.697;0;1.360.697;0;0;0;0;0;0;0;0;0;13.598;11.501;80.391;469.944;393.836;270.890;120.536
740;;;13.;Prostate cancer;;556.839;556.839;0;0;189;79;1.206;12.441;51.311;164.737;326.875;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;160.562;160.562;0;0;36.743;23.080;27.497;40.827;10.812;12.317;9.286;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;470.735;298.097;172.638;22;27.522;11.806;12.656;52.805;74.602;71.773;46.911;14;26.607;11.764;15.891;28.165;43.111;27.201;19.885
750;;;16.;Bladder cancer;;504.934;396.494;108.440;0;591;319;9.300;63.093;84.070;112.994;126.128;0;1.342;1.392;1.525;18.289;25.166;31.073;29.652
751;;;17.;Brain and nervous system cancers;;1.099.996;638.109;461.887;31;27.878;54.813;81.262;200.450;128.683;97.877;47.115;26;33.890;54.557;83.142;126.640;84.101;50.249;29.282
752;;;18.;Gallbladder and biliary tract cancer;;1.560.420;445.957;1.114.463;0;189;79;6.949;124.532;125.439;111.369;77.400;0;0;0;19.616;363.594;289.301;278.755;163.196
753;;;19.;Larynx cancer;;763.245;672.584;90.660;0;2.937;3.203;8.451;141.044;200.171;188.780;127.998;0;1.733;1.889;5.057;19.302;24.410;22.483;15.787
754;;;20.;Thyroid cancer;;264.320;80.715;183.605;0;0;183;1.784;14.732;19.555;27.771;16.689;0;0;201;11.145;36.773;40.141;52.565;42.781
755;;;21.;Mesothelioma;;30.919;19.599;11.320;0;0;0;727;5.534;4.814;6.444;2.079;0;0;0;751;4.150;2.772;2.280;1.367
760;;;22.;Lymphomas, multiple myeloma;;1.931.290;1.225.495;705.795;38;40.575;67.373;167.208;329.106;241.842;237.131;142.221;36;21.277;18.634;80.898;162.414;176.507;148.179;97.850
761;;;;a.;Hodgkin lymphoma;264.539;184.202;80.337;9;9.210;26.865;46.041;53.887;25.588;12.299;10.303;3;2.563;3.232;17.326;20.485;17.695;12.886;6.147
762;;;;b.;Non-Hodgkin lymphoma;1.323.612;847.220;476.391;29;30.846;40.266;117.632;235.019;167.233;160.620;95.576;33;18.334;15.244;59.369;112.936;106.749;97.081;66.646
763;;;;c.;Multiple myeloma;343.139;194.072;149.067;0;519;242;3.535;40.201;49.021;64.212;36.343;0;381;158;4.203;28.992;52.064;38.212;25.057
770;;;23.;Leukaemia;;2.246.424;1.355.707;890.716;59;160.259;238.303;331.245;289.965;136.973;119.699;79.205;44;103.321;122.748;195.013;226.763;105.016;81.431;56.380
780;;;24.;Other malignant neoplasms;;3.799.792;2.344.925;1.454.868;513;75.586;90.189;250.922;585.365;502.060;509.336;330.954;551;68.996;74.036;154.608;353.707;341.347;255.656;205.966
790;;B.;Other neoplasms;;;846.717;436.963;409.754;0;12.527;39.423;97.313;90.314;76.800;60.584;60.002;0;15.315;24.939;50.979;132.200;67.535;55.574;63.212
800;;C.;Diabetes mellitus;;;18.834.961;9.455.624;9.379.337;360;15.943;38.673;447.929;2.135.842;2.209.064;2.355.096;2.252.717;123;10.676;54.522;341.519;1.788.732;2.060.630;2.520.216;2.602.918
810;;D.;Endocrine, blood, immune disorders;;;4.890.249;2.227.090;2.663.159;8.929;382.656;543.213;297.365;324.807;212.962;233.902;223.256;12.431;411.385;450.362;498.662;578.124;216.030;241.963;254.201
811;;;1.;Thalassaemias;;816.266;295.033;521.233;1.742;74.217;83.626;30.899;42.162;24.672;20.571;17.145;1.908;85.211;103.082;119.583;134.660;34.938;21.163;20.688
812;;;2.;Sickle cell disorders and trait;;1.225.822;477.339;748.483;3.768;125.864;147.865;85.602;61.825;27.208;15.304;9.902;4.388;142.743;150.366;186.518;185.284;52.034;16.383;10.767
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;1.177.582;636.954;540.628;420;47.257;152.751;103.075;92.391;57.827;80.701;102.531;291;42.758;69.411;71.360;92.503;40.944;101.252;122.110
814;;;4.;Other endocrine, blood and immune disorders;;1.670.579;817.764;852.815;2.999;135.317;158.970;77.789;128.429;103.255;117.326;93.678;5.844;140.673;127.503;121.201;165.677;88.114;103.165;100.637
820;;E.;Mental and substance use disorders;;;39.918.146;21.438.407;18.479.739;1.943;209.340;2.137.385;6.452.502;7.988.534;2.491.982;1.427.888;728.834;893;103.879;1.531.259;5.382.707;6.789.565;2.343.698;1.438.835;888.903
830;;;1.;Depressive disorders;;10.705.190;4.532.259;6.172.931;0;169;153.535;1.151.117;1.690.094;730.623;496.730;309.991;0;168;186.412;1.485.824;2.290.924;1.001.590;710.954;497.059
831;;;;a.;Major depressive disorder;8.183.523;3.479.195;4.704.328;0;133;126.870;903.007;1.294.105;546.692;365.633;242.755;0;131;153.361;1.158.909;1.746.753;740.531;518.522;386.121
832;;;;b.;Dysthymia;2.521.667;1.053.063;1.468.603;0;35;26.665;248.110;395.989;183.931;131.097;67.236;0;37;33.051;326.914;544.172;261.059;192.432;110.939
840;;;2.;Bipolar disorder;;2.028.473;978.191;1.050.281;0;0;35.241;352.179;380.121;122.439;62.704;25.509;0;0;37.785;371.527;402.971;133.031;71.463;33.505
850;;;3.;Schizophrenia;;3.084.588;1.632.739;1.451.849;0;0;3.402;331.240;855.466;273.393;130.759;38.479;0;0;2.706;286.816;753.509;245.208;122.132;41.478
860;;;4.;Alcohol use disorders;;3.601.120;2.825.885;775.235;2;136;8.434;725.034;1.401.985;401.438;204.031;84.825;1;63;4.536;244.851;344.737;104.768;51.052;25.225
870;;;5.;Drug use disorders;;3.562.413;2.214.694;1.347.719;26;0;2.434;920.916;977.713;162.487;100.146;50.971;57;0;683;613.566;530.088;97.727;68.345;37.252
871;;;;a.;Opioid use disorders;2.920.085;1.794.646;1.125.440;26;0;0;702.614;839.242;129.507;82.509;40.748;57;0;0;498.678;459.861;82.360;56.512;27.972
872;;;;b.;Cocaine use disorders;92.155;67.898;24.257;0;0;0;23.442;27.397;9.570;5.288;2.201;0;0;0;10.604;9.019;2.214;1.750;670
873;;;;c.;Amphetamine use disorders;111.693;81.411;30.282;0;0;365;52.615;21.492;4.134;2.176;629;0;0;167;24.149;4.705;645;453;164
874;;;;d.;Cannabis use disorders;145.007;108.787;36.220;0;0;1.828;71.748;30.035;3.661;1.089;426;0;0;404;22.504;10.958;1.476;579;299
875;;;;e.;Other drug use disorders;293.473;161.953;131.520;0;0;242;70.497;59.547;15.616;9.084;6.968;0;0;113;57.632;45.546;11.032;9.050;8.147
880;;;6.;Anxiety disorders;;6.245.504;2.574.810;3.670.694;0;6.388;337.364;763.548;916.554;306.641;163.365;80.950;0;8.261;444.072;1.035.186;1.329.217;459.440;243.664;150.853
890;;;7.;Eating disorders;;433.382;115.611;317.771;0;0;9.966;60.291;45.354;0;0;0;0;0;25.892;180.020;111.859;0;0;0
900;;;8.;Autism and Asperger syndrome;;2.367.376;1.831.607;535.770;1.399;127.713;403.909;553.866;489.223;140.250;75.939;39.307;413;38.427;122.215;161.404;139.598;39.387;21.654;12.672
910;;;9.;Childhood behavioural disorders;;1.819.499;1.223.388;596.111;0;982;714.369;492.844;12.672;2.026;450;46;0;388;361.701;227.033;5.712;994;251;32
911;;;;a.;Attention deficit/hyperactivity syndrome;97.721;68.970;28.751;0;982;26.271;26.524;12.672;2.026;450;46;0;388;10.425;10.949;5.712;994;251;32
912;;;;b.;Conduct disorder;1.721.778;1.154.418;567.360;0;0;688.098;466.320;0;0;0;0;0;0;351.276;216.083;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;3.545.807;2.020.434;1.525.372;516;73.952;458.970;698.492;540.725;140.581;74.385;32.812;423;56.572;339.017;518.149;413.356;108.524;58.309;31.023
930;;;11.;Other mental and behavioural disorders;;2.524.796;1.488.790;1.036.006;0;0;9.761;402.974;678.627;212.105;119.378;65.945;0;0;6.238;258.331;467.592;153.029;91.011;59.804
940;;F.;Neurological conditions;;;22.875.904;10.043.635;12.832.269;60;316.364;990.873;2.330.068;2.653.131;997.396;830.322;1.925.421;65;334.001;1.068.047;2.825.244;3.462.810;1.342.667;1.053.634;2.745.800
950;;;1.;Alzheimer disease and other dementias;;5.176.245;2.176.917;2.999.329;0;0;0;0;20.276;180.390;371.242;1.605.008;0;0;0;0;27.345;201.677;427.214;2.343.093
960;;;2.;Parkinson disease;;496.462;271.520;224.942;0;0;0;1.410;33.478;37.442;65.713;133.477;0;0;0;1.355;26.606;29.402;54.042;113.538
970;;;3.;Epilepsy;;4.137.728;2.218.526;1.919.201;44;235.936;430.560;652.390;517.007;168.771;120.096;93.722;41;248.621;376.820;535.118;360.032;157.822;124.284;116.463
980;;;4.;Multiple sclerosis;;352.413;140.379;212.033;0;0;286;16.354;85.935;26.003;9.248;2.553;0;0;512;42.822;117.937;33.616;12.690;4.456
990;;;5.;Migraine;;8.665.220;3.249.610;5.415.610;0;0;246.250;1.038.865;1.369.732;374.366;164.654;55.745;0;0;416.990;1.605.675;2.276.277;685.603;313.658;117.407
1000;;;6.;Non-migraine headache;;1.951.285;841.159;1.110.126;0;0;48.357;261.411;351.572;105.081;54.332;20.408;0;0;70.641;330.683;446.972;147.072;78.858;35.900
1010;;;7.;Other neurological conditions;;2.096.551;1.145.524;951.027;16;80.428;265.420;359.639;275.131;105.344;45.037;14.509;24;85.380;203.085;309.591;207.642;87.475;42.888;14.944
1020;;G.;Sense organ diseases;;;29.707.005;14.287.800;15.419.205;1.142;212.717;841.151;1.574.030;3.335.122;2.574.999;2.724.612;3.024.027;1.156;202.995;772.630;1.475.876;3.399.581;2.690.590;2.957.304;3.919.075
1030;;;1.;Glaucoma;;432.719;203.209;229.511;0;0;0;1.427;17.134;27.813;50.639;106.196;0;0;0;1.978;20.325;29.024;49.529;128.655
1040;;;2.;Cataracts;;3.350.786;1.268.765;2.082.021;0;0;0;7.836;137.192;212.106;346.465;565.166;0;0;0;14.118;211.816;321.090;549.446;985.551
1050;;;3.;Uncorrected refractive errors;;9.686.089;4.508.320;5.177.769;716;120.145;372.970;536.378;1.220.015;879.232;765.377;613.487;839;122.530;382.005;577.514;1.454.341;1.016.518;863.428;760.595
1060;;;4.;Macular degeneration;;290.350;117.405;172.945;0;0;0;0;0;11.124;31.765;74.516;0;0;0;0;0;18.360;46.418;108.167
1070;;;5.;Other vision loss;;1.631.127;815.598;815.528;19;10.935;41.080;97.458;148.990;135.747;162.413;218.956;23;13.087;48.982;113.078;144.925;122.787;140.942;231.704
1080;;;6.;Other hearing loss;;12.834.548;6.682.907;6.151.641;407;65.459;384.941;832.254;1.623.107;1.190.128;1.242.041;1.344.570;294;50.010;297.831;664.112;1.359.963;1.049.930;1.161.156;1.568.345
1090;;;7.;Other sense organ disorders;;1.481.386;691.596;789.791;0;16.178;42.160;98.678;188.684;118.848;125.911;101.136;0;17.368;43.811;105.076;208.210;132.881;146.386;136.059
1100;;H.;Cardiovascular diseases;;;107.597.679;63.898.073;43.699.606;6.058;260.471;201.661;2.449.967;13.951.880;15.549.881;16.903.294;14.574.860;4.278;234.372;199.501;1.703.398;6.873.188;7.854.979;11.971.066;14.858.823
1110;;;1.;Rheumatic heart disease;;4.725.597;2.094.982;2.630.615;0;41.359;90.184;417.236;671.749;352.429;308.056;213.968;0;46.985;92.501;413.031;796.578;435.218;463.704;382.598
