Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;African Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2010;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
70;;;;c.;Gonorrhoea;318.118;193.029;125.089;0;0;1.740;83.711;93.408;13.794;345;33;0;0;2.371;70.292;45.283;4.132;1.623;1.388
80;;;;d.;Trichomoniasis;43.530;0;43.530;0;0;0;0;0;0;0;0;0;0;543;23.824;15.616;2.444;779;323
85;;;;e.;Genital herpes;37.141;12.357;24.784;0;0;227;4.237;5.293;1.354;796;449;0;0;611;9.879;9.278;2.511;1.544;961
90;;;;f.;Other STDs;193.147;51.504;141.643;0;0;464;26.083;22.442;2.413;81;22;0;0;1.795;63.884;69.131;4.787;1.640;407
100;;;3.;HIV/AIDS;;67.539.756;31.754.712;35.785.044;52.765;5.849.884;2.743.948;4.101.275;15.771.642;2.443.258;631.582;160.359;52.765;5.687.636;2.651.002;6.928.530;17.808.244;2.013.542;519.135;124.191
110;;;4.;Diarrhoeal diseases;;49.731.075;26.858.139;22.872.936;359.894;16.736.826;2.741.451;2.521.391;2.102.136;753.868;801.353;841.221;262.852;13.727.639;2.718.448;2.223.746;1.499.731;669.387;821.166;949.967
120;;;5.;Childhood-cluster diseases;;9.089.232;4.735.478;4.353.754;1.161.016;2.216.385;912.009;255.689;129.079;37.375;18.327;5.598;663.166;2.252.145;1.170.411;162.304;61.950;19.561;13.089;11.128
130;;;;a.;Whooping cough;688.508;280.582;407.926;0;13.326;240.010;21.420;4.853;973;0;0;0;16.322;362.990;23.473;4.211;930;0;0
140;;;;b.;Diphtheria;136.921;69.519;67.401;0;49.096;14.970;3.204;1.734;515;0;0;0;47.550;15.930;2.284;1.170;467;0;0
150;;;;c.;Measles;5.717.747;2.749.515;2.968.232;0;2.138.763;561.743;44.635;3.896;479;0;0;0;2.179.436;721.975;61.313;5.146;362;0;0
160;;;;d.;Tetanus;2.546.057;1.635.862;910.194;1.161.016;15.201;95.286;186.430;118.597;35.408;18.327;5.598;663.166;8.838;69.515;75.234;51.423;17.802;13.089;11.128
170;;;6.;Meningitis;;14.908.309;7.822.540;7.085.769;1.847;3.511.769;1.764.811;1.430.066;701.851;180.274;148.205;83.718;1.582;3.356.090;1.712.064;1.154.382;489.631;139.959;112.934;119.127
180;;;7.;Encephalitis;;956.331;512.814;443.517;58;218.232;112.375;100.521;54.755;13.653;8.431;4.789;40;203.149;87.648;79.522;43.611;12.021;12.450;5.075
185;;;8.;Hepatitis;;1.738.756;907.244;831.513;4;153.839;132.252;300.341;208.552;50.974;36.707;24.574;4;113.755;109.413;284.985;194.791;71.554;35.462;21.548
186;;;;a.;Acute hepatitis A;67.694;40.302;27.392;0;32.191;2.569;3.680;1.026;321;281;233;0;20.307;2.034;3.325;842;424;255;205
190;;;;b.;Acute hepatitis B;1.204.787;627.803;576.984;4;60.220;31.692;239.959;196.918;46.410;32.405;20.194;4;40.176;23.567;216.376;182.982;64.796;31.190;17.893
200;;;;c.;Acute hepatitis C;35.676;17.892;17.784;0;636;6.334;3.846;3.075;1.867;1.470;664;0;545;5.016;4.081;3.091;2.964;1.475;613
205;;;;d.;Acute hepatitis E;430.600;221.247;209.353;0;60.791;91.657;52.855;7.532;2.377;2.551;3.483;0;52.726;78.797;61.203;7.877;3.371;2.542;2.837
210;;;9.;Parasitic and vector diseases;;54.609.926;27.679.039;26.930.887;1.011;19.105.862;3.357.202;2.439.443;1.746.966;468.578;346.931;213.046;1.096;19.112.873;3.300.763;2.047.632;1.434.245;429.104;357.317;247.857
220;;;;a.;Malaria;46.352.594;23.129.784;23.222.810;951;18.935.236;2.363.277;971.621;521.629;125.121;121.772;90.177;1.070;18.943.921;2.472.811;939.797;479.906;137.777;140.782;106.746
230;;;;b.;African Trypanosomiasis;525.570;264.690;260.879;0;5.246;87.779;104.693;52.031;8.691;4.542;1.710;0;5.391;95.103;97.901;47.137;8.592;4.602;2.153
240;;;;c.;Chagas disease;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250;;;;d.;Schistosomiasis;2.841.437;1.418.995;1.422.442;0;16.654;187.192;479.677;435.181;140.826;101.844;57.622;0;16.368;192.516;449.109;431.277;148.048;111.639;73.485
260;;;;e.;Leishmaniasis;178.464;100.110;78.354;0;8.758;12.745;35.199;21.403;4.189;10.357;7.460;0;9.365;12.324;24.072;14.294;3.398;8.292;6.610
270;;;;f.;lymphatic filariasis;701.215;607.407;93.808;0;0;95.398;159.507;234.918;73.324;32.095;12.164;0;0;11.344;23.000;38.685;12.523;5.879;2.379
280;;;;g.;Onchocerciasis;1.129.937;606.169;523.768;0;0;109.715;199.514;177.131;56.366;39.182;24.261;0;0;96.318;167.069;147.119;50.014;37.169;26.078
285;;;;h.;Cysticercosis;1.128.817;567.847;560.970;0;14.499;82.725;208.211;194.572;37.903;21.028;8.908;0;19.609;116.870;169.450;168.740;44.372;27.499;14.430
295;;;;i.;Echinococcosis;36.732;17.326;19.407;0;1.150;5.518;5.281;3.621;919;578;258;0;1.503;7.183;4.824;3.489;1.167;816;424
300;;;;j.;Dengue;48.981;21.913;27.068;0;4.732;6.769;5.628;3.197;776;508;303;0;6.735;8.119;6.438;3.644;970;696;465
310;;;;k.;Trachoma;45.855;19.009;26.846;0;0;0;626;2.314;2.642;5.698;7.730;0;0;0;761;3.412;3.948;8.048;10.677
315;;;;l.;Yellow fever;702.521;484.391;218.130;60;29.924;206.535;179.755;56.152;7.557;3.342;1.067;26;13.162;105.090;73.545;20.956;3.258;1.553;541
320;;;;m.;Rabies;917.804;441.399;476.405;0;89.664;199.549;89.731;44.818;10.266;5.984;1.386;0;96.820;183.083;91.667;75.585;15.037;10.343;3.869
330;;;10.;Intestinal nematode infections;;1.168.378;526.055;642.323;0;189.837;157.374;90.353;59.146;15.024;9.058;5.262;0;239.884;177.764;114.404;74.690;17.514;10.815;7.252
340;;;;a.;Ascariasis;622.918;275.994;346.925;0;161.168;77.485;18.889;12.355;3.154;1.874;1.069;0;212.812;96.292;18.552;12.251;3.417;2.177;1.424
350;;;;b.;Trichuriasis;85.726;42.456;43.270;0;4.075;17.342;10.349;7.131;1.862;1.061;635;0;3.940;17.145;10.319;7.476;2.140;1.307;942
360;;;;c.;Hookworm disease;459.733;207.605;252.127;0;24.593;62.546;61.115;39.661;10.008;6.123;3.559;0;23.132;64.327;85.533;54.962;11.957;7.331;4.886
362;;;;d.;Food-bourne trematodes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
365;;;11.;Leprosy;;77.180;37.671;39.509;0;5;68;855;10.506;10.485;9.971;5.781;0;2;26;710;8.161;9.768;12.400;8.441
370;;;12.;Other infectious diseases;;8.040.119;4.379.261;3.660.858;162.652;1.941.450;1.402.702;551.347;185.578;52.200;46.882;36.450;84.374;1.429.793;1.436.706;473.540;124.444;37.998;38.561;35.443
380;;B.;Respiratory Infectious ;;;67.696.501;35.082.857;32.613.644;4.084.936;21.802.074;2.434.825;1.786.904;1.734.881;907.147;1.114.625;1.217.466;3.066.465;21.379.703;2.667.338;1.495.534;1.173.744;717.509;918.416;1.194.935
390;;;1.;Lower respiratory infections;;66.251.243;34.342.412;31.908.831;4.081.091;21.589.632;2.204.370;1.615.842;1.650.377;885.217;1.103.847;1.212.036;3.063.103;21.180.059;2.455.683;1.330.535;1.090.356;694.226;906.423;1.188.446
400;;;2.;Upper respiratory infections;;764.686;383.672;381.014;3.592;114.713;92.737;94.152;56.589;12.025;6.544;3.321;2.947;113.223;91.887;92.364;56.168;12.844;7.381;4.200
410;;;3.;Otitis media;;680.573;356.773;323.800;253;97.729;137.718;76.910;27.915;9.905;4.234;2.109;415;86.421;119.768;72.635;27.219;10.440;4.612;2.289
420;;C.;Maternal conditions;;;12.952.163;0;12.952.163;0;0;0;0;0;0;0;0;0;0;984;7.388.217;5.554.794;8.169;0;0
490;;D.;Neonatal conditions;;;87.040.616;49.080.993;37.959.623;44.319.724;4.407.903;147.568;126.300;63.449;10.182;4.289;1.578;33.526.555;3.929.933;201.836;179.799;94.490;17.145;7.289;2.576
500;;;1.;Preterm birth complications;;32.976.089;18.271.358;14.704.731;15.550.807;2.560.919;64.267;57.363;29.385;5.076;2.418;1.124;12.401.820;2.133.250;65.724;61.218;32.193;6.025;2.976;1.525
510;;;2.;Birth asphyxia and birth trauma;;31.997.265;18.308.902;13.688.363;16.848.391;1.378.377;34.935;28.840;14.619;2.425;1.023;291;12.321.401;1.270.107;39.462;34.073;18.015;3.437;1.486;383
520;;;3.;Neonatal sepsis and infections;;17.796.993;10.245.402;7.551.591;10.100.027;61.253;37.280;30.084;14.215;1.874;569;102;7.225.633;118.382;85.488;73.981;38.533;6.617;2.399;558
530;;;4.;Other neonatal conditions;;4.270.270;2.255.331;2.014.939;1.820.498;407.354;11.086;10.013;5.230;807;280;62;1.577.702;408.193;11.162;10.527;5.750;1.066;428;110
540;;E.;Nutritional deficiencies;;;25.174.020;12.554.644;12.619.375;19.352;8.457.087;2.165.023;804.722;530.195;191.910;178.063;208.292;16.824;7.713.956;1.954.684;1.288.065;872.328;286.948;234.385;252.185
550;;;1.;Protein-energy malnutrition;;17.098.104;9.080.842;8.017.262;7.658;7.238.746;910.973;305.489;231.076;111.942;118.808;156.151;6.604;6.512.048;818.691;263.208;141.612;61.342;82.464;131.292
560;;;2.;Iodine deficiency;;686.175;268.992;417.183;0;14.199;49.187;102.052;70.099;17.507;10.101;5.847;0;22.747;74.880;152.259;107.345;29.522;18.515;11.915
570;;;3.;Vitamin A deficiency;;50.632;24.742;25.890;0;6.510;7.437;5.545;3.588;869;513;281;0;6.640;7.561;5.732;3.947;1.012;627;371
580;;;4.;Iron-deficiency anaemia;;6.591.113;2.836.119;3.754.993;11.694;1.126.517;1.178.178;306.941;137.883;30.526;27.323;17.056;10.220;1.023.992;1.020.467;796.886;554.823;158.024;109.679;80.903
590;;;5.;Other nutritional deficiencies;;747.996;343.949;404.047;0;71.114;19.248;84.694;87.549;31.067;21.319;28.957;0;148.529;33.086;69.980;64.600;37.049;23.099;27.704
600;II.;Noncommunicable diseases;;;;151.983.998;76.163.128;75.820.870;3.636.538;9.219.216;6.982.071;13.988.911;16.368.377;8.558.610;8.879.802;8.529.603;3.176.808;8.578.900;7.170.834;13.023.584;15.869.698;8.477.062;9.150.928;10.373.057
610;;A.;Malignant neoplasms;;;16.371.829;7.245.381;9.126.449;559;433.988;358.973;1.015.222;1.921.699;1.216.028;1.201.774;1.097.139;450;331.948;299.615;946.539;3.366.563;1.872.223;1.476.817;832.293
620;;;1.;Mouth and oropharynx cancers;;564.732;348.904;215.828;0;5.695;8.038;39.008;109.986;88.443;64.717;33.018;0;2.271;5.042;27.812;71.659;42.872;44.385;21.787
621;;;;a.;Lip and oral cavity;286.990;174.194;112.796;0;4.505;4.285;14.531;56.803;41.021;32.094;20.954;0;1.859;1.834;8.316;39.324;23.094;24.325;14.043
622;;;;b.;Nasopharynx;169.862;101.502;68.361;0;0;2.483;21.100;33.519;22.785;15.659;5.955;0;0;2.822;16.888;23.069;12.663;8.881;4.038
623;;;;c.;Other pharynx;107.879;73.209;34.671;0;1.189;1.269;3.377;19.664;24.637;16.964;6.108;0;412;386;2.608;9.266;7.115;11.178;3.706
630;;;2.;Oesophagus cancer;;617.064;378.021;239.042;0;478;322;8.993;81.451;110.106;105.939;70.732;0;213;81;8.519;48.106;58.569;69.128;54.428
640;;;3.;Stomach cancer;;575.839;322.776;253.063;0;6.699;6.448;17.472;103.084;78.458;67.156;43.460;0;2.908;2.921;12.990;77.393;55.549;61.562;39.739
650;;;4.;Colon and rectum cancers;;744.460;374.679;369.781;0;4.987;5.150;37.678;116.107;85.656;77.312;47.789;0;5.712;4.844;31.658;125.825;85.419;72.602;43.720
660;;;5.;Liver cancer;;1.425.581;939.700;485.882;0;0;23.935;184.347;378.326;172.544;117.788;62.761;0;0;11.236;53.380;197.516;104.500;74.285;44.965
661;;;;a.;Liver cancer secondary to hepatitis B;740.028;509.539;230.489;0;0;19.571;155.284;223.156;64.914;32.689;13.924;0;0;7.233;40.185;115.993;38.171;19.250;9.658
662;;;;b.;Liver cancer secondary to hepatitis C;219.449;106.701;112.748;0;0;547;7.303;34.277;27.016;23.309;14.248;0;0;598;4.443;35.437;29.931;25.057;17.281
663;;;;c.;Liver cancer secondary to alcohol use;349.059;262.115;86.945;0;0;0;6.138;98.212;71.361;55.550;30.854;0;0;0;751;24.317;25.983;22.679;13.215
664;;;;d.;Other liver cancer;117.045;61.345;55.700;0;0;3.817;15.622;22.680;9.252;6.240;3.734;0;0;3.406;8.000;21.769;10.416;7.299;4.810
670;;;6.;Pancreas cancer;;238.259;125.479;112.780;0;82;96;3.799;28.626;37.486;36.388;19.002;0;0;0;4.488;29.463;31.782;28.197;18.851
680;;;7.;Trachea, bronchus, lung cancers;;474.113;312.006;162.107;0;1.880;1.780;5.831;67.017;99.354;88.546;47.598;0;213;156;7.763;34.957;45.106;44.635;29.277
690;;;8.;Melanoma and other skin cancers;;151.881;91.365;60.516;0;611;613;5.981;18.732;22.100;24.327;19.002;0;708;638;3.390;11.731;14.444;17.996;11.610
691;;;;a.;Malignant skin melanoma;100.253;46.817;53.436;0;611;613;3.280;10.842;13.646;11.228;6.598;0;708;638;2.557;10.306;13.111;16.679;9.437
692;;;;b.;Non-melanoma skin cancer;51.628;44.548;7.080;0;0;0;2.700;7.890;8.455;13.099;12.404;0;0;0;833;1.425;1.333;1.317;2.173
700;;;9.;Breast cancer;;1.813.173;4.676;1.808.496;0;0;0;899;1.455;862;824;636;0;1.054;1.177;132.484;949.419;385.149;228.164;111.050
710;;;10.;Cervix uteri cancer;;1.883.287;0;1.883.287;0;0;0;0;0;0;0;0;0;4.396;3.387;78.273;737.001;511.581;367.673;180.977
720;;;11.;Corpus uteri cancer;;87.145;0;87.145;0;0;0;0;0;0;0;0;0;0;0;2.585;15.364;19.973;27.029;22.194
730;;;12.;Ovary cancer;;340.995;0;340.995;0;0;0;0;0;0;0;0;0;5.509;5.399;34.093;127.000;79.398;57.610;31.986
740;;;13.;Prostate cancer;;695.288;695.288;0;0;0;0;20.074;18.769;20.016;173.349;463.079;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;29.683;29.683;0;0;2.209;1.983;7.010;8.958;4.389;2.865;2.269;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;308.156;143.606;164.550;36;61.562;26.878;10.329;17.073;11.100;10.112;6.517;33;55.849;47.283;11.164;24.835;11.903;8.501;4.980
750;;;16.;Bladder cancer;;203.158;126.702;76.456;0;6.035;5.419;3.932;27.205;24.509;30.968;28.633;0;1.841;1.620;3.020;16.189;20.500;19.998;13.289
751;;;17.;Brain and nervous system cancers;;237.137;131.517;105.619;76;19.750;20.510;20.403;32.960;19.147;13.063;5.608;52;14.229;16.272;16.238;26.009;16.261;10.525;6.032
752;;;18.;Gallbladder and biliary tract cancer;;86.906;27.208;59.697;0;0;0;1.372;8.603;6.591;6.150;4.492;0;0;0;1.765;19.508;16.868;12.349;9.207
753;;;19.;Larynx cancer;;106.935;90.015;16.921;0;0;0;2.851;20.715;27.163;26.435;12.850;0;0;0;1.214;4.271;4.247;4.617;2.572
754;;;20.;Thyroid cancer;;104.492;28.965;75.527;0;0;376;1.416;2.325;6.389;11.661;6.798;0;0;389;1.457;4.536;17.673;35.545;15.928
755;;;21.;Mesothelioma;;21.356;14.306;7.051;0;237;540;2.162;3.486;3.250;2.706;1.924;0;0;0;811;1.464;2.260;1.430;1.086
760;;;22.;Lymphomas, multiple myeloma;;1.150.624;642.753;507.871;66;59.151;97.979;117.313;179.020;78.015;69.518;41.691;58;40.920;67.462;105.361;147.942;62.150;49.902;34.076
761;;;;a.;Hodgkin lymphoma;158.512;95.426;63.087;16;5.861;11.989;25.125;28.787;10.324;8.943;4.381;6;2.530;6.835;17.585;18.736;7.731;4.792;4.870
762;;;;b.;Non-Hodgkin lymphoma;879.834;492.541;387.293;50;51.718;84.600;90.898;140.865;55.551;41.739;27.121;52;37.895;60.124;86.076;118.642;39.725;26.272;18.506
763;;;;c.;Multiple myeloma;112.278;54.786;57.492;0;1.572;1.390;1.291;9.367;12.140;18.837;10.189;0;494;502;1.700;10.563;14.694;18.838;10.699
770;;;23.;Leukaemia;;650.257;369.359;280.898;76;58.320;44.644;95.988;81.977;39.121;30.895;18.337;70;35.018;27.431;59.662;70.143;38.547;30.556;19.471
780;;;24.;Other malignant neoplasms;;3.861.308;2.048.372;1.812.937;305;206.291;114.263;428.365;615.824;281.329;241.055;160.941;237;161.109;104.276;348.412;626.234;247.473;210.128;115.068
790;;B.;Other neoplasms;;;606.549;324.867;281.682;0;30.353;38.239;60.203;65.943;51.819;43.700;34.610;0;25.818;40.578;32.355;81.153;38.164;37.340;26.274
800;;C.;Diabetes mellitus;;;5.398.557;2.657.130;2.741.427;274;19.761;49.766;234.514;642.593;576.838;616.469;516.914;164;20.565;55.234;233.109;546.648;547.870;667.082;670.755
810;;D.;Endocrine, blood, immune disorders;;;7.960.685;3.242.159;4.718.526;20.016;1.283.894;781.537;662.418;307.985;78.208;56.804;51.298;17.630;1.346.624;1.195.657;1.454.690;412.873;100.629;95.190;95.233
811;;;1.;Thalassaemias;;265.914;118.918;146.996;573;63.721;28.276;8.617;9.884;3.568;2.389;1.891;511;55.729;32.234;24.165;24.116;5.105;2.894;2.243
812;;;2.;Sickle cell disorders and trait;;5.726.699;2.059.557;3.667.143;12.980;870.640;552.051;514.870;94.836;8.815;3.279;2.086;11.632;1.011.123;1.026.377;1.311.975;260.569;32.967;8.331;4.169
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;665.614;388.793;276.822;918;93.111;97.722;69.981;54.803;22.782;23.432;26.043;640;58.866;49.487;44.728;29.040;18.761;30.812;44.488
814;;;4.;Other endocrine, blood and immune disorders;;1.302.458;674.892;627.566;5.546;256.421;103.488;68.950;148.461;43.044;27.704;21.278;4.847;220.906;87.558;73.823;99.149;43.797;53.153;44.333
820;;E.;Mental and substance use disorders;;;16.848.682;8.940.463;7.908.219;1.748;170.729;1.457.539;3.547.884;2.626.930;617.532;344.072;174.029;708;83.144;1.153.443;3.040.077;2.347.830;637.023;398.842;247.152
830;;;1.;Depressive disorders;;4.568.788;1.894.240;2.674.549;0;169;151.408;721.847;601.809;199.108;135.636;84.263;0;179;195.414;951.729;861.840;305.714;215.078;144.595
831;;;;a.;Major depressive disorder;3.776.972;1.557.659;2.219.314;0;139;135.280;607.036;475.977;158.873;109.560;70.793;0;146;174.465;801.103;697.318;248.398;175.540;122.343
832;;;;b.;Dysthymia;791.816;336.581;455.235;0;30;16.127;114.810;125.832;40.235;26.075;13.471;0;33;20.949;150.626;164.522;57.315;39.538;22.252
840;;;2.;Bipolar disorder;;924.067;420.748;503.319;0;0;27.028;205.487;134.197;31.676;15.888;6.472;0;0;32.951;245.141;155.876;39.503;20.658;9.190
850;;;3.;Schizophrenia;;729.066;360.745;368.321;0;0;1.712;103.229;182.842;45.339;21.616;6.007;0;0;1.469;101.085;186.654;48.511;23.560;7.040
860;;;4.;Alcohol use disorders;;1.640.800;1.111.730;529.070;6;463;8.576;459.215;458.688;117.967;50.766;16.050;3;312;5.063;240.732;203.836;36.232;22.854;20.036
870;;;5.;Drug use disorders;;1.540.030;1.093.153;446.877;25;0;288;579.907;421.472;45.751;29.692;16.019;64;0;160;222.643;169.999;26.939;17.533;9.539
871;;;;a.;Opioid use disorders;1.387.377;996.926;390.451;25;0;0;527.585;389.689;40.411;26.312;12.904;64;0;0;192.356;150.995;23.558;15.706;7.772
872;;;;b.;Cocaine use disorders;24.915;17.701;7.214;0;0;0;7.411;7.120;1.464;1.061;645;0;0;0;3.682;2.475;547;337;173
873;;;;c.;Amphetamine use disorders;14.998;11.197;3.801;0;0;19;6.778;3.451;439;328;182;0;0;6;2.531;980;151;88;45
874;;;;d.;Cannabis use disorders;43.284;26.632;16.653;0;0;253;19.240;6.325;550;185;79;0;0;148;11.853;4.038;398;145;70
875;;;;e.;Other drug use disorders;69.455;40.697;28.758;0;0;15;18.894;14.887;2.888;1.805;2.209;0;0;6;12.220;11.511;2.285;1.257;1.478
880;;;6.;Anxiety disorders;;2.437.792;966.241;1.471.551;0;5.668;221.481;380.236;259.989;57.460;27.304;14.102;0;7.266;313.415;576.165;389.290;99.312;54.235;31.868
890;;;7.;Eating disorders;;156.886;39.941;116.945;0;0;4.743;23.097;12.101;0;0;0;0;0;13.138;71.333;32.473;0;0;0
900;;;8.;Autism and Asperger syndrome;;1.026.920;773.917;253.003;1.315;101.667;236.895;242.082;137.998;29.831;15.945;8.184;411;33.285;81.289;79.868;41.702;8.924;4.841;2.683
910;;;9.;Childhood behavioural disorders;;1.184.855;760.975;423.880;0;2.095;468.931;275.494;12.525;1.542;351;37;0;944;269.919;145.805;6.126;852;209;25
911;;;;a.;Attention deficit/hyperactivity syndrome;137.735;93.882;43.853;0;2.095;42.602;34.729;12.525;1.542;351;37;0;944;19.494;16.202;6.126;852;209;25
912;;;;b.;Conduct disorder;1.047.121;667.093;380.027;0;0;426.329;240.765;0;0;0;0;0;0;250.425;129.602;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;1.781.743;1.022.521;759.222;402;60.666;330.713;371.645;194.028;38.506;18.803;7.758;230;41.159;236.678;279.033;147.479;31.030;16.046;7.569
930;;;11.;Other mental and behavioural disorders;;857.733;496.251;361.482;0;0;5.764;185.645;211.281;50.353;28.070;15.138;0;0;3.947;126.542;152.553;40.006;23.827;14.606
940;;F.;Neurological conditions;;;8.241.050;3.873.309;4.367.741;43;302.543;535.893;1.304.869;846.115;211.298;205.899;466.648;46;301.325;630.006;1.238.853;967.166;263.404;244.537;722.402
950;;;1.;Alzheimer disease and other dementias;;1.279.026;504.765;774.261;0;0;83;0;4.668;30.956;89.510;379.549;0;0;0;0;4.784;34.030;117.633;617.815
960;;;2.;Parkinson disease;;96.142;56.570;39.572;0;0;0;148;2.870;3.609;10.419;39.523;0;0;0;73;1.497;2.273;6.881;28.849
970;;;3.;Epilepsy;;3.147.632;1.902.190;1.245.442;39;238.307;328.404;785.093;396.672;70.768;55.634;27.274;40;223.189;284.350;390.459;222.755;51.766;33.677;39.207
980;;;4.;Multiple sclerosis;;32.593;12.074;20.519;0;0;94;1.987;5.949;2.258;1.236;550;0;0;168;3.597;10.249;3.578;1.950;977
990;;;5.;Migraine;;2.436.323;868.082;1.568.241;0;0;109.773;343.918;307.270;66.576;29.799;10.744;0;0;200.399;609.018;552.729;125.189;58.299;22.608
1000;;;6.;Non-migraine headache;;619.094;246.395;372.699;0;0;23.604;94.401;93.300;20.553;10.312;4.225;0;0;38.236;138.113;136.930;33.345;17.952;8.124
1010;;;7.;Other neurological conditions;;630.240;283.233;347.007;4;64.237;73.936;79.321;35.385;16.577;8.989;4.784;7;78.136;106.852;97.594;38.223;13.225;8.147;4.824
1020;;G.;Sense organ diseases;;;9.452.518;4.599.389;4.853.129;1.480;176.140;538.167;818.437;1.021.826;612.958;679.456;750.926;1.378;167.384;488.670;758.461;1.004.426;661.615;787.412;983.782
1030;;;1.;Glaucoma;;109.534;48.105;61.428;0;0;0;403;4.674;6.469;11.816;24.743;0;0;0;528;5.502;7.686;14.668;33.045
1040;;;2.;Cataracts;;799.411;312.993;486.418;0;0;0;1.431;34.910;53.414;90.291;132.947;0;0;0;2.494;52.804;79.905;138.242;212.972
1050;;;3.;Uncorrected refractive errors;;2.782.930;1.310.091;1.472.839;785;87.230;213.913;285.129;319.847;158.537;138.841;105.810;900;91.316;219.464;298.346;363.719;191.867;168.689;138.538
1060;;;4.;Macular degeneration;;167.103;65.825;101.278;0;0;0;0;3;6.419;18.571;40.831;0;0;0;0;8;9.541;28.020;63.710
1070;;;5.;Other vision loss;;980.989;474.073;506.916;25;13.228;37.987;70.204;87.145;65.958;87.031;112.497;28;14.917;42.878;79.730;89.424;66.611;89.310;124.019
1080;;;6.;Other hearing loss;;4.147.849;2.178.130;1.969.719;671;63.197;261.820;419.135;521.163;295.534;304.659;311.949;451;46.983;198.735;329.214;430.159;272.806;311.897;379.474
1090;;;7.;Other sense organ disorders;;464.702;210.171;254.530;0;12.485;24.447;42.134;54.083;26.626;28.248;22.149;0;14.168;27.594;48.149;62.810;33.199;36.587;32.024
1100;;H.;Cardiovascular diseases;;;29.788.941;14.784.430;15.004.511;12.412;577.873;499.724;1.694.795;3.002.891;2.468.393;3.183.165;3.345.177;10.580;589.713;472.392;1.302.172;2.440.405;2.153.117;3.301.589;4.734.543
1110;;;1.;Rheumatic heart disease;;1.244.114;561.634;682.480;0;53.419;90.579;149.950;129.635;50.391;50.102;37.557;0;50.222;104.183;163.165;158.217;67.604;75.519;63.570
1120;;;2.;Hypertensive heart disease;;1.619.075;572.081;1.046.994;0;1.605;2.202;40.424;127.608;111.526;137.672;151.044;0;3.535;3.810;58.701;180.416;192.664;253.709;354.159
