Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Region of the Americas;;;;;;;;;;;;;;;;;;;;;;
Year:;;2015;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
100;;;3.;HIV/AIDS;;3.019.303;2.063.406;955.897;581;33.579;19.098;367.750;1.184.857;327.808;104.942;24.790;575;31.447;19.966;171.864;562.298;123.376;37.592;8.780
110;;;4.;Diarrhoeal diseases;;2.220.145;1.124.942;1.095.203;7.347;519.681;133.677;95.171;113.586;62.703;69.424;123.353;6.425;467.881;130.701;68.925;97.728;71.521;83.034;168.987
120;;;5.;Childhood-cluster diseases;;66.287;40.858;25.429;10.468;14.367;5.905;2.610;3.304;2.021;1.263;919;4.043;13.729;4.586;790;662;565;452;602
130;;;;a.;Whooping cough;36.621;18.290;18.331;90;13.478;3.963;463;229;46;0;21;90;13.222;4.275;490;159;77;0;17
140;;;;b.;Diphtheria;1.236;828;408;0;392;266;138;23;9;0;0;0;330;42;15;15;7;0;0
150;;;;c.;Measles;44;3;40;0;1;2;1;0;0;0;0;0;1;1;28;0;0;10;0
160;;;;d.;Tetanus;28.386;21.736;6.650;10.378;496;1.675;2.008;3.052;1.966;1.263;898;3.953;176;268;256;488;481;442;585
170;;;6.;Meningitis;;444.160;252.594;191.566;1.739;92.190;27.605;44.630;46.782;19.277;12.799;7.572;1.187;82.882;20.719;25.556;29.599;13.757;10.190;7.675
180;;;7.;Encephalitis;;583.128;300.961;282.167;438;28.202;27.272;39.967;61.702;38.620;42.078;62.682;339;24.691;22.926;33.266;52.519;33.723;39.583;75.119
185;;;8.;Hepatitis;;211.620;126.150;85.470;1;7.141;7.959;12.583;29.383;27.456;21.633;19.994;1;5.708;5.269;9.316;15.092;13.236;14.335;22.515
186;;;;a.;Acute hepatitis A;31.798;16.920;14.878;0;2.557;587;1.113;2.792;4.370;3.086;2.415;0;2.136;660;1.168;2.110;2.769;2.782;3.253
190;;;;b.;Acute hepatitis B;101.460;65.657;35.803;1;1.801;2.763;7.580;21.925;15.234;10.848;5.505;1;1.349;1.080;5.082;10.460;6.748;5.975;5.108
200;;;;c.;Acute hepatitis C;1.252;687;565;0;120;87;116;138;114;76;35;0;104;70;100;107;76;70;39
205;;;;d.;Acute hepatitis E;77.111;42.886;34.224;0;2.663;4.522;3.774;4.528;7.738;7.623;12.039;0;2.119;3.459;2.965;2.415;3.643;5.509;14.115
210;;;9.;Parasitic and vector diseases;;837.902;445.687;392.215;4;32.861;28.634;70.101;122.835;68.029;63.587;59.635;2;31.815;28.729;54.211;103.726;56.940;52.032;64.760
220;;;;a.;Malaria;24.275;12.521;11.754;0;4.967;839;3.509;2.134;558;363;152;0;5.331;1.067;3.229;1.543;255;185;143
230;;;;b.;African Trypanosomiasis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;;;;c.;Chagas disease;237.827;136.943;100.884;0;87;594;4.791;31.216;30.186;35.618;34.450;0;90;459;4.314;19.047;19.675;24.000;33.300
250;;;;d.;Schistosomiasis;106.695;48.991;57.704;0;4;331;5.812;22.464;9.553;6.342;4.484;0;3;158;6.261;26.980;10.560;7.356;6.388
260;;;;e.;Leishmaniasis;48.030;29.310;18.720;0;10.172;1.288;4.405;7.062;2.620;2.031;1.732;0;9.965;1.061;1.630;3.083;1.185;816;981
270;;;;f.;lymphatic filariasis;27.809;21.340;6.469;0;0;2.116;4.998;8.714;3.328;1.506;677;0;0;466;1.461;2.701;1.054;513;274
280;;;;g.;Onchocerciasis;685;367;318;0;0;35;149;97;40;26;20;0;0;39;96;91;39;27;26
285;;;;h.;Cysticercosis;118.659;57.787;60.873;0;147;1.068;13.487;22.331;9.588;6.731;4.434;0;182;1.044;8.686;21.692;12.399;9.188;7.682
295;;;;i.;Echinococcosis;25.376;12.542;12.834;0;171;614;1.847;2.611;1.902;2.425;2.972;0;182;591;1.070;2.418;1.846;2.271;4.458
300;;;;j.;Dengue;200.875;98.350;102.525;0;14.924;17.356;24.792;20.594;7.852;6.296;6.535;0;14.267;20.886;23.802;22.915;8.462;5.797;6.395
310;;;;k.;Trachoma;11.358;4.984;6.374;0;0;0;21;358;401;944;3.260;0;0;0;39;428;435;1.078;4.396
315;;;;l.;Yellow fever;24.396;16.540;7.856;4;827;2.426;5.042;4.375;1.678;1.273;915;2;383;1.102;2.030;2.212;840;677;610
320;;;;m.;Rabies;11.917;6.013;5.904;0;1.560;1.967;1.249;879;324;31;3;0;1.413;1.855;1.593;617;191;126;108
330;;;10.;Intestinal nematode infections;;344.984;162.254;182.730;0;10.576;25.140;44.616;48.170;16.238;10.146;7.366;0;10.096;25.823;50.491;58.238;17.641;11.035;9.405
340;;;;a.;Ascariasis;95.567;47.641;47.926;0;5.430;9.354;12.390;12.116;4.130;2.467;1.753;0;5.386;8.693;11.747;12.629;4.448;2.740;2.284
350;;;;b.;Trichuriasis;82.385;40.960;41.425;0;1.806;7.369;12.528;11.800;3.705;2.233;1.520;0;1.739;7.105;12.127;12.108;3.973;2.437;1.935
360;;;;c.;Hookworm disease;117.805;46.662;71.143;0;3.322;7.478;13.336;13.159;4.411;2.791;2.165;0;2.956;9.283;21.748;24.688;5.819;3.486;3.162
362;;;;d.;Food-bourne trematodes;49.228;26.991;22.237;0;19;939;6.363;11.095;3.992;2.655;1.928;0;15;743;4.869;8.812;3.401;2.371;2.025
365;;;11.;Leprosy;;5.996;3.750;2.246;0;1;14;188;1.037;877;819;814;0;0;6;90;541;505;555;548
370;;;12.;Other infectious diseases;;1.615.759;879.406;736.353;12.583;80.520;49.444;75.755;147.220;135.369;159.153;219.363;10.004;72.327;39.932;41.926;95.094;101.908;128.785;246.376
380;;B.;Respiratory Infectious ;;;8.844.062;4.806.227;4.037.835;222.734;992.462;246.001;413.968;669.565;498.223;587.510;1.175.765;156.848;860.833;219.931;295.284;445.330;349.249;435.814;1.274.548
390;;;1.;Lower respiratory infections;;7.597.614;4.186.524;3.411.090;221.917;902.227;103.428;268.720;534.856;445.091;555.685;1.154.601;156.113;777.782;85.082;149.140;302.025;291.657;401.543;1.247.748
400;;;2.;Upper respiratory infections;;892.907;437.248;455.659;717;53.462;87.695;105.985;108.610;38.698;25.165;16.916;650;50.387;86.053;110.366;117.315;42.332;27.112;21.444
410;;;3.;Otitis media;;353.542;182.455;171.087;99;36.772;54.878;39.263;26.099;14.434;6.660;4.248;85;32.664;48.795;35.779;25.990;15.261;7.159;5.356
420;;C.;Maternal conditions;;;571.733;0;571.733;0;0;0;0;0;0;0;0;0;0;87;312.567;258.910;170;0;0
490;;D.;Neonatal conditions;;;9.988.721;5.488.721;4.500.000;4.416.184;485.911;132.119;191.980;179.167;53.736;23.650;5.975;3.405.079;417.424;130.604;200.201;217.944;75.801;39.699;13.248
500;;;1.;Preterm birth complications;;5.083.005;2.786.246;2.296.759;2.159.448;251.543;80.954;123.115;117.157;35.051;14.984;3.993;1.668.502;210.085;74.461;122.913;138.068;48.817;25.451;8.461
510;;;2.;Birth asphyxia and birth trauma;;1.907.030;1.058.155;848.875;877.416;105.140;16.741;25.244;22.980;6.959;3.172;503;687.808;87.532;14.149;22.330;23.445;8.310;4.342;959
520;;;3.;Neonatal sepsis and infections;;1.641.038;891.145;749.893;779.204;16.002;24.947;30.442;27.511;8.315;3.766;957;580.675;21.256;34.019;43.905;44.625;14.874;7.772;2.767
530;;;4.;Other neonatal conditions;;1.357.648;753.175;604.473;600.116;113.224;9.477;13.179;11.519;3.411;1.727;522;468.094;98.551;7.974;11.053;11.805;3.801;2.135;1.060
540;;E.;Nutritional deficiencies;;;3.034.731;1.306.838;1.727.893;3.742;461.439;204.597;142.651;177.969;82.108;72.711;161.620;3.765;404.225;209.677;266.337;375.174;119.241;103.062;246.413
550;;;1.;Protein-energy malnutrition;;1.027.342;559.274;468.068;1.933;288.520;21.671;25.820;43.698;32.295;40.113;105.224;1.762;239.026;16.360;15.468;26.279;19.954;27.136;122.082
560;;;2.;Iodine deficiency;;172.081;65.978;106.103;0;1.076;6.056;18.093;21.583;8.642;5.963;4.564;0;1.323;9.420;28.151;34.150;14.069;9.942;9.047
570;;;3.;Vitamin A deficiency;;20.235;9.031;11.204;0;2.054;2.526;1.855;1.613;466;289;230;0;2.363;3.015;2.360;2.088;641;431;305
580;;;4.;Iron-deficiency anaemia;;1.738.175;630.887;1.107.288;1.809;157.315;172.471;92.834;105.142;37.370;21.899;42.047;2.004;151.885;179.106;217.615;308.115;81.836;62.172;104.555
590;;;5.;Other nutritional deficiencies;;76.899;41.668;35.231;0;12.475;1.873;4.050;5.933;3.333;4.447;9.556;0;9.628;1.775;2.742;4.542;2.741;3.380;10.424
600;II.;Noncommunicable diseases;;;;211.851.132;108.408.158;103.442.974;1.307.927;2.587.787;3.262.157;11.120.021;22.151.643;19.366.394;21.264.508;27.347.721;1.117.663;2.335.422;3.126.347;10.719.552;21.619.670;16.460.889;17.645.226;30.418.204
610;;A.;Malignant neoplasms;;;33.833.186;17.446.413;16.386.773;1.128;200.754;276.762;776.010;2.163.223;3.677.726;4.928.494;5.422.316;1.064;160.770;220.751;550.860;3.070.415;3.681.446;4.068.219;4.633.248
620;;;1.;Mouth and oropharynx cancers;;821.857;623.057;198.799;0;1.592;1.890;13.269;102.564;202.012;185.782;115.948;0;1.654;1.165;6.149;32.355;47.486;49.639;60.352
621;;;;a.;Lip and oral cavity;422.664;304.768;117.897;0;919;377;5.465;52.842;95.339;87.850;61.975;0;676;214;3.306;19.315;24.809;29.968;39.608
622;;;;b.;Nasopharynx;61.504;44.450;17.054;0;0;1.157;4.525;11.302;11.383;10.168;5.914;0;0;502;1.573;4.170;4.091;3.755;2.963
623;;;;c.;Other pharynx;337.689;273.840;63.849;0;673;356;3.279;38.419;95.290;87.764;48.059;0;978;449;1.270;8.870;18.586;15.915;17.781
630;;;2.;Oesophagus cancer;;960.634;769.265;191.369;0;343;83;3.545;91.669;226.254;255.503;191.869;0;0;101;1.575;20.325;45.173;55.712;68.483
640;;;3.;Stomach cancer;;1.843.809;1.122.679;721.131;0;2.389;892;26.454;207.869;273.797;302.536;308.742;0;1.622;457;21.372;172.548;153.759;158.088;213.284
650;;;4.;Colon and rectum cancers;;3.127.679;1.678.025;1.449.654;0;1.545;1.418;32.017;271.109;398.556;475.711;497.669;0;1.393;1.073;24.295;235.857;316.867;364.736;505.433
660;;;5.;Liver cancer;;1.586.665;983.804;602.861;0;0;6.805;22.659;106.681;267.349;342.615;237.694;0;0;5.143;13.370;78.573;135.560;175.526;194.690
661;;;;a.;Liver cancer secondary to hepatitis B;426.630;250.154;176.476;0;0;4.644;16.477;50.482;67.686;64.860;46.005;0;0;2.796;8.056;36.022;41.271;42.946;45.385
662;;;;b.;Liver cancer secondary to hepatitis C;454.214;220.829;233.385;0;0;190;1.477;14.762;54.985;82.640;66.774;0;0;363;1.586;20.988;49.145;72.113;89.190
663;;;;c.;Liver cancer secondary to alcohol use;531.326;426.183;105.142;0;0;0;615;30.847;122.095;168.288;104.338;0;0;12;218;8.573;25.820;37.311;33.209
664;;;;d.;Other liver cancer;174.495;86.637;87.858;0;0;1.971;4.090;10.589;22.582;26.827;20.577;0;0;1.972;3.509;12.991;19.325;23.155;26.906
670;;;6.;Pancreas cancer;;1.769.481;939.136;830.345;0;300;334;5.831;100.556;230.782;311.807;289.525;0;0;204;4.835;73.102;172.223;252.829;327.151
680;;;7.;Trachea, bronchus, lung cancers;;5.886.531;3.350.239;2.536.292;0;6.151;2.588;19.383;212.111;751.837;1.171.455;1.186.714;0;5.459;1.993;12.235;193.558;587.193;804.248;931.607
690;;;8.;Melanoma and other skin cancers;;704.345;447.280;257.065;0;640;565;12.868;76.193;94.224;118.175;144.614;0;926;1.009;8.991;55.152;49.729;54.424;86.834
691;;;;a.;Malignant skin melanoma;458.948;285.290;173.658;0;640;268;9.274;57.719;64.059;74.168;79.161;0;926;605;6.980;44.395;36.374;38.248;46.131
692;;;;b.;Non-melanoma skin cancer;245.397;161.991;83.406;0;0;297;3.594;18.474;30.165;44.007;65.453;0;0;404;2.011;10.757;13.355;16.176;40.703
700;;;9.;Breast cancer;;3.041.045;27.525;3.013.520;0;0;0;297;4.151;7.069;7.895;8.112;0;315;358;37.039;800.597;829.953;703.780;641.477
710;;;10.;Cervix uteri cancer;;1.257.884;0;1.257.884;0;0;0;0;0;0;0;0;0;503;840;44.288;453.573;305.616;254.056;199.007
720;;;11.;Corpus uteri cancer;;489.599;0;489.599;0;0;0;0;0;0;0;0;0;0;38;11.965;126.864;120.878;127.199;102.656
730;;;12.;Ovary cancer;;790.519;0;790.519;0;0;0;0;0;0;0;0;0;4.174;2.572;29.001;161.208;203.856;204.746;184.962
740;;;13.;Prostate cancer;;1.688.230;1.688.230;0;0;548;391;3.409;24.884;161.913;463.172;1.033.913;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;152.986;152.986;0;0;3.473;1.710;75.077;56.024;8.618;4.585;3.500;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;839.954;556.431;283.523;66;9.867;4.586;9.757;67.425;139.939;173.401;151.390;60;8.839;6.246;6.835;32.771;57.349;76.615;94.808
750;;;16.;Bladder cancer;;619.293;442.892;176.400;0;1.176;166;1.611;20.766;66.349;128.555;224.270;0;154;195;1.040;11.444;27.235;43.868;92.465
751;;;17.;Brain and nervous system cancers;;1.484.564;844.005;640.560;121;35.684;65.598;87.991;198.968;176.296;165.890;113.457;147;27.337;51.247;57.566;140.070;126.706;128.159;109.328
752;;;18.;Gallbladder and biliary tract cancer;;443.979;158.283;285.697;0;423;53;1.333;19.910;34.776;49.405;52.382;0;310;497;1.140;34.950;68.030;85.608;95.162
753;;;19.;Larynx cancer;;402.715;342.541;60.173;0;154;103;1.884;36.077;106.899;115.420;82.006;0;73;281;712;6.261;15.229;19.760;17.859
754;;;20.;Thyroid cancer;;160.928;63.901;97.026;0;0;103;1.643;11.097;15.430;18.692;16.936;0;0;399;2.571;14.481;20.468;26.795;32.312
755;;;21.;Mesothelioma;;91.341;66.954;24.387;0;0;0;927;4.722;9.351;19.735;32.220;0;0;0;423;3.474;4.936;7.009;8.545
760;;;22.;Lymphomas, multiple myeloma;;1.876.261;1.100.200;776.061;116;14.962;24.094;88.593;178.810;207.617;268.726;317.283;84;9.797;9.495;48.046;108.071;132.599;188.831;279.137
761;;;;a.;Hodgkin lymphoma;156.036;97.905;58.131;23;1.239;4.148;28.289;27.412;12.342;12.731;11.720;5;941;1.146;14.565;16.727;7.080;7.733;9.934
762;;;;b.;Non-Hodgkin lymphoma;1.140.008;677.708;462.300;93;13.723;19.946;58.910;121.101;122.521;154.156;187.259;79;8.460;7.938;32.428;71.226;74.691;103.229;164.248
763;;;;c.;Multiple myeloma;580.216;324.587;255.629;0;0;0;1.394;30.297;72.754;101.838;118.304;0;396;411;1.053;20.118;50.828;77.869;104.956
770;;;23.;Leukaemia;;1.824.485;1.056.241;768.243;159;74.126;117.954;207.254;165.277;114.952;156.323;220.196;146;60.889;90.533;123.812;132.336;89.583;106.783;164.161
780;;;24.;Other malignant neoplasms;;1.968.403;1.032.739;935.664;665;47.383;47.428;160.207;206.361;183.705;193.111;193.878;627;37.324;46.906;93.601;182.846;171.018;179.808;223.535
790;;B.;Other neoplasms;;;1.185.744;619.435;566.309;515;31.244;19.106;52.742;98.755;97.629;128.117;191.327;324;24.482;21.849;34.132;101.954;94.763;110.371;178.434
800;;C.;Diabetes mellitus;;;12.918.315;6.649.933;6.268.382;173;8.054;15.460;201.969;1.274.419;1.606.966;1.806.397;1.736.496;85;6.545;19.893;214.755;1.088.029;1.324.858;1.628.739;1.985.477
810;;D.;Endocrine, blood, immune disorders;;;3.165.671;1.568.531;1.597.139;5.572;121.405;109.386;181.955;337.804;249.167;250.789;312.453;3.841;101.253;95.988;176.465;351.865;228.300;240.417;399.012
811;;;1.;Thalassaemias;;141.784;47.427;94.357;335;14.367;12.461;6.120;6.512;3.380;1.923;2.330;267;11.868;15.436;20.383;30.507;7.125;3.866;4.904
812;;;2.;Sickle cell disorders and trait;;302.646;126.646;175.999;180;15.300;26.290;41.620;29.365;7.703;3.890;2.298;146;11.662;28.405;51.992;56.919;15.777;7.370;3.729
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;290.904;153.487;137.418;126;6.810;14.434;25.137;32.678;18.740;19.622;35.941;99;6.023;7.476;11.819;20.662;14.559;22.626;54.155
814;;;4.;Other endocrine, blood and immune disorders;;2.430.337;1.240.971;1.189.365;4.932;84.928;56.200;109.078;269.249;219.345;225.355;271.883;3.329;71.699;44.671;92.271;243.776;190.839;206.555;336.224
820;;E.;Mental and substance use disorders;;;28.642.776;14.804.776;13.838.000;812;71.580;879.050;4.595.554;5.648.055;1.983.123;1.051.345;575.256;352;27.403;805.358;4.128.151;5.096.377;1.911.932;1.111.172;757.256
830;;;1.;Depressive disorders;;6.371.833;2.282.568;4.089.265;0;89;95.417;652.494;809.775;348.884;224.096;151.814;0;101;191.751;1.140.042;1.409.009;636.406;415.658;296.298
831;;;;a.;Major depressive disorder;5.153.280;1.792.717;3.360.563;0;73;84.915;546.228;625.209;262.806;163.620;109.866;0;84;177.774;992.866;1.144.164;504.329;319.060;222.285
832;;;;b.;Dysthymia;1.218.553;489.851;728.702;0;16;10.502;106.266;184.566;86.078;60.476;41.948;0;17;13.976;147.176;264.844;132.077;96.598;74.013
840;;;2.;Bipolar disorder;;1.744.580;758.739;985.840;0;0;32.538;289.908;262.657;92.517;53.941;27.179;0;0;34.722;347.642;356.870;128.239;74.652;43.715
850;;;3.;Schizophrenia;;1.631.802;861.860;769.942;0;0;1.282;148.967;418.517;165.048;91.556;36.489;0;0;1.067;121.459;364.727;151.809;88.456;42.424
860;;;4.;Alcohol use disorders;;3.726.390;2.796.363;930.027;0;27;8.292;712.708;1.272.909;489.621;227.711;85.095;0;23;4.554;288.226;402.505;136.787;63.801;34.132
870;;;5.;Drug use disorders;;5.681.819;3.584.779;2.097.039;92;0;2.278;1.445.449;1.505.198;390.884;157.099;83.781;136;0;1.392;776.593;882.828;258.163;107.964;69.963
871;;;;a.;Opioid use disorders;3.793.746;2.399.306;1.394.440;92;0;0;947.921;1.036.721;249.519;106.847;58.206;136;0;0;505.078;597.811;167.908;75.840;47.668
872;;;;b.;Cocaine use disorders;669.162;444.826;224.336;0;0;0;161.738;187.696;62.331;22.897;10.165;0;0;0;73.054;97.905;33.573;12.934;6.869
873;;;;c.;Amphetamine use disorders;295.076;181.675;113.401;0;0;543;90.648;66.326;18.397;4.572;1.189;0;0;371;61.139;39.750;8.941;2.040;1.159
874;;;;d.;Cannabis use disorders;125.540;83.388;42.152;0;0;1.381;52.225;22.579;4.299;1.851;1.052;0;0;778;25.832;11.394;2.377;1.050;721
875;;;;e.;Other drug use disorders;798.295;475.584;322.711;0;0;354;192.917;191.876;56.337;20.930;13.170;0;0;242;111.488;135.968;45.363;16.102;13.547
880;;;6.;Anxiety disorders;;4.686.636;1.612.963;3.073.673;0;3.345;166.899;448.770;580.738;218.592;121.289;73.331;0;5.020;268.348;818.636;1.115.286;434.870;251.473;180.041
890;;;7.;Eating disorders;;487.178;108.566;378.612;0;0;8.914;53.437;46.214;0;0;0;0;0;25.194;213.702;139.717;0;0;0
900;;;8.;Autism and Asperger syndrome;;1.276.910;975.333;301.577;716;62.661;180.027;268.314;263.770;96.517;61.660;41.667;214;18.552;52.823;79.087;82.426;31.130;20.656;16.688
910;;;9.;Childhood behavioural disorders;;928.291;602.777;325.513;0;1.116;327.908;254.988;15.038;2.934;717;76;0;456;184.046;131.356;7.579;1.590;431;56
911;;;;a.;Attention deficit/hyperactivity syndrome;109.573;75.452;34.121;0;1.116;27.223;28.348;15.038;2.934;717;76;0;456;11.400;12.609;7.579;1.590;431;56
912;;;;b.;Conduct disorder;818.718;527.325;291.393;0;0;300.685;226.640;0;0;0;0;0;0;172.646;118.747;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;618.352;329.959;288.393;4;4.341;50.746;107.404;101.996;34.680;20.107;10.680;2;3.251;38.628;85.426;92.407;34.045;20.382;14.252
930;;;11.;Other mental and behavioural disorders;;1.488.988;890.869;598.119;0;0;4.750;213.116;371.245;143.447;93.169;65.143;0;0;2.832;125.984;243.024;98.892;67.700;59.686
940;;F.;Neurological conditions;;;15.642.301;6.485.529;9.156.773;114;93.458;397.874;1.034.934;1.278.849;664.815;715.388;2.300.097;131;82.564;417.259;1.313.540;2.001.034;895.687;826.457;3.620.102
950;;;1.;Alzheimer disease and other dementias;;5.399.191;2.042.790;3.356.401;0;0;2.362;3.727;21.068;73.062;252.564;1.690.006;0;0;1.374;2.001;15.433;70.863;260.453;3.006.278
960;;;2.;Parkinson disease;;695.969;418.423;277.546;0;0;27;919;5.830;18.988;69.617;323.042;0;0;0;770;4.453;11.310;38.600;222.412
970;;;3.;Epilepsy;;1.708.461;901.388;807.073;15;57.211;130.772;248.984;248.315;94.557;64.277;57.257;13;50.203;119.131;210.279;209.864;83.914;63.507;70.162
980;;;4.;Multiple sclerosis;;356.411;120.501;235.910;0;0;482;7.406;39.017;31.895;26.618;15.083;0;0;783;14.496;74.939;58.669;51.676;35.348
990;;;5.;Migraine;;4.166.780;1.297.417;2.869.364;0;0;95.800;358.968;523.529;178.914;95.609;44.596;0;0;148.517;761.779;1.225.277;412.784;215.727;105.280
1000;;;6.;Non-migraine headache;;1.093.416;413.618;679.798;0;0;26.879;103.391;166.094;62.093;36.782;18.379;0;0;34.510;165.522;277.183;102.559;62.755;37.269
1010;;;7.;Other neurological conditions;;2.222.073;1.291.392;930.681;99;36.246;141.552;311.539;274.996;205.305;169.922;151.734;118;32.362;112.943;158.692;193.884;155.588;133.739;143.354
1020;;G.;Sense organ diseases;;;11.935.607;5.712.573;6.223.034;330;72.035;269.647;541.475;1.096.973;910.462;1.088.227;1.733.424;329;67.352;243.641;507.720;1.060.623;892.878;1.118.442;2.332.049
1030;;;1.;Glaucoma;;234.035;85.659;148.376;0;0;0;237;4.724;8.798;17.932;53.968;0;0;0;330;6.559;12.670;26.965;101.852
1040;;;2.;Cataracts;;436.776;141.285;295.491;0;0;0;242;8.984;18.505;35.623;77.931;0;0;0;439;16.514;33.994;66.169;178.374
1050;;;3.;Uncorrected refractive errors;;3.448.686;1.601.066;1.847.620;233;47.544;158.908;255.707;426.269;257.079;218.302;237.025;267;47.128;158.773;277.433;488.962;298.091;254.776;322.189
1060;;;4.;Macular degeneration;;194.260;62.544;131.716;0;0;0;0;0;4.117;13.362;45.066;0;0;0;0;0;7.066;23.349;101.301
1070;;;5.;Other vision loss;;891.966;383.107;508.859;4;2.065;7.709;21.237;51.007;56.965;84.594;159.526;4;2.538;9.477;26.125;61.538;67.826;101.380;239.971
1080;;;6.;Other hearing loss;;5.778.508;3.042.962;2.735.546;94;14.671;85.027;221.397;518.088;498.110;636.399;1.069.175;58;9.975;56.850;150.966;370.398;376.138;527.284;1.243.877
1090;;;7.;Other sense organ disorders;;951.375;395.949;555.426;0;7.754;18.003;42.655;87.900;66.888;82.015;90.734;0;7.711;18.540;52.426;116.651;97.092;118.520;144.486
1100;;H.;Cardiovascular diseases;;;42.132.014;24.018.389;18.113.626;7.698;181.273;118.003;863.763;3.699.552;4.787.488;5.843.029;8.517.583;5.361;150.881;98.305;493.588;2.136.481;2.593.402;3.552.885;9.082.721
1110;;;1.;Rheumatic heart disease;;356.018;142.172;213.846;0;4.112;11.518;28.246;36.647;19.593;19.007;23.048;0;3.622;12.211;32.092;56.460;32.261;31.034;46.167
1120;;;2.;Hypertensive heart disease;;2.267.983;1.182.335;1.085.649;0;567;1.233;28.795;199.675;252.022;288.207;411.837;0;484;1.157;16.496;124.274;164.560;214.965;563.712
1130;;;3.;Ischaemic heart disease;;21.760.720;13.387.016;8.373.705;0;3.622;9.301;304.262;1.952.708;2.918.235;3.476.714;4.722.174;0;2.983;6.711;112.223;807.858;1.225.940;1.764.753;4.453.238
1140;;;4.;Stroke;;9.891.744;4.979.212;4.912.532;2.716;63.367;43.557;183.174;702.566;860.961;1.156.780;1.966.091;1.831;46.098;38.541;135.766;618.796;707.672;918.635;2.445.194
1141;;;;a.;Ischaemic stroke;4.887.546;2.399.124;2.488.423;0;2.348;4.505;34.935;145.646;260.135;614.651;1.336.905;0;1.959;4.917;31.755;127.388;196.562;456.550;1.669.291
1142;;;;b.;Haemorrhagic stroke;5.004.197;2.580.088;2.424.109;2.716;61.019;39.052;148.239;556.920;600.825;542.129;629.186;1.831;44.139;33.624;104.010;491.408;511.110;462.085;775.903
