Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Western Pacific Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2015;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
160;;;;d.;Tetanus;92.787;55.780;37.007;16.934;953;6.061;6.512;12.866;5.934;3.884;2.636;19.458;903;3.563;2.667;3.425;1.898;2.398;2.697
170;;;6.;Meningitis;;791.172;421.712;369.460;4.665;139.868;64.668;65.766;72.214;27.649;25.268;21.613;4.273;118.852;58.449;60.031;60.633;24.351;22.907;19.962
180;;;7.;Encephalitis;;1.026.750;409.809;616.941;1.545;89.717;43.622;68.352;97.290;40.824;33.722;34.738;1.586;69.855;65.215;131.939;178.800;73.693;49.671;46.182
185;;;8.;Hepatitis;;478.924;275.657;203.266;2;15.424;5.216;21.879;79.467;55.580;58.430;39.660;1;17.331;4.830;18.710;42.533;34.072;41.334;44.454
186;;;;a.;Acute hepatitis A;36.472;18.374;18.097;0;11.144;373;1.307;1.665;1.286;1.298;1.302;0;12.666;386;1.143;800;665;864;1.574
190;;;;b.;Acute hepatitis B;385.485;229.333;156.152;2;1.695;1.134;17.205;74.212;51.085;53.042;30.958;1;1.652;865;13.511;39.557;31.490;37.559;31.517
200;;;;c.;Acute hepatitis C;6.242;3.418;2.824;0;356;156;195;565;780;950;417;0;327;156;234;378;553;729;447
205;;;;d.;Acute hepatitis E;50.724;24.531;26.193;0;2.229;3.554;3.172;3.026;2.428;3.139;6.984;0;2.687;3.424;3.822;1.798;1.365;2.182;10.915
210;;;9.;Parasitic and vector diseases;;1.798.705;828.015;970.691;1;136.514;88.126;126.324;195.256;99.957;112.348;69.488;1;150.487;95.265;118.554;237.145;129.666;140.218;99.354
220;;;;a.;Malaria;180.679;84.594;96.086;1;39.217;8.246;18.032;12.632;3.594;2.231;641;1;54.293;11.117;18.204;7.792;2.466;1.612;602
230;;;;b.;African Trypanosomiasis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;;;;c.;Chagas disease;187;119;68;0;0;0;32;24;16;14;34;0;0;0;3;16;11;11;27
250;;;;d.;Schistosomiasis;76.851;38.646;38.205;0;14;1.132;10.096;15.556;5.655;3.884;2.309;0;12;1.146;9.748;16.322;4.941;3.559;2.478
260;;;;e.;Leishmaniasis;2.808;1.137;1.671;0;204;52;101;130;161;270;218;0;247;68;184;281;293;350;249
270;;;;f.;lymphatic filariasis;62.615;52.475;10.140;0;0;4.206;10.961;22.989;9.013;3.757;1.549;0;0;602;2.002;4.400;1.826;851;459
280;;;;g.;Onchocerciasis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;;;;h.;Cysticercosis;440.569;186.025;254.545;0;260;1.107;26.440;67.198;38.292;33.321;19.407;0;310;1.144;27.503;88.520;54.010;47.746;35.311
295;;;;i.;Echinococcosis;521.675;202.698;318.978;0;1.092;14.039;20.924;42.856;29.048;57.920;36.819;0;1.335;17.484;32.421;93.433;53.368;74.698;46.239
300;;;;j.;Dengue;371.254;179.240;192.014;0;87.244;39.833;24.923;15.840;5.986;3.439;1.975;0;88.801;52.794;23.115;15.210;5.583;3.485;3.027
310;;;;k.;Trachoma;25.605;10.056;15.549;0;0;0;84;872;1.118;2.857;5.125;0;0;0;98;1.153;1.391;3.961;8.947
315;;;;l.;Yellow fever;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320;;;;m.;Rabies;116.462;73.026;43.437;0;8.483;19.511;14.732;17.160;7.073;4.655;1.412;0;5.489;10.911;5.278;10.018;5.776;3.947;2.017
330;;;10.;Intestinal nematode infections;;1.574.412;859.983;714.429;0;25.296;58.976;222.383;334.198;108.274;71.665;39.192;0;23.689;53.660;174.055;260.355;89.663;66.491;46.516
340;;;;a.;Ascariasis;206.591;103.260;103.331;0;11.739;10.641;29.060;31.140;10.872;6.186;3.621;0;12.262;10.393;27.560;30.237;11.098;6.790;4.990
350;;;;b.;Trichuriasis;63.116;31.427;31.689;0;1.101;3.434;10.444;10.154;3.410;1.850;1.033;0;1.036;3.156;10.094;10.127;3.567;2.147;1.562
360;;;;c.;Hookworm disease;378.423;168.832;209.591;0;10.146;21.807;46.133;52.401;18.689;12.076;7.579;0;8.549;23.217;60.625;73.341;20.865;13.253;9.740
362;;;;d.;Food-bourne trematodes;926.283;556.464;369.819;0;2.309;23.094;136.746;240.502;75.303;51.552;26.958;0;1.842;16.894;75.775;146.650;54.133;44.300;30.223
365;;;11.;Leprosy;;45.476;27.399;18.078;0;0;6;262;7.622;7.885;7.399;4.225;0;0;2;258;3.695;4.467;5.728;3.928
370;;;12.;Other infectious diseases;;1.489.066;828.286;660.780;19.991;212.399;156.749;110.452;100.195;56.540;64.569;107.391;7.305;126.656;131.459;100.383;78.336;40.611;51.744;124.286
380;;B.;Respiratory Infectious ;;;13.349.288;7.346.888;6.002.401;531.950;1.923.183;379.272;480.150;670.120;473.425;809.327;2.079.461;373.751;1.606.986;346.811;401.885;531.816;345.234;509.721;1.886.198
390;;;1.;Lower respiratory infections;;11.362.866;6.322.558;5.040.308;531.007;1.820.372;192.391;229.215;393.744;367.681;744.941;2.043.207;372.921;1.517.552;185.086;170.678;265.178;241.865;444.726;1.842.301
400;;;2.;Upper respiratory infections;;1.397.508;712.473;685.035;894;61.581;107.261;179.301;215.278;72.502;47.878;27.777;784;55.464;96.764;168.560;210.026;71.031;48.496;33.911
410;;;3.;Otitis media;;588.915;311.857;277.058;50;41.230;79.619;71.634;61.098;33.241;16.507;8.477;45;33.970;64.961;62.647;56.612;32.338;16.499;9.986
420;;C.;Maternal conditions;;;665.748;0;665.748;0;0;0;0;0;0;0;0;0;0;31;334.821;330.841;56;0;0
490;;D.;Neonatal conditions;;;14.102.179;7.465.960;6.636.219;5.852.373;653.456;178.304;297.583;331.373;98.029;43.617;11.225;4.906.745;572.494;172.844;324.225;410.543;143.229;80.753;25.386
500;;;1.;Preterm birth complications;;6.973.774;3.762.494;3.211.280;2.697.814;303.781;143.977;239.256;262.405;74.983;31.677;8.601;2.200.693;251.629;115.716;215.564;269.918;91.399;50.246;16.116
510;;;2.;Birth asphyxia and birth trauma;;4.150.007;2.113.376;2.036.631;1.967.229;84.289;9.822;17.783;22.057;7.574;3.974;647;1.785.861;84.327;22.595;45.339;60.502;22.365;12.960;2.682
520;;;3.;Neonatal sepsis and infections;;1.354.134;711.353;642.782;606.323;27.859;13.920;23.029;25.901;8.675;4.429;1.217;426.683;32.767;27.516;50.435;62.953;23.430;13.750;5.247
530;;;4.;Other neonatal conditions;;1.624.264;878.737;745.527;581.006;237.527;10.585;17.514;21.010;6.796;3.538;760;493.508;203.770;7.017;12.887;17.171;6.035;3.798;1.342
540;;E.;Nutritional deficiencies;;;3.460.452;1.290.171;2.170.282;3.259;329.021;179.163;173.332;255.627;122.041;95.613;132.114;2.797;292.320;152.976;467.500;675.165;216.509;153.310;209.705
550;;;1.;Protein-energy malnutrition;;639.308;324.911;314.397;1.667;193.522;11.301;10.647;15.845;10.828;19.234;61.866;1.314;167.674;12.182;7.846;14.725;8.915;14.998;86.743
560;;;2.;Iodine deficiency;;524.846;264.886;259.959;0;1.321;12.683;54.301;98.377;44.016;33.275;20.913;0;1.864;13.507;55.064;93.114;40.655;31.843;23.913
570;;;3.;Vitamin A deficiency;;29.107;14.442;14.665;0;2.223;2.852;2.774;3.626;1.431;1.012;522;0;2.243;2.856;2.757;3.500;1.504;1.114;691
580;;;4.;Iron-deficiency anaemia;;2.156.771;634.923;1.521.849;1.592;116.036;151.051;103.239;133.069;62.303;35.334;32.299;1.484;99.882;122.854;399.228;559.109;162.565;100.185;76.541
590;;;5.;Other nutritional deficiencies;;110.420;51.009;59.411;0;15.919;1.276;2.370;4.710;3.464;6.758;16.513;0;20.657;1.576;2.604;4.718;2.870;5.170;21.816
600;II.;Noncommunicable diseases;;;;405.018.708;212.803.249;192.215.459;1.544.205;3.189.733;4.220.988;14.364.289;37.728.902;34.780.896;50.450.955;66.523.282;1.313.396;2.839.370;3.764.170;14.360.620;36.922.112;28.683.006;39.585.998;64.746.787
610;;A.;Malignant neoplasms;;;78.663.981;50.508.696;28.155.284;2.191;394.744;468.434;1.326.344;8.046.489;11.081.002;14.086.898;15.102.596;1.521;293.185;345.443;897.778;5.391.018;5.750.693;6.755.952;8.719.694
620;;;1.;Mouth and oropharynx cancers;;1.773.627;1.276.462;497.165;0;7.215;6.954;36.210;304.620;342.116;344.237;235.110;0;6.520;6.815;21.173;123.477;107.267;112.158;119.756
621;;;;a.;Lip and oral cavity;566.502;373.052;193.450;0;5.280;3.564;5.486;64.592;93.080;106.627;94.423;0;3.123;1.884;4.476;32.870;37.518;49.235;64.343
622;;;;b.;Nasopharynx;913.289;664.734;248.555;0;0;2.312;28.913;202.723;193.879;163.735;73.174;0;0;2.528;14.111;83.099;61.005;49.865;37.948
623;;;;c.;Other pharynx;293.836;238.676;55.160;0;1.935;1.077;1.811;37.306;55.157;73.876;67.513;0;3.397;2.404;2.586;7.508;8.744;13.057;17.464
630;;;2.;Oesophagus cancer;;5.113.181;3.945.650;1.167.532;0;1.578;1.003;9.045;287.320;950.199;1.454.707;1.241.799;0;485;168;8.249;61.246;177.801;383.822;535.762
640;;;3.;Stomach cancer;;9.507.827;6.651.731;2.856.096;0;2.477;1.568;44.649;704.561;1.435.501;2.182.279;2.280.696;0;2.102;1.372;37.396;402.142;509.790;759.902;1.143.392
650;;;4.;Colon and rectum cancers;;5.381.277;3.157.383;2.223.893;0;6.009;4.496;43.111;418.074;600.578;876.627;1.208.487;0;5.085;3.885;33.791;306.653;378.635;518.181;977.664
660;;;5.;Liver cancer;;14.289.826;11.057.038;3.232.788;0;0;38.179;261.994;3.150.255;3.011.930;2.521.731;2.072.949;0;0;18.133;58.939;568.976;727.582;845.712;1.013.447
661;;;;a.;Liver cancer secondary to hepatitis B;8.160.865;6.240.652;1.920.213;0;0;31.475;227.570;2.177.963;1.664.626;1.194.081;944.937;0;0;12.899;46.805;412.925;448.222;462.697;536.665
662;;;;b.;Liver cancer secondary to hepatitis C;545.590;344.706;200.884;0;0;127;1.805;44.257;74.036;94.479;130.004;0;0;140;799;14.927;33.069;49.735;102.214
663;;;;c.;Liver cancer secondary to alcohol use;4.155.958;3.560.118;595.840;0;0;0;4.474;649.727;1.044.712;1.043.458;817.747;0;0;0;357;56.372;139.699;202.104;197.307
664;;;;d.;Other liver cancer;1.427.413;911.562;515.851;0;0;6.577;28.145;278.308;228.557;189.713;180.261;0;0;5.094;10.978;84.752;106.591;131.175;177.261
670;;;6.;Pancreas cancer;;2.613.185;1.559.810;1.053.375;0;1.858;1.295;8.086;171.158;345.886;506.190;525.338;0;2.888;1.833;5.772;87.325;178.995;314.551;462.011
680;;;7.;Trachea, bronchus, lung cancers;;17.855.987;12.827.096;5.028.891;0;9.247;6.086;71.668;1.281.874;2.721.608;4.015.509;4.721.103;0;6.155;3.852;36.825;608.094;969.402;1.372.430;2.032.134
690;;;8.;Melanoma and other skin cancers;;642.701;381.354;261.347;0;3.796;3.240;15.578;66.780;63.100;113.580;115.280;0;3.651;2.805;12.836;53.122;47.206;60.198;81.530
691;;;;a.;Malignant skin melanoma;280.046;160.954;119.092;0;3.796;3.068;7.215;31.379;30.965;40.042;44.490;0;3.651;2.670;7.224;26.333;20.246;25.073;33.895
692;;;;b.;Non-melanoma skin cancer;362.655;220.400;142.255;0;0;172;8.363;35.402;32.135;73.538;70.790;0;0;135;5.611;26.789;26.960;35.125;47.635
700;;;9.;Breast cancer;;2.955.810;15.274;2.940.535;0;0;45;577;3.398;3.464;4.204;3.586;0;1.577;886;49.322;1.036.713;849.073;601.521;401.443
710;;;10.;Cervix uteri cancer;;1.508.909;0;1.508.909;0;0;0;0;0;0;0;0;0;1.480;981;48.961;575.689;399.561;285.263;196.973
720;;;11.;Corpus uteri cancer;;690.487;0;690.487;0;0;0;0;0;0;0;0;0;1.901;1.338;15.098;192.550;202.323;165.375;111.902
730;;;12.;Ovary cancer;;848.412;0;848.412;0;0;0;0;0;0;0;0;0;4.452;3.119;34.322;241.295;238.750;194.151;132.323
740;;;13.;Prostate cancer;;835.701;835.701;0;0;148;0;5.086;14.066;50.497;173.361;592.542;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;56.307;56.307;0;0;4.916;3.946;14.547;18.984;4.177;4.372;5.365;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;991.536;666.237;325.298;36;11.307;4.336;10.335;79.843;145.435;191.074;223.873;36;12.876;4.514;10.353;33.252;49.477;81.408;133.383
750;;;16.;Bladder cancer;;779.125;588.555;190.569;0;3.178;2.298;3.542;32.216;66.478;147.555;333.288;0;544;548;2.090;14.052;19.402;33.984;119.949
751;;;17.;Brain and nervous system cancers;;2.344.292;1.379.791;964.501;168;67.900;81.586;158.618;392.672;283.460;239.789;155.599;137;51.550;62.012;100.901;256.751;185.132;161.702;146.317
752;;;18.;Gallbladder and biliary tract cancer;;1.402.300;702.757;699.543;0;0;45;2.820;54.618;122.206;207.473;315.596;0;1.307;951;3.092;52.640;112.402;185.017;344.134
753;;;19.;Larynx cancer;;417.328;368.374;48.954;0;148;46;3.483;51.307;88.925;114.797;109.668;0;0;48;1.039;3.711;8.427;16.539;19.190
754;;;20.;Thyroid cancer;;259.363;102.734;156.629;0;0;323;4.707;17.747;20.070;28.318;31.569;0;0;196;5.928;25.890;27.459;42.995;54.161
755;;;21.;Mesothelioma;;153.554;105.128;48.426;0;1.504;1.003;3.422;14.875;17.046;32.566;34.713;0;0;0;1.750;10.685;11.351;13.535;11.104
760;;;22.;Lymphomas, multiple myeloma;;1.919.217;1.180.497;738.719;88;25.687;28.504;84.679;227.584;232.503;298.491;282.961;69;24.526;19.796;52.408;129.748;122.012;164.965;225.197
761;;;;a.;Hodgkin lymphoma;66.128;39.352;26.775;10;968;1.301;7.108;10.339;6.359;7.162;6.105;17;1.107;883;5.455;5.947;5.160;4.149;4.058
762;;;;b.;Non-Hodgkin lymphoma;1.436.720;895.469;541.251;78;23.166;26.283;71.465;183.922;174.778;213.794;201.983;51;19.173;16.133;44.758;107.032;87.677;108.482;157.945
763;;;;c.;Multiple myeloma;416.369;245.676;170.693;0;1.553;921;6.107;33.322;51.366;77.534;74.873;0;4.246;2.781;2.195;16.768;29.175;52.334;63.193
770;;;23.;Leukaemia;;3.249.363;1.888.081;1.361.282;261;187.261;231.601;369.382;400.331;227.796;241.587;229.861;175;121.341;171.543;253.904;328.651;176.389;161.712;147.567
780;;;24.;Other malignant neoplasms;;3.074.671;1.762.738;1.311.934;1.637;60.516;51.879;174.805;354.208;348.029;388.450;383.214;1.105;44.747;40.648;103.633;278.358;252.257;280.830;310.356
790;;B.;Other neoplasms;;;1.692.811;923.463;769.348;117;16.040;27.715;69.797;149.276;173.887;244.110;242.520;132;16.155;22.458;33.789;178.012;140.820;163.296;214.686
800;;C.;Diabetes mellitus;;;13.423.597;6.583.549;6.840.048;279;6.225;15.430;392.030;1.685.907;1.404.349;1.598.461;1.480.868;149;6.235;14.937;285.271;1.248.315;1.343.877;1.912.019;2.029.246
810;;D.;Endocrine, blood, immune disorders;;;3.984.630;1.687.758;2.296.872;14.436;208.724;199.465;179.849;310.046;226.597;265.174;283.466;12.173;172.970;193.340;364.660;684.168;249.075;256.913;363.574
811;;;1.;Thalassaemias;;1.762.045;526.567;1.235.479;3.723;124.811;138.123;84.973;92.227;31.191;25.839;25.679;4.486;105.631;148.549;255.845;468.799;104.058;69.861;78.250
812;;;2.;Sickle cell disorders and trait;;17.826;12.724;5.103;27;2.178;1.904;1.905;3.306;1.503;1.041;859;8;516;936;1.372;1.286;374;275;335
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;491.687;237.045;254.643;389;6.051;15.471;39.046;46.058;32.334;44.147;53.548;301;5.119;7.855;33.688;52.017;33.437;52.556;69.669
814;;;4.;Other endocrine, blood and immune disorders;;1.713.071;911.423;801.648;10.297;75.684;43.967;53.924;168.454;161.569;194.147;203.380;7.379;61.704;36.000;73.754;162.065;111.205;134.220;215.319
820;;E.;Mental and substance use disorders;;;40.685.222;20.918.366;19.766.856;955;101.442;1.182.644;5.324.415;7.838.769;3.045.224;2.210.500;1.214.416;445;33.279;840.887;4.589.315;7.112.167;3.112.631;2.445.809;1.632.322
830;;;1.;Depressive disorders;;11.174.926;4.343.001;6.831.925;0;104;95.598;820.399;1.458.493;838.688;695.026;434.693;0;101;124.888;1.125.742;2.208.034;1.351.805;1.178.892;842.464
831;;;;a.;Major depressive disorder;7.919.704;3.097.707;4.821.998;0;82;82.198;657.739;1.008.613;571.095;471.706;306.273;0;79;107.773;888.371;1.497.723;917.393;802.747;607.911
832;;;;b.;Dysthymia;3.255.222;1.245.294;2.009.927;0;21;13.400;162.660;449.879;267.593;223.320;128.420;0;21;17.115;237.370;710.311;434.412;376.145;234.553
840;;;2.;Bipolar disorder;;1.548.478;763.861;784.617;0;0;17.247;216.320;278.528;120.087;87.344;44.335;0;0;14.962;203.716;290.943;127.018;91.895;56.082
850;;;3.;Schizophrenia;;5.456.178;2.672.931;2.783.247;0;0;2.558;560.606;1.338.724;444.189;246.276;80.578;0;0;2.077;617.371;1.347.946;451.948;261.733;102.171
860;;;4.;Alcohol use disorders;;3.453.209;2.660.564;792.644;2;176;5.325;581.026;1.233.978;458.006;275.069;106.982;0;61;3.019;254.336;348.869;97.441;53.500;35.418
870;;;5.;Drug use disorders;;4.481.979;2.684.749;1.797.229;55;0;3.839;969.401;989.497;247.783;281.704;192.471;198;0;1.369;627.460;620.724;186.669;210.303;150.506
871;;;;a.;Opioid use disorders;3.236.559;1.908.490;1.328.068;55;0;0;574.979;742.859;192.973;240.143;157.482;198;0;0;418.410;467.483;146.123;177.255;118.599
872;;;;b.;Cocaine use disorders;167.910;113.504;54.406;0;0;0;33.412;45.698;15.118;12.305;6.971;0;0;0;16.012;21.839;6.910;6.524;3.122
873;;;;c.;Amphetamine use disorders;318.550;218.643;99.907;0;0;730;135.972;60.950;9.443;7.550;3.999;0;0;337;66.051;24.428;4.527;3.140;1.424
874;;;;d.;Cannabis use disorders;208.181;137.809;70.372;0;0;2.631;90.568;35.513;5.509;2.451;1.137;0;0;811;42.420;21.209;3.495;1.567;870
875;;;;e.;Other drug use disorders;550.779;306.303;244.476;0;0;478;134.470;104.477;24.740;19.255;22.883;0;0;221;84.568;85.767;25.614;21.816;26.490
880;;;6.;Anxiety disorders;;5.858.806;2.282.261;3.576.545;0;4.195;224.276;578.152;787.380;330.917;229.131;128.210;0;5.587;310.998;822.557;1.194.609;548.540;413.406;280.849
890;;;7.;Eating disorders;;472.374;117.001;355.373;0;0;7.264;59.697;50.040;0;0;0;0;0;26.689;186.593;142.091;0;0;0
900;;;8.;Autism and Asperger syndrome;;2.182.055;1.703.818;478.238;838;77.145;244.695;452.675;530.822;192.382;128.457;76.804;231;20.804;65.308;122.591;149.288;54.502;37.978;27.536
910;;;9.;Childhood behavioural disorders;;1.160.560;807.122;353.438;0;1.556;410.973;342.179;41.360;8.463;2.360;230;0;541;188.115;143.007;16.969;3.634;1.055;117
911;;;;a.;Attention deficit/hyperactivity syndrome;220.847;159.826;61.022;0;1.556;44.516;61.340;41.360;8.463;2.360;230;0;541;15.644;23.061;16.969;3.634;1.055;117
912;;;;b.;Conduct disorder;939.712;647.296;292.416;0;0;366.458;280.839;0;0;0;0;0;0;172.470;119.946;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;2.003.228;1.184.064;819.165;60;18.267;164.904;377.904;393.598;123.569;73.422;32.340;15;6.185;99.758;254.559;286.983;90.291;52.963;28.411
930;;;11.;Other mental and behavioural disorders;;2.893.430;1.698.995;1.194.436;0;0;5.966;366.057;736.349;281.140;191.711;117.771;0;0;3.705;231.385;505.710;200.783;144.084;108.769
940;;F.;Neurological conditions;;;23.518.542;9.395.082;14.123.459;36;119.054;373.939;1.123.538;1.621.896;857.697;1.334.890;3.964.031;49;105.105;352.181;1.401.867;2.462.433;1.218.678;1.818.645;6.764.502
950;;;1.;Alzheimer disease and other dementias;;11.786.080;4.273.946;7.512.134;0;0;359;1.205;27.111;205.571;773.406;3.266.295;0;0;129;615;33.080;306.652;1.137.438;6.034.221
960;;;2.;Parkinson disease;;1.181.900;640.834;541.066;0;0;0;534;16.803;39.871;138.102;445.523;0;0;91;379;14.849;35.285;112.642;377.819
970;;;3.;Epilepsy;;2.326.190;1.220.593;1.105.597;22;74.605;181.144;335.015;330.760;124.176;99.675;75.197;17;66.018;146.966;290.624;316.102;112.156;93.682;80.031
980;;;4.;Multiple sclerosis;;111.872;40.000;71.871;0;0;206;2.956;14.701;9.538;7.884;4.715;0;0;244;6.519;30.136;15.769;10.982;8.221
990;;;5.;Migraine;;5.559.826;2.031.057;3.528.768;0;0;92.895;530.720;863.496;303.002;171.003;69.941;0;0;122.853;849.401;1.595.344;532.365;295.995;132.810
1000;;;6.;Non-migraine headache;;1.428.258;579.059;849.199;0;0;17.469;135.356;252.944;89.932;57.404;25.954;0;0;25.447;193.540;368.372;131.131;85.211;45.497
1010;;;7.;Other neurological conditions;;1.124.417;609.593;514.824;15;44.449;81.866;117.751;116.082;85.607;87.417;76.406;33;39.087;56.450;60.789;104.548;85.320;82.696;85.903
1020;;G.;Sense organ diseases;;;26.124.697;12.886.951;13.237.746;524;104.391;418.662;1.010.415;2.420.220;2.225.935;2.943.297;3.763.506;433;88.468;329.862;829.759;2.120.937;2.096.652;2.959.555;4.812.079
1030;;;1.;Glaucoma;;236.977;94.230;142.747;0;0;0;257;4.818;9.680;22.297;57.178;0;0;46;296;6.217;12.116;28.794;95.278
1040;;;2.;Cataracts;;1.180.601;397.983;782.618;0;0;0;745;28.129;54.136;106.701;208.271;0;0;0;1.281;48.096;92.066;187.997;453.177
1050;;;3.;Uncorrected refractive errors;;7.431.393;3.579.073;3.852.320;354;62.269;204.715;369.759;723.162;657.943;801.829;759.043;336;55.857;184.319;347.076;703.667;701.235;892.722;967.108
1060;;;4.;Macular degeneration;;437.002;158.439;278.563;0;0;0;0;0;11.051;39.519;107.869;0;0;0;0;0;20.194;65.588;192.780
1070;;;5.;Other vision loss;;2.504.124;1.138.289;1.365.835;7;3.889;13.102;46.666;145.103;177.690;294.226;457.607;8;4.429;14.959;54.429;164.337;193.522;325.796;608.355
1080;;;6.;Other hearing loss;;12.426.898;6.651.619;5.775.279;164;28.088;174.150;506.783;1.308.632;1.160.473;1.480.550;1.992.780;90;17.896;103.621;334.352;958.815;896.517;1.222.063;2.241.925
1090;;;7.;Other sense organ disorders;;1.907.703;867.319;1.040.384;0;10.146;26.695;86.205;210.377;154.962;198.176;180.758;0;10.285;26.917;92.326;239.805;181.001;236.593;253.456
1100;;H.;Cardiovascular diseases;;;117.036.592;61.749.816;55.286.776;29.498;258.662;169.067;1.221.451;6.373.843;8.834.681;17.967.948;26.894.666;22.873;184.149;153.383;927.809;5.062.252;7.190.188;14.430.128;27.315.993
1110;;;1.;Rheumatic heart disease;;2.392.197;836.529;1.555.669;0;8.927;30.424;76.673;119.876;101.631;214.128;284.871;0;8.363;31.981;100.000;275.063;250.510;413.927;475.825
1120;;;2.;Hypertensive heart disease;;5.951.553;2.929.989;3.021.564;0;1.206;1.717;23.246;208.611;334.663;808.770;1.551.777;0;1.145;1.325;19.369;207.628;335.474;722.754;1.733.869
1130;;;3.;Ischaemic heart disease;;45.866.166;24.511.766;21.354.400;0;8.678;13.740;482.982;2.806.862;3.642.236;6.838.619;10.718.650;0;6.249;11.735;295.378;1.764.581;2.403.746;5.256.594;11.616.116
