Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Western Pacific Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2016;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
362;;;;d.;Food-bourne trematodes;920.517;553.260;367.258;0;2.291;22.946;136.358;239.962;74.696;50.843;26.163;0;1.823;16.791;75.457;146.323;53.805;43.879;29.180
365;;;11.;Leprosy;;45.916;27.705;18.211;0;0;6;260;7.699;7.977;7.491;4.272;0;0;2;257;3.719;4.504;5.771;3.957
370;;;12.;Other infectious diseases;;1.483.205;821.485;661.719;19.890;207.501;158.804;106.921;100.479;56.362;64.189;107.340;7.113;121.920;133.564;97.831;79.536;41.700;52.613;127.441
380;;B.;Respiratory Infectious ;;;13.259.851;7.304.560;5.955.290;500.458;1.814.407;378.872;474.836;679.971;485.684;835.133;2.135.201;350.393;1.509.753;346.139;392.118;536.319;354.732;527.092;1.938.743
390;;;1.;Lower respiratory infections;;11.275.143;6.280.737;4.994.405;499.539;1.713.587;191.506;230.174;402.433;376.872;768.995;2.097.630;349.585;1.421.975;184.014;167.398;269.312;248.348;460.288;1.893.485
400;;;2.;Upper respiratory infections;;1.402.701;715.590;687.112;871;60.626;107.762;175.884;217.316;74.948;49.320;28.864;764;54.614;97.269;164.767;211.062;73.552;49.993;35.092
410;;;3.;Otitis media;;582.007;308.233;273.773;48;40.194;79.604;68.777;60.222;33.864;16.818;8.706;44;33.164;64.856;59.954;55.946;32.832;16.811;10.166
420;;C.;Maternal conditions;;;649.325;0;649.325;0;0;0;0;0;0;0;0;0;0;32;325.772;323.464;58;0;0
490;;D.;Neonatal conditions;;;13.385.650;7.084.328;6.301.322;5.521.895;617.871;175.164;285.167;327.353;100.125;45.030;11.723;4.622.481;542.107;170.089;308.414;402.916;146.055;82.828;26.433
500;;;1.;Preterm birth complications;;6.640.239;3.580.006;3.060.233;2.541.061;289.863;141.393;229.278;259.636;76.876;32.891;9.008;2.073.466;240.566;113.708;204.990;265.238;93.434;51.882;16.949
510;;;2.;Birth asphyxia and birth trauma;;3.906.704;1.990.981;1.915.724;1.848.995;81.024;9.658;17.157;21.788;7.651;4.037;670;1.669.031;80.919;22.568;43.749;60.282;23.095;13.294;2.783
520;;;3.;Neonatal sepsis and infections;;1.308.730;686.134;622.596;584.916;25.826;13.624;22.097;25.268;8.681;4.474;1.248;414.556;30.754;26.795;47.424;60.557;23.432;13.771;5.306
530;;;4.;Other neonatal conditions;;1.529.977;827.207;702.770;546.923;221.158;10.489;16.635;20.661;6.916;3.629;797;465.428;189.867;7.018;12.250;16.838;6.094;3.881;1.394
540;;E.;Nutritional deficiencies;;;3.493.109;1.307.708;2.185.401;3.172;317.117;189.216;172.121;261.661;125.465;100.526;138.429;2.809;278.789;151.249;463.270;688.129;224.598;159.955;216.603
550;;;1.;Protein-energy malnutrition;;625.449;319.542;305.907;1.628;184.117;11.110;10.767;16.262;11.241;20.032;64.384;1.282;156.338;11.851;7.777;14.629;9.049;15.163;89.817
560;;;2.;Iodine deficiency;;529.418;267.578;261.839;0;1.138;12.791;52.713;98.978;45.598;34.588;21.771;0;1.765;13.514;53.348;93.288;42.153;33.118;24.652
570;;;3.;Vitamin A deficiency;;29.676;14.825;14.851;0;2.219;2.961;2.782;3.726;1.521;1.069;547;0;2.215;2.960;2.720;3.517;1.569;1.158;712
580;;;4.;Iron-deficiency anaemia;;2.200.015;655.124;1.544.891;1.543;114.810;161.082;103.443;137.903;63.729;37.896;34.719;1.527;99.599;121.387;396.897;572.108;169.024;105.278;79.071
590;;;5.;Other nutritional deficiencies;;108.551;50.638;57.912;0;14.834;1.271;2.415;4.792;3.376;6.941;17.009;0;18.872;1.537;2.528;4.586;2.801;5.237;22.351
600;II.;Noncommunicable diseases;;;;410.665.251;215.893.423;194.771.827;1.462.841;3.027.648;4.235.514;14.069.740;37.627.390;35.489.062;51.695.029;68.286.199;1.248.515;2.695.761;3.761.140;13.996.987;36.760.762;29.363.104;40.683.062;66.262.496
610;;A.;Malignant neoplasms;;;79.234.287;51.054.211;28.180.076;2.109;377.198;464.752;1.312.944;7.937.826;11.246.265;14.223.260;15.489.856;1.473;279.418;330.074;867.347;5.287.887;5.825.585;6.787.828;8.800.464
620;;;1.;Mouth and oropharynx cancers;;1.784.652;1.283.218;501.434;0;7.155;6.980;35.676;300.350;346.359;345.800;240.898;0;6.441;6.762;20.572;121.879;109.082;115.074;121.623
621;;;;a.;Lip and oral cavity;570.469;374.184;196.285;0;5.231;3.621;5.337;63.579;93.058;106.407;96.950;0;3.091;1.907;4.398;32.202;37.987;50.845;65.854
622;;;;b.;Nasopharynx;918.228;668.797;249.432;0;0;2.282;28.468;200.152;197.064;166.051;74.780;0;0;2.452;13.630;82.074;62.078;50.823;38.375
623;;;;c.;Other pharynx;295.955;240.238;55.717;0;1.924;1.078;1.872;36.618;56.237;73.342;69.167;0;3.351;2.404;2.543;7.602;9.017;13.406;17.394
630;;;2.;Oesophagus cancer;;5.152.745;4.003.597;1.149.148;0;1.563;1.003;9.137;282.096;963.284;1.472.628;1.273.888;0;485;168;7.743;58.490;177.530;377.622;527.111
640;;;3.;Stomach cancer;;9.495.050;6.664.100;2.830.950;0;2.463;1.532;43.451;676.067;1.437.004;2.175.574;2.328.009;0;2.085;1.370;35.224;388.549;510.076;749.634;1.144.010
650;;;4.;Colon and rectum cancers;;5.420.192;3.188.247;2.231.945;0;5.961;4.553;42.834;408.572;603.797;879.282;1.243.247;0;5.001;3.849;32.142;300.138;383.710;518.305;988.799
660;;;5.;Liver cancer;;14.645.842;11.372.862;3.272.980;0;0;38.513;261.178;3.160.112;3.120.159;2.629.066;2.163.834;0;0;17.438;57.336;560.241;741.957;862.335;1.033.672
661;;;;a.;Liver cancer secondary to hepatitis B;8.317.711;6.391.398;1.926.313;0;0;31.778;226.873;2.183.735;1.723.332;1.239.857;985.822;0;0;12.365;45.479;404.944;454.214;467.241;542.070
662;;;;b.;Liver cancer secondary to hepatitis C;562.337;354.020;208.317;0;0;133;1.811;44.648;75.499;96.564;135.365;0;0;137;804;14.949;33.775;51.365;107.287
663;;;;c.;Liver cancer secondary to alcohol use;4.312.400;3.691.410;620.990;0;0;0;4.513;653.115;1.084.585;1.094.542;854.655;0;0;0;359;57.396;146.264;211.091;205.881
664;;;;d.;Other liver cancer;1.453.394;936.035;517.359;0;0;6.602;27.982;278.615;236.742;198.103;187.991;0;0;4.936;10.694;82.952;107.705;132.638;178.433
670;;;6.;Pancreas cancer;;2.645.931;1.582.790;1.063.141;0;1.839;1.355;8.108;169.820;350.884;511.008;539.777;0;2.864;1.856;6.019;86.520;182.238;317.583;466.061
680;;;7.;Trachea, bronchus, lung cancers;;17.893.635;12.839.694;5.053.941;0;9.177;6.031;70.885;1.226.765;2.726.475;4.001.954;4.798.407;0;6.101;3.874;35.691;592.161;980.837;1.385.828;2.049.449
690;;;8.;Melanoma and other skin cancers;;650.395;388.713;261.683;0;3.753;3.239;15.521;66.145;64.533;116.528;118.993;0;3.616;2.853;12.109;51.695;47.946;59.956;83.507
691;;;;a.;Malignant skin melanoma;287.053;167.002;120.051;0;3.753;3.063;7.363;31.448;32.473;42.321;46.581;0;3.616;2.722;6.837;25.842;20.879;25.449;34.705
692;;;;b.;Non-melanoma skin cancer;363.342;221.710;141.632;0;0;176;8.158;34.697;32.060;74.208;72.411;0;0;131;5.272;25.853;27.068;34.507;48.802
700;;;9.;Breast cancer;;2.947.764;14.880;2.932.884;0;0;43;575;3.421;3.239;4.159;3.443;0;1.572;882;47.353;1.018.389;859.651;600.336;404.699
710;;;10.;Cervix uteri cancer;;1.481.907;0;1.481.907;0;0;0;0;0;0;0;0;0;1.468;980;46.284;556.474;398.138;282.328;196.234
720;;;11.;Corpus uteri cancer;;690.283;0;690.283;0;0;0;0;0;0;0;0;0;1.879;1.338;14.647;189.368;204.937;165.364;112.749
730;;;12.;Ovary cancer;;861.336;0;861.336;0;0;0;0;0;0;0;0;0;4.373;3.225;33.309;240.128;246.860;197.079;136.362
740;;;13.;Prostate cancer;;867.100;867.100;0;0;149;0;5.062;14.696;51.331;176.610;619.252;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;56.165;56.165;0;0;4.871;3.975;14.637;18.833;4.169;4.159;5.520;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;1.003.287;675.778;327.509;36;10.885;4.110;10.245;79.411;147.426;192.768;230.896;37;12.257;4.435;10.113;33.531;50.761;81.514;134.861
750;;;16.;Bladder cancer;;792.745;600.571;192.174;0;3.148;2.297;3.487;31.634;67.125;148.551;344.329;0;518;542;2.046;13.740;19.644;33.854;121.830
751;;;17.;Brain and nervous system cancers;;2.355.504;1.388.037;967.467;168;65.108;81.886;156.656;390.258;289.308;244.847;159.805;137;49.054;59.734;98.703;254.628;190.520;165.498;149.194
752;;;18.;Gallbladder and biliary tract cancer;;1.415.009;710.207;704.802;0;0;43;2.718;53.008;122.817;207.699;323.922;0;1.292;951;2.974;51.033;113.307;185.166;350.078
753;;;19.;Larynx cancer;;418.798;370.243;48.555;0;149;45;3.449;49.223;89.863;115.098;112.416;0;0;46;1.006;3.537;8.507;16.313;19.146
754;;;20.;Thyroid cancer;;262.841;103.601;159.241;0;0;323;4.642;17.624;20.447;28.517;32.049;0;0;192;5.807;25.777;28.115;43.598;55.751
755;;;21.;Mesothelioma;;153.627;105.445;48.182;0;1.489;1.003;3.453;15.021;17.556;31.804;35.120;0;0;0;1.644;10.232;11.758;13.455;11.093
760;;;22.;Lymphomas, multiple myeloma;;1.928.528;1.185.947;742.581;87;24.598;27.653;83.767;223.646;236.145;299.657;290.394;68;23.621;19.267;51.018;128.237;123.924;167.405;229.041
761;;;;a.;Hodgkin lymphoma;66.735;39.850;26.885;9;909;1.296;7.353;10.423;6.471;7.025;6.364;16;1.074;785;5.531;6.144;5.025;4.172;4.138
762;;;;b.;Non-Hodgkin lymphoma;1.440.630;896.754;543.876;77;22.149;25.437;70.316;180.680;177.116;214.472;206.507;51;18.342;15.702;43.306;105.559;89.502;110.204;161.211
763;;;;c.;Multiple myeloma;421.162;249.343;171.820;0;1.540;921;6.098;32.543;52.558;78.160;77.523;0;4.205;2.779;2.182;16.535;29.398;53.029;63.693
770;;;23.;Leukaemia;;3.210.125;1.877.114;1.333.011;251;176.881;228.402;365.359;398.542;230.775;243.164;233.739;165;113.904;161.120;244.550;324.595;178.055;162.749;147.873
780;;;24.;Other malignant neoplasms;;3.100.829;1.775.904;1.324.925;1.567;58.008;51.766;172.105;352.579;353.571;394.388;391.920;1.067;42.887;39.192;101.055;278.542;258.031;286.830;317.320
790;;B.;Other neoplasms;;;1.693.838;924.387;769.452;127;15.840;27.891;69.786;150.372;173.685;242.520;244.167;136;15.920;22.305;33.506;177.044;141.805;163.008;215.728
800;;C.;Diabetes mellitus;;;13.594.676;6.662.446;6.932.230;265;5.790;15.318;384.219;1.676.586;1.426.371;1.638.748;1.515.149;141;5.610;14.742;276.425;1.239.128;1.371.623;1.963.659;2.060.902
810;;D.;Endocrine, blood, immune disorders;;;4.010.656;1.703.345;2.307.311;13.478;200.954;196.909;176.441;313.110;234.810;274.473;293.170;11.449;166.913;193.276;351.866;683.791;257.032;267.690;375.294
811;;;1.;Thalassaemias;;1.755.237;522.521;1.232.716;3.447;121.207;134.370;82.274;93.548;33.099;27.577;27.000;4.169;102.886;148.297;245.090;469.055;108.125;73.408;81.686
812;;;2.;Sickle cell disorders and trait;;18.528;13.006;5.522;26;2.261;1.805;1.890;3.365;1.648;1.102;909;8;563;964;1.437;1.506;412;287;347
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;500.603;242.915;257.688;364;5.894;16.326;39.311;47.206;33.401;45.262;55.151;289;5.004;7.765;33.034;51.648;34.211;54.408;71.329
814;;;4.;Other endocrine, blood and immune disorders;;1.736.288;924.903;811.385;9.641;71.592;44.408;52.966;168.992;166.661;200.532;210.110;6.983;58.460;36.250;72.306;161.582;114.285;139.588;221.932
820;;E.;Mental and substance use disorders;;;40.864.672;21.011.798;19.852.874;929;99.426;1.188.322;5.212.999;7.852.586;3.127.343;2.278.699;1.251.493;435;32.731;842.109;4.476.913;7.104.234;3.198.099;2.521.608;1.676.745
830;;;1.;Depressive disorders;;11.221.637;4.366.846;6.854.791;0;102;96.950;804.552;1.453.882;854.747;711.038;445.574;0;99;124.641;1.092.118;2.185.116;1.380.427;1.210.410;861.981
831;;;;a.;Major depressive disorder;7.923.388;3.105.391;4.817.997;0;81;83.428;643.832;1.004.611;579.476;480.437;313.526;0;78;107.548;859.135;1.476.919;932.611;820.369;621.337
832;;;;b.;Dysthymia;3.298.249;1.261.455;2.036.794;0;21;13.521;160.720;449.272;275.271;230.601;132.048;0;21;17.093;232.983;708.197;447.816;390.041;240.644
840;;;2.;Bipolar disorder;;1.561.487;770.584;790.903;0;0;17.343;213.434;279.644;123.774;90.579;45.810;0;0;15.065;199.484;292.182;130.818;95.459;57.896
850;;;3.;Schizophrenia;;5.502.465;2.696.739;2.805.726;0;0;2.570;552.175;1.343.220;460.120;254.918;83.736;0;0;2.074;605.824;1.350.911;469.246;271.223;106.448
860;;;4.;Alcohol use disorders;;3.460.055;2.665.384;794.671;2;171;5.381;569.614;1.230.373;466.710;283.144;109.990;0;59;3.016;248.583;350.370;100.184;55.693;36.765
870;;;5.;Drug use disorders;;4.529.375;2.708.190;1.821.186;53;0;3.850;948.371;1.000.322;257.887;296.914;200.793;195;0;1.377;614.691;630.663;194.794;222.136;157.331
871;;;;a.;Opioid use disorders;3.277.794;1.931.929;1.345.865;53;0;0;561.833;750.894;201.352;253.379;164.418;195;0;0;408.661;473.930;152.242;187.002;123.835
872;;;;b.;Cocaine use disorders;170.464;114.117;56.348;0;0;0;32.666;45.908;15.540;12.817;7.185;0;0;0;16.155;22.624;7.302;6.989;3.278
873;;;;c.;Amphetamine use disorders;319.426;218.030;101.397;0;0;738;133.620;61.909;9.793;7.883;4.087;0;0;340;65.555;25.585;4.920;3.461;1.536
874;;;;d.;Cannabis use disorders;205.367;135.865;69.502;0;0;2.631;88.108;35.756;5.676;2.527;1.167;0;0;814;41.154;21.412;3.613;1.616;892
875;;;;e.;Other drug use disorders;556.323;308.249;248.074;0;0;481;132.143;105.855;25.526;20.307;23.936;0;0;223;83.166;87.112;26.716;23.068;27.789
880;;;6.;Anxiety disorders;;5.876.574;2.291.217;3.585.357;0;4.093;225.297;566.873;790.259;340.120;233.666;130.909;0;5.474;312.056;801.554;1.193.887;562.421;423.237;286.728
890;;;7.;Eating disorders;;472.850;117.457;355.393;0;0;7.254;59.233;50.970;0;0;0;0;0;26.769;184.952;143.672;0;0;0
900;;;8.;Autism and Asperger syndrome;;2.190.587;1.710.819;479.768;818;75.758;246.456;443.037;533.824;198.715;132.736;79.474;226;20.565;65.746;119.683;149.695;56.371;39.049;28.433
910;;;9.;Childhood behavioural disorders;;1.149.047;799.145;349.903;0;1.524;412.563;332.172;41.468;8.774;2.407;236;0;536;188.616;138.834;16.952;3.764;1.078;121
911;;;;a.;Attention deficit/hyperactivity syndrome;219.303;158.765;60.538;0;1.524;44.819;59.536;41.468;8.774;2.407;236;0;536;15.754;22.331;16.952;3.764;1.078;121
912;;;;b.;Conduct disorder;929.745;640.380;289.365;0;0;367.744;272.636;0;0;0;0;0;0;172.862;116.503;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;1.978.053;1.169.586;808.467;56;17.778;164.582;363.608;389.765;125.957;74.769;33.071;14;5.996;99.034;244.241;283.808;92.375;54.084;28.914
930;;;11.;Other mental and behavioural disorders;;2.922.542;1.715.833;1.206.709;0;0;6.076;359.931;738.858;290.540;198.529;121.900;0;0;3.714;226.949;506.979;207.700;149.239;112.129
940;;F.;Neurological conditions;;;24.352.631;9.670.313;14.682.318;36;115.320;376.501;1.092.473;1.624.687;885.146;1.404.840;4.171.310;48;101.452;354.928;1.367.229;2.467.087;1.261.704;1.939.029;7.190.842
950;;;1.;Alzheimer disease and other dementias;;12.498.373;4.497.971;8.000.402;0;0;225;1.188;27.371;212.040;820.915;3.436.233;0;0;272;458;34.047;320.304;1.230.031;6.415.290
960;;;2.;Parkinson disease;;1.256.425;677.189;579.236;0;0;0;651;17.160;41.390;146.780;471.207;0;0;88;435;14.977;36.665;121.384;405.688
970;;;3.;Epilepsy;;2.312.815;1.210.691;1.102.123;21;72.024;181.419;321.173;328.500;127.175;102.536;77.844;16;63.635;148.254;280.089;315.829;115.085;96.552;82.663
980;;;4.;Multiple sclerosis;;115.571;41.379;74.192;0;0;206;2.940;14.843;10.124;8.281;4.984;0;0;247;6.538;30.494;16.690;11.612;8.611
990;;;5.;Migraine;;5.593.153;2.044.251;3.548.902;0;0;93.563;521.077;867.394;313.616;176.284;72.318;0;0;123.381;832.241;1.600.479;550.204;305.554;137.042
1000;;;6.;Non-migraine headache;;1.430.140;579.857;850.283;0;0;17.490;132.033;252.477;92.154;59.005;26.698;0;0;25.390;188.316;367.130;134.693;87.974;46.780
1010;;;7.;Other neurological conditions;;1.146.154;618.975;527.179;15;43.296;83.598;113.411;116.944;88.647;91.039;82.025;32;37.817;57.295;59.152;104.130;88.063;85.923;94.768
1020;;G.;Sense organ diseases;;;26.593.689;13.129.380;13.464.309;510;102.644;423.170;993.491;2.428.133;2.279.391;3.033.096;3.868.946;421;87.026;333.204;813.520;2.125.443;2.142.680;3.043.935;4.918.079
1030;;;1.;Glaucoma;;243.666;96.887;146.779;0;0;0;264;4.958;9.960;22.928;58.777;0;0;44;305;6.396;12.469;29.612;97.953
1040;;;2.;Cataracts;;1.149.624;387.278;762.345;0;0;0;728;27.423;52.740;103.802;202.586;0;0;0;1.252;46.898;89.752;183.074;441.369
1050;;;3.;Uncorrected refractive errors;;7.541.781;3.637.599;3.904.181;345;61.354;208.613;366.268;726.082;671.232;824.241;779.464;327;55.030;186.864;340.917;704.282;712.750;915.594;988.418
1060;;;4.;Macular degeneration;;450.584;163.392;287.192;0;0;0;0;0;11.403;40.769;111.221;0;0;0;0;0;20.837;67.662;198.693
1070;;;5.;Other vision loss;;2.542.529;1.155.811;1.386.718;7;3.951;13.313;47.406;147.372;180.458;298.766;464.537;8;4.500;15.201;55.293;166.905;196.537;330.818;617.456
1080;;;6.;Other hearing loss;;12.712.795;6.800.397;5.912.398;158;27.353;174.124;494.203;1.310.585;1.193.162;1.536.128;2.064.683;87;17.339;103.940;325.049;959.775;923.219;1.270.662;2.312.328
1090;;;7.;Other sense organ disorders;;1.952.711;888.016;1.064.695;0;9.985;27.120;84.622;211.712;160.436;206.462;187.679;0;10.157;27.156;90.704;241.187;187.116;246.513;261.862
1100;;H.;Cardiovascular diseases;;;119.473.684;63.079.984;56.393.700;26.861;238.850;167.185;1.186.324;6.343.740;9.023.175;18.521.290;27.572.559;20.786;166.906;149.935;896.453;5.017.884;7.368.217;14.874.728;27.898.792
1110;;;1.;Rheumatic heart disease;;2.423.018;841.296;1.581.723;0;8.049;30.087;74.860;119.642;102.822;218.701;287.135;0;7.356;31.121;97.313;274.272;256.782;427.267;487.612
1120;;;2.;Hypertensive heart disease;;6.095.533;2.999.747;3.095.786;0;1.112;1.712;22.392;207.758;340.423;837.258;1.589.091;0;1.042;1.314;18.564;206.449;342.798;748.847;1.776.772
1130;;;3.;Ischaemic heart disease;;46.903.760;25.066.714;21.837.046;0;7.954;13.787;471.487;2.799.278;3.720.360;7.031.129;11.022.718;0;5.734;11.522;284.971;1.746.814;2.455.219;5.411.322;11.921.463
