Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Region of the Americas;;;;;;;;;;;;;;;;;;;;;;
Year:;;2010;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
270;;;;f.;lymphatic filariasis;34.607;28.275;6.332;0;0;3.331;7.073;11.206;4.077;1.749;839;0;0;635;1.519;2.607;905;433;233
280;;;;g.;Onchocerciasis;1.560;787;773;0;0;110;224;247;95;63;48;0;0;121;210;228;91;63;60
285;;;;h.;Cysticercosis;164.164;82.243;81.921;0;248;1.807;20.427;32.656;12.897;8.521;5.689;0;310;1.590;12.984;30.070;15.654;11.586;9.726
295;;;;i.;Echinococcosis;32.288;16.035;16.253;0;188;815;2.221;3.199;2.518;3.227;3.867;0;207;737;1.294;3.032;2.335;2.788;5.860
300;;;;j.;Dengue;197.269;97.845;99.424;0;15.189;22.003;24.695;20.224;6.523;4.878;4.333;0;16.945;23.520;20.759;20.654;7.684;4.989;4.872
310;;;;k.;Trachoma;11.753;5.219;6.534;0;0;0;29;428;498;1.058;3.206;0;0;0;48;504;493;1.105;4.384
315;;;;l.;Yellow fever;32.214;21.849;10.365;4;1.043;3.376;6.291;5.630;2.377;1.827;1.301;2;472;1.268;2.540;3.115;1.185;935;849
320;;;;m.;Rabies;14.760;7.289;7.471;0;1.877;2.862;1.267;916;340;25;3;0;2.365;2.589;1.559;524;189;121;124
330;;;10.;Intestinal nematode infections;;349.178;163.166;186.012;0;12.432;28.170;46.003;46.600;14.547;8.906;6.508;0;12.109;28.316;54.507;57.265;15.934;9.480;8.400
340;;;;a.;Ascariasis;97.776;48.320;49.456;0;6.738;9.676;12.589;11.972;3.699;2.141;1.504;0;6.942;9.356;12.440;12.294;4.022;2.352;2.050
350;;;;b.;Trichuriasis;82.132;40.882;41.250;0;1.972;7.800;12.984;11.438;3.359;1.954;1.376;0;1.892;7.541;12.606;11.789;3.568;2.107;1.746
360;;;;c.;Hookworm disease;124.997;49.627;75.370;0;3.704;9.749;14.346;13.184;4.071;2.579;1.994;0;3.260;10.685;24.806;25.223;5.431;3.089;2.876
362;;;;d.;Food-bourne trematodes;44.273;24.337;19.936;0;18;944;6.083;10.007;3.418;2.232;1.634;0;15;734;4.655;7.959;2.913;1.932;1.728
365;;;11.;Leprosy;;5.711;3.595;2.116;0;1;16;220;1.066;820;744;728;0;0;7;104;535;482;499;489
370;;;12.;Other infectious diseases;;1.438.341;780.222;658.119;13.125;87.818;52.762;68.521;135.247;115.056;123.459;184.233;10.643;78.867;42.588;42.141;84.408;84.626;101.965;212.880
380;;B.;Respiratory Infectious ;;;8.681.521;4.714.726;3.966.795;274.074;1.297.883;270.515;414.005;629.635;423.653;449.552;955.409;194.174;1.148.358;238.714;306.205;420.052;289.193;331.587;1.038.512
390;;;1.;Lower respiratory infections;;7.448.701;4.099.893;3.348.809;273.201;1.203.080;121.091;268.292;498.800;375.924;422.762;936.742;193.401;1.061.834;98.755;158.459;281.816;237.532;302.746;1.014.265
400;;;2.;Upper respiratory infections;;880.710;433.442;447.268;763;56.770;92.199;107.057;105.515;35.015;21.195;14.927;679;53.019;89.154;111.266;112.839;38.044;22.810;19.459
410;;;3.;Otitis media;;352.109;181.391;170.718;110;38.032;57.224;38.655;25.320;12.714;5.595;3.740;94;33.505;50.805;36.480;25.397;13.617;6.031;4.789
420;;C.;Maternal conditions;;;672.497;0;672.497;0;0;0;0;0;0;0;0;0;0;102;370.494;301.742;159;0;0
490;;D.;Neonatal conditions;;;11.348.303;6.274.197;5.074.106;5.212.408;536.245;125.187;173.718;158.623;44.823;18.485;4.706;4.003.506;463.162;124.477;183.685;194.698;63.223;30.754;10.600
500;;;1.;Preterm birth complications;;5.855.788;3.223.958;2.631.829;2.610.812;274.383;76.627;112.577;104.922;29.640;11.773;3.224;2.023.756;230.216;71.523;113.561;124.734;41.314;19.884;6.843
510;;;2.;Birth asphyxia and birth trauma;;2.233.868;1.242.912;990.956;1.056.107;121.981;15.672;21.545;19.291;5.516;2.435;364;826.969;103.788;12.141;18.563;19.367;6.294;3.118;717
520;;;3.;Neonatal sepsis and infections;;1.833.985;1.016.095;817.890;914.894;15.195;23.643;27.601;24.165;6.876;2.959;762;662.543;20.382;33.039;41.093;40.091;12.386;6.087;2.269
530;;;4.;Other neonatal conditions;;1.424.662;791.232;633.430;630.595;124.686;9.245;11.995;10.245;2.791;1.318;356;490.238;108.777;7.774;10.469;10.507;3.230;1.666;770
540;;E.;Nutritional deficiencies;;;3.253.047;1.413.685;1.839.362;3.896;537.936;213.246;152.456;183.245;84.109;71.890;166.908;3.981;485.994;228.216;289.432;386.805;112.082;93.556;239.295
550;;;1.;Protein-energy malnutrition;;1.213.668;649.699;563.969;1.965;351.186;25.667;29.213;50.650;34.749;43.062;113.207;1.812;315.685;21.809;20.762;30.873;21.939;27.175;123.914
560;;;2.;Iodine deficiency;;162.352;62.470;99.881;0;1.145;6.277;17.844;20.431;7.800;4.990;3.982;0;1.466;9.691;27.703;32.498;12.443;8.163;7.918
570;;;3.;Vitamin A deficiency;;20.172;8.967;11.205;0;2.118;2.685;1.852;1.488;411;242;171;0;2.414;3.166;2.365;1.975;601;357;325
580;;;4.;Iron-deficiency anaemia;;1.765.104;644.674;1.120.430;1.931;167.888;176.179;98.213;104.654;36.841;19.118;39.849;2.169;153.808;191.558;233.658;316.320;73.195;53.964;95.757
590;;;5.;Other nutritional deficiencies;;91.751;47.875;43.876;0;15.598;2.437;5.333;6.021;4.307;4.478;9.699;0;12.622;1.991;4.944;5.139;3.903;3.897;11.380
600;II.;Noncommunicable diseases;;;;196.068.993;99.887.828;96.181.166;1.444.629;2.948.903;3.343.272;10.618.796;21.200.524;17.715.840;18.077.485;24.538.378;1.238.697;2.673.451;3.192.421;10.479.371;20.825.476;14.953.889;15.035.449;27.782.413
610;;A.;Malignant neoplasms;;;31.423.009;16.209.516;15.213.493;1.146;225.995;281.562;712.831;2.140.327;3.495.230;4.328.789;5.023.637;1.069;185.811;224.517;530.639;3.011.693;3.409.040;3.534.645;4.316.078
620;;;1.;Mouth and oropharynx cancers;;721.851;543.565;178.285;0;1.735;2.013;11.153;103.023;185.354;145.551;94.735;0;1.890;1.378;6.612;30.696;42.213;39.099;56.398
621;;;;a.;Lip and oral cavity;356.208;252.729;103.480;0;1.074;635;3.749;49.819;82.505;66.563;48.384;0;809;489;3.413;16.871;22.860;22.723;36.315
622;;;;b.;Nasopharynx;59.645;41.995;17.650;0;0;1.124;5.737;10.421;12.012;8.148;4.554;0;0;541;1.905;4.871;4.048;2.977;3.308
623;;;;c.;Other pharynx;305.997;248.841;57.155;0;661;254;1.667;42.784;90.838;70.840;41.798;0;1.082;347;1.294;8.955;15.305;13.399;16.774
630;;;2.;Oesophagus cancer;;893.164;707.596;185.569;0;407;78;3.610;98.998;211.995;218.590;173.917;0;0;0;1.857;20.681;42.656;51.364;69.011
640;;;3.;Stomach cancer;;1.756.088;1.063.838;692.250;0;2.407;1.244;23.940;203.698;247.037;282.757;302.756;0;1.705;1.014;22.440;169.219;141.981;146.892;208.998
650;;;4.;Colon and rectum cancers;;2.745.125;1.461.756;1.283.369;0;1.580;1.345;28.196;233.292;339.193;401.165;456.985;0;1.494;1.436;24.653;207.468;276.474;293.616;478.227
660;;;5.;Liver cancer;;1.321.489;809.089;512.400;0;0;7.874;17.990;105.762;252.296;230.181;194.987;0;0;4.698;12.652;77.252;115.981;132.108;169.708
661;;;;a.;Liver cancer secondary to hepatitis B;368.689;214.313;154.376;0;0;4.943;13.209;49.859;63.419;45.407;37.475;0;0;2.454;7.611;35.267;35.599;33.338;40.106
662;;;;b.;Liver cancer secondary to hepatitis C;371.630;176.453;195.177;0;0;226;1.142;15.316;51.834;53.943;53.992;0;0;379;1.585;20.689;41.914;53.509;77.102
663;;;;c.;Liver cancer secondary to alcohol use;435.303;345.980;89.323;0;0;0;398;29.728;115.533;113.440;86.882;0;0;10;169;8.790;22.332;28.589;29.432
664;;;;d.;Other liver cancer;145.868;72.343;73.525;0;0;2.705;3.241;10.858;21.509;17.390;16.638;0;0;1.855;3.287;12.506;16.137;16.672;23.068
670;;;6.;Pancreas cancer;;1.525.046;807.036;718.010;0;303;550;5.553;98.393;202.473;253.181;246.582;0;0;0;3.109;69.663;151.180;204.434;289.625
680;;;7.;Trachea, bronchus, lung cancers;;5.813.575;3.394.231;2.419.344;0;6.554;2.988;21.500;264.109;793.088;1.132.983;1.173.009;0;5.788;2.533;12.800;236.586;549.503;734.010;878.123
690;;;8.;Melanoma and other skin cancers;;656.265;414.243;242.022;0;731;516;15.223;77.656;94.502;103.752;121.863;0;945;1.557;10.349;54.855;50.141;48.297;75.878
691;;;;a.;Malignant skin melanoma;443.250;276.759;166.491;0;731;281;11.332;59.575;65.890;68.525;70.425;0;945;718;8.371;43.606;38.162;34.350;40.339
692;;;;b.;Non-melanoma skin cancer;213.015;137.484;75.531;0;0;234;3.892;18.082;28.611;35.227;51.438;0;0;839;1.978;11.250;11.979;13.947;35.539
700;;;9.;Breast cancer;;2.778.416;25.613;2.752.803;0;0;93;522;4.345;6.005;6.888;7.761;0;307;416;30.456;769.170;770.085;608.154;574.214
710;;;10.;Cervix uteri cancer;;1.162.742;0;1.162.742;0;0;0;0;0;0;0;0;0;499;653;41.875;436.884;283.846;216.099;182.887
720;;;11.;Corpus uteri cancer;;417.304;0;417.304;0;0;0;0;0;0;0;0;0;0;0;10.557;116.230;104.234;99.099;87.184
730;;;12.;Ovary cancer;;740.093;0;740.093;0;0;0;0;0;0;0;0;0;4.806;2.043;25.865;153.677;190.900;183.460;179.343
740;;;13.;Prostate cancer;;1.549.448;1.549.448;0;0;500;268;4.262;25.896;150.016;399.047;969.460;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;127.979;127.979;0;0;3.713;1.228;65.102;44.412;7.856;2.957;2.709;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;734.214;477.351;256.863;64;10.842;7.249;8.844;64.000;122.576;136.955;126.822;59;9.942;7.144;6.988;30.889;53.803;63.253;84.785
750;;;16.;Bladder cancer;;555.108;398.772;156.336;0;1.374;339;2.037;22.173;64.093;110.186;198.569;0;165;89;1.074;12.505;26.051;34.609;81.842
751;;;17.;Brain and nervous system cancers;;1.309.122;738.952;570.170;116;38.818;60.430;76.784;182.252;153.087;134.964;92.500;135;30.324;51.160;54.991;129.726;109.722;105.042;89.070
752;;;18.;Gallbladder and biliary tract cancer;;421.337;143.325;278.012;0;503;85;1.932;18.388;32.154;41.758;48.505;0;303;489;464;36.114;66.296;80.720;93.626
753;;;19.;Larynx cancer;;374.397;319.095;55.303;0;165;0;1.692;39.399;101.835;100.240;75.764;0;69;81;749;7.981;14.545;15.038;16.839
754;;;20.;Thyroid cancer;;135.766;51.216;84.550;0;0;278;1.260;9.124;12.265;14.286;14.003;0;0;386;2.581;13.417;17.188;22.193;28.785
755;;;21.;Mesothelioma;;92.095;68.201;23.894;0;0;90;377;5.523;10.785;20.810;30.616;0;0;132;596;3.624;5.185;5.706;8.650
760;;;22.;Lymphomas, multiple myeloma;;1.710.128;982.312;727.817;123;17.402;23.822;83.962;167.681;189.428;229.167;270.726;86;11.039;8.650;47.106;108.508;124.711;169.825;257.892
761;;;;a.;Hodgkin lymphoma;150.311;90.394;59.917;28;1.610;4.604;24.899;25.311;12.522;11.264;10.156;5;1.145;1.642;14.976;18.941;7.177;7.382;8.650
762;;;;b.;Non-Hodgkin lymphoma;1.064.995;621.311;443.684;95;15.792;19.218;57.034;114.513;116.029;134.968;163.662;81;9.491;6.572;31.189;71.739;70.762;95.010;158.841
763;;;;c.;Multiple myeloma;494.823;270.607;224.216;0;0;0;2.029;27.857;60.877;82.935;96.908;0;403;437;941;17.829;46.772;67.433;90.401
770;;;23.;Leukaemia;;1.740.965;990.838;750.128;158;85.679;122.162;188.280;154.281;103.838;139.291;197.150;157;74.370;93.123;118.372;128.362;85.123;93.519;157.100
780;;;24.;Other malignant neoplasms;;2.141.292;1.135.063;1.006.228;685;53.282;48.909;150.612;217.921;215.354;224.082;224.218;633;42.166;47.534;94.492;198.184;187.222;188.108;247.891
790;;B.;Other neoplasms;;;1.047.151;547.405;499.746;550;37.384;24.258;48.403;91.273;86.105;100.223;159.210;451;32.296;20.693;33.332;93.067;80.092;87.984;151.830
800;;C.;Diabetes mellitus;;;11.393.008;5.724.399;5.668.608;193;10.923;17.627;181.318;1.155.954;1.384.692;1.485.719;1.487.973;101;9.326;20.423;211.949;1.020.991;1.187.602;1.398.184;1.820.032
810;;D.;Endocrine, blood, immune disorders;;;2.816.386;1.382.367;1.434.019;5.465;139.430;114.749;165.220;294.603;209.708;194.811;258.381;3.832;116.316;101.820;168.929;309.852;197.113;189.413;346.743
811;;;1.;Thalassaemias;;145.700;51.852;93.848;366;16.329;17.093;5.725;5.859;2.892;1.613;1.976;280;13.767;16.729;20.208;29.262;6.530;2.853;4.221
812;;;2.;Sickle cell disorders and trait;;280.244;120.608;159.636;183;16.127;30.398;38.831;24.442;5.975;2.860;1.793;146;12.929;29.206;50.194;48.110;12.024;4.562;2.465
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;284.272;149.226;135.046;170;8.391;15.337;25.106;32.070;17.924;17.440;32.787;137;6.441;8.656;12.928;22.121;14.639;20.329;49.796
814;;;4.;Other endocrine, blood and immune disorders;;2.106.170;1.060.681;1.045.488;4.746;98.583;51.922;95.557;232.233;182.918;172.898;221.825;3.269;83.179;47.230;85.600;210.359;163.921;161.669;290.262
820;;E.;Mental and substance use disorders;;;27.062.394;13.941.184;13.121.211;845;73.240;879.766;4.428.807;5.380.788;1.792.225;884.783;500.729;352;28.135;798.206;4.039.817;4.909.741;1.738.258;933.730;672.971
830;;;1.;Depressive disorders;;6.094.354;2.182.243;3.912.110;0;86;88.414;647.247;804.452;318.914;189.156;133.975;0;97;183.188;1.138.874;1.393.216;583.756;350.181;262.799
831;;;;a.;Major depressive disorder;4.991.738;1.738.913;3.252.825;0;69;77.878;545.091;631.963;244.151;140.712;99.049;0;80;169.219;997.429;1.144.042;468.545;273.310;200.201
832;;;;b.;Dysthymia;1.102.616;443.330;659.285;0;16;10.536;102.156;172.489;74.763;48.444;34.926;0;17;13.969;141.445;249.173;115.211;76.871;62.598
840;;;2.;Bipolar disorder;;1.648.482;716.954;931.527;0;0;32.696;285.260;248.308;82.479;44.915;23.296;0;0;34.933;342.403;338.922;114.729;61.858;38.682
850;;;3.;Schizophrenia;;1.504.010;797.693;706.317;0;0;1.375;144.527;398.961;147.126;75.161;30.543;0;0;1.075;117.648;345.228;134.640;71.556;36.170
860;;;4.;Alcohol use disorders;;3.504.788;2.637.305;867.483;0;29;8.238;689.826;1.219.876;444.206;198.300;76.830;0;24;4.631;276.790;377.290;123.458;54.858;30.432
870;;;5.;Drug use disorders;;5.194.367;3.266.907;1.927.461;108;0;2.306;1.336.996;1.380.922;347.568;127.688;71.319;129;0;1.422;727.134;819.571;228.447;88.399;62.359
871;;;;a.;Opioid use disorders;3.428.249;2.160.174;1.268.075;108;0;0;861.215;943.774;220.291;86.007;48.779;129;0;0;464.998;551.745;147.622;61.624;41.957
872;;;;b.;Cocaine use disorders;620.368;409.854;210.513;0;0;0;151.391;174.173;56.129;19.134;9.027;0;0;0;69.921;92.826;30.460;10.954;6.353
873;;;;c.;Amphetamine use disorders;275.110;169.505;105.604;0;0;584;89.457;59.081;15.794;3.555;1.035;0;0;388;59.967;35.203;7.350;1.594;1.102
874;;;;d.;Cannabis use disorders;120.239;79.703;40.536;0;0;1.341;49.505;22.292;4.028;1.602;935;0;0;780;24.978;11.088;2.162;880;647
875;;;;e.;Other drug use disorders;750.402;447.670;302.732;0;0;381;185.427;181.602;51.326;17.390;11.543;0;0;254;107.270;128.709;40.852;13.347;12.300
880;;;6.;Anxiety disorders;;4.530.654;1.547.872;2.982.782;0;3.430;168.566;443.545;564.560;200.919;103.158;63.693;0;5.166;273.262;822.043;1.099.331;404.481;216.116;162.384
890;;;7.;Eating disorders;;453.133;102.706;350.427;0;0;9.484;50.365;42.857;0;0;0;0;0;24.698;198.654;127.075;0;0;0
900;;;8.;Autism and Asperger syndrome;;1.222.747;934.200;288.546;732;63.936;182.872;262.093;250.889;86.703;51.295;35.682;220;18.971;53.680;77.558;78.576;27.834;17.030;14.678
910;;;9.;Childhood behavioural disorders;;917.226;600.193;317.034;0;1.141;327.994;253.501;14.265;2.625;602;64;0;462;178.403;129.145;7.195;1.424;357;49
911;;;;a.;Attention deficit/hyperactivity syndrome;107.150;73.913;33.237;0;1.141;27.487;27.729;14.265;2.625;602;64;0;462;11.415;12.336;7.195;1.424;357;49
912;;;;b.;Conduct disorder;810.076;526.280;283.796;0;0;300.507;225.773;0;0;0;0;0;0;166.988;116.809;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;608.876;326.158;282.718;4;4.619;53.037;109.255;100.593;32.244;16.898;9.508;2;3.415;40.069;86.503;91.421;31.000;17.377;12.931
930;;;11.;Other mental and behavioural disorders;;1.383.757;828.953;554.804;0;0;4.783;206.192;355.107;129.442;77.609;55.820;0;0;2.845;123.066;231.919;88.490;55.998;52.487
940;;F.;Neurological conditions;;;13.889.468;5.690.996;8.198.472;107;106.499;405.200;973.773;1.197.145;577.330;574.660;1.856.282;112;93.061;429.546;1.274.373;1.911.414;802.119;667.569;3.020.278
950;;;1.;Alzheimer disease and other dementias;;4.452.207;1.662.081;2.790.126;0;0;1.847;2.942;21.056;65.014;205.371;1.365.851;0;0;1.853;2.285;17.064;64.721;205.912;2.498.291
960;;;2.;Parkinson disease;;565.609;333.378;232.230;0;0;0;714;6.400;15.465;53.901;256.899;0;0;0;305;3.831;9.255;30.044;188.796
970;;;3.;Epilepsy;;1.612.429;845.243;767.186;16;65.885;132.824;243.089;228.883;77.424;50.083;47.039;14;57.584;123.396;205.663;197.372;74.206;50.592;58.360
980;;;4.;Multiple sclerosis;;327.934;110.532;217.402;0;0;558;6.487;38.413;30.300;22.808;11.966;0;0;694;14.656;74.448;56.039;42.943;28.622
990;;;5.;Migraine;;3.940.907;1.219.979;2.720.927;0;0;97.193;350.908;494.605;159.380;79.809;38.083;0;0;151.700;749.064;1.176.777;372.932;178.772;91.683
1000;;;6.;Non-migraine headache;;1.021.278;384.621;636.657;0;0;27.404;100.580;156.166;54.537;30.330;15.604;0;0;35.230;162.640;263.728;90.968;51.646;32.444
1010;;;7.;Other neurological conditions;;1.969.105;1.135.161;833.944;91;40.614;145.374;269.052;251.621;175.210;132.358;120.841;98;35.477;116.673;139.760;178.194;133.999;107.661;122.082
1020;;G.;Sense organ diseases;;;10.968.209;5.252.202;5.716.007;355;75.379;285.134;544.757;1.062.122;825.481;925.912;1.533.062;352;70.623;257.817;514.399;1.027.189;805.204;946.814;2.093.610
1030;;;1.;Glaucoma;;197.318;72.478;124.840;0;0;0;229;4.370;7.654;14.756;45.469;0;0;0;324;6.096;10.860;21.795;85.766
1040;;;2.;Cataracts;;473.761;153.775;319.986;0;0;0;297;10.583;20.689;37.909;84.297;0;0;0;540;19.494;37.681;69.613;192.658
1050;;;3.;Uncorrected refractive errors;;3.245.826;1.513.573;1.732.254;250;49.995;169.746;261.137;413.106;232.383;184.803;202.151;285;49.708;169.465;284.068;472.456;266.128;212.418;277.725
1060;;;4.;Macular degeneration;;165.375;52.906;112.469;0;0;0;0;0;3.619;11.074;38.213;0;0;0;0;0;6.150;19.206;87.112
1070;;;5.;Other vision loss;;840.386;362.826;477.560;4;2.372;8.910;23.432;52.929;54.550;75.672;144.956;5;2.919;10.975;29.052;63.760;63.890;89.037;217.922
1080;;;6.;Other hearing loss;;5.186.533;2.739.889;2.446.645;101;15.108;88.085;218.294;497.208;447.003;533.814;940.276;62;10.142;58.531;149.238;353.477;333.356;436.491;1.105.348
1090;;;7.;Other sense organ disorders;;859.010;356.757;502.253;0;7.905;18.393;41.368;83.926;59.581;67.884;77.701;0;7.853;18.845;51.178;111.905;87.139;98.253;127.079
1100;;H.;Cardiovascular diseases;;;39.466.045;22.223.964;17.242.081;9.261;243.729;121.667;768.291;3.589.658;4.504.343;5.083.970;7.903.045;6.257;204.847;99.609;478.780;2.135.555;2.437.189;3.153.332;8.726.513
1110;;;1.;Rheumatic heart disease;;372.156;147.697;224.459;0;6.054;11.899;28.395;38.772;21.912;18.397;22.269;0;5.418;12.907;33.613;60.283;37.417;30.296;44.526
1120;;;2.;Hypertensive heart disease;;1.966.895;1.005.363;961.532;0;712;1.238;27.571;179.103;222.820;228.141;345.779;0;595;1.736;16.394;121.596;150.343;179.173;491.695
1130;;;3.;Ischaemic heart disease;;20.424.418;12.394.223;8.030.195;0;4.504;9.815;256.557;1.930.793;2.763.707;3.026.923;4.401.924;0;3.787;7.758;106.517;810.557;1.148.255;1.571.969;4.381.353
1140;;;4.;Stroke;;9.577.785;4.789.426;4.788.359;3.438;89.912;46.676;177.512;695.275;846.185;1.052.954;1.877.473;2.343;67.302;37.387;142.696;644.980;694.172;840.398;2.359.081
1141;;;;a.;Ischaemic stroke;4.697.379;2.304.769;2.392.610;0;3.268;4.670;33.502;145.956;257.743;568.747;1.290.883;0;2.673;4.687;31.737;128.548;190.166;418.424;1.616.375
1142;;;;b.;Haemorrhagic stroke;4.880.406;2.484.656;2.395.750;3.438;86.644;42.006;144.010;549.318;588.442;484.207;586.590;2.343;64.630;32.700;110.959;516.432;504.006;421.974;742.706
