Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;African Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2000;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
810;;D.;Endocrine, blood, immune disorders;;;7.472.314;3.157.940;4.314.374;15.836;1.329.449;735.692;698.525;235.710;59.025;45.210;38.493;14.677;1.307.452;1.038.570;1.406.569;310.411;79.707;81.231;75.756
811;;;1.;Thalassaemias;;259.305;124.410;134.895;454;81.112;24.769;5.678;6.772;2.523;1.887;1.214;400;67.291;27.458;16.623;15.775;3.733;2.183;1.432
812;;;2.;Sickle cell disorders and trait;;5.610.496;2.167.968;3.442.528;10.202;949.329;536.993;568.941;90.737;7.533;2.665;1.568;9.197;1.011.139;893.310;1.285.688;204.948;28.318;6.867;3.061
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;657.551;386.787;270.764;770;97.319;92.188;73.108;56.925;22.245;21.902;22.330;570;58.884;48.502;48.118;28.784;18.421;29.408;38.077
814;;;4.;Other endocrine, blood and immune disorders;;944.962;478.775;466.187;4.410;201.689;81.743;50.798;81.275;26.724;18.756;13.380;4.510;170.138;69.300;56.140;60.904;29.235;42.773;33.186
820;;E.;Mental and substance use disorders;;;13.015.442;6.877.788;6.137.655;1.434;135.997;1.175.396;2.701.790;1.982.135;482.166;270.351;128.519;572;66.571;932.978;2.351.256;1.793.132;491.658;316.640;184.848
830;;;1.;Depressive disorders;;3.516.334;1.443.481;2.072.853;0;128;121.431;551.091;450.005;153.529;105.181;62.115;0;136;157.110;734.883;661.830;238.469;171.675;108.749
831;;;;a.;Major depressive disorder;2.918.188;1.190.137;1.728.051;0;106;108.670;464.547;356.740;122.851;85.094;52.130;0;111;140.393;620.938;538.144;195.183;140.946;92.336
832;;;;b.;Dysthymia;598.147;253.344;344.802;0;23;12.761;86.544;93.265;30.678;20.087;9.986;0;25;16.718;113.946;123.686;43.286;30.730;16.413
840;;;2.;Bipolar disorder;;702.133;318.605;383.528;0;0;21.705;156.866;99.150;23.896;12.211;4.778;0;0;26.472;187.900;116.735;29.634;16.032;6.753
850;;;3.;Schizophrenia;;539.804;265.526;274.277;0;0;1.346;75.793;133.622;33.896;16.447;4.423;0;0;1.165;75.168;138.466;36.146;18.169;5.163
860;;;4.;Alcohol use disorders;;1.283.211;875.129;408.083;5;372;6.620;337.368;366.777;104.882;45.725;13.380;3;253;3.981;181.659;158.050;30.099;18.802;15.236
870;;;5.;Drug use disorders;;1.129.903;788.163;341.740;16;0;238;423.550;306.709;28.169;19.571;9.910;29;0;130;171.360;130.328;19.510;13.506;6.876
871;;;;a.;Opioid use disorders;1.024.573;723.114;301.459;16;0;0;386.347;286.026;24.887;17.554;8.284;29;0;0;149.010;116.962;17.297;12.317;5.844
872;;;;b.;Cocaine use disorders;16.531;11.431;5.101;0;0;0;5.191;4.335;889;662;353;0;0;0;2.733;1.705;336;219;107
873;;;;c.;Amphetamine use disorders;9.892;7.327;2.565;0;0;16;4.804;2.031;230;165;81;0;0;4;1.785;640;71;42;22
874;;;;d.;Cannabis use disorders;32.533;20.018;12.515;0;0;210;14.535;4.654;418;143;59;0;0;121;8.937;2.993;301;112;52
875;;;;e.;Other drug use disorders;46.374;26.273;20.101;0;0;13;12.673;9.663;1.745;1.047;1.132;0;0;5;8.895;8.028;1.504;816;852
880;;;6.;Anxiety disorders;;1.876.070;744.555;1.131.515;0;4.379;179.519;293.450;192.660;43.073;21.029;10.443;0;5.548;249.837;443.814;292.915;73.903;42.177;23.321
890;;;7.;Eating disorders;;110.985;28.175;82.809;0;0;3.579;16.447;8.149;0;0;0;0;0;10.001;50.579;22.230;0;0;0
900;;;8.;Autism and Asperger syndrome;;787.473;592.922;194.551;1.033;77.416;186.766;184.998;101.921;22.508;12.274;6.006;324;25.345;64.130;61.163;31.194;6.677;3.758;1.961
910;;;9.;Childhood behavioural disorders;;932.258;597.772;334.486;0;1.587;369.453;216.061;9.206;1.168;269;28;0;709;213.527;114.854;4.574;640;163;19
911;;;;a.;Attention deficit/hyperactivity syndrome;106.107;72.256;33.851;0;1.587;33.378;26.620;9.206;1.168;269;28;0;709;15.310;12.437;4.574;640;163;19
912;;;;b.;Conduct disorder;826.151;525.516;300.634;0;0;336.075;189.441;0;0;0;0;0;0;198.217;102.417;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;1.495.210;853.030;642.180;381;52.115;280.169;307.251;157.952;32.869;16.011;6.282;216;34.579;203.483;234.968;122.553;26.462;13.852;6.068
930;;;11.;Other mental and behavioural disorders;;642.061;370.429;271.632;0;0;4.570;138.914;155.983;38.176;21.633;11.154;0;0;3.141;94.908;114.257;30.119;18.506;10.701
940;;F.;Neurological conditions;;;6.406.431;3.058.467;3.347.964;35;236.874;434.175;1.090.428;647.930;157.642;159.851;331.533;37;241.610;507.166;980.348;729.146;196.014;188.758;504.887
950;;;1.;Alzheimer disease and other dementias;;915.631;368.753;546.878;0;0;0;0;3.548;23.582;71.725;269.898;0;0;0;61;3.576;24.197;89.402;429.642
960;;;2.;Parkinson disease;;64.648;38.732;25.916;0;0;0;112;2.059;2.480;7.783;26.298;0;0;0;49;942;1.464;4.794;18.668
970;;;3.;Epilepsy;;2.621.149;1.591.733;1.029.416;32;191.308;277.350;693.433;314.737;52.571;41.722;20.580;33;182.127;242.228;333.889;173.532;39.813;27.817;29.978
980;;;4.;Multiple sclerosis;;23.904;9.429;14.475;0;0;77;1.572;4.715;1.685;981;399;0;0;139;2.655;7.077;2.505;1.441;659
990;;;5.;Migraine;;1.856.704;659.607;1.197.097;0;0;88.028;263.042;227.883;49.897;22.874;7.883;0;0;161.006;465.306;415.052;93.841;45.290;16.602
1000;;;6.;Non-migraine headache;;471.815;187.401;284.414;0;0;19.027;72.472;69.516;15.364;7.936;3.085;0;0;30.918;106.061;102.669;24.867;13.951;5.948
1010;;;7.;Other neurological conditions;;452.580;202.811;249.769;3;45.566;49.693;59.798;25.471;12.062;6.829;3.389;4;59.483;72.875;72.328;26.297;9.328;6.063;3.390
1020;;G.;Sense organ diseases;;;7.725.770;3.737.941;3.987.829;1.248;143.424;451.533;659.618;809.096;502.464;575.270;595.288;1.159;138.623;416.820;623.130;814.994;546.727;673.810;772.567
1030;;;1.;Glaucoma;;78.223;35.106;43.117;0;0;0;298;3.417;4.772;9.222;17.397;0;0;0;396;4.064;5.589;10.853;22.215
1040;;;2.;Cataracts;;823.629;326.733;496.897;0;0;0;1.471;36.434;57.962;100.202;130.665;0;0;0;2.554;55.800;86.745;149.522;202.275
1050;;;3.;Uncorrected refractive errors;;2.227.371;1.044.067;1.183.304;662;71.179;181.074;228.166;246.040;124.868;110.966;81.114;759;74.729;185.548;240.934;287.201;150.829;136.976;106.328
1060;;;4.;Macular degeneration;;119.874;48.551;71.323;0;0;0;0;1;4.791;14.675;29.084;0;0;0;0;4;6.880;20.901;43.538
1070;;;5.;Other vision loss;;864.538;422.858;441.680;25;13.057;37.193;66.999;78.280;57.888;77.739;91.678;28;14.719;42.253;76.475;79.589;56.641;75.689;96.285
1080;;;6.;Other hearing loss;;3.261.995;1.702.705;1.559.290;561;49.830;214.202;331.131;405.059;231.964;240.785;229.172;372;38.503;167.469;266.521;341.331;215.179;251.266;278.649
1090;;;7.;Other sense organ disorders;;350.140;157.921;192.219;0;9.358;19.065;31.553;39.865;20.221;21.681;16.178;0;10.673;21.550;36.250;47.004;24.863;28.601;23.277
1100;;H.;Cardiovascular diseases;;;26.433.427;13.158.054;13.275.373;9.420;595.754;482.488;1.516.851;2.741.576;2.182.592;2.878.710;2.750.664;8.131;588.450;463.155;1.194.490;2.123.971;1.944.280;3.054.102;3.898.794
1110;;;1.;Rheumatic heart disease;;1.264.041;558.652;705.388;0;64.513;94.941;143.503;122.484;47.887;49.050;36.275;0;63.266;113.206;164.334;152.067;69.184;80.555;62.777
1120;;;2.;Hypertensive heart disease;;1.408.903;484.424;924.480;0;1.612;2.046;36.286;116.921;94.115;117.890;115.552;0;3.874;4.187;56.368;162.922;173.715;235.620;287.793
1130;;;3.;Ischaemic heart disease;;9.850.102;5.379.652;4.470.450;0;8.492;20.994;370.951;1.177.885;1.072.076;1.389.734;1.339.520;0;4.432;9.938;197.718;640.692;707.147;1.217.861;1.692.662
