Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Global;;;;;;;;;;;;;;;;;;;;;;
Year:;;2016;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
210;;;9.;Parasitic and vector diseases;;51.837.832;26.243.991;25.593.841;777;13.737.679;4.129.432;3.324.491;2.843.653;941.022;759.259;507.678;851;14.060.000;4.133.197;2.856.787;2.323.655;826.250;772.706;620.395
220;;;;a.;Malaria;37.368.766;18.368.109;19.000.657;700;12.989.412;2.747.093;1.285.925;808.892;211.885;191.532;132.669;821;13.376.998;3.012.801;1.317.493;708.256;208.524;214.022;161.741
230;;;;b.;African Trypanosomiasis;203.497;99.078;104.419;0;2.668;35.416;36.631;18.611;3.389;1.654;708;0;3.039;38.928;37.576;19.129;3.147;1.794;805
240;;;;c.;Chagas disease;252.204;146.787;105.417;0;78;526;5.722;33.112;32.337;38.345;36.668;0;83;502;4.126;19.093;21.066;25.083;35.464
250;;;;d.;Schistosomiasis;2.543.364;1.268.290;1.275.074;0;15.584;137.048;406.687;417.655;136.991;97.548;56.777;0;15.136;140.627;383.640;425.653;138.160;102.066;69.792
260;;;;e.;Leishmaniasis;1.068.537;538.981;529.556;0;132.627;72.136;127.486;110.864;35.956;34.007;25.904;0;127.949;70.296;122.703;106.798;38.096;35.754;27.961
270;;;;f.;lymphatic filariasis;1.186.032;1.001.705;184.328;0;0;116.778;234.175;418.766;143.495;63.600;24.891;0;0;15.235;39.543;77.754;30.140;15.068;6.587
280;;;;g.;Onchocerciasis;962.425;518.732;443.694;0;0;87.671;164.001;158.622;50.159;35.832;22.448;0;0;76.390;136.071;130.461;43.759;33.147;23.866
285;;;;h.;Cysticercosis;1.911.540;911.552;999.988;0;15.492;77.763;268.442;338.285;102.641;71.419;37.511;0;21.261;107.634;245.083;338.959;125.760;96.935;64.357
295;;;;i.;Echinococcosis;686.630;284.355;402.275;0;5.192;24.652;37.360;64.237;39.751;67.685;45.478;0;6.434;30.217;48.057;111.732;62.456;83.945;59.434
300;;;;j.;Dengue;3.099.919;1.613.244;1.486.675;0;367.857;305.636;378.749;289.957;113.995;91.539;65.512;0;338.408;312.921;315.049;232.420;103.862;93.703;90.311
310;;;;k.;Trachoma;245.009;104.295;140.715;0;0;0;1.150;7.669;13.875;32.524;49.077;0;0;0;1.216;9.776;17.265;42.666;69.793
315;;;;l.;Yellow fever;739.347;510.984;228.362;77;46.503;200.626;186.403;61.330;9.333;4.665;2.047;30;20.441;96.675;78.811;25.012;4.100;2.147;1.146
320;;;;m.;Rabies;1.570.559;877.878;692.681;0;162.265;324.086;191.761;115.653;47.216;28.908;7.989;0;150.251;230.971;127.419;118.612;29.915;26.375;9.137
330;;;10.;Intestinal nematode infections;;4.536.337;2.236.604;2.299.733;0;270.324;376.541;540.014;626.634;205.260;134.456;83.374;0;321.212;387.719;548.006;614.718;194.384;133.533;100.160
340;;;;a.;Ascariasis;1.433.408;684.154;749.254;0;197.274;155.011;129.838;122.870;39.874;23.728;15.558;0;254.745;165.621;124.396;120.763;40.266;25.241;18.222
350;;;;b.;Trichuriasis;336.875;168.496;168.379;0;9.807;38.887;48.888;44.382;13.784;7.939;4.808;0;9.359;37.395;47.348;44.764;14.503;8.754;6.256
360;;;;c.;Hookworm disease;1.682.372;753.399;928.973;0;60.672;156.885;212.962;195.611;62.326;39.691;25.251;0;54.772;164.764;287.790;277.528;70.675;42.588;30.858
362;;;;d.;Food-bourne trematodes;1.083.682;630.556;453.127;0;2.570;25.758;148.326;263.771;89.275;63.098;37.757;0;2.336;19.940;88.472;171.664;68.940;56.951;44.824
365;;;11.;Leprosy;;406.922;224.217;182.705;0;12;140;12.167;51.952;57.226;50.548;52.173;0;4;54;9.440;43.072;35.249;52.423;42.464
370;;;12.;Other infectious diseases;;21.742.705;12.026.408;9.716.297;282.126;4.492.601;3.216.841;1.427.367;835.162;474.647;527.184;770.480;135.718;3.190.768;2.960.447;1.302.434;621.610;312.660;401.478;791.182
380;;B.;Respiratory Infectious ;;;139.383.363;72.488.035;66.895.328;8.195.463;33.526.013;4.606.962;4.118.864;5.281.596;3.523.214;4.561.763;8.674.159;6.477.324;33.288.464;4.772.145;3.520.592;3.676.291;2.405.789;3.649.244;9.105.479
390;;;1.;Lower respiratory infections;;129.689.842;67.541.556;62.148.286;8.185.703;32.730.286;3.371.147;2.940.897;4.265.889;3.155.793;4.351.426;8.540.415;6.468.554;32.560.545;3.647.804;2.401.864;2.676.779;2.033.427;3.425.567;8.933.747
400;;;2.;Upper respiratory infections;;6.090.503;3.062.243;3.028.260;8.973;420.184;605.197;760.699;767.026;243.988;153.391;102.785;7.649;394.479;573.360;738.648;765.871;250.348;164.400;133.504
410;;;3.;Otitis media;;3.603.018;1.884.236;1.718.782;786;375.544;630.618;417.268;248.682;123.433;56.946;30.959;1.120;333.441;550.981;380.080;233.641;122.014;59.277;38.228
420;;C.;Maternal conditions;;;19.216.877;0;19.216.877;0;0;0;0;0;0;0;0;0;0;1.443;10.907.807;8.293.400;14.226;0;0
490;;D.;Neonatal conditions;;;219.373.740;119.419.269;99.954.472;103.940.398;9.931.549;1.508.262;1.862.635;1.594.716;387.769;155.192;38.748;85.021.027;9.093.945;1.395.612;1.803.526;1.760.690;528.845;267.176;83.650
500;;;1.;Preterm birth complications;;101.396.989;55.617.892;45.779.097;46.232.308;5.601.814;1.028.178;1.291.489;1.091.251;251.570;94.896;26.386;37.469.923;4.777.512;818.943;1.102.448;1.085.474;318.738;155.509;50.551
510;;;2.;Birth asphyxia and birth trauma;;63.928.404;35.844.334;28.084.070;32.684.155;2.503.219;160.238;208.970;198.257;58.125;26.841;4.528;24.982.076;2.381.087;154.449;210.038;223.920;78.401;43.895;10.205
520;;;3.;Neonatal sepsis and infections;;39.008.618;20.095.123;18.913.495;19.075.153;227.850;235.651;261.492;214.037;53.376;22.245;5.319;17.275.714;331.142;355.884;404.882;367.684;106.463;53.803;17.922
530;;;4.;Other neonatal conditions;;15.039.728;7.861.918;7.177.810;5.948.780;1.598.666;84.195;100.683;91.170;24.698;11.209;2.516;5.293.314;1.604.205;66.336;86.157;83.613;25.243;13.970;4.972
540;;E.;Nutritional deficiencies;;;65.863.470;27.867.299;37.996.171;67.477;13.621.501;6.169.955;2.487.131;2.421.560;1.036.520;942.966;1.120.188;60.731;12.311.513;6.156.019;6.798.897;6.871.865;2.105.918;1.683.650;2.007.578
550;;;1.;Protein-energy malnutrition;;24.117.016;12.574.249;11.542.767;38.662;9.878.905;949.504;365.665;341.563;208.353;266.636;524.962;35.378;8.867.213;868.387;369.816;296.368;187.390;293.632;624.585
560;;;2.;Iodine deficiency;;3.275.203;1.361.996;1.913.207;0;29.374;149.567;406.341;444.043;158.899;106.101;67.673;0;41.590;216.492;567.828;602.545;215.671;151.400;117.680
570;;;3.;Vitamin A deficiency;;252.467;122.840;129.626;0;29.703;34.147;23.745;21.454;7.074;4.362;2.356;0;29.882;34.576;25.120;23.576;8.188;5.169;3.116
580;;;4.;Iron-deficiency anaemia;;35.237.441;12.599.723;22.637.718;28.815;3.421.579;4.973.561;1.556.205;1.420.652;498.902;377.831;322.177;25.353;3.018.165;4.927.890;5.598.896;5.621.551;1.480.204;1.000.773;964.886
590;;;5.;Other nutritional deficiencies;;2.981.343;1.208.491;1.772.853;0;261.941;63.176;135.174;193.850;163.292;188.036;203.021;0;354.662;108.674;237.238;327.825;214.465;232.676;297.312
600;II.;Noncommunicable diseases;;;;1.595.534.582;831.623.943;763.910.639;14.466.511;26.690.279;28.981.533;79.840.001;171.612.161;141.531.370;167.756.532;200.745.556;13.164.971;24.879.326;27.284.319;77.468.325;156.328.542;113.214.499;135.485.498;216.085.158
610;;A.;Malignant neoplasms;;;244.574.280;137.439.434;107.134.845;7.986;2.288.272;2.329.825;5.830.225;22.624.898;30.175.235;37.174.980;37.008.016;6.911;1.669.813;1.705.265;4.696.220;25.224.995;23.826.753;24.221.505;25.783.382
620;;;1.;Mouth and oropharynx cancers;;10.612.962;7.778.183;2.834.779;0;30.700;35.538;300.988;2.077.731;2.320.342;1.957.865;1.055.019;0;19.799;29.750;147.777;779.452;719.599;652.603;485.799
621;;;;a.;Lip and oral cavity;5.301.513;3.682.029;1.619.485;0;22.477;15.699;164.616;1.059.622;1.055.000;879.942;484.673;0;13.138;7.894;59.606;414.028;419.570;396.201;309.047
622;;;;b.;Nasopharynx;1.933.591;1.359.953;573.638;0;0;14.526;94.412;418.711;383.943;307.129;141.232;0;0;17.707;60.357;191.680;136.477;100.935;66.482
623;;;;c.;Other pharynx;3.377.858;2.736.202;641.657;0;8.223;5.313;41.959;599.399;881.399;770.794;429.114;0;6.661;4.149;27.815;173.744;163.552;155.467;110.270
630;;;2.;Oesophagus cancer;;10.878.639;8.003.181;2.875.458;0;4.346;1.991;66.046;996.547;2.154.755;2.687.569;2.091.928;0;1.533;569;57.393;452.490;600.642;826.720;936.112
640;;;3.;Stomach cancer;;18.927.119;12.593.041;6.334.077;0;31.000;17.228;175.269;1.887.679;2.926.246;3.853.570;3.702.050;0;17.257;11.748;146.602;1.222.765;1.285.063;1.572.692;2.077.950
650;;;4.;Colon and rectum cancers;;19.135.604;10.773.100;8.362.504;0;31.568;22.742;268.663;1.733.848;2.259.505;2.985.670;3.471.105;0;38.689;20.325;218.250;1.452.529;1.609.936;2.003.321;3.019.455
660;;;5.;Liver cancer;;23.679.974;17.432.410;6.247.564;0;0;113.587;582.045;4.487.321;4.657.100;4.250.187;3.342.170;0;0;58.426;190.925;1.219.763;1.410.320;1.587.753;1.780.375
661;;;;a.;Liver cancer secondary to hepatitis B;11.884.176;8.788.172;3.096.003;0;0;86.379;489.901;2.952.565;2.292.682;1.690.781;1.275.864;0;0;36.932;141.972;785.396;713.554;684.485;733.665
662;;;;b.;Liver cancer secondary to hepatitis C;2.751.814;1.612.095;1.139.720;0;0;4.057;17.056;209.011;399.888;496.394;485.689;0;0;3.086;12.303;142.305;239.054;312.521;430.451
663;;;;c.;Liver cancer secondary to alcohol use;6.719.952;5.602.711;1.117.240;0;0;0;13.223;935.619;1.609.877;1.745.829;1.298.163;0;0;12;1.864;122.378;269.171;374.185;349.630
664;;;;d.;Other liver cancer;2.324.032;1.429.432;894.600;0;0;23.152;61.865;390.125;354.654;317.183;282.453;0;0;18.396;34.787;169.684;188.542;216.563;266.629
670;;;6.;Pancreas cancer;;8.629.018;4.810.674;3.818.344;0;2.989;2.631;35.903;568.937;1.165.865;1.567.568;1.466.781;0;7.458;7.034;28.395;385.379;750.999;1.118.376;1.520.704
680;;;7.;Trachea, bronchus, lung cancers;;41.121.342;28.675.830;12.445.512;0;42.407;20.098;170.116;2.927.919;6.835.963;9.499.836;9.179.492;0;32.651;15.372;127.947;1.525.588;2.784.389;3.665.343;4.294.221
690;;;8.;Melanoma and other skin cancers;;2.813.827;1.711.451;1.102.376;0;7.064;5.583;64.633;306.488;337.463;471.279;518.940;0;7.244;5.871;51.500;233.243;214.178;241.125;349.215
691;;;;a.;Malignant skin melanoma;1.714.080;974.732;739.347;0;7.064;4.931;39.642;201.010;209.198;258.476;254.412;0;7.244;5.254;37.159;176.982;154.206;165.789;192.714
692;;;;b.;Non-melanoma skin cancer;1.099.747;736.719;363.029;0;0;652;24.991;105.478;128.265;212.804;264.528;0;0;617;14.341;56.261;59.973;75.336;156.501
700;;;9.;Breast cancer;;18.958.426;98.424;18.860.002;0;0;43;3.217;16.254;22.615;27.949;28.344;0;9.484;8.432;528.658;6.840.650;4.970.157;3.642.831;2.859.790
710;;;10.;Cervix uteri cancer;;9.653.786;0;9.653.786;0;0;0;0;0;0;0;0;0;7.751;5.728;287.705;3.671.449;2.698.547;1.870.985;1.111.621
720;;;11.;Corpus uteri cancer;;2.478.686;0;2.478.686;0;0;0;0;0;0;0;0;0;2.003;1.400;49.464;587.303;668.080;642.887;527.548
730;;;12.;Ovary cancer;;5.065.886;0;5.065.886;0;0;0;0;0;0;0;0;0;44.779;29.680;223.177;1.321.582;1.367.029;1.199.739;879.900
740;;;13.;Prostate cancer;;6.451.886;6.451.886;0;0;1.962;556;39.038;101.310;461.827;1.680.532;4.166.660;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;647.033;647.033;0;0;90.503;45.874;186.580;210.210;44.833;37.433;31.600;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;4.362.185;2.776.443;1.585.742;289;189.641;85.407;60.435;336.214;615.262;762.002;727.193;244;162.589;107.823;58.923;183.327;270.505;342.952;459.378
750;;;16.;Bladder cancer;;3.917.874;2.973.093;944.781;0;16.962;11.879;22.593;220.920;467.079;857.840;1.375.819;0;7.175;5.187;9.663;89.061;148.578;223.137;461.980
751;;;17.;Brain and nervous system cancers;;7.906.131;4.555.814;3.350.318;599;246.040;326.307;489.287;1.204.572;934.016;830.781;524.213;579;204.764;274.045;345.457;796.634;651.869;593.076;483.894
752;;;18.;Gallbladder and biliary tract cancer;;4.268.310;1.655.277;2.613.033;0;1.802;781;15.718;236.620;348.682;471.724;579.950;0;1.783;1.607;28.257;513.485;578.593;691.040;798.269
753;;;19.;Larynx cancer;;2.554.313;2.249.350;304.962;0;5.555;4.030;19.764;328.202;660.339;729.170;502.291;0;2.226;2.243;9.958;48.187;75.383;89.785;77.179
754;;;20.;Thyroid cancer;;1.196.492;402.072;794.420;0;0;1.582;12.431;60.424;86.931;127.479;113.225;0;0;1.575;25.837;116.524;159.012;246.972;244.500
755;;;21.;Mesothelioma;;598.015;421.730;176.285;0;1.872;1.629;9.462;44.975;67.529;128.206;168.057;0;0;0;5.623;31.355;38.603;49.168;51.537
760;;;22.;Lymphomas, multiple myeloma;;10.490.213;6.247.415;4.242.798;462;246.830;322.850;639.276;1.277.178;1.117.234;1.327.142;1.316.444;373;155.983;173.143;403.428;782.475;722.876;878.628;1.125.892
761;;;;a.;Hodgkin lymphoma;1.120.733;705.804;414.929;86;37.613;71.412;160.730;197.973;100.071;77.660;60.259;34;18.625;26.001;98.919;112.460;59.825;50.665;48.400
762;;;;b.;Non-Hodgkin lymphoma;7.071.839;4.265.867;2.805.972;376;204.318;248.382;462.905;928.440;740.988;845.435;835.024;338;131.609;143.072;293.307;565.404;448.673;525.448;698.121
763;;;;c.;Multiple myeloma;2.297.640;1.275.744;1.021.896;0;4.898;3.056;15.641;150.765;276.176;404.047;421.161;0;5.749;4.070;11.202;104.611;214.377;302.516;379.372
770;;;23.;Leukaemia;;11.029.505;6.486.052;4.543.453;806;704.316;839.954;1.265.067;1.197.546;716.940;833.692;927.731;699;446.177;529.952;760.448;956.643;563.745;581.523;704.266
780;;;24.;Other malignant neoplasms;;19.197.052;10.696.974;8.500.078;5.831;632.716;469.536;1.403.692;2.404.001;1.974.707;2.087.486;1.719.005;5.017;500.469;415.354;990.831;2.015.110;1.538.649;1.500.851;1.533.798
790;;B.;Other neoplasms;;;6.186.397;3.298.715;2.887.682;1.430;203.070;162.000;345.480;542.141;539.603;658.105;846.886;1.421;193.635;138.214;183.980;631.040;454.642;505.409;779.341
800;;C.;Diabetes mellitus;;;65.666.147;32.759.130;32.907.017;1.510;70.030;153.694;1.552.599;7.258.643;7.430.135;8.187.336;8.105.183;766;68.918;189.738;1.359.765;5.947.852;6.712.756;8.568.593;10.058.629
810;;D.;Endocrine, blood, immune disorders;;;25.643.596;11.293.655;14.349.941;66.483;2.562.826;1.949.452;1.646.603;1.689.763;1.029.767;1.082.125;1.266.636;61.997;2.488.222;2.249.328;3.051.060;2.602.269;1.070.024;1.141.648;1.685.393
811;;;1.;Thalassaemias;;4.025.259;1.390.868;2.634.392;13.105;474.519;355.875;154.884;186.426;78.652;64.291;63.116;11.211;404.665;412.367;510.259;827.517;200.134;126.880;141.359
812;;;2.;Sickle cell disorders and trait;;8.159.398;2.969.319;5.190.079;17.636;1.083.707;774.680;748.621;239.987;56.561;29.134;18.993;16.972;1.216.483;1.283.874;1.856.090;630.710;120.825;41.297;23.827
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;3.286.616;1.759.911;1.526.705;1.995;170.593;334.207;308.544;283.134;160.605;201.653;299.180;1.448;132.279;157.309;199.952;240.167;128.843;243.143;423.565
814;;;4.;Other endocrine, blood and immune disorders;;10.172.322;5.173.557;4.998.765;33.747;834.007;484.691;434.554;980.216;733.949;787.047;885.347;32.366;734.795;395.777;484.760;903.875;620.221;730.328;1.096.642
820;;E.;Mental and substance use disorders;;;171.501.326;90.005.850;81.495.476;7.074;714.062;7.421.279;26.510.304;33.421.416;11.260.007;6.906.992;3.764.717;3.030;313.651;5.689.377;22.687.593;29.057.170;10.962.184;7.502.444;5.280.026
830;;;1.;Depressive disorders;;44.174.759;17.452.611;26.722.148;0;740;687.996;4.452.270;6.223.115;2.758.503;1.994.806;1.335.181;0;763;942.044;6.192.009;9.170.523;4.392.096;3.394.839;2.629.873
831;;;;a.;Major depressive disorder;34.078.360;13.459.303;20.619.057;0;605;601.801;3.642.435;4.754.305;2.026.295;1.434.964;998.897;0;619;829.108;5.067.572;7.005.635;3.246.145;2.467.426;2.002.552
832;;;;b.;Dysthymia;10.096.400;3.993.309;6.103.091;0;135;86.194;809.835;1.468.810;732.208;559.842;336.284;0;145;112.936;1.124.437;2.164.889;1.145.951;927.413;627.321
840;;;2.;Bipolar disorder;;8.963.602;4.089.593;4.874.009;0;0;152.352;1.455.067;1.489.112;520.231;315.276;157.555;0;0;170.361;1.660.183;1.769.785;639.533;397.231;236.916
850;;;3.;Schizophrenia;;13.540.991;6.873.584;6.667.406;0;0;11.214;1.359.517;3.461.825;1.184.129;634.563;222.336;0;0;9.218;1.314.300;3.260.304;1.150.561;652.892;280.132
860;;;4.;Alcohol use disorders;;18.454.879;13.613.720;4.841.159;10;895;39.152;3.306.121;6.321.860;2.331.722;1.197.258;416.703;5;516;22.723;1.450.686;2.088.298;713.738;376.306;188.888
870;;;5.;Drug use disorders;;21.891.978;14.285.422;7.606.555;298;0;11.020;5.622.114;6.099.873;1.255.823;821.920;474.372;621;0;4.553;2.931.145;2.995.891;750.890;548.582;374.874
871;;;;a.;Opioid use disorders;16.636.604;10.867.688;5.768.916;298;0;0;4.107.844;4.799.017;931.440;660.978;368.111;621;0;0;2.161.128;2.326.007;561.762;441.922;277.477
872;;;;b.;Cocaine use disorders;1.238.919;858.424;380.494;0;0;0;298.850;363.072;113.167;55.861;27.475;0;0;0;129.532;156.972;50.369;27.925;15.695
873;;;;c.;Amphetamine use disorders;999.708;698.407;301.301;0;0;1.999;364.013;251.922;50.268;22.225;7.980;0;0;1.025;182.523;88.316;17.593;7.699;4.145
874;;;;d.;Cannabis use disorders;646.380;441.163;205.216;0;0;7.709;285.715;118.885;17.838;7.304;3.713;0;0;2.847;125.760;59.520;9.942;4.425;2.723
875;;;;e.;Other drug use disorders;2.370.368;1.419.740;950.628;0;0;1.312;565.692;566.978;143.111;75.553;67.093;0;0;680;332.202;365.076;111.225;66.610;74.835
880;;;6.;Anxiety disorders;;26.395.869;10.093.079;16.302.790;0;27.799;1.314.623;2.927.825;3.434.384;1.228.613;731.871;427.964;0;35.074;1.775.432;4.449.799;5.558.674;2.123.630;1.363.905;996.276
890;;;7.;Eating disorders;;2.260.725;540.139;1.720.587;0;0;40.785;273.523;225.831;0;0;0;0;0;125.560;944.230;650.796;0;0;0
900;;;8.;Autism and Asperger syndrome;;9.019.216;6.938.093;2.081.123;5.648;489.300;1.381.940;1.944.073;1.877.397;616.519;383.974;239.242;1.679;147.234;417.328;569.079;548.812;184.308;120.812;91.871
910;;;9.;Childhood behavioural disorders;;6.697.585;4.443.397;2.254.187;0;7.681;2.533.383;1.763.479;112.213;20.709;5.362;571;0;3.136;1.341.145;846.763;50.180;9.874;2.747;343
911;;;;a.;Attention deficit/hyperactivity syndrome;754.470;529.723;224.746;0;7.681;186.108;197.080;112.213;20.709;5.362;571;0;3.136;75.946;82.521;50.180;9.874;2.747;343
912;;;;b.;Conduct disorder;5.943.115;3.913.674;2.029.441;0;0;2.347.275;1.566.399;0;0;0;0;0;0;1.265.198;764.243;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;9.752.562;5.598.049;4.154.513;1.117;187.648;1.214.676;1.892.950;1.536.237;421.193;233.884;110.345;726;126.928;859.235;1.368.213;1.162.552;331.557;190.745;114.558
930;;;11.;Other mental and behavioural disorders;;10.349.161;6.078.162;4.270.999;0;0;34.139;1.513.364;2.639.569;922.565;588.079;380.447;0;0;21.780;961.186;1.801.356;665.996;454.385;366.295
940;;F.;Neurological conditions;;;98.995.010;41.454.452;57.540.558;378;1.144.386;2.931.254;7.514.290;8.770.319;3.790.637;4.277.324;13.025.863;411;1.168.216;3.235.462;8.986.865;12.320.306;5.186.271;5.487.721;21.155.307
950;;;1.;Alzheimer disease and other dementias;;34.323.496;12.890.242;21.433.254;0;0;4.262;7.069;96.423;617.000;1.957.277;10.208.211;0;0;3.045;3.881;102.658;752.715;2.528.765;18.042.190
960;;;2.;Parkinson disease;;3.867.021;2.148.107;1.718.915;0;0;26;3.537;71.447;128.140;389.876;1.555.081;0;0;88;2.650;55.372;99.264;292.268;1.269.273
970;;;3.;Epilepsy;;14.690.917;8.006.073;6.684.844;155;790.102;1.349.492;2.496.163;1.928.392;612.543;455.115;374.111;143;813.250;1.202.498;1.820.841;1.445.053;524.206;416.779;462.073
980;;;4.;Multiple sclerosis;;1.431.567;525.373;906.195;0;0;1.723;41.540;227.746;122.442;83.798;48.123;0;0;2.634;94.613;365.448;192.998;144.151;106.350
990;;;5.;Migraine;;29.145.775;10.361.802;18.783.973;0;0;737.078;3.066.310;4.293.129;1.317.032;667.277;280.975;0;0;1.205.981;5.188.410;7.903.730;2.541.412;1.327.588;616.853
