Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Global;;;;;;;;;;;;;;;;;;;;;;
Year:;;2015;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
100;;;3.;HIV/AIDS;;62.849.934;35.699.281;27.150.653;32.323;3.330.788;2.267.059;5.388.767;20.024.168;3.556.513;892.363;207.300;32.309;3.238.925;2.167.943;5.519.426;13.824.728;1.785.920;470.996;110.406
110;;;4.;Diarrhoeal diseases;;84.433.695;42.746.356;41.687.338;866.297;23.619.950;4.152.723;3.739.990;3.761.635;1.812.668;2.120.702;2.672.392;747.504;22.385.442;4.069.882;3.720.816;2.934.596;1.750.917;2.420.544;3.657.638
120;;;5.;Childhood-cluster diseases;;16.299.862;8.358.570;7.941.292;1.907.975;4.759.666;992.988;297.122;215.424;94.243;55.068;36.084;1.208.094;4.924.772;1.310.829;255.141;113.013;43.510;47.207;38.727
130;;;;a.;Whooping cough;917.528;382.223;535.305;90;47.670;297.319;26.163;7.360;3.564;31;27;90;53.758;437.025;36.022;6.751;1.557;26;77
140;;;;b.;Diphtheria;124.506;64.086;60.420;0;44.128;12.823;3.393;2.273;1.424;34;11;0;42.488;13.150;2.613;1.519;640;0;10
150;;;;c.;Measles;10.997.446;5.301.294;5.696.152;0;4.642.006;560.348;60.262;8.689;5.478;9.906;14.606;0;4.812.832;755.231;101.103;16.151;3.390;6.678;767
160;;;;d.;Tetanus;4.260.381;2.610.966;1.649.415;1.907.885;25.863;122.498;207.304;197.102;83.777;45.097;21.440;1.208.004;15.694;105.423;115.402;88.593;37.924;40.503;37.874
170;;;6.;Meningitis;;21.309.937;11.158.552;10.151.385;8.242;4.309.140;2.466.750;2.169.549;1.326.751;399.291;297.870;180.959;7.330;4.407.503;2.183.919;1.769.747;965.773;321.108;252.678;243.327
180;;;7.;Encephalitis;;6.431.870;3.019.304;3.412.566;2.133;799.787;525.865;505.297;525.838;226.747;205.088;228.549;2.051;812.053;575.512;597.113;582.868;264.793;255.086;323.090
185;;;8.;Hepatitis;;7.618.790;3.914.464;3.704.326;12;513.245;374.185;853.544;1.082.090;479.250;351.489;260.648;10;538.444;554.620;900.864;778.477;316.843;310.295;304.774
186;;;;a.;Acute hepatitis A;544.766;261.256;283.509;0;177.202;11.282;22.576;17.433;12.459;9.928;10.377;0;196.530;14.962;27.794;13.145;8.155;8.756;14.167
190;;;;b.;Acute hepatitis B;4.698.380;2.573.190;2.125.190;12;144.138;57.438;517.873;954.942;418.216;298.805;181.766;10;127.917;58.399;524.415;686.631;274.254;258.745;194.820
200;;;;c.;Acute hepatitis C;103.865;50.882;52.983;0;1.872;9.474;8.031;9.831;8.806;8.052;4.815;0;1.637;9.969;9.785;8.580;8.293;8.622;6.096
205;;;;d.;Acute hepatitis E;2.271.780;1.029.136;1.242.644;0;190.034;295.991;305.064;99.885;39.768;34.705;63.690;0;212.360;471.289;338.870;70.120;26.141;34.173;89.691
210;;;9.;Parasitic and vector diseases;;52.690.271;26.671.227;26.019.043;779;14.249.354;4.090.236;3.300.347;2.845.355;939.283;748.225;497.648;869;14.606.485;4.086.776;2.821.781;2.315.647;819.604;761.944;605.937
220;;;;a.;Malaria;38.313.434;18.837.814;19.475.620;727;13.529.751;2.723.121;1.270.806;790.214;206.709;186.566;129.919;847;13.945.468;2.974.513;1.289.810;693.729;204.380;208.879;157.995
230;;;;b.;African Trypanosomiasis;204.321;100.119;104.202;0;2.795;35.291;37.360;18.898;3.421;1.665;689;0;2.859;39.634;36.897;19.169;3.123;1.704;817
240;;;;c.;Chagas disease;239.242;137.704;101.538;0;87;596;4.855;31.470;30.306;35.728;34.662;0;90;461;4.343;19.253;19.762;24.148;33.481
250;;;;d.;Schistosomiasis;2.625.932;1.309.247;1.316.685;0;15.944;143.412;420.280;430.090;140.785;100.463;58.272;0;15.466;147.030;396.455;437.423;142.692;105.608;72.012
260;;;;e.;Leishmaniasis;1.061.712;537.506;524.206;0;129.729;73.757;127.250;111.456;35.891;33.911;25.513;0;125.157;72.031;121.225;105.027;37.911;35.415;27.441
270;;;;f.;lymphatic filariasis;1.241.995;1.054.231;187.764;0;0;122.394;246.838;442.007;150.973;66.184;25.835;0;0;15.696;40.400;79.332;30.573;15.157;6.606
280;;;;g.;Onchocerciasis;990.227;533.464;456.762;0;0;91.946;170.158;161.654;51.067;36.257;22.383;0;0;79.726;141.568;133.283;44.615;33.679;23.893
285;;;;h.;Cysticercosis;1.960.696;934.901;1.025.795;0;15.088;78.223;274.215;347.588;106.272;74.340;39.175;0;20.731;107.942;250.181;348.341;130.547;100.922;67.130
295;;;;i.;Echinococcosis;693.367;287.848;405.519;0;5.302;24.974;38.354;65.113;40.291;68.052;45.761;0;6.558;30.422;48.748;112.954;62.871;84.277;59.690
300;;;;j.;Dengue;2.864.311;1.489.577;1.374.734;0;348.853;289.276;348.755;263.851;102.389;79.220;57.235;0;321.840;298.401;290.291;213.186;92.597;81.135;77.285
310;;;;k.;Trachoma;239.604;101.088;138.516;0;0;0;1.179;7.494;13.071;31.354;47.990;0;0;0;1.248;9.639;16.586;41.830;69.213
315;;;;l.;Yellow fever;629.769;432.010;197.759;52;36.030;168.916;158.332;54.532;8.249;4.084;1.816;22;15.980;83.561;68.954;22.503;3.691;1.984;1.063
320;;;;m.;Rabies;1.625.661;915.718;709.943;0;165.774;338.329;201.966;120.987;49.861;30.401;8.399;0;152.337;237.360;131.662;121.810;30.255;27.207;9.311
330;;;10.;Intestinal nematode infections;;4.562.854;2.247.937;2.314.917;0;277.388;380.268;543.509;626.451;204.082;133.173;83.066;0;332.757;389.983;552.462;614.160;192.878;132.373;100.304
340;;;;a.;Ascariasis;1.458.517;695.132;763.385;0;204.379;157.221;131.731;123.378;39.647;23.332;15.443;0;265.874;168.048;125.889;120.888;39.883;24.708;18.096
350;;;;b.;Trichuriasis;339.379;169.607;169.771;0;10.001;38.979;49.564;44.748;13.736;7.813;4.766;0;9.544;37.414;48.180;45.224;14.492;8.675;6.242
360;;;;c.;Hookworm disease;1.676.117;749.938;926.180;0;60.402;158.124;213.561;194.194;60.887;38.308;24.463;0;54.951;164.418;289.531;276.040;69.273;41.692;30.275
362;;;;d.;Food-bourne trematodes;1.088.842;633.261;455.581;0;2.606;25.944;148.653;264.131;89.812;63.720;38.394;0;2.387;20.103;88.862;172.007;69.231;57.298;45.692
365;;;11.;Leprosy;;415.550;229.915;185.635;0;12;143;12.094;53.292;58.803;51.725;53.846;0;4;55;9.344;43.966;35.610;53.326;43.329
370;;;12.;Other infectious diseases;;21.942.499;12.095.455;9.847.043;286.221;4.526.642;3.243.496;1.449.743;849.253;470.415;514.053;755.632;136.972;3.255.044;3.001.193;1.327.887;640.554;314.163;395.840;775.390
380;;B.;Respiratory Infectious ;;;141.047.362;73.098.731;67.948.631;8.364.729;34.398.136;4.657.851;4.099.707;5.193.828;3.470.540;4.441.591;8.472.350;6.682.591;34.485.261;4.813.354;3.513.284;3.602.475;2.366.939;3.558.809;8.925.919
390;;;1.;Lower respiratory infections;;131.438.249;68.195.319;63.242.930;8.354.937;33.599.724;3.428.987;2.920.293;4.191.456;3.111.357;4.238.287;8.350.277;6.673.731;33.753.696;3.695.187;2.391.400;2.615.735;2.003.377;3.342.374;8.767.430
400;;;2.;Upper respiratory infections;;6.006.484;3.018.433;2.988.051;8.988;419.908;599.529;759.205;753.845;237.368;147.591;91.998;7.716;395.197;568.250;739.666;754.115;243.475;158.575;121.057
410;;;3.;Otitis media;;3.602.629;1.884.978;1.717.651;803;378.504;629.334;420.209;248.526;121.815;55.712;30.075;1.144;336.369;549.917;382.218;232.624;120.087;57.860;37.432
420;;C.;Maternal conditions;;;19.417.788;0;19.417.788;0;0;0;0;0;0;0;0;0;0;1.459;11.023.982;8.377.719;14.628;0;0
490;;D.;Neonatal conditions;;;224.711.863;122.182.231;102.529.631;106.471.492;10.167.643;1.513.481;1.873.850;1.585.736;381.802;150.645;37.582;87.376.303;9.329.462;1.394.906;1.818.706;1.748.605;520.232;259.532;81.885
500;;;1.;Preterm birth complications;;104.132.455;56.992.561;47.139.894;47.465.550;5.741.497;1.036.487;1.301.377;1.084.021;246.565;91.604;25.461;38.703.218;4.922.856;819.430;1.109.396;1.074.510;311.568;149.996;48.919
510;;;2.;Birth asphyxia and birth trauma;;65.463.065;36.610.875;28.852.190;33.402.753;2.553.137;159.082;209.915;197.502;57.850;26.197;4.439;25.702.886;2.433.077;152.733;211.683;221.756;77.243;42.789;10.022
520;;;3.;Neonatal sepsis and infections;;39.675.425;20.493.969;19.181.456;19.475.959;231.240;233.344;260.429;213.110;52.898;21.755;5.234;17.528.538;338.660;356.572;411.004;369.355;106.385;53.035;17.908
530;;;4.;Other neonatal conditions;;15.440.919;8.084.827;7.356.093;6.127.230;1.641.769;84.568;102.130;91.102;24.490;11.089;2.449;5.441.662;1.634.868;66.172;86.622;82.984;25.036;13.713;5.036
540;;E.;Nutritional deficiencies;;;65.983.455;27.955.055;38.028.401;68.036;13.858.842;6.177.836;2.476.335;2.373.608;1.019.021;907.433;1.073.944;61.041;12.626.350;6.187.224;6.770.187;6.742.887;2.062.776;1.633.120;1.944.815
550;;;1.;Protein-energy malnutrition;;24.582.787;12.756.753;11.826.033;39.104;10.090.136;967.149;366.606;336.599;203.383;256.389;497.387;35.625;9.160.289;896.156;372.027;294.473;184.093;286.268;597.102
560;;;2.;Iodine deficiency;;3.256.218;1.352.239;1.903.979;0;29.511;151.182;406.131;440.460;156.038;102.954;65.962;0;42.396;217.887;571.777;597.242;212.094;147.346;115.236
570;;;3.;Vitamin A deficiency;;249.968;121.388;128.580;0;30.063;33.662;23.422;20.903;6.848;4.209;2.283;0;30.211;34.307;25.033;23.026;7.978;5.009;3.016
580;;;4.;Iron-deficiency anaemia;;34.895.968;12.511.646;22.384.323;28.932;3.441.024;4.959.862;1.542.189;1.380.096;489.752;359.714;310.077;25.416;3.028.084;4.923.055;5.557.491;5.499.507;1.445.470;966.598;938.701
590;;;5.;Other nutritional deficiencies;;2.998.515;1.213.029;1.785.486;0;268.108;65.980;137.987;195.550;163.000;184.167;198.236;0;365.370;115.818;243.859;328.639;213.141;227.899;290.760
600;II.;Noncommunicable diseases;;;;1.573.787.239;819.877.142;753.910.097;14.709.478;27.365.414;28.950.296;79.713.608;170.091.061;139.790.375;163.186.622;196.070.288;13.366.577;25.507.587;27.273.789;77.575.364;154.800.074;111.359.577;131.815.448;212.211.680
610;;A.;Malignant neoplasms;;;241.172.127;135.368.615;105.803.512;8.291;2.348.410;2.343.033;5.776.332;22.519.529;29.889.401;36.347.706;36.135.914;7.182;1.723.938;1.725.192;4.706.937;25.034.088;23.515.926;23.678.902;25.411.347
620;;;1.;Mouth and oropharynx cancers;;10.407.585;7.621.926;2.785.659;0;31.118;35.616;300.588;2.052.296;2.281.748;1.896.912;1.023.648;0;19.910;29.699;148.120;772.371;707.278;634.506;473.774
621;;;;a.;Lip and oral cavity;5.193.485;3.613.819;1.579.666;0;22.754;15.589;164.261;1.045.553;1.041.756;851.710;472.196;0;13.213;7.435;58.910;407.506;409.065;384.570;298.967
622;;;;b.;Nasopharynx;1.911.957;1.342.417;569.540;0;0;14.947;94.268;418.791;376.255;299.775;138.380;0;0;18.039;60.951;191.713;134.470;98.553;65.814
623;;;;c.;Other pharynx;3.302.143;2.665.690;636.453;0;8.364;5.081;42.058;587.952;863.737;745.427;413.072;0;6.697;4.225;28.259;173.152;163.743;151.384;108.993
630;;;2.;Oesophagus cancer;;10.722.167;7.862.448;2.859.719;0;4.392;1.991;63.992;990.246;2.128.474;2.633.959;2.039.394;0;1.541;636;58.701;451.372;589.601;821.341;936.528
640;;;3.;Stomach cancer;;18.788.252;12.490.154;6.298.098;0;31.285;17.124;176.856;1.912.287;2.925.517;3.802.504;3.624.580;0;17.401;11.843;148.812;1.233.333;1.278.475;1.552.243;2.055.991
650;;;4.;Colon and rectum cancers;;18.827.723;10.590.110;8.237.613;0;31.707;22.577;263.599;1.721.461;2.246.354;2.912.009;3.392.403;0;39.110;20.570;218.464;1.443.299;1.587.439;1.952.823;2.975.908
660;;;5.;Liver cancer;;23.135.762;16.988.348;6.147.413;0;0;113.693;579.433;4.453.551;4.535.271;4.085.612;3.220.788;0;0;59.466;192.321;1.219.711;1.387.965;1.548.668;1.739.284
661;;;;a.;Liver cancer secondary to hepatitis B;11.653.166;8.585.565;3.067.601;0;0;86.219;487.441;2.932.683;2.225.227;1.626.723;1.227.273;0;0;37.800;143.024;787.717;703.307;672.645;723.107
662;;;;b.;Liver cancer secondary to hepatitis C;2.690.604;1.578.359;1.112.245;0;0;4.019;16.941;205.800;396.906;483.564;471.130;0;0;3.051;12.284;140.601;236.403;304.093;415.813
663;;;;c.;Liver cancer secondary to alcohol use;6.512.904;5.430.651;1.082.253;0;0;0;13.133;927.463;1.568.010;1.671.336;1.250.709;0;0;12;1.896;121.020;262.047;359.643;337.635
664;;;;d.;Other liver cancer;2.279.088;1.393.774;885.314;0;0;23.455;61.919;387.605;345.128;303.990;271.677;0;0;18.602;35.117;170.373;186.207;212.287;262.728
670;;;6.;Pancreas cancer;;8.491.940;4.742.048;3.749.892;0;3.041;2.411;35.992;567.102;1.166.422;1.534.418;1.432.662;0;7.578;7.116;28.873;380.653;739.274;1.087.269;1.499.129
680;;;7.;Trachea, bronchus, lung cancers;;40.832.259;28.458.051;12.374.208;0;42.958;20.505;168.705;2.973.736;6.837.006;9.391.015;9.024.126;0;33.014;15.567;127.117;1.537.424;2.775.879;3.627.644;4.257.563
690;;;8.;Melanoma and other skin cancers;;2.806.812;1.701.514;1.105.299;0;7.154;5.422;62.391;307.368;336.387;463.997;518.795;0;7.310;5.763;48.988;237.348;214.678;239.864;351.348
691;;;;a.;Malignant skin melanoma;1.706.197;968.201;737.996;0;7.154;4.911;37.206;201.567;210.292;252.450;254.621;0;7.310;5.101;35.125;180.585;153.390;164.080;192.406
692;;;;b.;Non-melanoma skin cancer;1.100.616;733.313;367.303;0;0;511;25.185;105.801;126.095;211.547;264.174;0;0;662;13.863;56.763;61.289;75.784;158.942
700;;;9.;Breast cancer;;18.676.865;97.938;18.578.927;0;0;45;3.205;17.476;22.715;26.617;27.881;0;9.603;8.403;526.440;6.747.245;4.906.799;3.551.918;2.828.518
710;;;10.;Cervix uteri cancer;;9.590.369;0;9.590.369;0;0;0;0;0;0;0;0;0;7.758;5.784;292.553;3.675.562;2.676.221;1.836.528;1.095.962
720;;;11.;Corpus uteri cancer;;2.443.129;0;2.443.129;0;0;0;0;0;0;0;0;0;2.030;1.409;47.799;586.302;660.641;626.219;518.729
730;;;12.;Ovary cancer;;4.961.061;0;4.961.061;0;0;0;0;0;0;0;0;0;45.159;29.806;223.201;1.300.476;1.340.660;1.158.138;863.619
740;;;13.;Prostate cancer;;6.239.192;6.239.192;0;0;1.977;626;38.219;99.273;452.494;1.618.959;4.027.644;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;642.310;642.310;0;0;90.647;45.837;184.728;209.087;45.048;36.244;30.719;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;4.326.840;2.757.717;1.569.123;298;193.164;83.418;58.811;331.705;621.019;750.049;719.252;251;167.581;107.746;58.180;179.007;266.547;336.258;453.552
750;;;16.;Bladder cancer;;3.831.981;2.906.882;925.099;0;17.068;11.933;22.495;217.861;462.787;839.826;1.334.911;0;7.271;5.348;9.729;87.539;145.230;218.537;451.445
751;;;17.;Brain and nervous system cancers;;7.799.965;4.494.019;3.305.946;613;253.109;327.977;483.771;1.192.314;922.454;805.254;508.527;601;211.884;275.131;346.033;785.643;638.205;571.398;477.051
752;;;18.;Gallbladder and biliary tract cancer;;4.192.147;1.628.644;2.563.503;0;1.833;868;15.701;236.994;344.897;465.089;563.264;0;1.799;1.563;28.424;511.705;567.111;674.850;778.051
753;;;19.;Larynx cancer;;2.505.457;2.203.601;301.856;0;5.666;3.938;20.087;325.572;652.962;704.793;490.583;0;2.274;2.301;10.064;48.220;75.181;87.498;76.318
754;;;20.;Thyroid cancer;;1.170.264;391.308;778.956;0;0;1.444;11.993;59.820;85.174;123.376;109.500;0;0;1.687;27.008;115.218;155.476;240.184;239.382
755;;;21.;Mesothelioma;;586.971;413.062;173.909;0;1.893;1.727;9.620;43.480;64.112;126.726;165.504;0;0;0;5.469;31.936;37.802;48.030;50.673
760;;;22.;Lymphomas, multiple myeloma;;10.347.074;6.167.938;4.179.136;477;253.018;327.289;630.339;1.267.412;1.107.376;1.292.048;1.289.979;382;159.142;171.930;404.131;773.441;709.387;855.999;1.104.724
761;;;;a.;Hodgkin lymphoma;1.125.253;711.714;413.539;92;40.147;74.283;162.164;198.756;99.005;77.880;59.388;36;19.423;26.550;98.826;112.045;59.332;49.892;47.436
762;;;;b.;Non-Hodgkin lymphoma;6.960.071;4.201.364;2.758.707;386;207.916;249.942;452.662;917.394;733.128;823.885;816.052;346;133.924;141.335;293.984;557.981;439.051;508.236;683.850
763;;;;c.;Multiple myeloma;2.261.750;1.254.860;1.006.890;0;4.954;3.064;15.513;151.261;275.243;390.284;414.539;0;5.795;4.045;11.321;103.415;211.004;297.872;373.438
770;;;23.;Leukaemia;;11.020.421;6.465.384;4.555.036;842;733.951;851.408;1.258.451;1.187.784;708.857;813.135;910.956;739;473.103;546.848;774.340;948.946;556.159;564.406;690.494
780;;;24.;Other malignant neoplasms;;18.825.582;10.506.022;8.319.561;6.060;644.430;467.185;1.387.355;2.352.703;1.942.327;2.025.163;1.680.798;5.209;510.468;416.574;982.170;1.967.339;1.499.918;1.444.579;1.493.304
790;;B.;Other neoplasms;;;6.152.225;3.272.133;2.880.092;1.397;206.796;159.597;344.757;540.341;536.149;650.726;832.370;1.417;196.219;141.040;183.198;633.615;452.878;498.844;772.881
800;;C.;Diabetes mellitus;;;64.127.951;31.938.480;32.189.471;1.565;72.321;154.614;1.544.500;7.152.466;7.254.456;7.904.591;7.853.967;800;72.478;193.643;1.364.140;5.875.717;6.560.554;8.289.939;9.832.200
810;;D.;Endocrine, blood, immune disorders;;;25.381.154;11.164.173;14.216.981;68.576;2.615.771;1.955.827;1.619.243;1.643.420;1.003.077;1.038.777;1.219.483;63.583;2.535.669;2.240.908;3.019.691;2.563.870;1.048.266;1.098.089;1.646.904
811;;;1.;Thalassaemias;;4.012.970;1.388.679;2.624.291;13.614;485.263;360.102;155.575;179.014;74.200;60.631;60.280;11.650;413.187;412.304;519.982;817.178;193.320;120.807;135.863
812;;;2.;Sickle cell disorders and trait;;8.111.459;2.970.580;5.140.880;17.880;1.105.879;778.717;736.744;231.442;54.424;27.498;17.995;17.150;1.240.341;1.273.984;1.816.776;612.355;117.819;39.652;22.804
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;3.224.696;1.715.115;1.509.582;2.051;174.155;329.661;298.446;272.257;155.867;194.165;288.514;1.469;133.753;157.774;200.941;238.367;127.345;236.071;413.862
814;;;4.;Other endocrine, blood and immune disorders;;10.032.028;5.089.800;4.942.228;35.032;850.474;487.346;428.478;960.706;718.587;756.483;852.694;33.315;748.388;396.847;481.992;895.970;609.781;701.559;1.074.376
820;;E.;Mental and substance use disorders;;;169.652.116;89.021.570;80.630.546;7.132;721.251;7.378.531;26.501.683;33.023.668;11.058.386;6.671.844;3.659.075;3.052;316.685;5.656.932;22.717.104;28.747.018;10.760.750;7.270.511;5.158.493
830;;;1.;Depressive disorders;;43.604.497;17.205.631;26.398.867;0;744;678.057;4.439.671;6.149.145;2.703.533;1.933.924;1.300.556;0;767;933.687;6.209.086;9.084.954;4.306.939;3.291.017;2.572.418
831;;;;a.;Major depressive disorder;33.666.027;13.275.801;20.390.226;0;607;592.822;3.633.797;4.693.862;1.988.255;1.393.152;973.307;0;620;821.325;5.085.843;6.938.694;3.188.207;2.396.179;1.959.358
832;;;;b.;Dysthymia;9.938.471;3.929.830;6.008.641;0;137;85.236;805.874;1.455.283;715.278;540.773;327.249;0;147;112.362;1.123.243;2.146.260;1.118.732;894.837;613.059
840;;;2.;Bipolar disorder;;8.834.198;4.028.895;4.805.303;0;0;150.976;1.446.264;1.466.985;508.156;303.449;153.063;0;0;168.406;1.653.490;1.744.571;624.999;382.758;231.080
850;;;3.;Schizophrenia;;13.356.155;6.778.425;6.577.730;0;0;11.111;1.361.180;3.425.076;1.153.392;612.245;215.420;0;0;9.111;1.321.101;3.226.239;1.118.765;630.450;272.063
860;;;4.;Alcohol use disorders;;18.298.017;13.483.527;4.814.490;10;896;38.751;3.311.648;6.269.422;2.305.926;1.151.988;404.886;5;516;22.486;1.447.282;2.070.455;718.709;369.653;185.384
870;;;5.;Drug use disorders;;21.619.498;14.113.411;7.506.088;306;0;10.977;5.617.455;5.996.318;1.245.955;785.095;457.306;625;0;4.549;2.927.307;2.948.254;739.550;525.654;360.149
871;;;;a.;Opioid use disorders;16.397.129;10.709.929;5.687.200;306;0;0;4.096.164;4.709.083;920.586;629.367;354.424;625;0;0;2.158.002;2.287.698;551.699;423.030;266.146
872;;;;b.;Cocaine use disorders;1.229.099;855.457;373.642;0;0;0;299.701;360.222;114.383;54.402;26.749;0;0;0;127.871;153.619;50.034;26.786;15.332
873;;;;c.;Amphetamine use disorders;996.951;698.721;298.229;0;0;2.004;366.234;250.211;50.967;21.505;7.800;0;0;1.026;182.437;86.304;17.267;7.232;3.963
874;;;;d.;Cannabis use disorders;645.415;440.484;204.931;0;0;7.655;286.974;117.644;17.482;7.092;3.637;0;0;2.842;126.490;58.912;9.719;4.291;2.677
875;;;;e.;Other drug use disorders;2.350.905;1.408.819;942.086;0;0;1.318;568.382;559.159;142.537;72.729;64.695;0;0;681;332.507;361.720;110.832;64.316;72.031
880;;;6.;Anxiety disorders;;26.141.272;9.987.594;16.153.678;0;28.088;1.307.493;2.926.469;3.393.817;1.202.647;711.214;417.866;0;35.152;1.766.790;4.462.175;5.501.792;2.084.279;1.326.398;977.093
890;;;7.;Eating disorders;;2.237.945;534.922;1.703.023;0;0;40.440;272.052;222.431;0;0;0;0;0;124.069;938.123;640.831;0;0;0
900;;;8.;Autism and Asperger syndrome;;8.928.954;6.868.394;2.060.560;5.670;492.266;1.370.621;1.942.796;1.852.365;601.329;371.124;232.222;1.681;147.756;413.592;569.221;541.636;179.971;116.956;89.746
910;;;9.;Childhood behavioural disorders;;6.668.149;4.426.386;2.241.763;0;7.707;2.517.327;1.764.295;111.056;20.202;5.240;559;0;3.137;1.330.597;845.708;49.672;9.632;2.684;334
911;;;;a.;Attention deficit/hyperactivity syndrome;751.232;527.522;223.711;0;7.707;184.701;198.056;111.056;20.202;5.240;559;0;3.137;75.302;82.951;49.672;9.632;2.684;334
912;;;;b.;Conduct disorder;5.916.916;3.898.864;2.018.052;0;0;2.332.626;1.566.239;0;0;0;0;0;0;1.255.295;762.757;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;9.780.103;5.611.529;4.168.574;1.146;191.550;1.218.900;1.911.334;1.533.555;417.305;229.548;108.191;740;129.357;862.051;1.385.014;1.161.836;329.054;186.972;113.550
930;;;11.;Other mental and behavioural disorders;;10.183.326;5.982.857;4.200.470;0;0;33.878;1.508.520;2.603.497;899.941;568.016;369.005;0;0;21.593;958.597;1.776.779;648.852;437.971;356.677
940;;F.;Neurological conditions;;;96.530.678;40.478.451;56.052.227;395;1.160.932;2.926.921;7.491.089;8.661.877;3.712.938;4.103.435;12.420.864;431;1.188.949;3.220.079;8.983.795;12.146.611;5.071.763;5.236.207;20.204.392
950;;;1.;Alzheimer disease and other dementias;;32.737.721;12.299.370;20.438.351;0;0;4.562;7.023;95.415;602.570;1.862.388;9.727.411;0;0;2.758;4.109;100.340;728.975;2.383.925;17.218.244
960;;;2.;Parkinson disease;;3.683.999;2.049.855;1.634.144;0;0;27;3.632;70.220;124.232;373.197;1.478.548;0;0;91;2.867;54.267;96.717;275.729;1.204.472
970;;;3.;Epilepsy;;14.648.036;7.986.883;6.661.153;156;806.329;1.354.856;2.497.624;1.917.264;605.232;442.370;363.052;144;830.652;1.205.005;1.830.562;1.428.317;514.507;404.010;447.955
980;;;4.;Multiple sclerosis;;1.409.933;516.780;893.153;0;0;1.712;41.907;224.920;120.214;81.986;46.042;0;0;2.750;93.636;358.604;193.931;141.320;102.913
990;;;5.;Migraine;;28.740.894;10.209.983;18.530.911;0;0;730.888;3.054.161;4.224.163;1.283.053;644.807;272.911;0;0;1.196.467;5.180.271;7.788.983;2.480.923;1.282.373;601.893
