Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Region of the Americas;;;;;;;;;;;;;;;;;;;;;;
Year:;;2016;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
250;;;;d.;Schistosomiasis;107.218;49.529;57.688;0;4;177;5.804;22.040;9.944;6.750;4.810;0;3;147;6.224;26.784;10.551;7.521;6.459
260;;;;e.;Leishmaniasis;46.662;28.496;18.166;0;9.997;1.119;4.604;6.297;2.549;2.014;1.915;0;9.872;1.032;1.686;2.682;1.058;855;981
270;;;;f.;lymphatic filariasis;26.729;20.185;6.544;0;0;1.908;4.667;8.301;3.203;1.454;652;0;0;447;1.441;2.742;1.093;538;283
280;;;;g.;Onchocerciasis;604;320;284;0;0;28;136;82;34;22;18;0;0;31;83;77;33;23;37
285;;;;h.;Cysticercosis;111.351;54.004;57.346;0;145;1.075;12.719;20.645;8.994;6.289;4.137;0;180;1.039;8.252;20.420;11.643;8.571;7.242
295;;;;i.;Echinococcosis;25.750;12.908;12.841;0;171;627;1.871;2.725;1.949;2.560;3.007;0;181;585;1.058;2.474;1.863;2.253;4.428
300;;;;j.;Dengue;202.727;99.744;102.984;0;16.457;18.499;25.543;20.076;7.477;6.157;5.535;0;15.234;21.097;24.176;22.394;8.652;5.681;5.750
310;;;;k.;Trachoma;11.458;5.018;6.439;0;0;0;21;350;399;937;3.312;0;0;0;38;420;448;1.094;4.439
315;;;;l.;Yellow fever;24.428;16.767;7.661;4;735;2.260;5.009;4.710;1.679;1.371;999;2;332;930;1.915;2.324;849;675;634
320;;;;m.;Rabies;11.632;5.863;5.768;0;1.527;1.920;1.216;854;314;29;3;0;1.391;1.818;1.556;588;185;122;109
330;;;10.;Intestinal nematode infections;;346.121;162.804;183.318;0;10.313;24.496;44.489;48.825;16.681;10.447;7.553;0;9.847;25.592;50.076;58.667;18.059;11.422;9.653
340;;;;a.;Ascariasis;95.112;47.190;47.922;0;5.207;8.985;12.208;12.207;4.255;2.559;1.770;0;5.168;8.556;11.707;12.697;4.565;2.887;2.342
350;;;;b.;Trichuriasis;82.691;41.152;41.539;0;1.784;7.311;12.491;11.913;3.796;2.294;1.564;0;1.710;7.058;12.043;12.168;4.060;2.517;1.984
360;;;;c.;Hookworm disease;118.062;46.911;71.151;0;3.304;7.242;13.302;13.379;4.554;2.882;2.249;0;2.954;9.219;21.357;24.804;5.961;3.597;3.259
362;;;;d.;Food-bourne trematodes;50.256;27.551;22.705;0;19;959;6.487;11.326;4.077;2.712;1.970;0;16;759;4.969;8.998;3.473;2.422;2.068
365;;;11.;Leprosy;;6.087;3.806;2.281;0;1;13;181;1.040;882;847;843;0;0;6;87;545;509;571;562
370;;;12.;Other infectious diseases;;1.667.505;912.310;755.194;12.324;78.937;49.667;81.359;153.953;141.101;168.526;226.443;9.887;70.664;40.775;45.005;98.347;103.995;132.996;253.525
380;;B.;Respiratory Infectious ;;;9.007.485;4.913.710;4.093.776;218.594;983.096;242.317;418.524;710.952;527.660;620.788;1.191.780;154.219;851.989;218.203;303.635;477.073;365.929;450.303;1.272.423
390;;;1.;Lower respiratory infections;;7.756.997;4.292.857;3.464.140;217.778;893.514;101.088;273.853;575.064;473.687;587.884;1.169.988;153.484;769.416;85.128;157.267;332.095;307.131;414.872;1.244.746
400;;;2.;Upper respiratory infections;;898.299;439.952;458.347;720;53.176;86.799;106.204;109.936;39.713;26.003;17.401;653;50.175;84.999;110.369;118.801;43.334;27.899;22.118
410;;;3.;Otitis media;;352.189;180.901;171.288;95;36.406;54.430;38.467;25.951;14.260;6.901;4.390;82;32.398;48.076;35.999;26.178;15.464;7.532;5.559
420;;C.;Maternal conditions;;;563.701;0;563.701;0;0;0;0;0;0;0;0;0;0;85;307.736;255.707;173;0;0
490;;D.;Neonatal conditions;;;9.721.878;5.330.585;4.391.294;4.277.260;466.623;130.610;191.726;179.705;54.207;24.266;6.187;3.311.169;402.443;129.562;199.044;218.504;76.360;40.683;13.528
500;;;1.;Preterm birth complications;;4.996.706;2.733.568;2.263.138;2.116.320;242.152;79.837;122.653;117.526;35.491;15.448;4.140;1.641.849;202.816;73.792;122.092;138.318;49.343;26.189;8.738
510;;;2.;Birth asphyxia and birth trauma;;1.845.984;1.023.928;822.056;847.663;99.922;16.657;25.710;23.177;6.997;3.284;518;665.357;83.505;14.010;21.894;23.677;8.274;4.364;975
520;;;3.;Neonatal sepsis and infections;;1.585.745;857.455;728.289;746.171;15.775;24.634;30.259;27.416;8.386;3.844;970;559.520;21.041;33.721;43.800;44.555;14.965;7.907;2.780
530;;;4.;Other neonatal conditions;;1.293.444;715.634;577.810;567.106;108.775;9.481;13.104;11.585;3.333;1.691;560;444.444;95.081;8.038;11.257;11.953;3.778;2.223;1.035
540;;E.;Nutritional deficiencies;;;3.096.634;1.339.003;1.757.631;3.728;456.957;204.187;143.164;182.384;87.814;81.001;179.768;3.734;395.905;208.822;266.369;379.285;125.231;110.339;267.947
550;;;1.;Protein-energy malnutrition;;1.071.623;585.731;485.892;1.937;285.471;21.796;26.818;46.185;35.718;46.553;121.252;1.757;230.974;17.200;16.951;27.705;22.222;30.949;138.134
560;;;2.;Iodine deficiency;;174.148;66.708;107.440;0;1.091;6.001;18.122;21.772;8.858;6.176;4.688;0;1.277;9.363;28.291;34.605;14.348;10.294;9.262
570;;;3.;Vitamin A deficiency;;20.351;9.043;11.308;0;2.033;2.503;1.861;1.636;475;297;237;0;2.349;3.008;2.375;2.145;673;426;333
580;;;4.;Iron-deficiency anaemia;;1.751.741;635.301;1.116.440;1.791;155.953;172.260;92.572;107.285;38.696;23.209;43.535;1.977;152.076;177.399;215.807;310.226;84.970;64.931;109.054
590;;;5.;Other nutritional deficiencies;;78.771;42.221;36.550;0;12.408;1.627;3.790;5.506;4.068;4.766;10.056;0;9.228;1.852;2.945;4.604;3.019;3.739;11.164
600;II.;Noncommunicable diseases;;;;215.494.910;110.493.510;105.001.400;1.265.237;2.505.416;3.232.716;11.293.647;22.547.490;19.540.384;21.966.734;28.141.886;1.077.830;2.246.573;3.096.328;10.792.279;21.889.954;16.721.896;18.215.162;30.961.378
610;;A.;Malignant neoplasms;;;34.542.576;17.809.290;16.733.287;1.040;196.750;271.922;811.687;2.204.078;3.654.438;5.081.221;5.588.153;979;156.727;218.070;552.412;3.136.953;3.712.434;4.209.415;4.746.298
620;;;1.;Mouth and oropharynx cancers;;849.919;641.551;208.368;0;1.581;1.885;12.482;104.351;206.841;193.632;120.779;0;1.679;1.491;6.807;32.581;49.355;52.111;64.346
621;;;;a.;Lip and oral cavity;435.684;309.721;125.962;0;914;507;4.864;52.386;96.271;91.576;63.203;0;676;593;3.729;19.165;27.415;31.071;43.314
622;;;;b.;Nasopharynx;64.542;46.238;18.305;0;0;943;5.124;11.203;12.959;10.259;5.750;0;0;525;1.780;4.969;4.346;3.757;2.929
623;;;;c.;Other pharynx;349.693;285.592;64.101;0;667;434;2.494;40.762;97.611;91.797;51.826;0;1.003;373;1.298;8.447;17.594;17.283;18.103
630;;;2.;Oesophagus cancer;;990.106;790.189;199.917;0;342;83;5.064;94.946;224.773;265.467;199.514;0;0;34;1.552;20.143;47.425;58.196;72.568
640;;;3.;Stomach cancer;;1.910.667;1.162.273;748.394;0;2.371;1.037;26.766;214.227;275.330;322.220;320.322;0;1.613;368;22.716;176.090;157.993;169.141;220.473
650;;;4.;Colon and rectum cancers;;3.197.245;1.713.829;1.483.416;0;1.536;1.574;34.568;274.280;397.322;498.630;505.920;0;1.391;912;26.216;244.412;322.350;376.773;511.361
660;;;5.;Liver cancer;;1.624.716;1.002.282;622.434;0;0;6.300;21.486;108.382;261.182;356.203;248.728;0;0;4.782;13.032;78.686;137.604;183.449;204.881
661;;;;a.;Liver cancer secondary to hepatitis B;433.388;252.677;180.711;0;0;4.309;15.612;51.470;66.714;67.083;47.488;0;0;2.559;7.762;36.081;42.240;44.546;47.521
662;;;;b.;Liver cancer secondary to hepatitis C;468.759;226.466;242.293;0;0;181;1.374;14.867;53.642;86.071;70.330;0;0;404;1.607;21.032;49.609;75.614;94.027
663;;;;c.;Liver cancer secondary to alcohol use;543.464;434.762;108.701;0;0;0;603;31.083;118.932;174.980;109.164;0;0;12;211;8.553;26.149;38.857;34.919
664;;;;d.;Other liver cancer;179.106;88.377;90.729;0;0;1.810;3.897;10.961;21.894;28.069;21.746;0;0;1.806;3.452;13.020;19.606;24.432;28.413
670;;;6.;Pancreas cancer;;1.820.563;961.946;858.617;0;298;511;5.594;102.168;228.165;322.953;302.257;0;0;123;4.010;75.740;176.530;266.272;335.943
680;;;7.;Trachea, bronchus, lung cancers;;5.870.788;3.348.757;2.522.031;0;6.126;2.316;20.945;209.846;733.128;1.173.608;1.202.790;0;5.425;1.904;13.010;186.319;578.241;804.290;932.842
690;;;8.;Melanoma and other skin cancers;;694.387;443.698;250.689;0;636;821;14.842;76.741;91.926;115.851;142.880;0;922;987;11.028;52.634;48.312;53.034;83.774
691;;;;a.;Malignant skin melanoma;447.002;279.671;167.331;0;636;387;11.089;57.939;60.778;72.478;76.364;0;922;629;8.408;41.540;36.052;36.551;43.230
692;;;;b.;Non-melanoma skin cancer;247.384;164.027;83.358;0;0;434;3.753;18.802;31.148;43.374;66.516;0;0;358;2.620;11.093;12.260;16.483;40.543
700;;;9.;Breast cancer;;3.094.845;27.755;3.067.089;0;0;0;264;3.471;7.084;8.599;8.338;0;317;386;37.172;828.986;826.568;721.352;652.308
710;;;10.;Cervix uteri cancer;;1.290.651;0;1.290.651;0;0;0;0;0;0;0;0;0;505;783;44.358;458.113;311.393;267.934;207.565
720;;;11.;Corpus uteri cancer;;511.530;0;511.530;0;0;0;0;0;0;0;0;0;0;28;13.476;131.389;122.415;135.732;108.489
730;;;12.;Ovary cancer;;807.426;0;807.426;0;0;0;0;0;0;0;0;0;4.186;2.250;28.120;162.895;204.250;214.235;191.489
740;;;13.;Prostate cancer;;1.772.583;1.772.583;0;0;548;322;3.425;25.991;169.296;488.654;1.084.348;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;157.270;157.270;0;0;3.472;1.539;77.078;58.284;8.386;4.827;3.684;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;832.680;549.869;282.811;62;9.739;5.164;10.700;70.680;132.968;170.712;149.843;56;8.677;6.366;7.639;32.668;55.637;76.428;95.340
750;;;16.;Bladder cancer;;639.818;457.675;182.143;0;1.171;313;1.709;21.717;65.721;132.586;234.457;0;152;99;843;13.246;27.480;45.545;94.778
751;;;17.;Brain and nervous system cancers;;1.531.606;873.707;657.899;111;34.945;63.557;94.829;206.488;178.787;175.010;119.979;128;26.762;51.379;56.964;147.767;128.293;136.443;110.164
752;;;18.;Gallbladder and biliary tract cancer;;469.375;166.446;302.929;0;420;50;1.749;19.408;36.804;50.899;57.116;0;310;541;1.294;35.871;72.103;91.217;101.592
753;;;19.;Larynx cancer;;418.737;356.373;62.365;0;152;101;1.547;37.691;109.141;121.711;86.031;0;73;226;832;5.875;15.735;21.307;18.315
754;;;20.;Thyroid cancer;;169.076;66.968;102.108;0;0;136;1.878;11.389;15.961;19.227;18.378;0;0;288;1.672;15.016;21.587;28.539;35.007
755;;;21.;Mesothelioma;;96.626;70.523;26.102;0;0;0;788;5.489;9.653;20.407;34.187;0;0;0;564;3.334;5.767;7.696;8.742
760;;;22.;Lymphomas, multiple myeloma;;1.898.119;1.108.429;789.690;110;14.615;21.177;92.276;176.397;204.645;276.189;323.020;80;9.640;10.075;45.720;108.060;133.005;193.758;289.352
761;;;;a.;Hodgkin lymphoma;152.640;93.986;58.654;21;1.176;3.592;26.283;25.967;13.797;11.684;11.466;5;920;1.299;14.861;16.529;7.462;7.682;9.894
762;;;;b.;Non-Hodgkin lymphoma;1.157.547;685.805;471.742;88;13.439;17.551;64.443;120.256;120.317;157.839;191.872;75;8.325;8.340;30.014;71.711;74.549;106.804;171.924
763;;;;c.;Multiple myeloma;587.932;328.638;259.294;0;0;34;1.550;30.174;70.530;106.666;119.683;0;395;435;845;19.820;50.993;79.272;107.534
770;;;23.;Leukaemia;;1.858.572;1.072.380;786.193;141;72.406;116.617;216.849;169.873;111.771;159.885;224.838;131;58.375;90.557;121.373;139.311;92.183;111.688;172.575
780;;;24.;Other malignant neoplasms;;2.035.270;1.064.786;970.484;617;46.390;48.421;166.847;212.259;185.553;203.953;200.747;583;36.700;44.491;94.015;187.817;178.208;194.274;234.396
790;;B.;Other neoplasms;;;1.200.008;632.563;567.445;493;31.343;21.416;54.613;99.311;100.481;130.871;194.036;303;24.483;18.401;35.199;100.232;94.966;115.331;178.530
800;;C.;Diabetes mellitus;;;13.202.561;6.829.442;6.373.119;163;7.713;15.310;208.936;1.303.744;1.645.433;1.857.385;1.790.759;80;6.137;19.144;219.597;1.097.221;1.346.908;1.669.245;2.014.788
810;;D.;Endocrine, blood, immune disorders;;;3.272.501;1.629.445;1.643.057;5.231;119.796;104.174;189.211;355.069;257.566;267.058;331.340;3.616;98.924;94.854;182.619;358.564;234.639;257.439;412.402
811;;;1.;Thalassaemias;;144.429;48.096;96.333;319;14.426;11.794;6.457;7.014;3.560;2.069;2.457;258;11.818;15.372;21.055;31.313;7.287;4.142;5.088
812;;;2.;Sickle cell disorders and trait;;308.552;128.659;179.893;170;15.438;24.950;42.433;30.928;8.062;4.214;2.463;141;11.704;28.289;53.205;58.458;16.091;8.054;3.952
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;302.025;160.032;141.992;120;6.700;14.131;25.811;34.163;19.784;21.037;38.287;96;6.029;7.448;11.947;20.879;14.899;24.101;56.592
814;;;4.;Other endocrine, blood and immune disorders;;2.517.495;1.292.657;1.224.839;4.621;83.232;53.299;114.510;282.964;226.160;239.737;288.133;3.122;69.373;43.745;96.411;247.914;196.362;221.142;346.770
820;;E.;Mental and substance use disorders;;;28.928.952;14.962.052;13.966.900;808;71.091;875.541;4.616.297;5.721.682;2.000.527;1.083.274;592.831;349;27.217;803.242;4.144.040;5.136.441;1.934.257;1.144.584;776.769
830;;;1.;Depressive disorders;;6.425.448;2.302.478;4.122.969;0;90;96.740;652.944;811.412;354.161;231.187;155.945;0;102;192.955;1.139.026;1.412.656;645.416;428.784;304.032
831;;;;a.;Major depressive disorder;5.186.489;1.804.477;3.382.012;0;74;86.278;546.046;625.140;266.166;168.276;112.496;0;85;179.088;990.992;1.145.286;510.538;328.336;227.689
832;;;;b.;Dysthymia;1.238.959;498.001;740.957;0;16;10.462;106.898;186.272;87.995;62.911;43.448;0;17;13.867;148.034;267.371;134.878;100.449;76.342
840;;;2.;Bipolar disorder;;1.763.741;767.407;996.334;0;0;32.259;290.804;265.816;94.277;56.194;28.057;0;0;34.514;348.580;360.164;130.698;77.378;45.000
850;;;3.;Schizophrenia;;1.658.538;875.482;783.056;0;0;1.303;149.700;423.461;168.299;95.010;37.709;0;0;1.122;122.157;369.128;154.533;91.871;44.244
860;;;4.;Alcohol use disorders;;3.780.144;2.835.748;944.396;0;27;8.296;717.342;1.293.024;495.304;233.847;87.908;0;23;4.554;291.032;409.302;138.931;65.404;35.151
870;;;5.;Drug use disorders;;5.759.375;3.630.285;2.129.090;88;0;2.264;1.456.999;1.538.011;385.012;161.171;86.740;132;0;1.376;788.123;898.925;257.949;110.595;71.990
871;;;;a.;Opioid use disorders;3.853.642;2.435.782;1.417.860;88;0;0;957.808;1.061.401;246.157;109.952;60.376;132;0;0;513.630;608.837;168.393;77.783;49.085
872;;;;b.;Cocaine use disorders;676.195;448.504;227.691;0;0;0;162.757;190.990;61.019;23.322;10.416;0;0;0;74.159;99.977;33.316;13.247;6.993
873;;;;c.;Amphetamine use disorders;297.384;182.688;114.696;0;0;532;90.320;67.928;18.014;4.644;1.248;0;0;367;61.577;40.601;8.870;2.095;1.186
874;;;;d.;Cannabis use disorders;126.271;83.901;42.370;0;0;1.385;52.553;22.651;4.343;1.900;1.069;0;0;768;25.933;11.432;2.420;1.085;732
875;;;;e.;Other drug use disorders;805.883;479.411;326.472;0;0;347;193.560;195.040;55.480;21.353;13.631;0;0;240;112.824;138.077;44.951;16.385;13.995
880;;;6.;Anxiety disorders;;4.705.086;1.622.032;3.083.053;0;3.337;165.792;449.009;582.976;221.030;124.595;75.294;0;4.993;265.673;815.995;1.115.944;438.961;257.857;183.630
890;;;7.;Eating disorders;;492.853;109.463;383.390;0;0;8.944;53.736;46.783;0;0;0;0;0;25.242;216.422;141.726;0;0;0
900;;;8.;Autism and Asperger syndrome;;1.287.144;983.214;303.930;716;62.300;179.155;269.390;266.587;98.369;63.724;42.973;215;18.477;52.577;79.284;83.242;31.700;21.320;17.115
910;;;9.;Childhood behavioural disorders;;927.089;600.725;326.364;0;1.113;325.968;254.723;15.138;2.970;735;79;0;458;184.401;131.771;7.622;1.614;441;58
911;;;;a.;Attention deficit/hyperactivity syndrome;109.572;75.402;34.170;0;1.113;27.070;28.297;15.138;2.970;735;79;0;458;11.370;12.608;7.622;1.614;441;58
912;;;;b.;Conduct disorder;817.517;525.324;292.194;0;0;298.898;226.426;0;0;0;0;0;0;173.030;119.163;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;617.515;330.591;286.925;4;4.224;50.091;107.354;102.598;34.880;20.540;10.900;2;3.165;38.008;85.077;92.051;33.621;20.769;14.232
930;;;11.;Other mental and behavioural disorders;;1.512.019;904.626;607.393;0;0;4.729;214.295;375.877;146.224;96.273;67.228;0;0;2.821;126.574;245.682;100.836;70.165;61.317
940;;F.;Neurological conditions;;;16.014.269;6.674.390;9.339.878;108;92.013;390.602;1.063.178;1.297.649;677.947;752.095;2.400.798;121;80.970;415.280;1.318.335;2.026.135;912.414;869.521;3.717.101
950;;;1.;Alzheimer disease and other dementias;;5.580.162;2.129.571;3.450.591;0;0;2.495;4.271;21.460;74.357;270.650;1.756.338;0;0;1.690;2.126;16.465;73.675;279.190;3.077.445
960;;;2.;Parkinson disease;;736.245;443.539;292.706;0;0;26;805;5.967;19.626;73.073;344.042;0;0;0;493;4.572;11.580;42.019;234.042
970;;;3.;Epilepsy;;1.726.400;913.569;812.831;15;55.784;128.801;259.054;250.466;94.519;66.044;58.886;13;48.971;117.927;209.993;213.439;85.860;65.263;71.365
980;;;4.;Multiple sclerosis;;361.814;123.174;238.641;0;0;478;7.184;39.969;32.383;27.186;15.973;0;0;637;14.870;75.502;57.394;52.600;37.638
990;;;5.;Migraine;;4.216.787;1.314.256;2.902.531;0;0;95.267;360.776;530.343;182.792;98.928;46.150;0;0;147.810;764.725;1.237.177;421.198;223.184;108.437
1000;;;6.;Non-migraine headache;;1.103.887;417.826;686.061;0;0;26.591;103.521;167.674;63.237;37.877;18.926;0;0;34.106;165.612;279.065;104.229;64.795;38.254
1010;;;7.;Other neurological conditions;;2.288.974;1.332.456;956.517;93;36.229;136.943;327.568;281.769;211.033;178.338;160.483;109;31.998;113.110;160.517;199.915;158.478;142.471;149.919
1020;;G.;Sense organ diseases;;;12.151.460;5.817.442;6.334.018;327;71.215;267.329;541.855;1.107.690;927.733;1.121.667;1.779.626;326;66.617;241.655;507.923;1.070.112;910.259;1.153.520;2.383.608
1030;;;1.;Glaucoma;;242.024;88.597;153.427;0;0;0;246;4.894;9.112;18.566;55.780;0;0;0;342;6.813;13.093;27.908;105.272
1040;;;2.;Cataracts;;429.458;138.921;290.536;0;0;0;239;8.839;18.209;35.051;76.583;0;0;0;432;16.250;33.453;65.079;175.323
1050;;;3.;Uncorrected refractive errors;;3.492.837;1.620.823;1.872.014;230;46.872;156.907;255.141;428.909;261.646;225.198;245.920;265;46.428;156.860;276.705;491.887;303.808;263.487;332.574
1060;;;4.;Macular degeneration;;200.596;64.610;135.987;0;0;0;0;0;4.262;13.822;46.526;0;0;0;0;0;7.315;24.153;104.518
1070;;;5.;Other vision loss;;902.051;387.432;514.618;4;2.088;7.794;21.474;51.581;57.621;85.564;161.306;4;2.566;9.582;26.418;62.235;68.610;102.554;242.649
1080;;;6.;Other hearing loss;;5.911.148;3.111.438;2.799.710;94;14.516;84.536;221.657;524.262;508.425;658.313;1.099.635;57;9.937;56.714;151.386;374.967;384.668;547.259;1.274.723
1090;;;7.;Other sense organ disorders;;973.346;405.621;567.726;0;7.739;18.092;43.099;89.203;68.457;85.155;93.876;0;7.686;18.498;52.641;117.961;99.312;123.079;148.548
1100;;H.;Cardiovascular diseases;;;42.900.738;24.606.850;18.293.888;7.283;173.500;118.355;903.007;3.813.653;4.834.331;6.043.952;8.712.768;5.111;143.545;95.064;504.601;2.154.790;2.616.603;3.630.735;9.143.438
1110;;;1.;Rheumatic heart disease;;365.463;146.609;218.855;0;3.895;11.367;28.648;36.561;20.993;20.756;24.388;0;3.338;12.265;31.607;58.404;33.078;32.771;47.392
1120;;;2.;Hypertensive heart disease;;2.338.557;1.231.296;1.107.261;0;552;1.240;33.442;207.030;260.881;301.326;426.825;0;463;1.237;15.999;128.097;170.213;220.793;570.459
1130;;;3.;Ischaemic heart disease;;22.097.270;13.682.277;8.414.993;0;3.488;9.953;310.677;1.995.854;2.931.256;3.599.888;4.831.162;0;2.840;6.917;112.225;800.830;1.232.356;1.800.084;4.459.742
1140;;;4.;Stroke;;10.089.430;5.112.407;4.977.023;2.575;59.555;43.875;193.045;722.941;877.536;1.198.847;2.014.033;1.747;43.077;36.391;136.471;622.554;714.125;941.152;2.481.506
1141;;;;a.;Ischaemic stroke;4.981.947;2.456.344;2.525.603;0;2.239;4.544;35.921;148.547;263.891;634.780;1.366.422;0;1.857;4.801;31.858;127.930;199.098;467.476;1.692.582
1142;;;;b.;Haemorrhagic stroke;5.107.483;2.656.063;2.451.420;2.575;57.316;39.331;157.124;574.394;613.645;564.067;647.612;1.747;41.219;31.590;104.613;494.624;515.027;473.676;788.924
