Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;South-East Asia Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2010;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
100;;;3.;HIV/AIDS;;10.838.941;7.262.842;3.576.099;4.198;428.047;181.291;1.396.385;4.746.434;447.862;52.982;5.644;4.198;398.667;170.622;944.324;1.902.319;138.995;15.390;1.584
110;;;4.;Diarrhoeal diseases;;34.212.479;15.271.513;18.940.966;450.090;7.583.601;1.436.337;976.734;1.287.136;942.739;1.096.119;1.498.756;502.958;9.972.371;1.513.000;1.275.024;1.070.793;965.756;1.421.191;2.219.874
120;;;5.;Childhood-cluster diseases;;8.724.477;4.192.248;4.532.229;779.730;2.757.039;312.009;101.254;105.791;72.799;35.953;27.674;692.801;2.924.084;572.680;176.712;69.349;31.753;38.606;26.244
130;;;;a.;Whooping cough;212.460;88.669;123.791;0;14.497;64.869;5.657;1.452;2.196;0;0;0;16.804;93.984;10.608;1.928;466;0;0
140;;;;b.;Diphtheria;19.347;9.431;9.916;0;5.195;2.077;682;555;922;0;0;0;6.481;1.978;860;422;175;0;0
150;;;;c.;Measles;6.475.731;3.013.521;3.462.210;0;2.725.378;198.383;45.107;13.281;13.985;7.448;9.939;0;2.891.734;416.316;111.915;27.024;8.693;5.807;721
160;;;;d.;Tetanus;2.016.939;1.080.627;936.312;779.730;11.970;46.680;49.808;90.503;55.697;28.505;17.735;692.801;9.064;60.402;53.329;39.974;22.419;32.799;25.523
170;;;6.;Meningitis;;5.268.971;2.419.364;2.849.607;39;1.206.158;427.985;336.237;261.108;94.675;58.031;35.132;95;1.541.683;473.282;388.020;227.320;95.407;70.967;52.833
180;;;7.;Encephalitis;;3.561.213;1.537.363;2.023.850;16;636.873;298.314;218.447;190.312;77.734;65.379;50.288;21;789.281;420.227;296.051;212.711;99.717;104.408;101.434
185;;;8.;Hepatitis;;4.903.183;2.410.790;2.492.393;4;432.143;316.589;541.346;604.976;254.875;154.773;106.084;3;537.738;523.722;590.824;410.159;151.290;148.490;130.166
186;;;;a.;Acute hepatitis A;402.746;185.495;217.250;0;142.114;8.274;15.127;10.232;4.465;2.938;2.345;0;167.867;11.331;21.289;7.797;3.002;3.009;2.956
190;;;;b.;Acute hepatitis B;2.451.440;1.330.828;1.120.612;4;107.815;28.688;233.501;516.975;226.129;134.328;83.387;3;118.039;37.215;266.842;346.700;130.364;124.689;96.760
200;;;;c.;Acute hepatitis C;44.943;21.591;23.352;0;181;2.515;3.419;4.545;4.367;3.908;2.657;0;154;3.539;4.661;3.461;3.210;4.533;3.794
205;;;;d.;Acute hepatitis E;2.004.054;872.877;1.131.178;0;182.033;277.112;289.300;73.224;19.913;13.599;17.696;0;251.677;471.638;298.032;52.202;14.714;16.259;26.656
210;;;9.;Parasitic and vector diseases;;7.856.382;4.217.687;3.638.694;15;788.814;984.795;845.686;925.914;343.485;201.627;127.351;18;1.055.771;896.294;638.786;513.269;208.107;180.721;145.728
220;;;;a.;Malaria;2.959.029;1.304.445;1.654.584;15;385.961;445.771;188.890;163.331;60.745;39.208;20.523;18;677.759;509.518;204.841;135.927;49.950;45.028;31.544
230;;;;b.;African Trypanosomiasis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;;;;c.;Chagas disease;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250;;;;d.;Schistosomiasis;1.733;740;993;0;0;17;116;243;159;127;77;0;0;14;174;464;137;109;95
260;;;;e.;Leishmaniasis;960.951;479.235;481.716;0;154.887;97.861;87.356;75.896;27.894;20.191;15.151;0;153.901;98.449;97.576;69.692;25.744;21.431;14.922
270;;;;f.;lymphatic filariasis;901.724;780.784;120.940;0;0;64.998;172.459;355.726;117.893;48.204;21.504;0;0;8.115;24.088;53.088;20.947;9.875;4.827
280;;;;g.;Onchocerciasis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;;;;h.;Cysticercosis;412.523;192.952;219.571;0;758;7.170;48.209;85.070;28.311;15.857;7.577;0;1.550;10.377;67.737;79.325;28.602;20.608;11.372
295;;;;i.;Echinococcosis;39.298;17.537;21.760;0;374;2.495;4.014;5.516;2.439;1.717;982;0;631;3.453;6.151;5.417;2.435;2.171;1.503
300;;;;j.;Dengue;1.882.127;995.355;886.773;0;228.827;206.501;239.193;174.333;69.486;45.385;31.631;0;208.336;190.679;202.411;135.579;60.884;47.313;41.571
310;;;;k.;Trachoma;108.150;43.665;64.485;0;0;0;15;2.211;5.182;13.433;22.823;0;0;0;32;2.728;6.490;20.135;35.101
315;;;;l.;Yellow fever;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320;;;;m.;Rabies;590.847;402.975;187.872;0;18.008;159.983;105.434;63.586;31.375;17.505;7.083;0;13.594;75.689;35.777;31.048;12.918;14.053;4.794
330;;;10.;Intestinal nematode infections;;1.384.290;644.995;739.295;0;65.880;137.547;164.355;159.740;54.894;35.135;27.445;0;85.306;135.006;196.409;195.383;57.125;37.099;32.966
340;;;;a.;Ascariasis;528.098;255.393;272.705;0;41.079;58.936;60.924;57.174;18.098;10.984;8.198;0;62.699;57.634;59.066;55.720;17.250;11.340;8.996
350;;;;b.;Trichuriasis;118.549;59.504;59.045;0;3.910;10.415;18.385;17.384;5.005;2.707;1.698;0;3.750;9.673;18.146;17.506;5.101;2.875;1.995
360;;;;c.;Hookworm disease;636.392;288.440;347.952;0;20.529;66.026;81.285;75.044;22.703;13.643;9.210;0;18.126;64.352;111.321;105.860;24.109;14.201;9.983
362;;;;d.;Food-bourne trematodes;101.250;41.657;59.592;0;362;2.169;3.761;10.137;9.089;7.800;8.339;0;732;3.347;7.876;16.298;10.665;8.683;11.993
365;;;11.;Leprosy;;315.950;185.077;130.874;0;5;69;6.014;42.257;51.467;42.913;42.351;0;2;24;6.677;31.566;24.460;38.141;30.003
370;;;12.;Other infectious diseases;;7.025.339;3.688.857;3.336.482;58.508;1.310.971;1.192.825;453.478;238.588;141.065;127.219;166.203;18.588;1.194.762;1.085.444;472.085;217.901;86.192;106.371;155.139
380;;B.;Respiratory Infectious ;;;46.008.990;21.307.961;24.701.029;2.982.088;11.528.324;1.344.185;737.322;810.917;721.380;1.023.644;2.160.100;2.809.914;14.472.075;1.492.832;757.491;723.385;573.336;1.149.837;2.722.160
390;;;1.;Lower respiratory infections;;43.432.507;19.973.048;23.459.459;2.979.559;11.305.977;951.818;390.455;570.714;644.826;988.292;2.141.406;2.807.589;14.265.969;1.138.963;434.790;496.770;502.503;1.113.117;2.699.758
400;;;2.;Upper respiratory infections;;1.324.724;676.148;648.576;2.225;96.501;151.078;189.549;161.816;41.887;21.321;11.771;1.983;93.218;141.664;180.454;155.457;39.788;22.113;13.899
410;;;3.;Otitis media;;1.251.759;658.766;592.993;304;125.846;241.289;157.319;78.386;34.667;14.031;6.923;341;112.888;212.205;142.246;71.158;31.045;14.608;8.503
420;;C.;Maternal conditions;;;5.160.707;0;5.160.707;0;0;0;0;0;0;0;0;0;0;334;2.964.443;2.190.995;4.935;0;0
490;;D.;Neonatal conditions;;;89.542.366;46.651.970;42.890.396;41.907.408;2.700.888;675.721;738.857;508.065;90.371;24.730;5.930;38.339.650;2.868.499;495.996;578.510;457.022;103.750;37.292;9.677
500;;;1.;Preterm birth complications;;44.033.778;23.134.941;20.898.836;19.753.950;1.789.063;534.370;581.339;389.377;65.231;16.915;4.697;17.750.874;1.875.861;378.998;441.389;342.674;75.578;26.196;7.267
510;;;2.;Birth asphyxia and birth trauma;;23.475.034;12.773.813;10.701.221;12.131.889;518.131;37.167;43.212;32.965;7.452;2.549;446;10.009.632;603.087;25.622;29.278;24.370;6.220;2.533;479
520;;;3.;Neonatal sepsis and infections;;15.752.991;7.510.185;8.242.807;7.207.861;64.230;75.501;84.498;61.883;12.263;3.456;493;7.938.100;59.574;70.467;82.095;68.449;16.472;6.254;1.396
530;;;4.;Other neonatal conditions;;6.280.564;3.233.030;3.047.533;2.813.707;329.464;28.682;29.808;23.839;5.426;1.810;294;2.641.045;329.977;20.910;25.748;21.530;5.480;2.309;535
540;;E.;Nutritional deficiencies;;;26.829.418;9.993.885;16.835.533;34.877;3.690.328;3.089.049;939.588;959.956;483.079;397.088;399.920;30.391;3.842.857;3.195.738;3.590.146;3.396.016;1.082.214;830.365;867.806
550;;;1.;Protein-energy malnutrition;;5.429.912;2.377.300;3.052.612;24.432;1.993.532;82.590;28.310;33.655;29.885;56.594;128.302;22.637;2.357.465;142.920;67.046;79.506;72.161;124.809;186.067
560;;;2.;Iodine deficiency;;1.274.387;539.866;734.521;0;7.249;73.721;183.478;170.855;55.365;30.654;18.544;0;11.505;100.359;245.294;228.582;73.765;44.504;30.511
570;;;3.;Vitamin A deficiency;;95.361;45.167;50.194;0;11.954;12.740;7.825;7.653;2.691;1.485;819;0;12.090;13.340;9.300;9.109;3.272;1.922;1.160
580;;;4.;Iron-deficiency anaemia;;18.348.178;6.419.207;11.928.971;10.445;1.535.761;2.875.626;675.479;669.730;299.202;202.470;150.494;7.754;1.283.773;2.856.730;3.119.034;2.876.957;798.346;516.448;469.929
590;;;5.;Other nutritional deficiencies;;1.681.580;612.344;1.069.235;0;141.833;44.371;44.496;78.063;95.936;105.884;101.761;0;178.024;82.389;149.472;201.861;134.669;142.682;180.139
600;II.;Noncommunicable diseases;;;;371.742.635;195.373.827;176.368.808;4.765.671;6.471.686;8.576.676;22.178.816;48.519.023;36.451.289;35.024.082;33.386.584;4.737.470;7.081.995;7.888.205;22.172.759;41.554.481;27.935.893;29.975.725;35.022.279
610;;A.;Malignant neoplasms;;;39.565.853;19.852.474;19.713.378;800;468.753;582.460;1.328.620;5.140.821;4.903.249;4.412.986;3.014.785;797;396.116;387.804;1.242.296;6.876.029;4.943.855;3.573.138;2.293.343
620;;;1.;Mouth and oropharynx cancers;;4.147.016;3.063.550;1.083.466;0;6.857;12.727;163.273;1.049.677;873.169;629.383;328.466;0;2.025;12.828;64.612;355.436;290.760;231.038;126.766
621;;;;a.;Lip and oral cavity;2.220.049;1.575.645;644.404;0;6.182;4.818;113.956;594.535;426.691;295.649;133.815;0;1.625;1.306;26.876;196.456;185.597;153.732;78.811
622;;;;b.;Nasopharynx;464.230;315.736;148.494;0;0;7.497;22.843;107.947;86.230;60.668;30.551;0;0;11.194;21.513;51.119;34.112;19.051;11.505
623;;;;c.;Other pharynx;1.462.737;1.172.169;290.568;0;675;413;26.474;347.194;360.247;273.066;164.100;0;400;328;16.223;107.861;71.051;58.255;36.450
630;;;2.;Oesophagus cancer;;1.906.422;1.224.405;682.017;0;660;330;27.874;301.508;409.854;309.626;174.551;0;132;81;25.892;216.250;170.793;159.913;108.957
640;;;3.;Stomach cancer;;2.655.835;1.745.806;910.029;0;1.708;824;61.104;518.821;484.762;436.095;242.492;0;5.077;4.240;52.432;307.886;231.794;182.625;125.975
650;;;4.;Colon and rectum cancers;;2.546.551;1.442.801;1.103.749;0;6.845;4.913;89.054;430.292;360.748;308.335;242.615;0;2.542;1.490;80.688;359.533;218.462;229.196;211.838
660;;;5.;Liver cancer;;2.281.937;1.544.582;737.355;0;0;24.566;55.410;442.958;417.283;354.035;250.330;0;0;14.847;43.596;213.865;179.356;159.412;126.280
661;;;;a.;Liver cancer secondary to hepatitis B;1.224.635;820.806;403.829;0;0;17.385;46.059;294.926;214.929;150.663;96.843;0;0;9.525;33.491;143.309;96.228;70.707;50.568
662;;;;b.;Liver cancer secondary to hepatitis C;312.557;178.041;134.516;0;0;362;1.361;29.808;45.125;52.449;48.935;0;0;297;1.730;23.894;32.459;38.783;37.353
663;;;;c.;Liver cancer secondary to alcohol use;458.212;375.806;82.406;0;0;0;503;72.546;115.677;113.171;73.909;0;0;0;169;15.433;25.249;25.359;16.196
664;;;;d.;Other liver cancer;286.534;169.930;116.604;0;0;6.818;7.487;45.679;41.553;37.752;30.642;0;0;5.024;8.205;31.228;25.420;24.563;22.163
670;;;6.;Pancreas cancer;;680.222;351.459;328.763;0;139;81;8.147;77.485;108.396;91.532;65.679;0;5.702;4.896;7.190;80.649;82.671;70.624;77.031
680;;;7.;Trachea, bronchus, lung cancers;;4.388.757;3.072.515;1.316.242;0;6.509;3.224;42.493;611.353;886.225;942.194;580.518;0;3.779;1.979;45.113;323.499;350.068;343.202;248.603
690;;;8.;Melanoma and other skin cancers;;233.774;152.534;81.241;0;330;165;6.818;30.093;28.474;46.917;39.736;0;1.293;660;8.840;29.486;15.699;12.136;13.127
691;;;;a.;Malignant skin melanoma;75.701;33.587;42.114;0;330;165;1.461;7.184;3.837;14.552;6.058;0;1.293;660;5.955;20.121;7.297;4.249;2.538
692;;;;b.;Non-melanoma skin cancer;158.073;118.947;39.126;0;0;0;5.358;22.909;24.637;32.365;33.678;0;0;0;2.884;9.365;8.401;7.887;10.589
700;;;9.;Breast cancer;;3.939.537;5.544;3.933.992;0;0;0;389;1.679;1.316;1.116;1.046;0;7.160;5.559;161.129;1.875.417;1.029.593;561.523;293.613
710;;;10.;Cervix uteri cancer;;3.422.325;0;3.422.325;0;0;0;0;0;0;0;0;0;0;0;103.461;1.450.731;1.027.329;574.251;266.552
720;;;11.;Corpus uteri cancer;;251.481;0;251.481;0;0;0;0;0;0;0;0;0;0;0;2.576;54.246;93.180;63.924;37.554
730;;;12.;Ovary cancer;;1.124.114;0;1.124.114;0;0;0;0;0;0;0;0;0;14.884;11.544;75.590;401.275;313.882;208.739;98.200
740;;;13.;Prostate cancer;;450.311;450.311;0;0;185;84;1.144;11.250;43.910;127.837;265.901;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;155.839;155.839;0;0;29.564;23.307;30.611;42.800;10.226;10.850;8.481;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;405.019;246.112;158.907;25;32.323;12.490;11.231;43.180;58.096;53.002;35.765;17;35.222;13.287;14.814;23.733;33.964;21.610;16.260
750;;;16.;Bladder cancer;;426.144;330.553;95.590;0;550;333;9.320;57.498;71.051;89.025;102.776;0;1.604;1.389;1.562;17.144;21.933;26.305;25.653
751;;;17.;Brain and nervous system cancers;;968.518;555.565;412.954;36;32.454;57.831;75.222;173.840;105.567;73.636;36.980;31;42.848;58.365;77.125;106.975;65.832;38.627;23.151
752;;;18.;Gallbladder and biliary tract cancer;;1.354.786;385.288;969.498;0;185;84;6.804;114.470;108.902;89.558;65.286;0;0;0;19.950;329.861;247.516;232.121;140.050
753;;;19.;Larynx cancer;;670.199;586.975;83.224;0;3.714;3.178;8.753;133.243;176.059;154.184;107.845;0;2.186;1.877;5.628;18.224;21.618;19.714;13.977
754;;;20.;Thyroid cancer;;237.488;68.908;168.580;0;0;194;1.753;13.615;16.978;22.152;14.217;0;0;220;11.820;34.449;35.661;46.415;40.014
755;;;21.;Mesothelioma;;26.674;16.393;10.281;0;0;0;690;4.822;3.983;5.235;1.663;0;0;0;771;3.838;2.272;2.162;1.237
760;;;22.;Lymphomas, multiple myeloma;;1.717.277;1.101.002;616.275;48;53.132;79.633;168.620;299.839;203.495;180.467;115.768;43;26.800;21.131;81.308;144.976;143.053;117.464;81.501
761;;;;a.;Hodgkin lymphoma;295.496;209.580;85.916;13;15.687;36.383;53.423;57.372;25.730;11.261;9.713;3;3.744;4.458;20.782;21.676;17.252;12.030;5.969
762;;;;b.;Non-Hodgkin lymphoma;1.150.285;739.794;410.492;35;36.945;43.001;111.847;208.193;138.862;122.694;78.217;39;22.685;16.503;56.385;98.615;85.273;75.774;55.216
763;;;;c.;Multiple myeloma;271.496;151.627;119.868;0;500;250;3.350;34.275;38.904;46.512;27.838;0;371;169;4.140;24.685;40.527;29.660;20.316
770;;;23.;Leukaemia;;2.269.581;1.322.429;947.152;77;203.684;261.314;321.388;262.558;115.929;92.769;64.710;63;160.222;151.983;208.750;216.802;91.802;68.375;49.155
780;;;24.;Other malignant neoplasms;;3.306.046;2.029.903;1.276.143;615;89.915;97.182;238.522;519.840;418.826;395.040;269.963;643;84.642;81.429;149.448;311.752;276.619;203.762;167.847
790;;B.;Other neoplasms;;;731.290;378.510;352.781;0;14.420;39.265;90.372;78.260;62.412;46.067;47.713;0;18.054;24.939;48.250;114.495;53.381;43.504;50.158
800;;C.;Diabetes mellitus;;;15.209.895;7.641.454;7.568.441;444;19.683;46.079;430.886;1.936.348;1.793.795;1.734.477;1.679.742;181;18.263;68.101;369.777;1.611.716;1.619.063;1.905.310;1.976.029
810;;D.;Endocrine, blood, immune disorders;;;5.191.682;2.304.601;2.887.081;12.023;472.431;626.785;289.301;306.056;198.173;201.595;198.236;15.854;522.467;506.368;552.943;580.113;222.742;237.998;248.596
811;;;1.;Thalassaemias;;809.878;288.501;521.377;2.238;86.650;87.019;29.443;34.793;18.800;15.759;13.799;2.359;104.305;112.620;116.754;122.093;29.482;17.263;16.500
812;;;2.;Sickle cell disorders and trait;;1.474.803;572.890;901.913;5.605;167.209;189.239;97.651;67.610;26.051;11.642;7.882;6.140;200.464;177.892;234.493;199.987;57.369;15.476;10.093
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;1.230.722;636.142;594.580;605;59.857;168.873;87.876;83.714;59.354;74.932;100.930;410;48.886;74.171;78.077;100.139;50.103;105.960;136.834
814;;;4.;Other endocrine, blood and immune disorders;;1.676.278;807.067;869.211;3.574;158.714;181.654;74.330;119.940;93.968;99.262;75.625;6.944;168.811;141.685;123.620;157.894;85.788;99.299;85.169
820;;E.;Mental and substance use disorders;;;36.474.275;19.678.486;16.795.789;2.250;231.046;2.145.769;6.211.755;7.211.982;2.144.087;1.121.558;610.039;1.017;114.299;1.538.845;5.183.424;6.066.021;1.976.097;1.167.870;748.216
830;;;1.;Depressive disorders;;9.571.384;4.033.597;5.537.786;0;181;149.011;1.087.134;1.516.446;628.287;392.758;259.779;0;180;184.755;1.434.705;2.067.770;850.107;580.800;419.470
831;;;;a.;Major depressive disorder;7.340.810;3.101.450;4.239.359;0;143;122.678;851.315;1.161.613;472.123;290.318;203.260;0;141;152.002;1.119.496;1.582.292;633.263;426.521;325.645
832;;;;b.;Dysthymia;2.230.574;932.147;1.298.427;0;38;26.333;235.819;354.833;156.164;102.440;56.519;0;39;32.753;315.209;485.478;216.844;154.279;93.825
840;;;2.;Bipolar disorder;;1.836.532;885.373;951.159;0;0;34.585;335.302;340.897;104.312;48.753;21.524;0;0;37.398;358.511;358.806;111.135;56.950;28.358
850;;;3.;Schizophrenia;;2.764.044;1.464.712;1.299.333;0;0;3.276;318.641;774.089;234.194;102.312;32.199;0;0;2.628;280.873;678.126;205.338;97.691;34.677
860;;;4.;Alcohol use disorders;;3.313.002;2.647.302;665.700;2;153;8.552;754.023;1.303.574;350.888;159.525;70.587;1;71;4.443;225.376;290.103;84.313;40.296;21.096
870;;;5.;Drug use disorders;;3.122.885;1.935.438;1.187.447;30;0;2.247;845.079;839.354;133.434;74.894;40.401;57;0;671;574.338;454.320;77.235;52.439;28.389
871;;;;a.;Opioid use disorders;2.553.185;1.562.520;990.665;30;0;0;641.325;720.267;106.725;61.769;32.404;57;0;0;466.251;394.711;64.866;43.642;21.138
872;;;;b.;Cocaine use disorders;78.559;58.130;20.429;0;0;0;21.438;22.988;7.794;4.092;1.817;0;0;0;9.599;7.283;1.769;1.242;536
873;;;;c.;Amphetamine use disorders;100.539;73.559;26.979;0;0;360;50.025;18.187;3.038;1.471;478;0;0;162;21.935;3.998;462;308;115
874;;;;d.;Cannabis use disorders;132.849;98.744;34.105;0;0;1.649;65.778;26.959;3.145;852;360;0;0;399;21.827;9.932;1.227;466;253
875;;;;e.;Other drug use disorders;257.754;142.486;115.268;0;0;238;66.512;50.952;12.731;6.710;5.342;0;0;109;54.726;38.396;8.910;6.780;6.347
880;;;6.;Anxiety disorders;;5.678.350;2.339.244;3.339.106;0;6.842;334.850;724.160;817.476;259.822;127.970;68.125;0;8.869;445.296;993.556;1.179.563;385.382;198.868;127.571
890;;;7.;Eating disorders;;370.401;98.792;271.609;0;0;9.057;52.642;37.094;0;0;0;0;0;23.279;157.648;90.682;0;0;0
900;;;8.;Autism and Asperger syndrome;;2.227.216;1.721.399;505.817;1.600;138.216;403.799;527.703;438.566;119.342;59.257;32.917;472;41.634;122.649;155.905;124.360;32.875;17.286;10.637
910;;;9.;Childhood behavioural disorders;;1.755.512;1.185.107;570.405;0;1.054;701.497;468.907;11.536;1.722;353;39;0;417;348.916;214.835;5.178;828;203;28
911;;;;a.;Attention deficit/hyperactivity syndrome;94.185;66.427;27.758;0;1.054;26.323;25.400;11.536;1.722;353;39;0;417;10.496;10.607;5.178;828;203;28
912;;;;b.;Conduct disorder;1.661.327;1.118.680;542.647;0;0;675.173;443.507;0;0;0;0;0;0;338.420;204.227;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;3.579.623;2.035.752;1.543.871;618;84.601;489.322;714.027;523.924;131.618;62.358;29.285;488;63.127;362.640;538.277;399.980;101.013;50.377;27.969
930;;;11.;Other mental and behavioural disorders;;2.255.325;1.331.768;923.556;0;0;9.573;384.137;609.028;180.469;93.378;55.184;0;0;6.171;249.400;417.133;127.871;72.959;50.022
940;;F.;Neurological conditions;;;21.077.368;9.305.436;11.771.932;71;395.936;1.054.690;2.388.581;2.492.354;870.545;674.247;1.429.011;75;434.864;1.139.069;2.890.854;3.201.459;1.166.824;869.656;2.069.131
950;;;1.;Alzheimer disease and other dementias;;3.945.059;1.631.128;2.313.931;0;0;0;0;19.250;154.394;303.839;1.153.645;0;0;0;0;30.001;185.626;365.201;1.733.103
960;;;2.;Parkinson disease;;405.395;219.451;185.943;0;0;0;1.507;31.676;30.945;49.909;105.413;0;0;0;1.491;26.219;26.585;42.243;89.406
970;;;3.;Epilepsy;;4.699.425;2.534.180;2.165.244;53;314.588;524.038;770.544;556.879;166.753;108.754;92.571;49;339.166;458.920;635.720;379.904;143.807;106.217;101.462
980;;;4.;Multiple sclerosis;;356.540;134.859;221.681;0;0;268;16.981;86.157;22.248;7.142;2.063;0;0;481;50.692;124.665;32.324;9.949;3.569
990;;;5.;Migraine;;7.890.865;2.957.986;4.932.879;0;0;244.461;992.261;1.225.393;320.494;128.537;46.838;0;0;419.469;1.558.820;2.030.200;575.334;249.841;99.216
1000;;;6.;Non-migraine headache;;1.775.576;767.551;1.008.024;0;0;49.059;251.639;316.615;90.464;42.629;17.145;0;0;71.884;321.880;397.949;123.322;62.809;30.180
1010;;;7.;Other neurological conditions;;2.004.509;1.060.281;944.229;19;81.348;236.862;355.649;256.385;85.246;33.437;11.335;26;95.698;188.314;322.251;212.522;79.827;33.397;12.194
1020;;G.;Sense organ diseases;;;27.352.228;13.118.929;14.233.298;1.409;237.208;862.817;1.545.800;3.129.665;2.346.974;2.312.514;2.682.540;1.372;224.153;789.567;1.463.001;3.227.055;2.437.723;2.591.716;3.498.712
1030;;;1.;Glaucoma;;336.375;155.395;180.980;0;0;0;1.314;14.138;21.698;36.574;81.671;0;0;0;1.797;16.476;22.620;38.102;101.985
1040;;;2.;Cataracts;;3.460.718;1.345.326;2.115.392;0;0;0;9.721;160.785;240.355;355.526;578.938;0;0;0;16.990;238.964;344.219;545.821;969.396
1050;;;3.;Uncorrected refractive errors;;9.164.102;4.237.427;4.926.676;881;133.515;378.175;522.413;1.156.750;825.791;662.305;557.599;987;133.596;382.644;563.991;1.415.051;948.634;779.900;701.873
1060;;;4.;Macular degeneration;;230.103;91.583;138.520;0;0;0;0;0;8.850;23.846;58.888;0;0;0;0;0;14.048;35.876;88.596
1070;;;5.;Other vision loss;;1.496.465;741.592;754.873;22;12.773;46.359;105.465;140.529;115.069;132.610;188.765;26;15.224;55.404;123.633;135.342;101.678;119.882;203.685
1080;;;6.;Other hearing loss;;11.378.560;5.946.017;5.432.543;506;73.684;396.541;813.927;1.489.797;1.034.433;1.004.015;1.133.113;359;56.789;307.807;656.125;1.238.495;896.722;955.985;1.320.261
1090;;;7.;Other sense organ disorders;;1.285.905;601.589;684.315;0;17.236;41.743;92.959;167.666;100.778;97.639;83.568;0;18.543;43.713;100.465;182.726;109.802;116.151;112.916
1100;;H.;Cardiovascular diseases;;;94.587.862;54.471.886;40.115.976;8.178;388.527;258.194;2.604.713;12.248.285;13.063.179;13.437.993;12.462.818;5.520;372.934;267.698;2.089.260;6.531.240;7.126.191;10.363.002;13.360.131
1110;;;1.;Rheumatic heart disease;;5.205.542;2.249.708;2.955.833;0;73.865;122.904;503.868;689.507;357.561;288.058;213.945;0;94.702;137.590;560.481;858.933;458.247;450.383;395.497
