Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Eastern Mediterranean Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2010;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
540;;E.;Nutritional deficiencies;;;5.976.910;2.523.620;3.453.290;10.035;1.115.521;705.614;313.927;229.376;61.004;40.353;47.790;9.478;1.090.959;749.621;745.225;567.173;117.701;77.989;95.145
550;;;1.;Protein-energy malnutrition;;1.755.143;888.403;866.741;6.423;658.729;110.587;34.411;30.970;13.571;13.492;20.219;5.644;674.122;100.533;28.370;22.247;7.780;10.830;17.215
560;;;2.;Iodine deficiency;;346.493;133.676;212.817;0;4.132;17.166;48.745;43.425;10.781;5.652;3.775;0;5.734;28.705;79.377;63.925;17.634;10.231;7.212
570;;;3.;Vitamin A deficiency;;43.502;22.033;21.469;0;6.714;6.991;4.296;2.649;721;423;239;0;6.535;6.711;4.201;2.609;726;430;258
580;;;4.;Iron-deficiency anaemia;;3.633.323;1.405.282;2.228.041;3.612;419.050;555.790;215.959;144.592;32.267;16.712;17.298;3.834;371.092;595.848;611.175;455.747;85.020;47.157;58.169
590;;;5.;Other nutritional deficiencies;;198.449;74.226;124.223;0;26.896;15.080;10.515;7.739;3.663;4.073;6.259;0;33.476;17.824;22.102;22.646;6.542;9.342;12.291
600;II.;Noncommunicable diseases;;;;114.546.751;59.874.371;54.672.380;2.321.691;4.513.632;3.589.741;8.475.812;13.339.300;8.733.003;8.472.389;10.428.803;1.838.020;3.761.760;3.198.134;8.614.526;12.264.062;7.265.219;7.390.351;10.340.309
610;;A.;Malignant neoplasms;;;12.498.291;6.313.072;6.185.219;2.353;576.303;408.382;580.252;1.244.014;1.248.698;1.218.261;1.034.809;1.801;399.178;301.068;560.093;1.822.469;1.347.112;1.047.948;705.551
620;;;1.;Mouth and oropharynx cancers;;583.456;340.234;243.222;0;5.048;3.356;23.470;111.960;86.153;68.983;41.264;0;3.693;2.913;17.544;76.840;65.409;51.956;24.866
621;;;;a.;Lip and oral cavity;369.802;209.978;159.824;0;3.097;1.103;12.822;77.819;52.903;40.862;21.373;0;3.385;1.432;8.503;48.849;45.413;35.795;16.447
622;;;;b.;Nasopharynx;92.076;60.460;31.616;0;0;1.479;7.742;19.423;16.616;9.323;5.876;0;0;1.251;4.537;12.152;6.080;4.917;2.679
623;;;;c.;Other pharynx;121.577;69.796;51.781;0;1.951;774;2.906;14.718;16.634;18.798;14.015;0;307;231;4.504;15.839;13.916;11.245;5.740
630;;;2.;Oesophagus cancer;;452.120;227.563;224.557;0;101;73;7.913;54.897;58.961;56.201;49.417;0;117;79;13.082;62.481;59.790;54.833;34.176
640;;;3.;Stomach cancer;;598.616;367.355;231.261;0;9.592;3.981;12.610;82.476;83.797;83.852;91.048;0;3.412;1.497;13.941;70.170;53.261;48.023;40.957
650;;;4.;Colon and rectum cancers;;668.562;350.955;317.607;0;6.470;4.156;26.958;101.073;81.709;71.814;58.774;0;16.147;6.583;25.749;98.426;72.903;56.596;41.203
660;;;5.;Liver cancer;;802.405;546.880;255.525;0;0;11.501;10.995;101.557;179.791;155.239;87.797;0;0;7.252;8.305;48.651;72.691;68.765;49.860
661;;;;a.;Liver cancer secondary to hepatitis B;190.145;126.465;63.681;0;0;6.487;6.918;33.523;37.679;26.711;15.147;0;0;3.254;4.401;17.984;17.392;12.805;7.843
662;;;;b.;Liver cancer secondary to hepatitis C;448.584;302.719;145.865;0;0;2.508;2.424;49.978;102.677;91.607;53.525;0;0;1.655;2.109;22.695;42.640;43.341;33.426
663;;;;c.;Liver cancer secondary to alcohol use;88.482;75.125;13.357;0;0;0;63;9.185;26.618;26.542;12.717;0;0;0;23;1.432;4.094;4.898;2.909
664;;;;d.;Other liver cancer;75.193;42.570;32.622;0;0;2.506;1.590;8.871;12.817;10.379;6.408;0;0;2.343;1.772;6.540;8.565;7.721;5.682
670;;;6.;Pancreas cancer;;204.394;123.846;80.548;0;52;82;2.281;28.109;39.628;33.887;19.807;0;0;0;1.754;13.526;25.168;23.365;16.734
680;;;7.;Trachea, bronchus, lung cancers;;833.176;643.329;189.847;0;10.468;4.140;9.179;114.630;191.523;187.942;125.448;0;9.287;4.737;7.193;44.487;50.267;41.940;31.936
690;;;8.;Melanoma and other skin cancers;;59.261;39.256;20.005;0;1.141;403;3.636;9.932;7.745;8.035;8.364;0;0;0;1.857;4.650;4.779;4.439;4.280
691;;;;a.;Malignant skin melanoma;27.900;15.471;12.429;0;1.141;403;1.669;4.238;3.092;2.481;2.447;0;0;0;956;2.633;3.278;3.029;2.533
692;;;;b.;Non-melanoma skin cancer;31.362;23.785;7.576;0;0;0;1.968;5.694;4.652;5.554;5.917;0;0;0;901;2.017;1.501;1.410;1.747
700;;;9.;Breast cancer;;1.485.308;2.690;1.482.618;0;0;0;422;820;597;499;352;0;383;231;86.592;685.851;370.321;220.083;119.158
710;;;10.;Cervix uteri cancer;;251.901;0;251.901;0;0;0;0;0;0;0;0;0;0;0;7.358;94.792;80.849;47.102;21.799
720;;;11.;Corpus uteri cancer;;67.982;0;67.982;0;0;0;0;0;0;0;0;0;0;0;1.901;12.710;17.605;20.957;14.809
730;;;12.;Ovary cancer;;292.287;0;292.287;0;0;0;0;0;0;0;0;0;10.422;4.722;17.903;88.833;81.958;58.463;29.984
740;;;13.;Prostate cancer;;196.808;196.808;0;0;0;0;2.322;3.519;4.978;44.638;141.350;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;95.485;95.485;0;0;31.359;11.118;19.678;21.208;4.139;3.817;4.166;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;288.003;160.507;127.495;36;45.548;20.088;5.827;20.568;24.749;24.726;18.964;42;42.903;23.326;6.052;15.666;16.961;13.631;8.915
750;;;16.;Bladder cancer;;325.742;255.410;70.332;0;2.144;1.343;1.765;24.837;56.070;79.732;89.520;0;2.281;1.102;849;7.242;14.026;20.499;24.333
751;;;17.;Brain and nervous system cancers;;620.796;353.886;266.910;62;56.793;45.426;49.981;91.673;52.537;36.476;20.939;62;46.359;37.840;33.184;62.384;40.362;28.533;18.186
752;;;18.;Gallbladder and biliary tract cancer;;145.623;49.946;95.677;0;0;0;1.400;9.930;11.985;15.480;11.151;0;0;0;1.443;22.003;31.079;25.571;15.581
753;;;19.;Larynx cancer;;160.648;137.962;22.686;0;1.683;548;1.448;26.207;42.347;40.877;24.853;0;127;72;876;6.037;6.144;4.950;4.481
754;;;20.;Thyroid cancer;;103.928;27.115;76.813;0;0;275;738;2.273;3.870;9.049;10.909;0;0;288;2.275;10.950;12.220;23.851;27.229
755;;;21.;Mesothelioma;;17.798;10.568;7.230;0;0;0;749;3.582;2.973;1.840;1.423;0;0;0;815;1.593;2.068;1.779;974
760;;;22.;Lymphomas, multiple myeloma;;997.138;608.381;388.758;68;76.545;64.157;80.546;124.846;100.680;91.306;70.231;45;40.860;31.550;59.512;80.826;62.517;61.579;51.868
761;;;;a.;Hodgkin lymphoma;237.977;144.059;93.918;25;21.022;22.791;26.396;32.362;17.842;13.742;9.879;3;11.038;11.852;25.844;22.744;8.547;7.071;6.819
762;;;;b.;Non-Hodgkin lymphoma;663.472;407.474;255.998;43;54.642;41.127;52.769;83.715;64.162;61.650;49.365;42;29.800;19.619;32.490;51.472;42.910;42.289;37.377
763;;;;c.;Multiple myeloma;95.690;56.848;38.842;0;881;239;1.381;8.769;18.677;15.914;10.987;0;23;79;1.178;6.611;11.059;12.220;7.673
770;;;23.;Leukaemia;;1.104.559;654.962;449.597;102;169.546;137.632;134.506;92.627;45.528;41.334;33.687;118;103.812;85.387;87.370;80.725;38.899;30.519;22.767
780;;;24.;Other malignant neoplasms;;2.142.295;1.119.935;1.022.360;2.085;159.813;100.104;183.830;217.290;168.937;162.533;125.344;1.534;119.376;93.489;164.536;233.625;167.834;140.513;101.453
790;;B.;Other neoplasms;;;522.772;274.566;248.206;0;34.762;20.219;35.145;60.644;49.086;42.451;32.259;0;50.610;17.349;16.658;66.287;40.101;32.163;25.038
800;;C.;Diabetes mellitus;;;4.976.924;2.340.250;2.636.675;355;18.495;23.982;162.307;648.930;528.663;454.853;502.665;245;28.252;34.752;192.875;605.459;544.998;553.586;676.508
810;;D.;Endocrine, blood, immune disorders;;;2.291.641;1.122.524;1.169.117;14.250;434.696;226.153;158.430;131.278;60.200;45.993;51.524;12.298;334.300;196.780;235.312;195.373;63.685;52.323;79.047
811;;;1.;Thalassaemias;;741.649;324.782;416.867;7.546;178.076;83.326;19.143;17.202;6.437;6.211;6.841;4.224;130.464;84.881;76.537;80.676;20.200;10.409;9.476
812;;;2.;Sickle cell disorders and trait;;375.523;174.045;201.479;451;66.232;37.705;44.951;17.778;4.389;1.547;992;300;48.456;38.862;74.612;30.821;5.259;2.103;1.065
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;313.621;162.175;151.445;394;24.025;38.902;43.687;26.323;8.515;8.083;12.247;235;16.261;18.843;35.955;32.461;10.561;10.365;26.764
814;;;4.;Other endocrine, blood and immune disorders;;860.848;461.521;399.327;5.860;166.364;66.218;50.649;69.975;40.859;30.152;31.444;7.539;139.118;54.193;48.208;51.415;27.665;29.446;41.742
820;;E.;Mental and substance use disorders;;;13.424.090;7.122.130;6.301.961;1.001;84.312;836.589;2.768.975;2.504.926;523.864;251.367;151.095;403;35.062;603.533;2.436.758;2.215.718;545.143;287.650;177.694
830;;;1.;Depressive disorders;;3.492.177;1.431.719;2.060.458;0;101;89.660;489.066;560.387;153.426;82.074;57.006;0;100;110.102;700.968;784.142;237.262;136.388;91.496
831;;;;a.;Major depressive disorder;2.949.204;1.204.859;1.744.345;0;86;81.587;418.081;473.051;123.895;63.167;44.992;0;83;98.281;599.396;666.497;195.876;109.422;74.789
832;;;;b.;Dysthymia;542.973;226.860;316.113;0;15;8.073;70.984;87.336;29.531;18.907;12.014;0;17;11.821;101.571;117.645;41.386;26.966;16.707
840;;;2.;Bipolar disorder;;827.248;378.863;448.385;0;0;18.396;172.746;134.339;31.935;14.455;6.992;0;0;23.789;217.512;145.827;35.587;17.123;8.546
850;;;3.;Schizophrenia;;631.487;341.605;289.881;0;0;897;84.948;182.327;46.003;20.334;7.097;0;0;747;73.176;150.857;39.892;18.558;6.650
860;;;4.;Alcohol use disorders;;653.233;441.230;212.003;0;10;2.691;177.348;197.221;39.069;16.914;7.977;0;4;1.853;97.349;86.546;15.979;6.980;3.291
870;;;5.;Drug use disorders;;2.098.152;1.470.438;627.714;120;0;453;721.382;625.286;72.102;30.952;20.144;125;0;80;309.311;253.912;35.191;18.837;10.258
871;;;;a.;Opioid use disorders;1.914.010;1.339.615;574.395;120;0;0;647.430;581.223;65.515;27.904;17.425;125;0;0;280.473;236.496;31.877;17.063;8.362
872;;;;b.;Cocaine use disorders;44.047;33.492;10.556;0;0;0;17.703;11.897;2.112;1.123;657;0;0;0;5.946;3.333;673;389;214
873;;;;c.;Amphetamine use disorders;17.249;14.585;2.664;0;0;23;8.542;5.063;580;251;125;0;0;2;1.656;748;144;67;47
874;;;;d.;Cannabis use disorders;32.725;24.892;7.833;0;0;414;17.637;6.005;586;168;82;0;0;76;5.369;2.018;237;86;47
875;;;;e.;Other drug use disorders;90.121;57.854;32.266;0;0;16;30.070;21.097;3.311;1.506;1.855;0;0;3;15.868;11.317;2.259;1.231;1.588
880;;;6.;Anxiety disorders;;2.499.503;1.006.630;1.492.873;0;4.229;177.678;381.084;315.937;74.421;33.521;19.761;0;3.806;184.481;584.053;505.339;120.702;57.775;36.718
890;;;7.;Eating disorders;;181.902;49.188;132.715;0;0;3.520;26.471;19.198;0;0;0;0;0;10.654;82.416;39.645;0;0;0
900;;;8.;Autism and Asperger syndrome;;747.979;580.483;167.495;738;56.894;139.167;187.754;138.434;31.784;15.830;9.884;216;16.868;41.958;55.057;37.074;8.783;4.585;2.954
910;;;9.;Childhood behavioural disorders;;698.789;466.671;232.118;0;798;270.403;183.419;10.233;1.457;315;46;0;328;138.841;87.469;4.522;748;183;27
911;;;;a.;Attention deficit/hyperactivity syndrome;73.032;51.025;22.007;0;798;17.536;20.640;10.233;1.457;315;46;0;328;7.249;8.950;4.522;748;183;27
912;;;;b.;Conduct disorder;625.757;415.646;210.111;0;0;252.867;162.778;0;0;0;0;0;0;131.592;78.519;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;901.165;538.168;362.997;144;22.281;130.303;203.404;134.225;27.773;13.276;6.763;62;13.957;88.773;137.894;88.232;19.197;9.509;5.373
930;;;11.;Other mental and behavioural disorders;;692.456;417.135;275.322;0;0;3.421;141.356;187.341;45.893;23.698;15.427;0;0;2.254;91.553;119.623;31.800;17.711;12.380
940;;F.;Neurological conditions;;;6.776.867;2.972.736;3.804.131;42;170.543;287.775;746.111;723.111;209.415;186.887;648.853;42;221.143;375.190;994.080;939.256;273.251;233.254;767.916
950;;;1.;Alzheimer disease and other dementias;;1.490.367;678.609;811.758;0;0;0;0;4.986;32.527;97.418;543.678;0;0;76;0;4.966;32.628;108.617;665.472
960;;;2.;Parkinson disease;;136.160;82.848;53.312;0;0;0;118;3.818;5.737;12.129;61.045;0;0;0;66;2.357;4.356;8.698;37.835
970;;;3.;Epilepsy;;1.367.748;652.640;715.108;25;116.828;150.277;207.602;116.781;28.392;16.926;15.809;24;162.259;159.503;210.530;112.115;28.575;21.366;20.735
980;;;4.;Multiple sclerosis;;72.152;29.177;42.975;0;0;207;4.207;15.691;5.196;2.382;1.493;0;0;428;8.798;22.016;6.435;3.205;2.093
990;;;5.;Migraine;;2.640.350;1.025.809;1.614.541;0;0;81.803;376.793;422.134;92.615;37.105;15.359;0;0;152.805;602.220;618.977;148.837;64.447;27.255
1000;;;6.;Non-migraine headache;;702.927;308.442;394.485;0;0;17.589;108.742;130.294;31.380;13.969;6.468;0;0;26.971;141.518;154.642;41.122;20.279;9.953
1010;;;7.;Other neurological conditions;;367.164;195.211;171.953;17;53.714;37.899;48.648;29.407;13.569;6.958;5.000;18;58.883;35.406;30.947;24.183;11.300;6.642;4.572
1020;;G.;Sense organ diseases;;;7.281.480;3.609.884;3.671.595;546;95.070;318.291;557.413;799.092;525.104;561.079;753.290;500;89.654;283.285;503.829;739.962;527.947;611.200;915.219
1030;;;1.;Glaucoma;;159.214;68.137;91.077;0;0;0;421;5.753;8.711;15.519;37.733;0;0;0;594;7.216;10.759;20.061;52.447
1040;;;2.;Cataracts;;653.123;252.248;400.875;0;0;0;1.085;26.143;41.939;67.923;115.158;0;0;0;1.983;42.172;64.191;105.052;187.478
1050;;;3.;Uncorrected refractive errors;;2.199.180;1.054.273;1.144.907;323;56.702;157.806;220.051;257.480;142.845;116.006;103.060;350;57.110;156.237;219.983;278.325;164.164;139.302;129.436
1060;;;4.;Macular degeneration;;162.162;61.738;100.425;0;0;0;0;0;5.988;15.767;39.983;0;0;0;0;0;9.195;25.315;65.915
1070;;;5.;Other vision loss;;927.491;445.220;482.271;13;7.162;22.592;54.199;82.759;67.584;83.421;127.490;16;8.673;27.336;65.156;86.684;68.135;85.924;140.347
1080;;;6.;Other hearing loss;;2.815.513;1.553.905;1.261.608;210;24.596;123.881;249.610;377.532;233.171;238.110;306.795;134;16.504;84.526;181.209;275.007;184.642;207.755;311.830
1090;;;7.;Other sense organ disorders;;364.796;174.364;190.432;0;6.610;14.012;32.047;49.425;24.867;24.332;23.071;0;7.367;15.185;34.906;50.558;26.861;27.790;27.766
1100;;H.;Cardiovascular diseases;;;30.606.662;17.105.271;13.501.391;8.652;341.810;196.360;1.028.200;3.489.931;3.372.892;3.694.588;4.972.837;4.216;260.730;199.681;905.906;2.089.724;2.097.555;2.916.254;5.027.325
1110;;;1.;Rheumatic heart disease;;1.064.590;477.151;587.439;0;45.004;57.462;123.138;129.275;44.360;36.364;41.549;0;27.652;65.834;150.988;160.353;64.300;53.949;64.363
1120;;;2.;Hypertensive heart disease;;1.228.460;502.666;725.793;0;7.579;2.441;28.357;90.100;82.290;96.237;195.662;0;1.803;2.497;35.375;109.656;131.105;152.506;292.852
1130;;;3.;Ischaemic heart disease;;18.105.395;10.956.683;7.148.712;0;42.726;22.710;456.037;2.358.487;2.404.880;2.506.246;3.165.596;0;15.559;20.559;309.495;1.003.037;1.207.089;1.700.409;2.892.563
1140;;;4.;Stroke;;7.819.763;3.960.686;3.859.077;4.678;98.046;56.431;231.190;689.580;697.876;895.684;1.287.201;1.501;85.839;54.024;235.767;629.046;574.847;850.527;1.427.525
1141;;;;a.;Ischaemic stroke;3.811.229;1.848.561;1.962.668;0;5.186;6.745;54.397;190.017;263.990;481.491;846.734;0;4.678;8.323;75.816;186.153;216.736;481.307;989.654
1142;;;;b.;Haemorrhagic stroke;4.008.534;2.112.125;1.896.409;4.678;92.860;49.685;176.793;499.563;433.886;414.193;440.467;1.501;81.162;45.701;159.951;442.893;358.111;369.220;437.871
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;619.609;314.763;304.846;2.020;64.628;19.968;62.444;63.709;29.421;30.974;41.600;1.097;60.621;24.065;58.182;54.217;24.086;29.555;53.023
