Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;European Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2010;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
205;;;;d.;Acute hepatitis E;54.545;25.476;29.069;0;4.444;1.731;1.654;1.803;1.997;2.762;11.085;0;5.027;1.608;1.633;826;917;1.817;17.241
210;;;9.;Parasitic and vector diseases;;80.043;44.603;35.440;0;4.767;3.939;7.512;11.682;6.610;4.691;5.401;0;4.225;3.013;4.763;7.759;4.482;3.872;7.326
220;;;;a.;Malaria;147;75;72;0;29;13;19;12;2;1;0;0;29;11;17;11;2;1;0
230;;;;b.;African Trypanosomiasis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;;;;c.;Chagas disease;1.156;682;475;0;0;2;39;190;120;139;192;0;0;1;29;138;83;81;142
250;;;;d.;Schistosomiasis;627;323;304;0;0;5;44;84;138;15;37;0;0;4;124;102;32;17;26
260;;;;e.;Leishmaniasis;3.562;1.845;1.717;0;204;75;216;477;314;262;299;0;188;75;200;453;296;254;249
270;;;;f.;lymphatic filariasis;37;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0
280;;;;g.;Onchocerciasis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;;;;h.;Cysticercosis;1.995;776;1.219;0;0;1;89;283;176;107;120;0;0;1;122;392;250;177;277
295;;;;i.;Echinococcosis;59.023;32.785;26.238;0;2.159;1.948;5.218;9.201;5.515;4.068;4.676;0;2.590;1.804;2.980;5.519;3.558;3.248;6.540
300;;;;j.;Dengue;44;14;30;0;1;0;0;0;0;0;13;0;1;0;0;0;0;0;29
310;;;;k.;Trachoma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
315;;;;l.;Yellow fever;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320;;;;m.;Rabies;13.452;8.103;5.348;0;2.374;1.897;1.888;1.436;346;99;63;0;1.417;1.116;1.290;1.145;223;94;63
330;;;10.;Intestinal nematode infections;;8.484;4.014;4.471;0;465;774;934;1.016;402;211;211;0;489;739;913;1.078;489;306;458
340;;;;a.;Ascariasis;6.093;2.961;3.132;0;459;745;723;659;211;90;73;0;484;715;717;691;251;125;149
350;;;;b.;Trichuriasis;104;51;53;0;1;8;15;16;5;3;2;0;1;7;15;16;6;3;3
360;;;;c.;Hookworm disease;456;182;274;0;0;1;69;60;21;14;16;0;0;1;88;112;33;18;23
362;;;;d.;Food-bourne trematodes;1.832;820;1.012;0;3;21;126;282;166;103;119;0;3;16;92;259;199;159;283
365;;;11.;Leprosy;;38;20;17;0;0;0;0;6;6;5;3;0;0;0;0;4;4;5;4
370;;;12.;Other infectious diseases;;843.114;470.646;372.467;16.226;106.497;28.725;42.864;53.650;43.296;55.199;124.189;11.793;61.202;25.796;32.474;33.583;27.087;38.266;142.266
380;;B.;Respiratory Infectious ;;;7.076.007;4.193.810;2.882.197;139.190;673.298;176.028;341.887;965.603;624.133;415.555;858.115;123.335;578.469;163.346;260.377;414.628;235.854;195.574;910.614
390;;;1.;Lower respiratory infections;;5.797.353;3.571.850;2.225.503;138.551;602.213;67.399;206.977;813.655;558.943;375.472;808.640;122.760;512.268;59.052;121.517;252.751;163.648;150.243;843.264
400;;;2.;Upper respiratory infections;;978.802;470.989;507.813;592;44.352;72.817;102.797;125.145;48.843;32.606;43.836;533;41.531;71.579;108.628;135.505;54.049;37.077;58.913
410;;;3.;Otitis media;;299.851;150.970;148.881;47;26.733;35.813;32.112;26.803;16.347;7.477;5.639;43;24.671;32.714;30.231;26.373;18.157;8.254;8.437
420;;C.;Maternal conditions;;;174.097;0;174.097;0;0;0;0;0;0;0;0;0;0;18;93.328;80.597;153;0;0
490;;D.;Neonatal conditions;;;6.649.949;3.670.777;2.979.171;2.665.672;417.733;100.946;183.298;203.539;63.413;27.827;8.349;2.030.751;321.884;86.787;169.426;215.810;85.945;46.759;21.810
500;;;1.;Preterm birth complications;;3.449.272;1.891.520;1.557.751;1.456.139;178.899;45.360;80.812;88.831;25.769;11.351;4.358;1.124.195;140.108;40.573;79.597;102.439;38.618;21.198;11.023
510;;;2.;Birth asphyxia and birth trauma;;1.677.868;966.014;711.854;649.400;106.845;33.105;65.436;74.262;24.473;10.514;1.979;460.851;76.468;22.061;46.144;61.554;26.071;14.190;4.515
520;;;3.;Neonatal sepsis and infections;;820.990;417.351;403.638;311.800;11.213;17.671;28.110;31.592;10.349;4.941;1.675;258.437;12.926;20.392;36.125;43.328;17.827;9.532;5.072
530;;;4.;Other neonatal conditions;;701.820;395.892;305.928;248.333;120.776;4.811;8.940;8.853;2.822;1.020;336;187.268;92.383;3.761;7.561;8.488;3.428;1.839;1.200
540;;E.;Nutritional deficiencies;;;1.877.853;651.285;1.226.568;2.090;176.124;95.350;119.536;127.076;42.628;28.109;60.372;2.120;160.647;136.016;255.985;371.104;87.048;56.035;157.613
550;;;1.;Protein-energy malnutrition;;198.196;101.173;97.022;1.306;64.536;1.055;2.637;5.559;4.558;4.378;17.144;955;53.198;881;2.252;4.097;2.932;2.806;29.903
560;;;2.;Iodine deficiency;;295.546;102.041;193.505;0;986;6.475;23.950;34.733;15.060;10.712;10.126;0;1.224;10.903;42.151;61.796;28.329;21.369;27.732
570;;;3.;Vitamin A deficiency;;2.749;1.369;1.380;0;343;409;313;190;65;27;22;0;319;382;294;196;115;36;38
580;;;4.;Iron-deficiency anaemia;;1.338.428;423.961;914.467;784;105.367;86.886;90.880;81.592;19.755;10.361;28.336;1.166;102.094;123.470;209.928;302.264;54.114;30.062;91.370
590;;;5.;Other nutritional deficiencies;;42.935;22.740;20.194;0;4.892;525;1.756;5.002;3.191;2.631;4.743;0;3.811;381;1.359;2.751;1.559;1.763;8.570
600;II.;Noncommunicable diseases;;;;253.880.835;132.103.573;121.777.262;853.424;1.833.668;2.024.287;8.428.385;25.120.559;25.504.249;26.192.522;42.146.480;718.858;1.560.661;1.893.887;7.804.220;19.764.884;17.158.664;18.783.782;54.092.306
610;;A.;Malignant neoplasms;;;49.280.162;28.080.701;21.199.461;1.518;206.733;192.904;587.739;3.078.899;6.739.709;7.918.356;9.354.843;2.112;170.024;151.111;441.269;3.271.055;4.676.108;4.953.379;7.534.402
620;;;1.;Mouth and oropharynx cancers;;1.581.279;1.286.440;294.839;0;4.235;3.044;12.981;212.902;507.496;356.544;189.239;0;1.678;1.301;7.873;52.982;83.043;66.978;80.983
621;;;;a.;Lip and oral cavity;806.637;637.306;169.331;0;1.747;1.013;4.317;104.756;243.755;174.853;106.864;0;727;547;3.339;26.651;43.643;36.935;57.489
622;;;;b.;Nasopharynx;102.518;70.193;32.325;0;0;1.203;6.371;19.305;19.588;15.011;8.714;0;0;506;2.880;10.153;8.521;5.548;4.716
623;;;;c.;Other pharynx;672.124;578.941;93.183;0;2.488;828;2.292;88.841;244.152;166.680;73.661;0;951;248;1.654;16.178;30.879;24.495;18.778
630;;;2.;Oesophagus cancer;;1.301.704;1.008.139;293.565;0;1.148;344;3.313;109.945;319.118;318.930;255.342;0;504;256;3.304;33.266;63.435;74.326;118.475
640;;;3.;Stomach cancer;;3.521.950;2.204.168;1.317.782;0;5.526;2.174;19.773;312.905;572.577;595.350;695.862;0;2.695;857;21.555;207.784;261.178;286.773;536.940
650;;;4.;Colon and rectum cancers;;5.505.507;3.031.124;2.474.384;0;2.847;1.055;22.127;275.655;605.925;874.729;1.248.786;0;2.670;1.574;19.965;244.474;455.990;572.977;1.176.734
660;;;5.;Liver cancer;;1.678.184;1.120.794;557.390;0;0;3.232;14.735;122.785;268.395;335.358;376.289;0;0;2.835;9.271;57.924;97.806;131.017;258.537
661;;;;a.;Liver cancer secondary to hepatitis B;436.543;285.339;151.203;0;0;2.192;10.756;54.361;78.777;71.638;67.615;0;0;1.886;6.073;27.343;31.081;31.051;53.768
662;;;;b.;Liver cancer secondary to hepatitis C;496.644;287.386;209.258;0;0;164;1.307;20.044;54.458;86.833;124.580;0;0;122;1.111;13.525;28.533;47.471;118.496
663;;;;c.;Liver cancer secondary to alcohol use;652.886;496.672;156.213;0;0;0;813;41.671;123.765;163.508;166.915;0;0;0;376;11.842;31.426;44.211;68.358
664;;;;d.;Other liver cancer;92.112;51.396;40.715;0;0;876;1.858;6.709;11.396;13.379;17.179;0;0;826;1.711;5.213;6.766;8.284;17.914
670;;;6.;Pancreas cancer;;2.504.229;1.377.069;1.127.160;0;688;373;6.732;145.728;354.520;428.741;440.287;0;66;83;3.581;77.431;204.345;307.987;533.668
680;;;7.;Trachea, bronchus, lung cancers;;10.128.338;7.653.532;2.474.806;0;8.023;2.456;21.689;705.107;2.189.767;2.456.474;2.270.015;0;7.644;2.417;12.027;274.727;642.682;716.742;818.567
690;;;8.;Melanoma and other skin cancers;;896.789;510.059;386.730;0;64;337;18.781;107.429;110.942;118.627;153.878;0;751;581;15.663;85.948;78.528;73.527;131.733
691;;;;a.;Malignant skin melanoma;706.858;388.685;318.173;0;64;255;15.777;93.702;89.720;92.653;96.513;0;751;581;14.315;79.890;70.325;63.366;88.945
692;;;;b.;Non-melanoma skin cancer;189.931;121.374;68.557;0;0;82;3.004;13.727;21.221;25.975;57.366;0;0;0;1.348;6.058;8.202;10.161;42.788
700;;;9.;Breast cancer;;4.274.929;39.627;4.235.302;0;0;0;509;5.366;9.248;11.165;13.339;0;142;190;25.399;938.594;1.147.751;960.106;1.163.120
710;;;10.;Cervix uteri cancer;;903.045;0;903.045;0;0;0;0;0;0;0;0;0;284;253;20.358;269.035;234.191;177.199;201.724
720;;;11.;Corpus uteri cancer;;792.093;0;792.093;0;0;0;0;0;0;0;0;0;142;121;14.428;196.695;195.043;173.880;211.784
730;;;12.;Ovary cancer;;1.211.127;0;1.211.127;0;0;0;0;0;0;0;0;0;2.586;1.582;21.530;186.630;320.510;322.111;356.178
740;;;13.;Prostate cancer;;2.023.934;2.023.934;0;0;768;175;2.278;21.943;163.706;502.077;1.332.988;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;132.060;132.060;0;0;3.936;2.181;43.954;57.450;10.836;7.114;6.589;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;1.274.214;828.026;446.188;103;21.196;8.694;7.467;89.227;216.378;233.140;251.821;75;14.680;6.812;6.189;37.199;83.571;108.867;188.795
750;;;16.;Bladder cancer;;1.277.209;1.007.611;269.598;0;1.719;935;1.518;44.831;158.867;285.260;514.482;0;142;101;1.355;16.457;34.442;54.575;162.527
751;;;17.;Brain and nervous system cancers;;1.785.164;1.005.702;779.463;152;33.331;48.795;82.880;242.242;237.031;207.472;153.799;193;31.784;41.217;56.559;159.855;170.241;159.250;160.363
752;;;18.;Gallbladder and biliary tract cancer;;522.652;214.415;308.237;0;1.009;470;899;17.665;40.531;62.018;91.824;0;146;90;688;16.908;51.810;80.481;158.114
753;;;19.;Larynx cancer;;672.185;612.555;59.630;0;425;0;1.354;59.119;216.864;194.890;139.904;0;284;0;1.125;8.185;17.975;14.607;17.454
754;;;20.;Thyroid cancer;;246.435;75.970;170.464;0;0;109;1.465;11.412;17.498;22.753;22.734;0;0;230;3.710;22.098;33.656;45.722;65.049
755;;;21.;Mesothelioma;;256.619;184.375;72.244;0;142;0;1.264;10.391;31.851;62.074;78.654;0;0;0;827;11.043;13.703;21.390;25.280
760;;;22.;Lymphomas, multiple myeloma;;2.044.753;1.157.921;886.833;109;18.437;22.944;85.923;175.421;209.490;267.888;377.708;86;10.725;9.791;57.063;101.958;131.862;193.302;382.045
761;;;;a.;Hodgkin lymphoma;245.483;145.951;99.532;19;4.050;6.449;35.136;42.030;23.506;17.865;16.896;4;1.977;3.185;28.570;26.384;12.357;10.594;16.461
762;;;;b.;Non-Hodgkin lymphoma;1.176.858;684.598;492.260;90;14.387;16.406;49.212;108.567;123.383;155.796;216.757;83;8.660;6.410;27.465;58.619;69.906;104.965;216.152
763;;;;c.;Multiple myeloma;622.412;327.371;295.041;0;0;89;1.575;24.824;62.601;94.227;144.055;0;89;195;1.029;16.955;49.599;77.742;149.432
770;;;23.;Leukaemia;;1.749.511;994.653;754.858;189;64.098;61.520;111.684;126.088;136.826;190.847;303.401;226;54.757;46.679;61.694;91.597;99.928;131.882;268.095
780;;;24.;Other malignant neoplasms;;2.996.253;1.612.527;1.383.726;965;39.141;34.066;126.416;225.287;361.845;386.905;437.902;1.531;38.343;34.142;77.104;180.266;254.419;279.682;518.239
790;;B.;Other neoplasms;;;966.480;517.165;449.315;637;76.057;7.131;13.604;45.266;62.182;91.938;220.351;1.523;46.615;6.844;8.757;38.455;51.204;70.597;225.319
800;;C.;Diabetes mellitus;;;6.375.033;3.104.703;3.270.331;163;3.570;7.218;66.669;518.889;656.677;737.731;1.113.786;86;3.576;7.650;66.125;385.272;538.564;684.319;1.584.739
810;;D.;Endocrine, blood, immune disorders;;;2.331.234;1.051.923;1.279.311;6.149;127.486;79.178;106.382;193.636;143.850;144.360;250.883;5.014;108.841;68.489;126.124;256.228;158.860;159.940;395.815
811;;;1.;Thalassaemias;;257.883;78.557;179.326;248;25.981;21.362;6.182;9.536;4.867;3.794;6.586;323;22.684;22.603;29.708;61.400;16.442;8.274;17.892
812;;;2.;Sickle cell disorders and trait;;92.889;42.675;50.214;52;5.867;8.888;13.553;8.905;2.380;1.470;1.559;55;4.136;6.642;16.718;15.820;3.591;1.628;1.624
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;275.220;135.470;139.750;63;4.741;6.911;18.312;23.576;14.885;15.409;51.573;73;4.219;4.513;9.792;14.268;9.329;15.582;81.973
814;;;4.;Other endocrine, blood and immune disorders;;1.705.242;795.221;910.021;5.785;90.897;42.016;68.334;151.619;121.718;123.686;191.165;4.563;77.802;34.731;69.906;164.740;129.497;134.455;294.326
820;;E.;Mental and substance use disorders;;;26.322.040;13.956.882;12.365.159;580;51.213;605.748;3.474.223;5.713.657;2.221.467;1.133.617;756.376;225;19.766;518.170;2.830.579;4.395.867;1.957.515;1.267.992;1.375.046
830;;;1.;Depressive disorders;;6.070.552;2.209.915;3.860.637;0;73;62.149;510.294;818.871;349.016;231.826;237.686;0;78;91.659;707.208;1.243.835;654.626;499.194;664.038
831;;;;a.;Major depressive disorder;4.722.936;1.738.540;2.984.396;0;61;54.462;424.124;649.294;261.467;168.218;180.914;0;64;80.316;567.446;954.720;491.213;371.001;519.635
832;;;;b.;Dysthymia;1.347.616;471.375;876.242;0;12;7.687;86.170;169.577;87.549;63.608;56.772;0;13;11.343;139.762;289.115;163.413;128.193;144.403
840;;;2.;Bipolar disorder;;1.521.755;617.116;904.639;0;0;15.824;185.775;228.929;91.788;56.141;38.659;0;0;18.674;244.744;336.433;141.613;87.703;75.472
850;;;3.;Schizophrenia;;1.507.992;745.830;762.162;0;0;1.542;110.561;364.101;147.421;80.445;41.759;0;0;1.250;100.309;346.408;155.048;92.488;66.659
860;;;4.;Alcohol use disorders;;5.320.447;3.768.401;1.552.046;0;37;4.081;623.874;1.804.418;877.564;344.194;114.232;0;22;2.755;311.056;681.005;344.536;144.355;68.316
870;;;5.;Drug use disorders;;3.910.328;2.840.520;1.069.808;52;0;1.643;1.007.846;1.306.018;301.228;137.541;86.193;69;0;852;373.211;414.822;123.818;77.358;79.679
871;;;;a.;Opioid use disorders;2.805.470;2.042.230;763.241;52;0;0;692.900;962.347;220.401;105.022;61.507;69;0;0;252.211;306.680;90.791;59.105;54.385
872;;;;b.;Cocaine use disorders;232.232;179.405;52.828;0;0;0;62.758;77.537;23.107;9.967;6.036;0;0;0;20.109;18.594;5.808;4.322;3.995
873;;;;c.;Amphetamine use disorders;238.005;189.210;48.795;0;0;334;81.461;84.003;16.856;4.794;1.761;0;0;147;28.738;14.887;2.870;1.154;1.000
874;;;;d.;Cannabis use disorders;83.573;54.156;29.417;0;0;1.090;33.745;14.957;2.489;1.097;779;0;0;609;17.865;8.083;1.539;690;631
875;;;;e.;Other drug use disorders;551.047;375.521;175.527;0;0;219;136.981;167.173;38.375;16.662;16.110;0;0;97;54.289;66.578;22.810;12.085;19.668
880;;;6.;Anxiety disorders;;3.681.983;1.261.111;2.420.872;0;2.745;126.710;320.570;430.587;178.471;111.331;90.697;0;3.706;182.880;553.327;799.253;359.212;246.797;275.696
890;;;7.;Eating disorders;;449.775;88.550;361.226;0;0;4.716;43.061;40.774;0;0;0;0;0;18.503;189.339;153.384;0;0;0
900;;;8.;Autism and Asperger syndrome;;1.066.436;802.783;263.653;515;42.944;113.996;204.469;239.187;92.525;58.675;50.471;152;12.635;33.524;61.752;76.170;32.256;21.760;25.405
910;;;9.;Childhood behavioural disorders;;674.838;431.637;243.201;0;750;226.626;186.613;13.957;2.838;741;111;0;301;134.640;100.216;6.206;1.393;377;69
911;;;;a.;Attention deficit/hyperactivity syndrome;82.008;57.388;24.619;0;750;17.468;21.523;13.957;2.838;741;111;0;301;7.065;9.208;6.206;1.393;377;69
912;;;;b.;Conduct disorder;592.831;374.249;218.582;0;0;209.159;165.090;0;0;0;0;0;0;127.575;91.007;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;668.326;363.809;304.517;12;4.664;45.328;111.213;122.078;40.882;23.130;16.500;5;3.023;31.490;81.322;101.663;38.106;23.558;25.351
930;;;11.;Other mental and behavioural disorders;;1.449.606;827.209;622.397;0;0;3.132;169.947;344.737;139.734;89.592;80.067;0;0;1.943;108.095;236.688;106.907;74.402;94.361
940;;F.;Neurological conditions;;;15.469.701;6.029.564;9.440.137;133;99.631;238.920;826.583;1.300.893;651.392;629.470;2.282.541;130;80.408;260.128;1.063.834;1.990.425;942.752;821.548;4.280.911
950;;;1.;Alzheimer disease and other dementias;;5.582.640;1.868.665;3.713.975;0;0;2.280;1.656;17.498;65.313;197.280;1.584.638;0;0;1.219;1.137;14.232;70.119;238.806;3.388.462
960;;;2.;Parkinson disease;;862.053;444.763;417.291;0;0;97;455;5.913;16.182;57.183;364.932;0;0;0;406;3.992;12.343;43.401;357.150
970;;;3.;Epilepsy;;1.479.472;828.542;650.930;9;48.896;83.329;205.342;250.661;98.373;64.379;77.553;7;38.162;73.043;155.894;162.427;65.998;53.298;102.100
980;;;4.;Multiple sclerosis;;443.405;160.393;283.012;0;0;389;9.367;63.420;41.978;27.998;17.241;0;0;613;17.623;104.749;71.178;48.819;40.031
990;;;5.;Migraine;;4.569.654;1.478.195;3.091.459;0;0;84.034;361.392;617.222;227.104;117.996;70.446;0;0;119.178;684.583;1.318.903;510.016;269.806;188.973
1000;;;6.;Non-migraine headache;;1.099.883;406.438;693.445;0;0;13.966;91.619;169.598;67.306;38.288;25.660;0;0;19.937;141.265;278.343;116.945;73.279;63.677
1010;;;7.;Other neurological conditions;;1.432.594;842.569;590.025;125;50.735;54.824;156.752;176.580;135.136;126.347;142.071;123;42.246;46.139;62.926;107.780;96.153;94.141;140.518
1020;;G.;Sense organ diseases;;;13.287.499;5.780.030;7.507.468;241;52.501;175.186;425.727;996.925;944.683;1.083.020;2.101.749;225;48.224;157.889;394.734;936.859;995.788;1.266.900;3.706.850
1030;;;1.;Glaucoma;;175.683;56.248;119.434;0;0;0;275;2.546;5.404;10.296;37.726;0;0;0;160;3.557;8.042;16.752;90.922
1040;;;2.;Cataracts;;522.501;153.767;368.734;0;0;0;224;8.321;19.122;34.439;91.661;0;0;0;379;14.601;34.814;65.979;252.960
1050;;;3.;Uncorrected refractive errors;;3.465.226;1.526.311;1.938.915;158;33.209;94.914;181.722;347.727;293.876;246.952;327.753;171;32.174;91.957;178.576;348.903;340.082;321.014;626.039
1060;;;4.;Macular degeneration;;242.333;67.071;175.263;0;0;0;0;0;4.364;12.628;50.078;0;0;0;0;0;7.707;24.266;143.289
1070;;;5.;Other vision loss;;795.548;312.359;483.189;2;1.114;3.888;13.086;35.894;44.123;62.790;151.463;2;1.361;4.759;16.025;42.702;53.854;80.721;283.765
1080;;;6.;Other hearing loss;;7.052.829;3.258.978;3.793.851;80;12.563;64.192;195.668;517.745;509.017;633.298;1.326.414;51;9.176;48.917;156.178;413.607;449.223;630.797;2.085.901
1090;;;7.;Other sense organ disorders;;1.033.379;405.296;628.083;0;5.615;12.192;34.752;84.693;68.776;82.615;116.654;0;5.513;12.256;43.416;113.489;102.065;127.370;223.973
1100;;H.;Cardiovascular diseases;;;83.522.380;45.214.008;38.308.372;3.467;72.288;54.538;811.803;6.569.647;8.899.978;9.821.468;18.980.817;2.790;60.625;44.925;405.085;2.265.501;3.451.392;5.525.493;26.552.561
1110;;;1.;Rheumatic heart disease;;597.894;256.298;341.596;0;2.007;4.426;20.325;68.295;61.094;42.456;57.694;0;2.013;4.287;19.943;58.335;61.021;64.362;131.634
1120;;;2.;Hypertensive heart disease;;2.562.372;1.136.831;1.425.541;0;240;269;9.510;114.931;210.963;254.975;545.943;0;236;189;6.133;58.784;125.584;205.996;1.028.619
1130;;;3.;Ischaemic heart disease;;45.934.471;26.147.923;19.786.548;0;2.394;5.390;267.127;3.500.904;5.416.655;5.942.471;11.012.982;0;1.959;3.678;97.417;826.758;1.598.344;2.850.393;14.407.998
1140;;;4.;Stroke;;22.313.750;10.625.113;11.688.637;819;22.825;15.517;160.215;1.172.157;1.855.104;2.343.592;5.054.886;562;16.027;15.508;110.477;675.200;1.111.907;1.735.320;8.023.634
1141;;;;a.;Ischaemic stroke;13.471.870;6.052.491;7.419.379;0;1.023;2.907;35.886;344.826;825.061;1.411.765;3.431.023;0;1.183;3.529;33.008;205.970;463.130;1.025.087;5.687.472
1142;;;;b.;Haemorrhagic stroke;8.841.880;4.572.622;4.269.258;819;21.802;12.610;124.329;827.331;1.030.043;931.826;1.623.862;562;14.845;11.979;77.469;469.230;648.777;710.233;2.336.162
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;4.502.386;3.071.550;1.430.836;1.723;30.002;14.046;234.291;1.207.990;749.387;390.152;443.960;1.318;27.543;12.552;86.044;351.104;255.403;176.573;520.298
1160;;;6.;Other circulatory diseases;;7.611.507;3.976.292;3.635.215;926;14.820;14.890;120.335;505.371;606.775;847.823;1.865.352;910;12.848;8.710;85.070;295.319;299.133;492.847;2.440.378
1170;;I.;Respiratory diseases;;;10.297.885;5.971.881;4.326.004;0;43.872;174.168;279.935;673.816;800.099;1.191.223;2.808.769;0;42.317;174.813;274.247;517.981;496.929;670.784;2.148.934
1180;;;1.;Chronic obstructive pulmonary disease;;6.591.563;4.144.188;2.447.375;0;2.570;6.545;56.025;321.003;559.731;927.321;2.270.994;0;2.476;5.574;38.779;158.474;259.567;436.279;1.546.227
