Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Eastern Mediterranean Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2016;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
260;;;;e.;Leishmaniasis;473.496;226.970;246.526;0;47.895;24.711;59.268;55.226;18.225;12.703;8.942;0;45.856;25.045;59.433;62.682;23.756;17.119;12.635
270;;;;f.;lymphatic filariasis;3.287;2.938;349;0;0;355;703;1.235;396;176;72;0;0;29;76;146;56;28;13
280;;;;g.;Onchocerciasis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;;;;h.;Cysticercosis;17.102;8.011;9.091;0;203;795;2.839;3.146;587;308;134;0;303;1.244;2.869;3.141;780;486;268
295;;;;i.;Echinococcosis;26.224;12.539;13.685;0;1.424;2.143;3.099;3.253;1.254;848;519;0;1.779;2.524;3.067;3.375;1.319;948;673
300;;;;j.;Dengue;119.836;59.817;60.019;0;16.515;19.837;11.733;7.018;2.162;1.539;1.013;0;18.568;19.044;9.958;6.547;2.517;1.935;1.450
310;;;;k.;Trachoma;34.729;15.187;19.542;0;0;0;554;1.540;2.116;4.257;6.719;0;0;0;501;1.759;2.524;5.671;9.087
315;;;;l.;Yellow fever;58.330;41.554;16.777;4;7.213;10.500;17.235;5.723;574;230;74;2;3.019;5.158;6.039;2.163;270;92;33
320;;;;m.;Rabies;281.834;154.389;127.445;0;55.411;50.443;25.871;15.255;4.190;2.147;1.072;0;47.227;39.281;21.860;13.411;2.522;2.261;884
330;;;10.;Intestinal nematode infections;;176.419;86.087;90.332;0;11.527;19.866;23.056;20.046;5.818;3.558;2.215;0;14.980;20.314;23.806;19.880;5.503;3.445;2.405
340;;;;a.;Ascariasis;105.539;51.500;54.039;0;9.732;13.804;12.963;9.829;2.687;1.502;984;0;13.243;14.026;12.252;9.380;2.630;1.508;1.000
350;;;;b.;Trichuriasis;3.796;1.905;1.891;0;155;820;464;311;82;47;26;0;151;805;455;312;86;52;31
360;;;;c.;Hookworm disease;50.113;23.093;27.020;0;1.629;4.859;7.223;6.089;1.698;1.010;585;0;1.577;5.202;9.383;7.357;1.752;1.046;703
362;;;;d.;Food-bourne trematodes;16.971;9.589;7.382;0;12;384;2.406;3.818;1.351;998;620;0;9;280;1.716;2.832;1.035;839;671
365;;;11.;Leprosy;;7.977;3.645;4.332;0;0;4;66;1.034;1.019;951;571;0;0;1;70;909;1.081;1.351;919
370;;;12.;Other infectious diseases;;2.550.391;1.504.718;1.045.672;24.402;598.535;586.461;167.644;71.959;18.401;16.914;20.402;11.504;352.018;477.794;117.991;44.832;12.756;11.946;16.833
380;;B.;Respiratory Infectious ;;;15.840.325;8.144.284;7.696.042;1.460.114;4.640.864;531.112;375.897;341.599;196.270;232.416;366.011;1.268.027;4.883.000;462.927;294.436;239.060;116.628;153.476;278.488
390;;;1.;Lower respiratory infections;;14.919.440;7.666.940;7.252.500;1.458.466;4.544.882;394.127;257.088;256.391;173.236;222.072;360.677;1.266.441;4.793.811;335.256;183.428;162.552;95.376;143.059;272.578
400;;;2.;Upper respiratory infections;;531.329;275.002;256.328;1.538;47.205;64.782;74.290;62.727;13.970;6.876;3.614;1.270;44.615;61.043;69.561;56.318;12.841;6.796;3.883
410;;;3.;Otitis media;;389.556;202.342;187.214;110;48.777;72.203;44.520;22.481;9.064;3.468;1.720;316;44.575;66.627;41.447;20.190;8.410;3.621;2.027
420;;C.;Maternal conditions;;;1.747.339;0;1.747.339;0;0;0;0;0;0;0;0;0;0;118;995.114;749.294;2.813;0;0
490;;D.;Neonatal conditions;;;38.467.423;20.742.949;17.724.474;18.630.838;1.629.255;149.655;168.494;130.414;24.332;8.017;1.944;15.612.439;1.496.924;181.998;205.318;170.827;37.432;15.436;4.100
500;;;1.;Preterm birth complications;;17.300.020;9.700.121;7.599.899;8.555.676;819.703;101.402;114.980;86.892;15.305;4.792;1.371;6.755.905;587.338;74.585;88.089;71.563;14.803;5.831;1.786
510;;;2.;Birth asphyxia and birth trauma;;10.812.128;5.988.558;4.823.570;5.569.420;374.731;12.404;14.951;13.210;2.737;963;143;4.403.409;378.041;11.777;14.099;12.076;2.775;1.184;209
520;;;3.;Neonatal sepsis and infections;;7.607.463;3.661.427;3.946.036;3.570.328;21.457;23.262;23.379;18.084;3.592;1.140;185;3.598.712;69.558;84.861;90.152;76.594;17.244;7.193;1.722
530;;;4.;Other neonatal conditions;;2.747.813;1.392.842;1.354.971;935.414;413.363;12.587;15.184;12.228;2.698;1.124;245;854.414;461.988;10.775;12.979;10.593;2.611;1.228;383
540;;E.;Nutritional deficiencies;;;5.689.892;2.390.235;3.299.657;7.897;1.031.105;692.890;288.401;234.940;54.463;38.160;42.380;8.484;979.697;681.560;708.578;611.044;123.114;85.830;101.350
550;;;1.;Protein-energy malnutrition;;1.328.864;660.310;668.554;4.629;548.208;49.917;15.808;13.477;6.813;7.585;13.872;4.951;549.419;50.238;18.465;15.393;6.163;9.156;14.769
560;;;2.;Iodine deficiency;;345.520;134.427;211.093;0;4.966;15.418;44.617;46.620;12.332;6.593;3.880;0;6.195;26.022;71.112;69.473;19.299;11.540;7.452
570;;;3.;Vitamin A deficiency;;47.698;24.522;23.176;0;7.399;7.731;4.627;3.158;847;487;272;0;7.026;7.147;4.348;3.021;848;498;288
580;;;4.;Iron-deficiency anaemia;;3.766.056;1.496.854;2.269.202;3.268;440.233;603.665;215.114;165.686;31.278;19.735;17.875;3.533;380.385;580.593;594.474;500.994;89.635;55.183;64.404
590;;;5.;Other nutritional deficiencies;;201.753;74.122;127.631;0;30.299;16.158;8.234;5.999;3.192;3.760;6.481;0;36.672;17.560;20.178;22.164;7.168;9.453;14.437
600;II.;Noncommunicable diseases;;;;128.685.322;67.048.089;61.637.233;2.352.783;4.576.354;3.889.619;8.687.103;15.166.310;10.317.453;10.275.110;11.783.358;1.879.158;3.808.417;3.455.717;8.753.764;14.353.564;8.575.444;8.926.815;11.884.356
610;;A.;Malignant neoplasms;;;14.443.381;7.375.042;7.068.339;2.001;617.277;438.606;616.314;1.467.309;1.533.372;1.522.892;1.177.271;1.460;404.133;315.421;582.400;2.109.864;1.617.590;1.262.597;774.874
620;;;1.;Mouth and oropharynx cancers;;685.955;402.338;283.616;0;5.094;3.440;25.623;131.089;107.876;81.110;48.106;0;4.579;3.160;18.678;88.978;79.890;59.791;28.539
621;;;;a.;Lip and oral cavity;441.651;249.608;192.043;0;3.805;1.183;14.586;91.287;66.653;47.105;24.990;0;4.246;1.550;9.865;58.490;56.930;41.666;19.295
622;;;;b.;Nasopharynx;104.033;69.963;34.070;0;0;1.413;7.991;22.205;19.933;11.934;6.487;0;0;1.363;4.297;13.123;6.803;5.679;2.805
623;;;;c.;Other pharynx;140.271;82.767;57.503;0;1.289;844;3.046;17.598;21.290;22.071;16.629;0;333;248;4.516;17.366;16.157;12.446;6.439
630;;;2.;Oesophagus cancer;;497.344;261.576;235.768;0;152;72;8.350;63.183;70.512;67.836;51.471;0;147;87;12.779;64.942;64.478;60.057;33.276
640;;;3.;Stomach cancer;;650.446;408.216;242.230;0;10.612;4.294;12.162;88.710;96.659;103.075;92.705;0;2.921;1.682;12.462;72.110;57.696;55.178;40.180
650;;;4.;Colon and rectum cancers;;826.032;452.216;373.817;0;7.491;4.468;30.375;127.848;109.009;101.017;72.009;0;20.230;7.115;26.252;113.173;89.333;71.926;45.787
660;;;5.;Liver cancer;;920.649;635.619;285.030;0;0;12.297;11.819;113.971;209.269;189.957;98.305;0;0;7.003;8.358;54.385;83.465;78.680;53.138
661;;;;a.;Liver cancer secondary to hepatitis B;228.137;153.530;74.607;0;0;7.030;7.495;39.996;46.704;34.693;17.612;0;0;3.272;4.519;21.106;21.030;15.830;8.849
662;;;;b.;Liver cancer secondary to hepatitis C;498.713;340.549;158.163;0;0;2.544;2.530;53.124;114.811;108.597;58.943;0;0;1.437;2.014;24.136;47.543;48.110;34.923
663;;;;c.;Liver cancer secondary to alcohol use;106.289;91.100;15.190;0;0;0;73;10.551;32.337;33.682;14.456;0;0;0;24;1.624;4.734;5.654;3.153
664;;;;d.;Other liver cancer;87.511;50.440;37.070;0;0;2.723;1.721;10.300;15.418;12.984;7.294;0;0;2.295;1.801;7.519;10.158;9.086;6.212
670;;;6.;Pancreas cancer;;255.000;154.692;100.308;0;15;80;2.491;33.382;49.404;46.325;22.995;0;0;0;1.878;16.439;31.761;31.042;19.188
680;;;7.;Trachea, bronchus, lung cancers;;986.679;759.950;226.728;0;10.098;4.565;9.165;128.799;231.645;228.416;147.262;0;9.913;5.177;7.438;52.519;61.450;54.306;35.925
690;;;8.;Melanoma and other skin cancers;;71.510;47.805;23.705;0;1.531;429;3.955;12.087;9.741;10.437;9.623;0;0;0;1.977;5.438;5.869;5.565;4.856
691;;;;a.;Malignant skin melanoma;34.176;19.315;14.861;0;1.531;429;1.905;5.316;4.010;3.375;2.748;0;0;0;1.020;3.082;4.092;3.844;2.823
692;;;;b.;Non-melanoma skin cancer;37.334;28.490;8.844;0;0;0;2.051;6.772;5.730;7.062;6.875;0;0;0;957;2.356;1.777;1.722;2.033
700;;;9.;Breast cancer;;1.761.594;3.413;1.758.181;0;0;0;454;1.031;809;699;420;0;372;277;97.698;805.800;451.499;266.688;135.847
710;;;10.;Cervix uteri cancer;;270.881;0;270.881;0;0;0;0;0;0;0;0;0;0;0;7.312;99.794;89.508;51.787;22.480
720;;;11.;Corpus uteri cancer;;78.612;0;78.612;0;0;0;0;0;0;0;0;0;0;0;2.045;15.102;21.331;24.140;15.994
730;;;12.;Ovary cancer;;361.827;0;361.827;0;0;0;0;0;0;0;0;0;13.131;5.006;19.998;108.359;105.145;74.911;35.277
740;;;13.;Prostate cancer;;236.238;236.238;0;0;0;0;2.629;4.363;6.807;57.310;165.129;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;108.347;108.347;0;0;37.992;11.778;20.024;24.499;4.960;4.573;4.520;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;335.850;194.074;141.776;34;49.361;22.501;6.442;26.242;32.837;33.691;22.966;39;42.431;24.599;6.387;18.938;21.407;17.728;10.247
750;;;16.;Bladder cancer;;386.745;307.083;79.662;0;2.704;1.458;1.882;29.475;69.251;101.414;100.899;0;2.690;1.200;878;8.174;16.348;24.087;26.284
751;;;17.;Brain and nervous system cancers;;741.394;427.107;314.287;55;64.549;50.718;55.613;115.353;68.399;48.137;24.283;55;48.840;42.941;35.677;77.578;51.523;37.076;20.596
752;;;18.;Gallbladder and biliary tract cancer;;164.771;57.869;106.902;0;0;0;1.378;11.052;14.676;18.911;11.853;0;0;0;1.456;23.859;35.965;29.286;16.336
753;;;19.;Larynx cancer;;182.774;158.162;24.612;0;1.978;585;1.492;29.015;49.907;47.817;27.368;0;172;82;927;6.589;6.705;5.535;4.601
754;;;20.;Thyroid cancer;;118.645;32.182;86.463;0;0;294;802;2.789;4.843;11.252;12.203;0;0;298;2.371;12.544;14.429;28.177;28.644
755;;;21.;Mesothelioma;;21.365;13.350;8.015;0;0;0;822;4.364;3.960;2.567;1.637;0;0;0;819;1.921;2.366;1.945;964
760;;;22.;Lymphomas, multiple myeloma;;1.153.837;709.446;444.391;59;80.587;69.243;84.669;148.516;127.003;117.159;82.209;41;42.097;34.467;60.343;94.532;76.527;77.597;58.788
761;;;;a.;Hodgkin lymphoma;240.343;147.024;93.319;19;17.789;21.911;25.415;35.657;20.263;15.621;10.349;2;9.880;11.193;23.619;24.297;9.363;8.098;6.866
762;;;;b.;Non-Hodgkin lymphoma;791.356;488.596;302.760;40;61.864;47.073;57.807;101.935;81.790;79.377;58.710;38;32.186;23.188;35.493;62.101;53.019;53.613;43.122
763;;;;c.;Multiple myeloma;122.138;73.826;48.312;0;934;259;1.447;10.925;24.951;22.160;13.150;0;31;86;1.231;8.134;14.145;15.886;8.799
770;;;23.;Leukaemia;;1.167.683;717.154;450.530;94;174.394;144.232;140.108;111.365;55.555;53.488;37.917;92;91.323;82.448;82.212;90.415;44.087;36.152;23.800
780;;;24.;Other malignant neoplasms;;2.459.205;1.288.207;1.170.998;1.759;170.719;108.150;196.060;260.174;210.252;197.702;143.391;1.233;125.287;99.877;174.452;278.274;206.807;170.942;114.127
790;;B.;Other neoplasms;;;633.305;333.657;299.648;0;38.152;21.827;40.097;75.795;61.557;58.112;38.118;24;58.479;19.002;18.010;81.878;50.113;42.072;30.070
800;;C.;Diabetes mellitus;;;6.223.927;2.920.050;3.303.877;326;17.747;26.789;178.628;794.193;680.148;606.561;615.658;209;24.869;37.117;203.252;746.084;693.763;735.774;862.807
810;;D.;Endocrine, blood, immune disorders;;;2.464.290;1.192.120;1.272.170;13.759;441.479;235.482;162.436;150.149;70.997;57.826;59.992;12.608;342.243;217.794;230.663;230.359;75.758;67.889;94.854
811;;;1.;Thalassaemias;;773.032;327.888;445.144;6.818;178.676;82.751;19.819;19.846;6.840;5.925;7.212;4.058;128.041;94.929;72.469;96.863;23.645;13.841;11.298
812;;;2.;Sickle cell disorders and trait;;400.495;177.472;223.023;454;64.252;38.435;45.208;20.476;5.306;2.151;1.190;321;47.697;45.138;78.476;40.118;6.843;3.100;1.330
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;318.417;165.854;152.563;253;22.008;39.786;44.173;27.855;8.798;9.252;13.729;171;16.130;18.696;30.974;32.231;11.329;11.974;31.057
814;;;4.;Other endocrine, blood and immune disorders;;972.346;520.906;451.440;6.234;176.543;74.510;53.235;81.971;50.054;40.497;37.861;8.058;150.375;59.031;48.744;61.147;33.942;38.973;51.169
820;;E.;Mental and substance use disorders;;;15.193.798;8.019.119;7.174.679;906;89.451;905.802;2.863.263;2.999.723;662.524;325.514;171.935;355;37.065;649.205;2.512.619;2.719.036;681.985;368.981;205.433
830;;;1.;Depressive disorders;;4.088.381;1.696.651;2.391.730;0;109;99.209;527.989;699.444;198.745;107.300;63.853;0;108;119.006;720.855;969.232;300.139;176.403;105.987
831;;;;a.;Major depressive disorder;3.457.453;1.432.807;2.024.646;0;93;90.575;452.775;594.418;161.237;83.493;50.215;0;90;106.350;615.155;825.484;248.541;142.311;86.715
832;;;;b.;Dysthymia;630.928;263.843;367.085;0;16;8.634;75.214;105.026;37.508;23.807;13.638;0;18;12.656;105.700;143.748;51.598;34.092;19.272
840;;;2.;Bipolar disorder;;929.000;427.196;501.805;0;0;19.603;178.954;161.515;40.456;18.804;7.863;0;0;25.451;221.306;179.051;44.208;22.015;9.774
850;;;3.;Schizophrenia;;749.136;405.136;344.000;0;0;956;91.380;220.252;58.733;25.739;8.076;0;0;795;77.797;184.269;50.106;23.301;7.733
860;;;4.;Alcohol use disorders;;767.057;518.087;248.969;0;11;2.862;195.572;240.044;49.396;20.600;9.603;0;5;1.942;105.982;107.694;20.687;8.623;4.038
870;;;5.;Drug use disorders;;2.288.456;1.578.528;709.928;65;0;479;706.651;715.513;88.068;43.578;24.174;91;0;86;324.219;305.801;43.171;24.411;12.149
871;;;;a.;Opioid use disorders;2.097.422;1.446.683;650.740;65;0;0;638.902;666.784;80.221;39.692;21.019;91;0;0;295.241;284.462;39.061;22.097;9.788
872;;;;b.;Cocaine use disorders;45.746;33.824;11.922;0;0;0;16.248;12.897;2.530;1.420;730;0;0;0;6.127;4.134;862;538;261
873;;;;c.;Amphetamine use disorders;17.262;14.027;3.236;0;0;24;7.413;5.467;669;316;138;0;0;2;1.784;1.051;214;114;71
874;;;;d.;Cannabis use disorders;35.737;27.140;8.597;0;0;438;18.370;7.286;739;214;92;0;0;81;5.591;2.469;293;109;54
875;;;;e.;Other drug use disorders;92.287;56.854;35.434;0;0;17;25.718;23.078;3.909;1.936;2.196;0;0;3;15.477;13.686;2.740;1.554;1.974
880;;;6.;Anxiety disorders;;2.818.797;1.131.916;1.686.880;0;4.586;194.466;393.328;380.016;94.131;43.017;22.372;0;4.118;198.213;596.162;621.882;149.851;74.444;42.210
890;;;7.;Eating disorders;;205.475;55.842;149.633;0;0;3.901;28.202;23.739;0;0;0;0;0;11.840;86.688;51.105;0;0;0
900;;;8.;Autism and Asperger syndrome;;837.048;649.956;187.092;718;61.013;153.052;196.473;166.664;40.428;20.410;11.198;211;18.179;46.088;56.888;45.471;10.961;5.892;3.402
910;;;9.;Childhood behavioural disorders;;742.047;496.183;245.864;0;851;293.125;187.513;12.405;1.814;426;49;0;350;150.869;87.858;5.600;916;241;30
911;;;;a.;Attention deficit/hyperactivity syndrome;79.580;55.605;23.974;0;851;19.239;20.822;12.405;1.814;426;49;0;350;7.980;8.858;5.600;916;241;30
912;;;;b.;Conduct disorder;662.467;440.578;221.889;0;0;273.886;166.691;0;0;0;0;0;0;142.889;79.000;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;961.632;573.998;387.635;124;22.882;134.524;206.687;154.498;32.637;15.438;7.208;53;14.304;92.523;138.846;102.505;22.418;11.194;5.792
930;;;11.;Other mental and behavioural disorders;;806.770;485.626;321.143;0;0;3.625;150.514;225.631;58.116;30.200;17.540;0;0;2.392;96.019;146.426;39.529;22.458;14.321
940;;F.;Neurological conditions;;;7.837.019;3.414.939;4.422.079;41;187.322;319.877;780.118;862.043;261.697;238.104;765.737;42;236.095;409.886;1.025.010;1.146.818;339.766;304.514;959.948
950;;;1.;Alzheimer disease and other dementias;;1.829.985;805.515;1.024.471;0;0;0;26;5.621;38.877;121.645;639.346;0;0;0;0;5.673;40.060;144.647;834.091
960;;;2.;Parkinson disease;;175.593;104.205;71.388;0;0;0;135;4.489;7.221;16.394;75.966;0;0;0;70;2.902;5.625;12.213;50.579
970;;;3.;Epilepsy;;1.470.454;703.233;767.221;23;120.869;165.282;211.741;132.208;34.135;21.090;17.885;21;168.625;173.339;210.705;130.178;34.429;25.903;24.020
980;;;4.;Multiple sclerosis;;86.562;34.182;52.380;0;0;235;4.319;18.224;6.509;3.181;1.714;0;0;395;9.106;27.639;8.251;4.436;2.554
990;;;5.;Migraine;;3.019.071;1.173.607;1.845.464;0;0;86.941;396.132;507.734;117.358;48.011;17.432;0;0;163.635;624.416;758.512;185.368;82.155;31.379
1000;;;6.;Non-migraine headache;;810.241;355.333;454.908;0;0;18.548;113.794;157.489;39.959;18.232;7.311;0;0;28.516;146.382;191.061;51.385;26.097;11.467
1010;;;7.;Other neurological conditions;;445.111;238.865;206.247;18;66.453;48.870;53.971;36.279;17.640;9.551;6.083;21;67.470;44.001;34.331;30.853;14.650;9.062;5.859
1020;;G.;Sense organ diseases;;;7.973.192;3.962.424;4.010.768;506;96.529;329.043;558.174;902.871;612.335;654.470;808.495;465;91.300;292.745;497.373;835.918;604.059;702.153;986.757
1030;;;1.;Glaucoma;;198.561;84.470;114.091;0;0;0;489;7.032;11.183;20.359;45.406;0;0;0;680;8.914;13.985;26.397;64.116
1040;;;2.;Cataracts;;552.046;209.734;342.311;0;0;0;860;21.602;35.263;57.685;94.324;0;0;0;1.555;35.031;54.335;90.205;161.185
1050;;;3.;Uncorrected refractive errors;;2.398.817;1.150.406;1.248.412;297;57.509;165.368;218.362;290.822;168.631;138.167;111.251;326;57.640;162.358;215.814;316.643;191.103;164.384;140.143
1060;;;4.;Macular degeneration;;197.251;74.372;122.879;0;0;0;0;0;7.464;20.295;46.613;0;0;0;0;0;11.782;32.814;78.283
1070;;;5.;Other vision loss;;997.819;475.908;521.911;13;7.092;21.431;50.341;87.176;75.801;96.323;137.731;15;8.561;25.873;59.951;93.250;78.409;100.999;154.855
1080;;;6.;Other hearing loss;;3.197.384;1.761.221;1.436.163;196;24.606;126.735;253.936;436.227;282.323;290.472;346.725;123;17.050;87.730;182.811;319.978;220.681;251.851;355.940
1090;;;7.;Other sense organ disorders;;431.314;206.313;225.001;0;7.322;15.510;34.187;60.012;31.669;31.170;26.445;0;8.049;16.784;36.562;62.102;33.764;35.504;32.236
1100;;H.;Cardiovascular diseases;;;33.843.372;18.916.974;14.926.398;8.024;324.080;197.567;984.326;3.651.032;3.812.680;4.366.655;5.572.610;3.874;238.271;192.429;850.049;2.219.431;2.323.743;3.402.598;5.696.002
1110;;;1.;Rheumatic heart disease;;1.072.654;480.193;592.461;0;38.742;58.613;116.796;133.295;49.277;38.030;45.440;0;23.255;64.036;138.412;166.176;70.537;57.442;72.603
1120;;;2.;Hypertensive heart disease;;1.340.160;537.912;802.248;0;7.664;2.903;25.968;90.685;87.586;108.527;214.581;0;1.724;2.749;32.189;115.675;142.228;179.167;328.516
1130;;;3.;Ischaemic heart disease;;20.372.657;12.329.767;8.042.890;0;41.598;22.640;438.815;2.479.092;2.742.267;3.009.047;3.596.308;0;14.580;19.552;283.727;1.057.312;1.339.840;2.006.030;3.321.850
1140;;;4.;Stroke;;8.422.052;4.264.589;4.157.463;4.163;88.241;53.885;218.145;708.413;774.849;1.015.536;1.401.356;1.288;72.950;48.064;222.004;662.977;631.721;956.661;1.561.798
1141;;;;a.;Ischaemic stroke;4.189.298;2.026.644;2.162.654;0;4.867;6.674;50.624;194.799;292.323;554.063;923.295;0;4.222;7.859;71.830;200.126;239.176;552.238;1.087.203
1142;;;;b.;Haemorrhagic stroke;4.232.753;2.237.944;1.994.809;4.163;83.374;47.211;167.521;513.614;482.526;461.473;478.062;1.288;68.728;40.204;150.174;462.852;392.544;404.424;474.595
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;683.927;347.449;336.478;2.055;68.733;21.364;64.185;70.815;34.321;38.860;47.116;1.042;58.909;24.882;59.225;62.866;28.509;38.058;62.988
