Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;European Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2015;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
780;;;24.;Other malignant neoplasms;;3.103.088;1.704.440;1.398.648;844;37.326;33.408;115.315;213.357;382.901;473.030;448.258;1.332;36.166;29.201;68.367;169.043;260.763;325.086;508.690
790;;B.;Other neoplasms;;;1.040.802;556.088;484.714;766;70.777;5.676;13.198;40.389;62.252;106.224;256.806;937;48.154;4.666;7.853;35.630;52.946;81.501;253.027
800;;C.;Diabetes mellitus;;;6.719.829;3.320.120;3.399.710;120;2.343;6.395;60.526;505.127;689.283;859.357;1.196.968;60;2.158;6.513;57.223;385.250;552.945;786.660;1.608.901
810;;D.;Endocrine, blood, immune disorders;;;2.368.501;1.066.618;1.301.883;4.805;108.322;64.451;93.875;187.658;154.083;170.188;283.235;3.892;90.459;60.423;116.252;251.977;165.973;186.407;426.500
811;;;1.;Thalassaemias;;245.269;70.426;174.843;194;23.829;14.280;5.425;9.846;5.628;4.589;6.635;259;20.844;16.994;26.299;63.015;18.099;10.236;19.097
812;;;2.;Sickle cell disorders and trait;;83.553;36.337;47.215;36;5.019;5.140;10.878;8.995;2.761;1.838;1.671;40;3.355;4.712;14.694;16.118;4.149;2.280;1.868
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;283.917;138.359;145.559;46;4.315;6.483;17.104;20.936;14.827;17.788;56.860;53;4.079;4.907;8.429;11.648;8.736;17.443;90.265
814;;;4.;Other endocrine, blood and immune disorders;;1.755.762;821.496;934.266;4.529;75.159;38.548;60.468;147.882;130.867;145.973;218.069;3.540;62.181;33.810;66.830;161.196;134.989;156.449;315.270
820;;E.;Mental and substance use disorders;;;26.022.882;13.584.045;12.438.837;560;52.246;611.657;3.168.363;5.492.296;2.184.809;1.296.841;777.273;219;20.062;519.978;2.653.551;4.355.066;2.009.768;1.480.117;1.400.076
830;;;1.;Depressive disorders;;6.201.153;2.243.975;3.957.178;0;74;61.434;478.267;814.780;368.907;270.964;249.550;0;79;91.655;676.003;1.248.934;685.823;582.527;672.157
831;;;;a.;Major depressive disorder;4.807.281;1.754.978;3.052.303;0;61;53.743;395.854;643.767;275.269;196.901;189.383;0;65;80.344;542.591;960.110;512.963;431.221;525.008
832;;;;b.;Dysthymia;1.393.872;488.997;904.874;0;13;7.691;82.413;171.012;93.638;74.063;60.167;0;14;11.311;133.412;288.823;172.860;151.306;147.150
840;;;2.;Bipolar disorder;;1.541.777;626.622;915.155;0;0;15.631;176.926;230.759;98.133;64.168;41.005;0;0;18.292;231.684;337.340;149.139;100.988;77.713
850;;;3.;Schizophrenia;;1.559.891;775.412;784.479;0;0;942;106.544;370.069;158.865;94.364;44.628;0;0;774;95.335;347.039;163.133;108.754;69.443
860;;;4.;Alcohol use disorders;;4.837.289;3.379.506;1.457.783;0;37;3.973;551.861;1.576.618;774.308;371.309;101.400;0;21;2.685;276.759;627.808;319.662;167.503;63.344
870;;;5.;Drug use disorders;;3.792.001;2.735.095;1.056.906;38;0;1.619;874.013;1.300.872;302.036;169.950;86.566;65;0;824;336.183;418.113;124.394;95.738;81.590
871;;;;a.;Opioid use disorders;2.723.810;1.967.464;756.347;38;0;0;595.594;958.119;220.686;131.421;61.605;65;0;0;225.828;310.066;90.774;74.303;55.311
872;;;;b.;Cocaine use disorders;223.621;173.094;50.527;0;0;0;55.813;77.111;22.965;11.313;5.891;0;0;0;18.032;17.753;5.806;4.745;4.191
873;;;;c.;Amphetamine use disorders;234.689;187.787;46.902;0;0;315;70.708;90.882;17.739;6.522;1.620;0;0;140;26.487;15.067;2.741;1.380;1.088
874;;;;d.;Cannabis use disorders;80.507;52.580;27.927;0;0;1.099;31.763;14.969;2.640;1.280;830;0;0;593;16.360;7.926;1.592;813;643
875;;;;e.;Other drug use disorders;529.374;354.171;175.203;0;0;205;120.134;159.791;38.007;19.414;16.620;0;0;92;49.476;67.301;23.481;14.496;20.357
880;;;6.;Anxiety disorders;;3.740.018;1.281.263;2.458.755;0;2.762;128.393;306.387;431.060;189.018;126.575;97.068;0;3.736;183.924;525.097;796.536;380.107;283.635;285.721
890;;;7.;Eating disorders;;452.397;89.963;362.434;0;0;4.861;42.801;42.301;0;0;0;0;0;19.100;186.214;157.119;0;0;0
900;;;8.;Autism and Asperger syndrome;;1.084.114;816.321;267.793;512;44.049;116.749;193.319;241.616;98.324;67.740;54.011;151;13.030;34.382;57.641;76.799;33.884;25.584;26.323
910;;;9.;Childhood behavioural disorders;;653.595;418.948;234.647;0;768;229.253;170.573;14.320;3.069;854;112;0;308;135.519;90.427;6.402;1.470;452;69
911;;;;a.;Attention deficit/hyperactivity syndrome;82.091;57.536;24.555;0;768;17.967;20.447;14.320;3.069;854;112;0;308;7.256;8.598;6.402;1.470;452;69
912;;;;b.;Conduct disorder;571.504;361.412;210.092;0;0;211.286;150.126;0;0;0;0;0;0;128.263;81.829;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;669.468;365.029;304.439;9;4.556;45.751;103.812;122.861;43.562;27.282;17.196;3;2.888;30.912;75.207;101.232;40.272;27.741;26.184
930;;;11.;Other mental and behavioural disorders;;1.491.178;851.910;639.268;0;0;3.051;163.860;347.040;148.588;103.635;85.736;0;0;1.912;103.000;237.743;111.884;87.198;97.531
940;;F.;Neurological conditions;;;17.334.956;6.769.276;10.565.680;96;86.423;233.651;755.861;1.286.525;695.982;759.259;2.951.480;90;70.240;252.788;996.445;1.980.455;990.816;971.056;5.303.789
950;;;1.;Alzheimer disease and other dementias;;7.131.045;2.450.350;4.680.695;0;0;1.841;2.064;15.792;68.710;244.508;2.117.435;0;0;1.256;1.493;13.129;71.639;283.071;4.310.107
960;;;2.;Parkinson disease;;1.019.551;545.516;474.035;0;0;0;443;6.379;16.844;72.202;449.648;0;0;0;216;4.329;12.875;51.514;405.101
970;;;3.;Epilepsy;;1.427.969;790.193;637.775;8;41.479;78.942;175.690;230.612;101.456;73.786;88.220;7;33.336;69.237;137.767;152.853;69.409;61.570;113.597
980;;;4.;Multiple sclerosis;;469.383;168.596;300.787;0;0;401;8.476;60.348;44.064;33.949;21.358;0;0;632;16.523;98.433;74.261;59.669;51.269
990;;;5.;Migraine;;4.620.916;1.497.967;3.122.950;0;0;83.409;342.167;622.217;239.961;136.330;73.883;0;0;118.076;647.670;1.317.595;533.143;315.955;190.510
1000;;;6.;Non-migraine headache;;1.126.929;417.187;709.742;0;0;14.034;87.069;171.869;71.839;45.110;27.266;0;0;19.741;133.467;281.558;122.744;86.972;65.260
1010;;;7.;Other neurological conditions;;1.539.163;899.467;639.696;88;44.945;55.024;139.951;179.309;153.107;153.373;173.670;83;36.905;43.847;59.309;112.557;106.745;112.305;167.945
1020;;G.;Sense organ diseases;;;13.862.882;6.070.647;7.792.235;231;53.364;175.074;393.859;983.532;978.633;1.251.278;2.234.674;216;48.924;157.246;362.979;916.753;1.015.546;1.473.253;3.817.318
1030;;;1.;Glaucoma;;188.532;61.149;127.383;0;0;0;114;2.524;5.672;12.286;40.554;0;0;0;159;3.475;8.351;20.149;95.250
1040;;;2.;Cataracts;;448.561;133.302;315.259;0;0;0;184;6.691;16.127;32.255;78.044;0;0;0;305;11.528;28.528;61.403;213.495
1050;;;3.;Uncorrected refractive errors;;3.563.350;1.571.531;1.991.819;153;33.830;95.598;166.600;341.707;300.647;292.424;340.572;164;32.502;91.560;162.719;340.319;343.861;383.250;637.443
1060;;;4.;Macular degeneration;;257.301;72.747;184.554;0;0;0;0;0;4.567;14.782;53.398;0;0;0;0;0;8.014;28.629;147.911
1070;;;5.;Other vision loss;;797.248;313.093;484.155;2;1.051;3.479;10.905;32.442;42.817;68.477;153.923;2;1.275;4.249;13.288;38.726;52.401;89.717;284.496
1080;;;6.;Other hearing loss;;7.508.045;3.483.890;4.024.155;77;12.684;63.375;182.474;514.614;535.263;733.037;1.442.367;49;9.439;48.682;145.423;408.247;466.804;740.674;2.204.837
1090;;;7.;Other sense organ disorders;;1.099.844;434.934;664.911;0;5.799;12.622;33.582;85.555;73.540;98.017;125.817;0;5.708;12.755;41.086;114.458;107.587;149.432;233.885
1100;;H.;Cardiovascular diseases;;;76.153.333;41.227.204;34.926.129;2.411;53.001;44.559;622.308;5.228.938;7.657.210;10.207.608;17.411.169;1.971;43.085;39.068;327.133;1.846.566;2.925.722;5.536.300;24.206.283
1110;;;1.;Rheumatic heart disease;;518.311;221.047;297.264;0;1.315;2.744;15.783;50.071;46.329;44.643;60.162;0;1.312;3.324;15.439;43.418;46.216;58.584;128.970
1120;;;2.;Hypertensive heart disease;;2.663.011;1.184.667;1.478.344;0;213;142;7.676;99.713;199.467;289.670;587.787;0;197;196;4.705;50.746;112.689;221.784;1.088.027
1130;;;3.;Ischaemic heart disease;;41.678.584;23.670.846;18.007.739;0;1.948;4.326;198.090;2.716.264;4.616.585;6.152.817;9.980.817;0;1.481;3.271;79.049;662.417;1.350.877;2.840.172;13.070.471
1140;;;4.;Stroke;;19.529.491;9.383.728;10.145.763;504;14.110;12.129;121.159;906.068;1.550.784;2.362.620;4.416.354;347;9.287;13.976;87.374;539.070;912.000;1.679.162;6.904.549
1141;;;;a.;Ischaemic stroke;11.886.930;5.386.413;6.500.517;0;717;2.783;27.837;256.389;680.042;1.424.426;2.994.218;0;839;3.702;27.238;167.066;384.973;996.160;4.920.538
1142;;;;b.;Haemorrhagic stroke;7.642.561;3.997.315;3.645.246;504;13.392;9.345;93.321;649.679;870.742;938.195;1.422.136;347;8.447;10.274;60.136;372.003;527.026;683.002;1.984.011
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;4.070.947;2.764.596;1.306.351;1.260;25.049;12.421;178.104;992.968;653.826;447.020;453.948;960;21.749;10.494;67.550;280.213;212.710;191.694;520.981
1160;;;6.;Other circulatory diseases;;7.692.989;4.002.321;3.690.669;647;10.366;12.797;101.496;463.854;590.220;910.839;1.912.101;665;9.059;7.807;73.017;270.703;291.231;544.904;2.493.285
1170;;I.;Respiratory diseases;;;10.567.887;6.019.571;4.548.316;0;41.547;178.581;252.420;613.754;768.963;1.322.531;2.841.774;0;40.835;178.553;254.000;498.301;505.576;792.698;2.278.353
1180;;;1.;Chronic obstructive pulmonary disease;;6.780.232;4.167.335;2.612.897;0;1.935;5.844;46.325;280.397;532.104;1.034.393;2.266.337;0;1.968;5.130;34.167;146.939;265.429;522.449;1.636.815
1190;;;2.;Asthma;;2.371.641;1.029.065;1.342.577;0;35.022;161.495;178.349;242.828;137.205;132.467;141.698;0;35.031;162.792;202.389;304.587;190.685;189.464;257.630
