Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;South-East Asia Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2015;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
295;;;;i.;Echinococcosis;34.373;15.928;18.445;0;282;1.920;3.501;5.262;2.307;1.721;936;0;431;2.468;4.843;4.889;2.263;2.148;1.402
300;;;;j.;Dengue;2.092.491;1.117.810;974.681;0;222.029;202.679;278.751;215.159;85.083;67.022;47.088;0;187.521;193.491;223.106;162.109;74.333;68.706;65.415
310;;;;k.;Trachoma;126.815;53.827;72.989;0;0;0;12;2.707;7.122;18.142;25.845;0;0;0;27;3.341;8.804;23.930;36.886
315;;;;l.;Yellow fever;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320;;;;m.;Rabies;446.582;307.520;139.063;0;12.777;109.360;85.753;47.576;29.153;18.286;4.614;0;10.428;49.663;27.915;26.271;9.219;12.542;3.024
330;;;10.;Intestinal nematode infections;;1.294.362;608.577;685.785;0;51.233;123.414;155.582;156.641;56.372;37.312;28.023;0;60.489;119.766;183.146;191.109;59.368;38.820;33.087
340;;;;a.;Ascariasis;469.282;232.522;236.760;0;29.126;52.105;57.295;56.605;18.390;11.098;7.902;0;40.210;49.541;54.708;54.999;17.828;11.259;8.215
350;;;;b.;Trichuriasis;101.518;51.395;50.123;0;2.871;9.835;15.228;14.848;4.559;2.536;1.517;0;2.713;8.995;14.737;14.781;4.545;2.647;1.703
360;;;;c.;Hookworm disease;628.809;285.107;343.702;0;18.973;59.960;79.992;76.666;24.404;15.266;9.846;0;17.049;59.053;107.253;107.808;26.530;15.297;10.712
362;;;;d.;Food-bourne trematodes;94.753;39.553;55.200;0;262;1.515;3.067;8.522;9.019;8.412;8.757;0;517;2.177;6.447;13.520;10.465;9.616;12.457
365;;;11.;Leprosy;;281.439;161.137;120.302;0;5;60;10.811;34.140;39.635;33.546;42.939;0;2;21;8.194;30.435;19.545;32.894;29.211
370;;;12.;Other infectious diseases;;6.457.645;3.456.145;3.001.500;50.903;1.231.566;972.629;441.396;247.951;151.817;153.311;206.573;14.984;1.067.093;868.193;473.115;217.734;82.213;112.490;165.678
380;;B.;Respiratory Infectious ;;;35.040.734;16.806.832;18.233.902;2.180.166;7.709.077;1.013.506;713.872;823.536;743.306;1.118.859;2.504.510;1.947.513;8.910.171;1.070.759;699.479;692.486;553.229;1.251.029;3.109.237
390;;;1.;Lower respiratory infections;;32.420.005;15.442.511;16.977.494;2.178.048;7.494.917;617.000;365.178;567.344;658.840;1.077.326;2.483.857;1.945.631;8.717.734;718.988;378.793;449.734;473.063;1.208.905;3.084.645
400;;;2.;Upper respiratory infections;;1.390.924;713.822;677.102;1.859;95.103;158.186;196.649;175.643;47.531;25.603;13.247;1.624;87.339;146.059;184.596;169.470;46.250;26.149;15.614
410;;;3.;Otitis media;;1.229.805;650.499;579.306;259;119.058;238.320;152.045;80.548;36.934;15.930;7.406;258;105.098;205.711;136.090;73.282;33.915;15.974;8.978
420;;C.;Maternal conditions;;;3.992.659;0;3.992.659;0;0;0;0;0;0;0;0;0;0;275;2.271.040;1.716.858;4.486;0;0
490;;D.;Neonatal conditions;;;71.906.952;37.732.731;34.174.222;33.004.342;2.286.019;758.994;874.283;644.571;121.165;36.065;7.292;29.756.158;2.346.350;567.552;696.729;594.124;145.150;55.447;12.712
500;;;1.;Preterm birth complications;;38.870.889;20.798.052;18.072.837;17.422.669;1.507.668;587.691;676.605;487.469;86.285;24.079;5.587;14.976.576;1.522.114;436.354;533.759;448.399;106.834;39.397;9.404
510;;;2.;Birth asphyxia and birth trauma;;16.624.170;9.096.750;7.527.420;8.533.509;416.418;40.556;50.771;41.286;9.952;3.717;541;6.947.798;472.681;27.077;35.012;31.712;8.728;3.777;637
520;;;3.;Neonatal sepsis and infections;;11.694.003;5.411.073;6.282.930;5.023.464;70.300;96.908;111.073;85.575;17.509;5.513;732;5.927.106;59.245;80.171;97.225;86.508;21.998;8.819;1.859
530;;;4.;Other neonatal conditions;;4.717.892;2.426.857;2.291.036;2.024.700;291.632;33.839;35.835;30.242;7.420;2.757;432;1.904.679;292.310;23.951;30.733;27.505;7.590;3.454;813
540;;E.;Nutritional deficiencies;;;26.307.372;9.489.107;16.818.265;30.892;3.236.596;2.780.979;939.893;1.041.770;519.044;489.915;450.019;26.594;3.217.597;3.032.311;3.675.424;3.737.837;1.198.160;978.718;951.623
550;;;1.;Protein-energy malnutrition;;4.600.337;2.016.584;2.583.753;21.806;1.679.044;42.984;18.415;28.000;32.937;63.299;130.098;20.042;1.882.361;105.022;65.142;83.437;83.750;148.048;195.951
560;;;2.;Iodine deficiency;;1.193.584;503.244;690.340;0;6.178;60.986;161.911;164.476;56.019;34.349;19.325;0;9.457;83.016;217.992;222.954;75.500;49.116;32.304
570;;;3.;Vitamin A deficiency;;93.609;44.012;49.597;0;10.508;11.786;7.767;8.202;3.038;1.800;910;0;10.950;12.591;9.068;9.779;3.727;2.214;1.269
580;;;4.;Iron-deficiency anaemia;;18.606.519;6.247.008;12.359.511;9.086;1.413.018;2.637.433;710.791;752.715;308.718;245.966;169.282;6.552;1.172.671;2.766.242;3.233.940;3.193.673;874.649;595.110;516.674
590;;;5.;Other nutritional deficiencies;;1.813.323;678.260;1.135.063;0;127.847;27.791;41.009;88.377;118.331;144.501;130.404;0;142.158;65.439;149.281;227.994;160.535;184.231;205.425
600;II.;Noncommunicable diseases;;;;404.284.023;215.182.700;189.101.323;4.638.581;5.302.112;8.050.809;22.420.455;53.261.908;41.386.928;41.924.466;38.197.440;4.786.816;5.733.501;7.379.304;21.876.916;44.428.505;31.168.794;34.349.876;39.377.611
610;;A.;Malignant neoplasms;;;44.297.892;22.417.874;21.880.019;687;413.518;545.880;1.357.733;5.606.914;5.635.416;5.317.324;3.540.401;696;313.233;349.775;1.245.296;7.475.682;5.703.178;4.177.564;2.614.594
620;;;1.;Mouth and oropharynx cancers;;4.728.919;3.501.947;1.226.971;0;5.883;11.810;168.147;1.159.963;1.015.370;761.397;379.377;0;2.521;11.734;63.764;392.206;337.184;274.069;145.494
621;;;;a.;Lip and oral cavity;2.535.318;1.780.548;754.770;0;5.207;4.833;117.528;655.533;491.241;354.319;151.887;0;2.050;1.312;28.458;224.834;218.915;186.751;92.451
622;;;;b.;Nasopharynx;504.410;350.924;153.486;0;0;6.576;22.390;114.004;98.827;74.278;34.849;0;0;10.097;20.023;52.369;37.850;20.932;12.214
623;;;;c.;Other pharynx;1.689.190;1.370.475;318.715;0;675;402;28.229;390.425;425.303;332.799;192.641;0;471;325;15.282;115.004;80.418;66.386;40.829
630;;;2.;Oesophagus cancer;;2.081.164;1.380.177;700.987;0;619;322;29.779;343.549;442.141;357.758;206.009;0;138;83;24.068;217.527;176.039;162.813;120.318
640;;;3.;Stomach cancer;;2.778.189;1.827.295;950.894;0;1.917;812;57.233;512.470;508.895;485.305;260.662;0;4.336;4.274;47.377;312.802;248.623;198.850;134.633
650;;;4.;Colon and rectum cancers;;2.934.442;1.695.105;1.239.337;0;7.848;4.855;91.795;482.388;429.423;386.654;292.142;0;2.457;1.446;81.088;392.427;251.825;267.828;242.265
660;;;5.;Liver cancer;;2.621.039;1.800.856;820.184;0;0;23.536;57.199;482.317;496.413;442.749;298.642;0;0;13.431;43.187;226.827;205.469;187.115;144.155
661;;;;a.;Liver cancer secondary to hepatitis B;1.388.129;945.034;443.094;0;0;16.811;47.606;321.275;255.628;187.486;116.229;0;0;8.643;33.133;151.984;109.831;82.253;57.251
662;;;;b.;Liver cancer secondary to hepatitis C;366.517;212.831;153.686;0;0;345;1.390;32.999;54.694;65.341;58.061;0;0;271;1.734;25.741;37.868;45.218;42.854
663;;;;c.;Liver cancer secondary to alcohol use;541.449;445.267;96.182;0;0;0;509;77.613;136.094;143.056;87.996;0;0;0;162;16.034;28.937;31.783;19.265
664;;;;d.;Other liver cancer;324.945;197.723;127.222;0;0;6.381;7.694;50.429;49.997;46.866;36.356;0;0;4.517;8.158;33.069;28.832;27.861;24.785
670;;;6.;Pancreas cancer;;816.829;422.370;394.459;0;132;81;8.465;88.460;130.608;115.003;79.621;0;4.616;4.927;7.541;94.855;102.514;86.295;93.711
680;;;7.;Trachea, bronchus, lung cancers;;5.155.263;3.574.592;1.580.672;0;6.389;3.136;43.626;673.820;1.035.986;1.117.004;694.631;0;3.645;1.934;50.580;390.595;431.554;413.267;289.096
690;;;8.;Melanoma and other skin cancers;;265.634;175.340;90.294;0;309;161;6.792;31.952;32.150;58.211;45.763;0;1.213;643;9.122;32.306;17.892;14.274;14.845
691;;;;a.;Malignant skin melanoma;90.127;42.350;47.778;0;309;161;1.565;8.237;4.761;19.808;7.508;0;1.213;643;6.236;22.872;8.724;5.197;2.892
692;;;;b.;Non-melanoma skin cancer;175.506;132.990;42.517;0;0;0;5.227;23.715;27.389;38.403;38.255;0;0;0;2.886;9.434;9.167;9.077;11.953
700;;;9.;Breast cancer;;4.547.776;6.604;4.541.173;0;0;0;430;1.876;1.544;1.391;1.364;0;6.007;5.567;169.401;2.098.342;1.237.502;681.654;342.700
710;;;10.;Cervix uteri cancer;;3.590.977;0;3.590.977;0;0;0;0;0;0;0;0;0;0;0;93.884;1.472.762;1.104.457;636.068;283.807
720;;;11.;Corpus uteri cancer;;271.897;0;271.897;0;0;0;0;0;0;0;0;0;0;0;2.258;55.076;101.710;71.413;41.439
730;;;12.;Ovary cancer;;1.324.412;0;1.324.412;0;0;0;0;0;0;0;0;0;13.738;11.501;80.002;460.691;381.756;260.119;116.605
740;;;13.;Prostate cancer;;534.392;534.392;0;0;189;79;1.190;12.205;50.074;156.952;313.703;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;159.531;159.531;0;0;36.295;23.081;27.730;40.864;10.635;11.884;9.041;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;460.889;289.650;171.239;22;28.665;12.025;12.450;51.358;72.143;68.168;44.819;15;28.274;12.099;15.928;27.650;41.761;26.239;19.272
750;;;16.;Bladder cancer;;489.034;382.816;106.218;0;590;319;9.206;61.825;81.894;108.178;120.804;0;1.365;1.392;1.533;18.131;24.646;30.276;28.874
751;;;17.;Brain and nervous system cancers;;1.080.157;623.540;456.616;32;29.212;55.687;80.044;195.467;124.769;93.220;45.108;27;35.892;55.630;82.945;124.265;81.353;48.203;28.302
752;;;18.;Gallbladder and biliary tract cancer;;1.535.764;435.454;1.100.310;0;189;79;6.924;122.944;123.000;107.430;74.888;0;0;0;20.004;362.146;284.557;273.479;160.124
753;;;19.;Larynx cancer;;745.151;655.209;89.942;0;3.000;3.203;8.485;139.377;196.081;181.809;123.254;0;1.770;1.889;5.250;19.345;24.070;22.131;15.489
754;;;20.;Thyroid cancer;;260.148;78.417;181.731;0;0;185;1.766;14.461;19.122;26.656;16.226;0;0;206;11.399;36.680;39.606;51.552;42.289
755;;;21.;Mesothelioma;;30.056;18.877;11.179;0;0;0;718;5.410;4.666;6.083;1.999;0;0;0;759;4.131;2.715;2.223;1.350
760;;;22.;Lymphomas, multiple myeloma;;1.896.187;1.203.575;692.612;39;43.040;69.789;166.927;323.829;236.019;226.949;136.982;37;22.319;19.113;81.345;160.335;171.630;142.885;94.948
761;;;;a.;Hodgkin lymphoma;269.421;187.808;81.612;9;10.273;28.534;47.001;54.206;25.566;12.130;10.089;3;2.742;3.416;17.985;20.814;17.662;12.863;6.128
762;;;;b.;Non-Hodgkin lymphoma;1.294.768;828.371;466.397;30;32.255;41.013;116.424;230.315;162.829;153.388;92.117;34;19.197;15.539;59.150;111.053;103.565;93.276;64.582
763;;;;c.;Multiple myeloma;331.998;187.396;144.603;0;512;242;3.501;39.309;47.625;61.431;34.776;0;381;158;4.210;28.468;50.402;36.746;24.237
770;;;23.;Leukaemia;;2.261.426;1.355.421;906.005;61;170.313;244.599;329.673;285.774;133.880;114.750;76.369;46;112.696;128.145;199.148;227.250;103.675;79.660;55.383
780;;;24.;Other malignant neoplasms;;3.728.615;2.296.706;1.431.909;532;78.929;92.118;249.152;576.604;490.601;489.772;318.998;571;72.245;75.759;154.714;349.332;332.641;247.151;199.496
790;;B.;Other neoplasms;;;846.991;436.979;410.013;0;12.580;39.425;97.309;90.280;76.800;60.583;60.001;0;15.547;24.940;50.979;132.204;67.560;55.572;63.210
800;;C.;Diabetes mellitus;;;18.241.357;9.149.751;9.091.606;375;16.787;39.830;448.343;2.104.478;2.149.145;2.240.612;2.150.180;131;11.822;57.806;345.564;1.764.778;2.000.410;2.415.675;2.495.421
810;;D.;Endocrine, blood, immune disorders;;;4.867.077;2.205.514;2.661.563;9.303;397.278;549.998;291.185;313.322;206.197;223.568;214.663;12.885;428.750;457.300;499.542;569.532;211.979;235.041;246.534
811;;;1.;Thalassaemias;;807.976;288.398;519.578;1.803;75.558;82.912;29.998;39.601;23.017;19.353;16.155;1.967;87.484;104.481;119.212;132.301;33.989;20.356;19.787
812;;;2.;Sickle cell disorders and trait;;1.240.098;484.892;755.205;3.977;132.151;152.538;85.911;60.121;26.313;14.481;9.400;4.608;151.308;153.016;187.297;181.779;50.932;15.905;10.361
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;1.157.494;620.312;537.182;437;48.954;151.962;98.079;88.268;56.225;77.355;99.031;299;43.833;70.134;71.755;92.132;40.808;98.953;119.267
814;;;4.;Other endocrine, blood and immune disorders;;1.661.509;811.912;849.597;3.086;140.616;162.586;77.197;125.331;100.641;112.379;90.075;6.011;146.125;129.669;121.279;163.319;86.250;99.827;97.119
820;;E.;Mental and substance use disorders;;;39.374.719;21.169.819;18.204.900;1.985;215.446;2.148.181;6.419.643;7.870.732;2.438.333;1.371.934;703.565;908;106.901;1.538.046;5.354.729;6.671.928;2.286.002;1.387.869;858.518
830;;;1.;Depressive disorders;;10.509.141;4.445.488;6.063.653;0;173;153.293;1.139.994;1.660.640;714.698;477.394;299.296;0;172;186.060;1.478.730;2.252.692;978.091;686.539;481.369
831;;;;a.;Major depressive disorder;8.031.723;3.410.908;4.620.814;0;136;126.581;893.892;1.270.175;534.674;351.356;234.095;0;134;152.916;1.153.893;1.716.169;723.269;500.893;373.540
832;;;;b.;Dysthymia;2.477.419;1.034.580;1.442.838;0;37;26.713;246.102;390.466;180.025;126.037;65.201;0;38;33.144;324.837;536.523;254.822;185.647;107.828
840;;;2.;Bipolar disorder;;1.994.072;961.659;1.032.412;0;0;35.335;348.264;373.753;119.367;60.231;24.709;0;0;37.641;368.794;395.651;129.451;68.450;32.425
850;;;3.;Schizophrenia;;3.029.916;1.604.098;1.425.818;0;0;3.397;328.245;842.237;267.328;125.713;37.178;0;0;2.706;285.709;741.560;238.377;117.314;40.153
860;;;4.;Alcohol use disorders;;3.553.863;2.799.056;754.807;2;140;8.521;730.964;1.389.354;393.146;195.381;81.549;1;65;4.534;241.233;334.959;101.041;48.748;24.227
870;;;5.;Drug use disorders;;3.491.168;2.174.219;1.316.949;26;0;2.403;912.309;957.461;157.857;95.391;48.773;55;0;681;605.872;516.999;94.413;65.384;33.544
871;;;;a.;Opioid use disorders;2.860.712;1.760.257;1.100.455;26;0;0;695.594;821.244;125.751;78.626;39.015;55;0;0;493.035;448.642;79.587;54.223;24.912
872;;;;b.;Cocaine use disorders;90.300;66.849;23.451;0;0;0;23.401;26.949;9.336;5.051;2.113;0;0;0;10.379;8.730;2.134;1.566;642
873;;;;c.;Amphetamine use disorders;110.255;80.855;29.400;0;0;367;52.379;21.393;4.034;2.076;606;0;0;167;23.459;4.592;609;419;154
874;;;;d.;Cannabis use disorders;143.028;107.215;35.814;0;0;1.792;70.782;29.587;3.591;1.049;415;0;0;400;22.276;10.835;1.449;560;293
875;;;;e.;Other drug use disorders;286.872;159.043;127.828;0;0;244;70.153;58.287;15.145;8.590;6.624;0;0;113;56.723;44.200;10.634;8.616;7.543
880;;;6.;Anxiety disorders;;6.162.967;2.539.819;3.623.148;0;6.523;338.556;758.119;901.651;299.633;156.952;78.385;0;8.415;446.205;1.031.515;1.306.637;448.414;235.633;146.328
890;;;7.;Eating disorders;;423.570;113.159;310.411;0;0;9.801;59.098;44.260;0;0;0;0;0;25.470;176.579;108.362;0;0;0
900;;;8.;Autism and Asperger syndrome;;2.347.684;1.816.070;531.615;1.424;130.705;404.786;550.040;480.943;137.078;73.117;37.977;418;39.363;122.487;160.654;137.200;38.394;20.832;12.267
910;;;9.;Childhood behavioural disorders;;1.814.832;1.221.171;593.662;0;1.006;716.139;489.013;12.545;1.988;435;45;0;399;361.497;224.851;5.658;980;245;32
911;;;;a.;Attention deficit/hyperactivity syndrome;97.645;68.918;28.727;0;1.006;26.520;26.379;12.545;1.988;435;45;0;399;10.481;10.932;5.658;980;245;32
912;;;;b.;Conduct disorder;1.717.187;1.152.253;564.935;0;0;689.619;462.634;0;0;0;0;0;0;351.016;213.919;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;3.570.452;2.033.398;1.537.054;533;76.900;466.128;704.361;540.593;140.158;72.595;32.131;433;58.486;344.544;524.825;413.110;107.965;57.247;30.444
930;;;11.;Other mental and behavioural disorders;;2.477.055;1.461.682;1.015.372;0;0;9.822;399.236;667.295;207.081;114.726;63.522;0;0;6.223;255.967;459.099;148.878;87.476;57.729
940;;F.;Neurological conditions;;;22.414.208;9.860.219;12.553.989;61;328.785;1.004.459;2.326.092;2.616.302;973.759;795.463;1.815.299;66;349.094;1.079.895;2.818.039;3.399.936;1.307.395;1.012.218;2.587.346
950;;;1.;Alzheimer disease and other dementias;;4.892.443;2.058.391;2.834.052;0;0;0;0;19.984;175.892;355.067;1.507.449;0;0;0;0;26.873;196.191;410.376;2.200.613
960;;;2.;Parkinson disease;;473.670;259.624;214.046;0;0;0;1.418;32.896;36.188;62.060;127.063;0;0;0;1.336;25.745;28.426;51.122;107.417
970;;;3.;Epilepsy;;4.177.951;2.244.908;1.933.043;45;247.486;444.738;662.093;517.545;166.091;116.089;90.822;42;261.498;387.464;540.316;357.283;154.486;119.696;112.259
980;;;4.;Multiple sclerosis;;345.975;138.776;207.198;0;0;284;16.470;85.363;25.371;8.835;2.453;0;0;507;42.489;115.176;32.682;12.102;4.243
990;;;5.;Migraine;;8.526.637;3.196.001;5.330.636;0;0;246.443;1.029.170;1.343.115;365.116;158.304;53.853;0;0;417.853;1.597.640;2.232.522;666.886;302.075;113.661
1000;;;6.;Non-migraine headache;;1.926.726;830.595;1.096.131;0;0;48.674;260.276;346.204;103.283;52.391;19.767;0;0;71.042;329.776;440.255;144.110;76.127;34.821
1010;;;7.;Other neurological conditions;;2.070.806;1.131.924;938.882;16;81.299;264.320;356.664;271.196;101.819;42.718;13.892;24;87.596;203.028;306.483;202.083;84.614;40.721;14.333
1020;;G.;Sense organ diseases;;;29.249.815;14.056.487;15.193.327;1.176;217.947;842.995;1.563.794;3.293.373;2.537.287;2.649.738;2.950.176;1.181;207.389;773.138;1.468.691;3.362.899;2.649.459;2.891.882;3.838.688
1030;;;1.;Glaucoma;;415.185;194.942;220.243;0;0;0;1.368;16.440;26.687;48.580;101.868;0;0;0;1.897;19.505;27.855;47.528;123.457
1040;;;2.;Cataracts;;3.370.399;1.275.913;2.094.486;0;0;0;7.869;137.908;213.248;348.300;568.589;0;0;0;14.180;212.994;322.903;552.471;991.938
1050;;;3.;Uncorrected refractive errors;;9.585.568;4.457.053;5.128.515;737;123.459;373.701;532.988;1.209.059;871.472;746.744;598.891;856;125.406;381.603;573.790;1.447.594;1.006.340;847.571;745.354
1060;;;4.;Macular degeneration;;279.460;112.983;166.477;0;0;0;0;0;10.711;30.577;71.695;0;0;0;0;0;17.675;44.679;104.123
1070;;;5.;Other vision loss;;1.608.581;804.493;804.088;19;10.805;40.588;96.274;147.038;133.935;160.202;215.632;22;12.931;48.389;111.676;142.923;121.060;138.892;228.195
1080;;;6.;Other hearing loss;;12.547.071;6.536.838;6.010.233;420;67.209;386.590;827.776;1.598.188;1.165.377;1.194.997;1.296.282;302;51.317;299.454;662.818;1.336.704;1.024.610;1.120.450;1.514.577
1090;;;7.;Other sense organ disorders;;1.443.551;674.266;769.285;0;16.474;42.116;97.519;184.740;115.858;120.340;97.220;0;17.735;43.691;104.330;203.179;129.015;140.290;131.044
1100;;H.;Cardiovascular diseases;;;105.467.492;62.542.331;42.925.161;6.351;280.776;213.756;2.498.424;13.880.132;15.283.565;16.272.548;14.106.779;4.515;255.926;213.892;1.760.871;6.858.425;7.737.843;11.639.525;14.454.165
1110;;;1.;Rheumatic heart disease;;4.815.427;2.141.520;2.673.907;0;46.467;97.264;434.401;688.616;357.081;305.184;212.507;0;53.794;100.807;433.993;807.914;437.817;459.575;380.007
