Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;European Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2016;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
610;;A.;Malignant neoplasms;;;50.168.779;28.527.959;21.640.820;1.221;188.721;189.327;511.409;2.753.562;6.284.725;9.126.970;9.472.024;1.715;151.993;145.263;378.523;2.957.491;4.540.453;5.817.865;7.647.517
620;;;1.;Mouth and oropharynx cancers;;1.633.387;1.312.344;321.043;0;4.067;2.472;11.568;182.911;471.032;441.473;198.821;0;1.787;1.049;7.392;48.075;82.471;87.467;92.802
621;;;;a.;Lip and oral cavity;835.690;647.977;187.713;0;1.828;694;3.551;91.670;225.893;214.629;109.712;0;848;415;3.130;25.296;43.592;48.245;66.187
622;;;;b.;Nasopharynx;104.605;71.631;32.973;0;0;636;6.178;19.550;18.405;17.853;9.008;0;0;291;2.474;9.286;8.613;7.733;4.577
623;;;;c.;Other pharynx;693.093;592.736;100.357;0;2.239;1.141;1.838;71.691;226.734;208.991;80.101;0;939;344;1.789;13.493;30.267;31.489;22.037
630;;;2.;Oesophagus cancer;;1.335.725;1.031.604;304.121;0;1.080;166;3.479;94.876;296.261;373.917;261.824;0;484;111;3.058;31.905;64.696;86.498;117.370
640;;;3.;Stomach cancer;;3.349.371;2.094.260;1.255.111;0;5.066;1.978;17.100;271.285;506.655;667.699;624.477;0;2.509;635;17.723;184.137;242.818;324.342;482.947
650;;;4.;Colon and rectum cancers;;5.595.780;3.096.990;2.498.790;0;2.707;1.307;20.880;263.787;579.006;977.530;1.251.773;0;2.571;1.490;17.374;229.488;440.177;659.469;1.148.221
660;;;5.;Liver cancer;;1.830.952;1.235.700;595.252;0;0;3.512;12.864;114.185;288.005;414.318;402.815;0;0;3.090;8.097;52.930;101.834;165.274;264.026
661;;;;a.;Liver cancer secondary to hepatitis B;473.423;311.392;162.032;0;0;2.331;9.484;52.075;85.252;91.126;71.125;0;0;1.946;5.471;25.672;32.459;41.317;55.167
662;;;;b.;Liver cancer secondary to hepatitis C;539.981;316.187;223.794;0;0;178;1.135;17.720;60.204;100.914;136.035;0;0;154;1.016;12.259;30.991;56.715;122.659
663;;;;c.;Liver cancer secondary to alcohol use;717.513;551.556;165.957;0;0;0;716;38.191;130.215;205.807;176.627;0;0;0;300;10.091;31.269;56.860;67.437
664;;;;d.;Other liver cancer;100.034;56.565;43.469;0;0;1.003;1.529;6.199;12.334;16.472;19.028;0;0;990;1.311;4.908;7.116;10.382;18.763
670;;;6.;Pancreas cancer;;2.706.931;1.482.846;1.224.085;0;611;495;6.303;131.581;347.217;511.272;485.367;0;73;128;3.328;68.532;209.887;371.489;570.647
680;;;7.;Trachea, bronchus, lung cancers;;10.230.995;7.509.939;2.721.056;0;8.176;1.992;18.065;582.615;1.934.792;2.780.060;2.184.240;0;7.321;2.397;10.720;235.006;641.931;913.275;910.405
690;;;8.;Melanoma and other skin cancers;;933.386;536.350;397.036;0;48;219;16.279;94.719;110.775;138.230;176.080;0;659;662;13.040;75.357;75.478;85.393;146.447
691;;;;a.;Malignant skin melanoma;723.135;403.115;320.020;0;48;177;13.437;83.114;89.010;105.176;112.154;0;659;534;11.404;69.545;67.519;73.644;96.717
692;;;;b.;Non-melanoma skin cancer;210.250;133.235;77.015;0;0;42;2.842;11.605;21.765;33.054;63.926;0;0;128;1.636;5.812;7.959;11.750;49.730
700;;;9.;Breast cancer;;4.225.965;39.248;4.186.716;0;0;0;413;4.505;8.740;11.896;13.695;0;124;28;25.550;853.235;1.076.427;1.060.461;1.170.890
710;;;10.;Cervix uteri cancer;;867.750;0;867.750;0;0;0;0;0;0;0;0;0;248;57;17.744;233.341;213.433;212.166;190.760
720;;;11.;Corpus uteri cancer;;810.536;0;810.536;0;0;0;0;0;0;0;0;0;124;34;14.079;175.374;189.613;211.079;220.233
730;;;12.;Ovary cancer;;1.212.724;0;1.212.724;0;0;0;0;0;0;0;0;0;2.678;1.489;17.975;164.202;308.900;364.972;352.508
740;;;13.;Prostate cancer;;2.128.974;2.128.974;0;0;1.076;156;1.956;18.606;157.147;575.054;1.374.981;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;127.163;127.163;0;0;3.852;2.550;38.933;56.391;11.235;8.254;5.948;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;1.329.353;867.633;461.719;84;18.957;9.773;7.049;82.084;209.149;276.516;264.021;58;12.518;7.624;5.238;36.008;83.236;127.498;189.541
750;;;16.;Bladder cancer;;1.323.802;1.039.355;284.448;0;1.711;1.149;1.553;39.574;148.711;320.141;526.515;0;124;65;966;15.384;34.691;63.699;169.517
751;;;17.;Brain and nervous system cancers;;1.850.631;1.047.260;803.372;123;30.826;48.729;74.504;243.555;240.630;244.914;163.979;155;29.876;43.542;50.025;152.192;174.488;187.904;165.189
752;;;18.;Gallbladder and biliary tract cancer;;536.018;232.270;303.748;0;1.193;608;1.234;16.545;39.050;72.575;101.067;0;181;115;698;14.685;46.304;89.060;152.705
753;;;19.;Larynx cancer;;636.882;578.171;58.711;0;340;96;1.485;44.993;178.034;222.319;130.905;0;248;0;751;7.556;15.110;18.799;16.247
754;;;20.;Thyroid cancer;;253.689;81.266;172.424;0;0;193;1.609;10.640;17.654;26.222;24.947;0;0;138;3.110;20.130;33.596;52.853;62.597
755;;;21.;Mesothelioma;;268.967;194.886;74.081;0;113;0;1.015;9.897;27.630;63.653;92.577;0;0;0;893;9.857;13.222;22.101;28.008
760;;;22.;Lymphomas, multiple myeloma;;2.120.815;1.200.133;920.682;82;16.878;21.183;72.659;163.797;205.075;302.733;417.725;69;10.567;10.391;43.099;95.265;133.343;224.760;403.188
761;;;;a.;Hodgkin lymphoma;221.363;134.257;87.106;13;3.140;5.653;28.547;37.787;22.048;20.500;16.569;2;1.819;3.073;19.701;22.899;11.596;12.291;15.726
762;;;;b.;Non-Hodgkin lymphoma;1.229.604;711.851;517.752;69;13.738;15.440;42.753;101.974;120.304;175.594;241.979;66;8.674;7.291;22.687;55.860;73.252;121.845;228.078
763;;;;c.;Multiple myeloma;669.848;354.024;315.824;0;0;91;1.359;24.035;62.722;106.639;159.178;0;75;27;711;16.507;48.495;90.624;159.385
770;;;23.;Leukaemia;;1.741.223;993.441;747.782;143;56.187;58.949;93.595;117.135;129.609;214.540;323.283;159;44.852;41.605;50.969;86.138;96.808;150.606;276.645
780;;;24.;Other malignant neoplasms;;3.117.759;1.698.126;1.419.633;789;35.835;33.800;108.867;209.882;378.318;483.653;446.983;1.273;35.048;30.610;66.696;168.694;261.990;338.699;516.623
790;;B.;Other neoplasms;;;1.061.344;569.564;491.781;811;68.217;5.522;11.913;40.797;63.011;112.311;266.982;958;47.252;5.228;7.692;35.853;53.403;83.109;258.287
800;;C.;Diabetes mellitus;;;6.767.798;3.352.841;3.414.957;110;2.147;6.078;60.498;504.802;693.696;880.047;1.205.462;55;1.952;6.347;55.889;385.865;554.579;809.909;1.600.361
810;;D.;Endocrine, blood, immune disorders;;;2.367.264;1.067.611;1.299.654;4.447;104.592;64.049;91.789;187.455;153.095;173.600;288.585;3.627;87.393;59.673;115.536;254.035;164.784;189.891;424.714
811;;;1.;Thalassaemias;;249.329;71.145;178.184;183;23.506;13.736;5.360;10.752;5.893;4.933;6.782;247;20.747;16.519;26.459;65.283;18.582;10.828;19.520
812;;;2.;Sickle cell disorders and trait;;83.882;36.346;47.536;35;5.005;4.869;10.658;9.269;2.847;1.935;1.730;40;3.318;4.544;14.625;16.550;4.196;2.338;1.926
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;287.873;142.042;145.831;43;4.343;6.643;17.389;21.814;14.953;18.416;58.442;51;4.060;5.074;8.497;11.838;8.549;17.800;89.962
814;;;4.;Other endocrine, blood and immune disorders;;1.746.179;818.078;928.101;4.186;71.739;38.801;58.381;145.620;129.403;148.316;221.631;3.290;59.269;33.536;65.955;160.364;133.456;158.924;313.306
820;;E.;Mental and substance use disorders;;;26.045.289;13.604.907;12.440.382;552;52.121;614.105;3.115.469;5.495.581;2.188.149;1.348.609;790.320;213;19.928;521.975;2.618.401;4.341.035;2.004.046;1.523.508;1.411.276
830;;;1.;Depressive disorders;;6.242.643;2.257.066;3.985.577;0;73;61.770;472.547;816.381;372.407;280.572;253.317;0;78;91.888;669.250;1.251.972;690.907;603.553;677.929
831;;;;a.;Major depressive disorder;4.838.322;1.764.208;3.074.115;0;61;54.077;390.621;645.334;277.955;204.008;192.151;0;65;80.543;537.081;963.161;516.823;446.961;529.481
832;;;;b.;Dysthymia;1.404.321;492.859;911.462;0;12;7.693;81.926;171.047;94.452;76.563;61.165;0;14;11.345;132.170;288.810;174.084;156.592;148.448
840;;;2.;Bipolar disorder;;1.552.524;631.432;921.092;0;0;15.678;176.132;232.267;99.032;66.532;41.791;0;0;18.515;230.140;338.161;151.024;104.564;78.687
850;;;3.;Schizophrenia;;1.569.815;780.570;789.245;0;0;946;106.090;370.605;160.054;97.502;45.373;0;0;778;94.756;348.304;164.419;111.349;69.639
860;;;4.;Alcohol use disorders;;4.807.300;3.384.294;1.423.006;0;37;3.996;540.104;1.574.044;772.056;391.167;102.889;0;21;2.684;271.067;615.835;304.201;166.911;62.287
870;;;5.;Drug use disorders;;3.756.444;2.714.533;1.041.911;36;0;1.615;850.242;1.299.570;297.193;177.674;88.204;60;0;826;326.750;410.254;121.877;99.284;82.859
871;;;;a.;Opioid use disorders;2.700.452;1.953.695;746.757;36;0;0;576.314;958.966;217.401;138.136;62.841;60;0;0;218.903;304.889;89.152;77.499;56.253
872;;;;b.;Cocaine use disorders;220.094;169.524;50.570;0;0;0;54.279;75.462;22.298;11.470;6.015;0;0;0;17.978;17.651;5.853;4.863;4.226
873;;;;c.;Amphetamine use disorders;232.189;186.189;46.000;0;0;315;70.903;89.704;16.939;6.710;1.618;0;0;140;25.830;14.824;2.679;1.415;1.112
874;;;;d.;Cannabis use disorders;79.837;52.074;27.762;0;0;1.094;31.234;14.921;2.668;1.314;844;0;0;594;16.125;7.956;1.605;837;646
875;;;;e.;Other drug use disorders;523.872;353.051;170.821;0;0;206;117.512;160.517;37.887;20.044;16.886;0;0;92;47.915;64.935;22.587;14.670;20.622
880;;;6.;Anxiety disorders;;3.754.250;1.286.816;2.467.434;0;2.772;128.482;303.507;431.912;191.274;130.068;98.800;0;3.732;184.667;519.498;796.509;382.765;291.865;288.399
890;;;7.;Eating disorders;;451.199;89.720;361.479;0;0;4.846;42.681;42.193;0;0;0;0;0;19.209;185.348;156.922;0;0;0
900;;;8.;Autism and Asperger syndrome;;1.090.788;821.555;269.233;508;44.051;118.024;191.474;243.075;99.490;69.877;55.055;150;12.977;34.747;57.200;77.078;34.154;26.422;26.504
910;;;9.;Childhood behavioural disorders;;651.248;417.592;233.656;0;765;230.273;168.084;14.388;3.096;873;113;0;308;135.987;88.912;6.433;1.486;461;68
911;;;;a.;Attention deficit/hyperactivity syndrome;82.006;57.452;24.553;0;765;18.032;20.186;14.388;3.096;873;113;0;308;7.302;8.494;6.433;1.486;461;68
912;;;;b.;Conduct disorder;569.242;360.140;209.103;0;0;212.242;147.898;0;0;0;0;0;0;128.685;80.418;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;663.729;361.928;301.801;8;4.421;45.390;101.788;122.041;43.414;27.462;17.404;3;2.811;30.753;73.167;100.752;39.899;28.527;25.889
930;;;11.;Other mental and behavioural disorders;;1.505.348;859.400;645.949;0;0;3.085;162.821;349.105;150.133;106.881;87.375;0;0;1.922;102.311;238.814;113.315;90.572;99.014
940;;F.;Neurological conditions;;;17.653.049;6.891.746;10.761.303;86;83.781;234.620;741.852;1.281.515;692.735;775.052;3.082.104;82;67.956;252.756;983.943;1.985.619;990.746;995.542;5.484.660
950;;;1.;Alzheimer disease and other dementias;;7.391.652;2.554.833;4.836.819;0;0;1.542;1.584;15.619;68.391;250.450;2.217.247;0;0;1.082;1.297;12.623;71.282;288.892;4.461.644
960;;;2.;Parkinson disease;;1.051.188;562.914;488.274;0;0;0;339;6.183;16.830;71.799;467.762;0;0;0;197;4.127;12.450;51.905;419.596
970;;;3.;Epilepsy;;1.420.398;783.709;636.689;8;40.139;80.326;170.354;227.062;100.254;75.197;90.368;7;32.270;68.300;134.761;152.578;68.623;63.041;117.109
980;;;4.;Multiple sclerosis;;471.245;170.215;301.030;0;0;404;8.352;60.831;44.343;34.162;22.123;0;0;638;16.695;99.687;72.233;60.068;51.709
990;;;5.;Migraine;;4.649.358;1.508.353;3.141.005;0;0;83.820;339.763;625.900;243.194;140.533;75.142;0;0;118.964;641.671;1.323.065;537.804;327.120;192.382
1000;;;6.;Non-migraine headache;;1.131.525;419.217;712.308;0;0;14.103;86.005;172.752;72.229;46.479;27.649;0;0;19.750;131.664;282.158;123.352;89.672;65.712
1010;;;7.;Other neurological conditions;;1.537.683;892.506;645.177;78;43.643;54.424;135.456;173.167;147.493;156.431;181.814;75;35.687;44.021;57.659;111.382;105.001;114.843;176.508
1020;;G.;Sense organ diseases;;;14.040.973;6.153.702;7.887.270;228;53.238;176.724;388.806;987.137;985.678;1.291.295;2.270.597;213;48.715;158.608;358.305;918.596;1.020.012;1.525.305;3.857.517
1030;;;1.;Glaucoma;;191.220;62.020;129.201;0;0;0;116;2.565;5.722;12.471;41.145;0;0;0;162;3.532;8.492;20.484;96.532
1040;;;2.;Cataracts;;435.185;129.387;305.798;0;0;0;179;6.517;15.685;31.316;75.690;0;0;0;297;11.224;27.739;59.636;206.902
1050;;;3.;Uncorrected refractive errors;;3.599.816;1.587.083;2.012.734;150;33.722;96.530;164.490;342.308;301.516;303.102;345.264;162;32.262;92.188;160.245;340.239;344.052;399.300;644.285
1060;;;4.;Macular degeneration;;260.437;73.661;186.775;0;0;0;0;0;4.633;14.983;54.046;0;0;0;0;0;8.129;29.016;149.630
1070;;;5.;Other vision loss;;797.635;313.340;484.294;2;1.052;3.485;10.914;32.454;42.813;68.507;154.114;2;1.277;4.256;13.302;38.745;52.392;89.720;284.600
1080;;;6.;Other hearing loss;;7.637.989;3.545.686;4.092.303;76;12.648;63.902;179.815;517.058;541.014;759.066;1.472.107;48;9.454;49.309;143.373;409.789;470.404;771.613;2.238.313
1090;;;7.;Other sense organ disorders;;1.118.690;442.525;676.165;0;5.815;12.807;33.292;86.236;74.295;101.849;128.231;0;5.721;12.854;40.926;115.067;108.804;155.537;237.256
1100;;H.;Cardiovascular diseases;;;74.658.099;40.431.510;34.226.589;2.201;49.137;45.051;594.342;5.033.450;7.319.507;10.182.795;17.205.027;1.795;40.048;37.035;314.588;1.788.877;2.777.753;5.514.363;23.752.129
1110;;;1.;Rheumatic heart disease;;501.576;212.890;288.686;0;1.203;2.628;14.774;48.206;44.623;43.376;58.079;0;1.215;3.161;14.961;42.249;44.773;57.992;124.336
1120;;;2.;Hypertensive heart disease;;2.614.114;1.167.611;1.446.502;0;203;181;7.243;96.597;192.752;291.751;578.884;0;188;211;4.574;48.972;108.909;222.738;1.060.910
1130;;;3.;Ischaemic heart disease;;40.796.250;23.192.185;17.604.065;0;1.833;4.479;191.475;2.605.780;4.415.737;6.114.688;9.858.195;0;1.385;3.185;75.183;636.256;1.272.556;2.811.510;12.803.991
1140;;;4.;Stroke;;19.217.700;9.232.840;9.984.860;465;12.716;11.838;116.585;875.432;1.478.786;2.374.405;4.362.612;316;8.400;12.484;83.002;523.311;871.890;1.685.033;6.800.424
1141;;;;a.;Ischaemic stroke;11.734.659;5.316.393;6.418.267;0;678;2.808;26.911;246.833;648.246;1.431.008;2.959.910;0;807;3.587;26.137;162.557;368.969;1.001.992;4.854.218
1142;;;;b.;Haemorrhagic stroke;7.483.040;3.916.447;3.566.593;465;12.038;9.030;89.674;628.599;830.540;943.397;1.402.702;316;7.594;8.896;56.865;360.754;502.921;683.041;1.946.207
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;3.953.127;2.688.092;1.265.035;1.158;23.612;12.789;167.037;962.899;624.204;448.339;448.054;878;20.449;10.600;63.932;270.904;196.197;190.426;511.649
1160;;;6.;Other circulatory diseases;;7.575.332;3.937.892;3.637.440;578;9.569;13.136;97.229;444.535;563.406;910.236;1.899.203;601;8.411;7.395;72.937;267.185;283.429;546.665;2.450.818
1170;;I.;Respiratory diseases;;;10.478.095;5.957.105;4.520.990;0;41.022;180.315;248.063;607.436;753.134;1.321.185;2.805.951;0;40.327;180.392;250.510;494.131;501.877;798.184;2.255.569
1180;;;1.;Chronic obstructive pulmonary disease;;6.688.152;4.108.125;2.580.028;0;1.818;5.494;43.833;274.517;520.984;1.026.879;2.234.600;0;1.874;5.254;32.985;142.983;260.704;521.120;1.615.107
1190;;;2.;Asthma;;2.385.245;1.036.541;1.348.705;0;34.797;163.615;177.418;243.136;137.667;136.819;143.088;0;34.758;164.464;200.548;305.566;191.884;195.209;256.275
