Global Health Estimates 2016: DALYs by age, sex and cause;;;;;;;;;;;;;;;;;;;;;;;;
Region:;;Eastern Mediterranean Region;;;;;;;;;;;;;;;;;;;;;;
Year:;;2015;;;;;;;;;;;;;;;;;;;;;;
GlobalGlobal;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Sex;Both sexes;Male;Female;Male;;;;;;;;Female;;;;;;;
60;;;;b.;Chlamydia;103.665;49.075;54.590;0;0;259;31.634;16.788;358;36;1;0;0;472;22.085;29.524;2.050;356;103
70;;;;c.;Gonorrhoea;404.118;367.488;36.630;0;0;738;121.537;226.155;18.732;306;19;0;0;272;15.382;18.906;1.313;420;336
80;;;;d.;Trichomoniasis;11.502;0;11.502;0;0;0;0;0;0;0;0;0;0;86;5.115;4.859;957;342;143
85;;;;e.;Genital herpes;13.848;4.940;8.908;0;0;54;1.348;2.309;659;358;212;0;0;112;2.624;3.954;1.132;660;427
90;;;;f.;Other STDs;116.370;68.900;47.470;0;0;162;22.903;42.803;2.959;61;11;0;0;291;15.625;28.627;2.218;608;100
100;;;3.;HIV/AIDS;;893.544;578.766;314.778;476;48.645;11.182;72.361;362.343;68.433;13.047;2.279;476;46.024;10.758;60.847;171.632;20.717;3.706;618
110;;;4.;Diarrhoeal diseases;;9.266.500;4.277.655;4.988.844;233.063;3.144.398;263.494;202.450;162.271;59.472;71.057;141.449;210.378;3.738.994;302.586;208.802;149.241;66.294;89.712;222.836
120;;;5.;Childhood-cluster diseases;;2.666.144;1.406.726;1.259.418;646.571;568.242;121.891;35.590;22.936;6.253;2.999;2.245;427.857;604.478;151.202;38.091;20.333;7.640;3.796;6.022
130;;;;a.;Whooping cough;146.357;61.247;85.111;0;4.885;50.341;4.626;1.150;245;0;0;0;5.823;72.980;5.061;1.022;225;0;0
140;;;;b.;Diphtheria;19.933;10.146;9.787;0;6.550;2.403;670;396;126;0;0;0;6.646;2.315;445;281;99;0;0
150;;;;c.;Measles;1.241.755;598.839;642.916;0;553.598;41.724;3.209;273;36;0;0;0;589.934;48.311;4.293;355;23;0;0
160;;;;d.;Tetanus;1.258.099;736.494;521.605;646.571;3.208;27.422;27.085;21.117;5.846;2.999;2.245;427.857;2.075;27.596;28.292;18.676;7.292;3.796;6.022
170;;;6.;Meningitis;;2.028.807;1.111.247;917.560;26;623.102;202.327;138.299;91.923;25.481;15.690;14.399;45;467.756;182.272;116.832;77.674;28.432;20.964;23.586
180;;;7.;Encephalitis;;535.885;299.099;236.786;6;73.664;78.882;54.598;53.561;17.118;11.311;9.959;6;62.515;52.101;45.561;42.862;14.959;10.349;8.434
185;;;8.;Hepatitis;;524.480;237.389;287.091;1;67.237;34.734;39.026;45.455;21.870;17.250;11.815;1;94.792;51.178;49.934;38.753;20.431;16.254;15.746
186;;;;a.;Acute hepatitis A;90.938;33.538;57.400;0;26.692;2.370;2.538;965;399;312;262;0;46.873;3.468;4.378;1.197;545;440;499
190;;;;b.;Acute hepatitis B;256.890;127.848;129.042;1;13.498;5.465;24.604;40.706;19.478;14.914;9.181;1;16.558;6.393;29.519;33.624;17.648;13.564;11.735
200;;;;c.;Acute hepatitis C;11.390;4.886;6.505;0;353;1.810;629;637;572;561;324;0;321;2.624;993;699;713;659;496
205;;;;d.;Acute hepatitis E;165.262;71.118;94.144;0;26.694;25.089;11.255;3.148;1.421;1.463;2.048;0;31.040;38.693;15.044;3.234;1.525;1.591;3.016
210;;;9.;Parasitic and vector diseases;;1.704.207;858.366;845.841;8;237.231;170.973;187.658;152.280;46.894;36.407;26.916;6;223.855;175.532;176.388;144.562;49.445;41.623;34.430
220;;;;a.;Malaria;545.427;255.510;289.917;4;107.341;56.972;43.665;30.720;6.460;6.287;4.061;5;107.151;79.607;57.258;27.977;6.847;6.514;4.558
230;;;;b.;African Trypanosomiasis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;;;;c.;Chagas disease;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
250;;;;d.;Schistosomiasis;160.675;87.164;73.511;0;2.369;5.756;24.179;30.482;11.403;8.266;4.708;0;2.260;5.071;18.050;25.861;9.658;7.164;5.448
260;;;;e.;Leishmaniasis;458.360;220.399;237.961;0;45.861;24.112;57.780;53.941;17.786;12.324;8.596;0;43.784;24.499;57.178;60.626;23.162;16.628;12.083
270;;;;f.;lymphatic filariasis;3.268;2.926;342;0;0;359;704;1.224;392;176;71;0;0;29;74;141;56;28;13
280;;;;g.;Onchocerciasis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;;;;h.;Cysticercosis;17.172;8.070;9.102;0;203;800;2.864;3.167;591;310;134;0;303;1.251;2.866;3.143;783;488;270
295;;;;i.;Echinococcosis;26.082;12.482;13.601;0;1.434;2.143;3.083;3.213;1.243;844;522;0;1.793;2.517;3.027;3.332;1.309;944;677
300;;;;j.;Dengue;106.071;53.153;52.918;0;14.763;17.674;10.415;6.171;1.903;1.366;861;0;16.525;16.773;8.807;5.707;2.198;1.667;1.241
310;;;;k.;Trachoma;35.140;15.369;19.771;0;0;0;566;1.551;2.136;4.350;6.765;0;0;0;516;1.769;2.559;5.745;9.181
315;;;;l.;Yellow fever;60.067;43.109;16.958;4;7.668;10.932;17.609;5.979;611;233;72;2;3.255;5.169;5.972;2.173;256;97;35
320;;;;m.;Rabies;291.944;160.184;131.759;0;57.591;52.226;26.792;15.832;4.369;2.250;1.125;0;48.784;40.616;22.639;13.831;2.617;2.349;924
330;;;10.;Intestinal nematode infections;;173.205;84.587;88.618;0;11.632;19.748;22.572;19.434;5.603;3.455;2.144;0;15.286;19.884;23.347;19.150;5.279;3.344;2.327
340;;;;a.;Ascariasis;104.050;50.647;53.403;0;9.830;13.725;12.654;9.460;2.575;1.452;951;0;13.568;13.827;12.015;9.043;2.531;1.453;967
350;;;;b.;Trichuriasis;3.686;1.847;1.840;0;152;801;447;297;79;46;25;0;146;789;438;303;83;50;30
360;;;;c.;Hookworm disease;48.858;22.708;26.150;0;1.638;4.846;7.116;5.940;1.626;981;561;0;1.564;4.994;9.214;7.032;1.652;1.019;675
362;;;;d.;Food-bourne trematodes;16.611;9.386;7.226;0;12;376;2.355;3.737;1.323;977;607;0;9;274;1.680;2.772;1.013;821;656
365;;;11.;Leprosy;;8.040;3.665;4.375;0;0;4;66;1.039;1.026;956;573;0;0;1;71;920;1.092;1.364;927
370;;;12.;Other infectious diseases;;2.532.381;1.496.798;1.035.582;24.804;600.402;577.775;169.193;70.590;17.954;16.341;19.739;11.418;350.145;470.132;119.214;44.105;12.559;11.661;16.349
380;;B.;Respiratory Infectious ;;;16.011.833;8.204.382;7.807.451;1.486.221;4.719.155;524.575;365.590;333.109;191.791;226.998;356.942;1.301.025;4.987.619;455.284;292.804;233.651;114.445;150.005;272.619
390;;;1.;Lower respiratory infections;;15.104.169;7.733.838;7.370.331;1.484.624;4.622.851;389.761;247.608;250.594;169.552;217.065;351.783;1.299.435;4.898.369;329.903;182.221;159.696;93.852;139.956;266.899
400;;;2.;Upper respiratory infections;;521.502;269.952;251.550;1.485;47.148;63.561;73.713;60.571;13.405;6.576;3.493;1.266;44.257;59.728;69.356;54.276;12.394;6.526;3.747
410;;;3.;Otitis media;;386.162;200.592;185.570;111;49.156;71.254;44.270;21.944;8.834;3.358;1.666;324;44.993;65.653;41.227;19.679;8.199;3.523;1.973
420;;C.;Maternal conditions;;;1.790.405;0;1.790.405;0;0;0;0;0;0;0;0;0;0;119;1.021.006;766.410;2.870;0;0
490;;D.;Neonatal conditions;;;39.132.537;21.089.184;18.043.352;18.955.247;1.652.412;149.009;169.997;129.086;23.810;7.725;1.898;15.910.552;1.518.137;181.270;208.018;169.263;37.072;14.990;4.051
500;;;1.;Preterm birth complications;;17.642.084;9.864.273;7.777.811;8.711.781;828.104;101.375;116.241;85.918;14.931;4.593;1.329;6.926.053;596.227;74.357;88.826;70.431;14.538;5.649;1.729
510;;;2.;Birth asphyxia and birth trauma;;11.034.452;6.096.223;4.938.229;5.672.170;380.310;12.132;14.909;12.957;2.679;927;140;4.513.079;383.422;11.498;14.226;11.882;2.772;1.146;204
520;;;3.;Neonatal sepsis and infections;;7.679.771;3.716.503;3.963.268;3.625.324;22.000;22.929;23.420;18.008;3.534;1.104;185;3.612.983;71.374;84.685;91.822;76.487;17.187;6.991;1.738
530;;;4.;Other neonatal conditions;;2.776.230;1.412.185;1.364.045;945.972;421.998;12.572;15.427;12.204;2.666;1.102;244;858.436;467.114;10.729;13.144;10.464;2.575;1.203;380
540;;E.;Nutritional deficiencies;;;5.705.106;2.392.270;3.312.836;8.178;1.052.632;682.257;288.768;228.153;53.748;37.024;41.511;8.609;1.006.077;681.354;713.243;599.514;121.498;83.585;98.956
550;;;1.;Protein-energy malnutrition;;1.371.753;679.966;691.787;4.864;567.450;50.398;15.807;13.454;6.804;7.560;13.628;5.039;572.070;51.147;18.592;15.262;6.091;9.087;14.500
560;;;2.;Iodine deficiency;;343.153;133.136;210.017;0;4.816;15.472;44.973;45.651;11.998;6.378;3.848;0;5.935;26.114;72.143;68.105;19.077;11.287;7.356
570;;;3.;Vitamin A deficiency;;46.866;24.052;22.813;0;7.443;7.461;4.546;3.045;822;468;266;0;7.009;6.970;4.292;2.928;850;480;285
580;;;4.;Iron-deficiency anaemia;;3.740.336;1.480.554;2.259.782;3.313;442.010;592.917;215.075;159.975;30.942;18.876;17.445;3.569;383.597;579.312;597.606;491.092;88.404;53.418;62.783
590;;;5.;Other nutritional deficiencies;;202.999;74.562;128.436;0;30.913;16.009;8.366;6.027;3.182;3.742;6.324;0;37.467;17.811;20.611;22.126;7.076;9.314;14.032
600;II.;Noncommunicable diseases;;;;126.221.191;65.731.643;60.489.548;2.367.549;4.646.912;3.830.993;8.606.308;14.777.417;10.028.316;9.966.810;11.507.337;1.884.479;3.848.359;3.401.452;8.730.887;13.953.684;8.360.584;8.675.459;11.634.644
610;;A.;Malignant neoplasms;;;14.117.613;7.196.400;6.921.213;2.049;628.088;435.912;613.334;1.426.314;1.485.843;1.461.252;1.143.607;1.506;413.886;314.483;582.552;2.053.705;1.574.074;1.220.597;760.411
620;;;1.;Mouth and oropharynx cancers;;668.509;391.642;276.866;0;5.200;3.462;25.426;127.658;104.556;78.531;46.809;0;4.601;3.143;18.609;86.787;77.682;58.167;27.877
621;;;;a.;Lip and oral cavity;429.708;242.913;186.795;0;3.856;1.185;14.408;88.839;64.600;45.714;24.312;0;4.269;1.549;9.725;56.814;55.189;40.442;18.807
622;;;;b.;Nasopharynx;101.858;68.313;33.545;0;0;1.433;7.994;21.720;19.401;11.412;6.352;0;0;1.345;4.337;12.887;6.681;5.523;2.772
623;;;;c.;Other pharynx;136.943;80.417;56.527;0;1.345;845;3.024;17.099;20.554;21.405;16.145;0;333;248;4.547;17.086;15.812;12.203;6.298
630;;;2.;Oesophagus cancer;;485.627;253.620;232.007;0;152;72;8.347;61.504;68.273;64.976;50.295;0;149;87;12.988;63.961;63.158;58.400;33.265
640;;;3.;Stomach cancer;;635.548;396.647;238.900;0;10.784;4.299;12.277;86.876;93.769;97.732;90.910;0;2.996;1.681;12.777;71.174;56.603;53.367;40.301
650;;;4.;Colon and rectum cancers;;801.038;435.343;365.695;0;7.566;4.468;30.068;123.387;104.542;95.369;69.943;0;20.497;7.117;26.419;110.290;86.981;69.170;45.222
660;;;5.;Liver cancer;;899.971;620.709;279.262;0;0;12.177;11.735;111.706;205.384;184.800;94.907;0;0;7.035;8.357;53.178;81.769;77.059;51.865
661;;;;a.;Liver cancer secondary to hepatitis B;221.190;148.724;72.466;0;0;6.958;7.430;38.893;45.216;33.120;17.107;0;0;3.274;4.501;20.461;20.390;15.203;8.636
662;;;;b.;Liver cancer secondary to hepatitis C;490.297;334.551;155.746;0;0;2.531;2.523;52.465;113.624;106.586;56.823;0;0;1.462;2.032;23.809;46.850;47.488;34.106
663;;;;c.;Liver cancer secondary to alcohol use;103.198;88.353;14.846;0;0;0;72;10.300;31.503;32.556;13.922;0;0;0;24;1.587;4.631;5.534;3.069
664;;;;d.;Other liver cancer;85.286;49.081;36.205;0;0;2.688;1.710;10.048;15.042;12.538;7.055;0;0;2.300;1.800;7.320;9.898;8.834;6.053
670;;;6.;Pancreas cancer;;246.191;149.378;96.813;0;16;80;2.473;32.471;47.878;44.117;22.342;0;0;0;1.872;15.884;30.654;29.709;18.693
680;;;7.;Trachea, bronchus, lung cancers;;955.897;735.932;219.964;0;10.309;4.571;9.200;125.760;224.924;219.002;142.166;0;10.067;5.175;7.429;50.841;59.555;51.861;35.037
690;;;8.;Melanoma and other skin cancers;;69.282;46.299;22.983;0;1.550;429;3.923;11.721;9.390;9.960;9.325;0;0;0;1.964;5.276;5.688;5.334;4.720
691;;;;a.;Malignant skin melanoma;32.959;18.611;14.349;0;1.550;429;1.872;5.109;3.830;3.186;2.635;0;0;0;1.011;2.983;3.948;3.673;2.734
692;;;;b.;Non-melanoma skin cancer;36.323;27.688;8.635;0;0;0;2.051;6.612;5.560;6.774;6.690;0;0;0;953;2.294;1.740;1.661;1.986
700;;;9.;Breast cancer;;1.714.200;3.298;1.710.902;0;0;0;449;1.004;779;662;405;0;370;273;96.995;783.531;438.964;258.084;132.684
710;;;10.;Cervix uteri cancer;;266.818;0;266.818;0;0;0;0;0;0;0;0;0;0;0;7.330;98.517;88.142;50.553;22.276
720;;;11.;Corpus uteri cancer;;76.890;0;76.890;0;0;0;0;0;0;0;0;0;0;0;2.035;14.677;20.821;23.576;15.780
730;;;12.;Ovary cancer;;350.737;0;350.737;0;0;0;0;0;0;0;0;0;13.231;4.999;19.832;104.824;101.671;71.846;34.334
740;;;13.;Prostate cancer;;227.903;227.903;0;0;0;0;2.583;4.220;6.500;54.499;160.102;0;0;0;0;0;0;0;0
742;;;14.;Testicular cancer;;108.047;108.047;0;0;38.445;11.782;20.152;23.999;4.810;4.415;4.445;0;0;0;0;0;0;0;0
745;;;15.;Kidney cancer;;330.028;189.600;140.428;35;50.092;22.225;6.380;25.242;31.401;32.010;22.215;40;43.515;24.519;6.363;18.332;20.684;16.964;10.011
750;;;16.;Bladder cancer;;375.203;297.226;77.977;0;2.712;1.467;1.876;28.649;67.123;97.378;98.021;0;2.726;1.202;877;7.980;15.965;23.418;25.810
751;;;17.;Brain and nervous system cancers;;723.855;416.457;307.398;56;65.154;50.072;54.971;111.074;65.693;46.031;23.405;57;49.747;42.426;35.469;74.587;49.582;35.578;19.952
752;;;18.;Gallbladder and biliary tract cancer;;160.632;56.186;104.445;0;0;0;1.383;10.815;14.202;18.155;11.631;0;0;0;1.457;23.412;35.092;28.367;16.117
753;;;19.;Larynx cancer;;178.095;153.914;24.181;0;2.006;586;1.490;28.335;48.521;46.235;26.740;0;172;83;919;6.448;6.583;5.398;4.577
754;;;20.;Thyroid cancer;;115.889;31.260;84.629;0;0;291;795;2.706;4.681;10.850;11.937;0;0;297;2.362;12.162;14.083;27.332;28.394
755;;;21.;Mesothelioma;;20.674;12.824;7.851;0;0;0;813;4.224;3.797;2.409;1.580;0;0;0;822;1.857;2.313;1.905;954
760;;;22.;Lymphomas, multiple myeloma;;1.131.775;695.249;436.526;61;81.975;69.076;84.503;144.533;122.783;112.229;80.089;42;42.857;34.295;60.593;92.078;74.397;74.681;57.584
761;;;;a.;Hodgkin lymphoma;240.546;147.040;93.506;20;18.739;22.312;25.703;35.017;19.820;15.218;10.212;2;10.303;11.353;24.026;23.878;9.216;7.886;6.842
762;;;;b.;Non-Hodgkin lymphoma;773.388;477.164;296.224;41;62.281;46.505;57.341;98.937;78.994;76.019;57.046;39;32.523;22.856;35.323;60.293;51.497;51.619;42.072
763;;;;c.;Multiple myeloma;117.841;71.045;46.797;0;955;259;1.458;10.579;23.969;20.992;12.831;0;31;86;1.244;7.907;13.685;15.176;8.669
770;;;23.;Leukaemia;;1.161.834;710.989;450.845;97;178.290;143.669;139.492;107.837;53.677;51.015;36.913;96;95.105;83.008;83.032;88.099;43.089;34.953;23.463
780;;;24.;Other malignant neoplasms;;2.412.970;1.263.875;1.149.095;1.801;173.837;107.186;194.997;252.591;203.162;190.875;139.427;1.271;127.854;99.144;174.050;269.809;200.597;164.874;111.497
790;;B.;Other neoplasms;;;634.750;334.344;300.406;0;38.743;21.865;40.160;75.917;61.543;58.035;38.082;24;59.360;18.988;18.007;81.878;50.113;42.013;30.023
800;;C.;Diabetes mellitus;;;5.996.010;2.812.623;3.183.387;332;18.015;26.294;174.556;767.312;652.646;579.544;593.924;216;25.652;36.790;201.773;719.084;668.118;702.886;828.868
810;;D.;Endocrine, blood, immune disorders;;;2.435.217;1.179.032;1.256.185;13.945;447.748;233.077;157.359;143.653;68.828;56.059;58.364;12.689;345.920;213.884;230.029;222.707;73.812;65.266;91.877
811;;;1.;Thalassaemias;;769.780;329.690;440.089;6.960;182.326;82.946;19.401;18.527;6.587;5.860;7.082;4.099;130.014;92.864;72.935;93.272;22.933;13.086;10.887
812;;;2.;Sickle cell disorders and trait;;394.537;175.580;218.957;456;65.140;38.227;43.885;19.580;5.112;2.054;1.127;317;48.385;44.024;77.293;38.092;6.566;2.998;1.282
813;;;3.;Other haemoglobinopathies and haemolytic anaemias;;313.135;162.212;150.923;260;22.413;39.141;43.025;26.517;8.539;9.011;13.306;172;16.310;18.654;31.378;31.808;11.140;11.572;29.889
814;;;4.;Other endocrine, blood and immune disorders;;957.765;511.549;446.216;6.269;177.868;72.763;51.048;79.029;48.590;39.134;36.848;8.100;151.211;58.343;48.423;59.535;33.174;37.611;49.819
820;;E.;Mental and substance use disorders;;;14.885.468;7.859.066;7.026.401;916;90.293;892.073;2.847.596;2.913.055;637.769;310.168;167.195;357;37.349;639.199;2.507.733;2.629.913;659.505;352.880;199.467
830;;;1.;Depressive disorders;;3.982.822;1.649.755;2.333.066;0;110;97.180;522.659;674.866;190.406;102.441;62.094;0;109;116.407;721.253;934.523;289.540;168.401;102.834
831;;;;a.;Major depressive disorder;3.365.586;1.391.463;1.974.124;0;94;88.806;447.840;572.147;154.229;79.560;48.787;0;91;103.922;615.588;795.304;239.548;135.624;84.046
832;;;;b.;Dysthymia;617.235;258.292;358.943;0;16;8.374;74.818;102.719;36.176;22.881;13.308;0;19;12.485;105.664;139.218;49.992;32.776;18.788
840;;;2.;Bipolar disorder;;909.684;418.563;491.120;0;0;18.951;177.844;157.310;39.003;17.844;7.612;0;0;24.831;220.056;172.901;42.743;21.131;9.459
850;;;3.;Schizophrenia;;730.389;395.595;334.795;0;0;941;91.002;214.709;56.376;24.734;7.833;0;0;781;77.351;178.791;48.197;22.130;7.544
860;;;4.;Alcohol use disorders;;748.031;504.525;243.506;0;11;2.808;192.740;232.212;47.666;19.788;9.299;0;5;1.912;104.869;104.387;20.074;8.346;3.914
870;;;5.;Drug use disorders;;2.242.557;1.547.551;695.006;65;0;467;703.299;695.250;84.793;40.149;23.527;89;0;84;321.841;296.278;41.688;23.294;11.733
871;;;;a.;Opioid use disorders;2.055.505;1.418.033;637.472;65;0;0;635.917;647.951;77.195;36.449;20.455;89;0;0;293.283;275.780;37.752;21.102;9.466
872;;;;b.;Cocaine use disorders;44.739;33.201;11.538;0;0;0;16.070;12.606;2.465;1.343;717;0;0;0;6.009;3.948;823;507;251
873;;;;c.;Amphetamine use disorders;17.015;13.960;3.055;0;0;23;7.499;5.346;650;305;137;0;0;2;1.716;970;198;103;66
874;;;;d.;Cannabis use disorders;35.231;26.790;8.441;0;0;427;18.360;6.995;711;207;91;0;0;79;5.528;2.394;281;105;53
875;;;;e.;Other drug use disorders;90.066;55.566;34.500;0;0;16;25.453;22.352;3.772;1.844;2.128;0;0;3;15.304;13.186;2.634;1.477;1.896
880;;;6.;Anxiety disorders;;2.769.494;1.113.208;1.656.286;0;4.674;191.748;392.873;370.036;90.889;41.202;21.786;0;4.140;195.341;596.865;601.954;145.560;71.363;41.063
890;;;7.;Eating disorders;;203.017;55.407;147.610;0;0;3.818;28.284;23.305;0;0;0;0;0;11.521;86.493;49.596;0;0;0
900;;;8.;Autism and Asperger syndrome;;823.357;639.482;183.875;721;61.464;150.150;195.489;162.446;38.826;19.490;10.897;212;18.208;45.311;56.668;43.934;10.626;5.606;3.310
910;;;9.;Childhood behavioural disorders;;733.987;490.296;243.691;0;861;288.669;186.492;12.058;1.758;411;47;0;356;149.036;87.713;5.434;890;233;29
911;;;;a.;Attention deficit/hyperactivity syndrome;78.605;54.855;23.751;0;861;18.876;20.844;12.058;1.758;411;47;0;356;7.891;8.917;5.434;890;233;29
912;;;;b.;Conduct disorder;655.382;435.442;219.940;0;0;269.793;165.648;0;0;0;0;0;0;141.144;78.796;0;0;0;0
920;;;10.;Idiopathic intellectual disability;;956.142;571.208;384.934;130;23.172;133.807;207.877;151.937;32.102;15.106;7.076;56;14.532;91.610;139.590;100.478;22.060;10.911;5.698
930;;;11.;Other mental and behavioural disorders;;785.988;473.477;312.511;0;0;3.536;149.037;218.926;55.951;29.003;17.022;0;0;2.365;95.036;141.637;38.126;21.464;13.884
940;;F.;Neurological conditions;;;7.645.319;3.334.313;4.311.007;41;187.035;312.359;771.628;837.250;252.520;229.293;744.187;42;236.950;400.829;1.020.295;1.108.884;328.485;291.543;923.979
950;;;1.;Alzheimer disease and other dementias;;1.767.789;782.366;985.423;0;0;0;26;5.470;37.640;117.918;621.312;0;0;0;0;5.584;38.853;138.370;802.615
960;;;2.;Parkinson disease;;169.009;100.834;68.175;0;0;0;129;4.318;6.935;15.661;73.791;0;0;0;68;2.786;5.419;11.556;48.345
970;;;3.;Epilepsy;;1.451.312;692.616;758.696;24;121.805;162.162;209.054;128.867;33.117;20.205;17.385;22;169.933;170.252;210.232;126.580;33.463;24.923;23.291
980;;;4.;Multiple sclerosis;;83.598;33.065;50.533;0;0;229;4.258;17.551;6.294;3.059;1.674;0;0;385;9.129;26.404;7.924;4.213;2.479
990;;;5.;Migraine;;2.947.664;1.145.809;1.801.855;0;0;84.841;392.645;492.651;112.922;45.821;16.929;0;0;159.818;620.908;733.067;178.889;78.762;30.411
1000;;;6.;Non-migraine headache;;793.423;348.392;445.031;0;0;18.366;113.281;153.462;38.659;17.469;7.154;0;0;28.120;146.128;184.778;49.821;25.041;11.143
1010;;;7.;Other neurological conditions;;432.525;231.232;201.293;18;65.231;46.761;52.235;34.931;16.953;9.161;5.942;21;67.017;42.254;33.829;29.685;14.117;8.678;5.694
1020;;G.;Sense organ diseases;;;7.837.794;3.893.500;3.944.294;512;97.747;324.635;557.538;884.679;598.281;637.251;792.857;470;92.301;288.571;496.549;817.441;592.448;686.381;970.132
1030;;;1.;Glaucoma;;191.593;81.493;110.100;0;0;0;472;6.788;10.793;19.641;43.800;0;0;0;656;8.603;13.497;25.471;61.873
1040;;;2.;Cataracts;;567.469;215.615;351.854;0;0;0;881;22.144;36.176;59.170;97.243;0;0;0;1.598;35.987;55.795;92.544;165.930
1050;;;3.;Uncorrected refractive errors;;2.362.177;1.133.244;1.228.933;301;58.303;162.949;218.451;285.846;164.687;133.948;108.758;329;58.626;160.532;215.900;309.719;186.869;159.809;137.150
1060;;;4.;Macular degeneration;;191.130;72.066;119.064;0;0;0;0;0;7.234;19.663;45.169;0;0;0;0;0;11.412;31.780;75.872
1070;;;5.;Other vision loss;;986.752;470.533;516.219;12;7.003;21.158;49.727;86.249;75.000;95.255;136.128;15;8.452;25.544;59.227;92.279;77.583;99.906;153.214
1080;;;6.;Other hearing loss;;3.119.934;1.720.065;1.399.870;199;25.192;125.450;253.923;425.399;273.925;279.831;336.146;126;17.133;86.216;182.743;311.111;214.739;242.903;344.899
1090;;;7.;Other sense organ disorders;;418.738;200.485;218.253;0;7.251;15.078;34.084;58.252;30.465;29.742;25.613;0;8.090;16.278;36.426;59.741;32.554;33.969;31.194
1100;;H.;Cardiovascular diseases;;;33.214.961;18.516.952;14.698.009;8.202;329.550;195.668;969.714;3.580.281;3.722.877;4.257.650;5.453.012;4.002;241.721;192.089;851.712;2.185.707;2.284.851;3.335.115;5.602.812
1110;;;1.;Rheumatic heart disease;;1.070.265;479.198;591.067;0;40.038;58.486;117.860;131.915;48.580;37.556;44.763;0;23.768;64.255;140.590;164.520;69.893;56.678;71.363
1120;;;2.;Hypertensive heart disease;;1.315.481;528.084;787.397;0;7.870;2.816;25.863;89.061;85.663;105.707;211.105;0;1.770;2.703;32.431;113.769;139.953;174.293;322.478
1130;;;3.;Ischaemic heart disease;;19.956.740;12.049.153;7.907.587;0;42.836;22.362;431.098;2.429.728;2.676.035;2.931.328;3.515.766;0;14.969;19.591;284.383;1.041.555;1.316.497;1.966.740;3.263.852
1140;;;4.;Stroke;;8.297.726;4.186.687;4.111.039;4.280;90.185;53.679;214.561;696.554;758.516;994.162;1.374.751;1.352;74.711;48.619;222.365;654.288;622.647;941.643;1.545.414
1141;;;;a.;Ischaemic stroke;4.119.425;1.985.235;2.134.191;0;4.947;6.593;49.593;191.184;285.453;541.386;906.079;0;4.340;7.864;71.914;196.759;235.280;542.366;1.075.667
1142;;;;b.;Haemorrhagic stroke;4.178.301;2.201.452;1.976.848;4.280;85.238;47.087;164.968;505.370;473.062;452.776;468.671;1.352;70.371;40.755;150.451;457.529;387.367;399.277;469.747
1150;;;5.;Cardiomyopathy, myocarditis, endocarditis;;669.944;339.182;330.762;2.073;68.777;20.750;61.980;68.767;33.254;37.567;46.015;1.070;59.353;24.406;58.521;61.248;27.748;36.860;61.554
